"season","through_week","feature","offense_team","defense_team","offense_rating","defense_rating","offense_percentile","defense_percentile","interaction_signal","predictive_status","confidence","output_class"
2026,3,"pass_epa_vs_pass_defense","BAL","DAL",0.0659,0.0603,0.8065,0.1613,-0.0323,"off:PREDICTIVE|def:NOT_PREDICTIVE","LOW","MODELED"
2026,3,"pass_epa_vs_pass_defense","BAL","DEN",0.0659,-0.0807,0.8065,0.9355,0.7419,"off:PREDICTIVE|def:NOT_PREDICTIVE","LOW","MODELED"
2026,3,"pass_epa_vs_pass_defense","BAL","DET",0.0659,-0.0625,0.8065,0.9032,0.7097,"off:PREDICTIVE|def:NOT_PREDICTIVE","LOW","MODELED"
2026,3,"pass_epa_vs_pass_defense","BAL","GB",0.0659,0.1058,0.8065,0.0968,-0.0968,"off:PREDICTIVE|def:NOT_PREDICTIVE","LOW","MODELED"
2026,3,"pass_epa_vs_pass_defense","BAL","HOU",0.0659,-0.0291,0.8065,0.6452,0.4516,"off:PREDICTIVE|def:NOT_PREDICTIVE","LOW","MODELED"
2026,3,"pass_epa_vs_pass_defense","BAL","IND",0.0659,0.008,0.8065,0.4194,0.2258,"off:PREDICTIVE|def:NOT_PREDICTIVE","LOW","MODELED"
2026,3,"pass_epa_vs_pass_defense","BAL","JAX",0.0659,0.0188,0.8065,0.3548,0.1613,"off:PREDICTIVE|def:NOT_PREDICTIVE","LOW","MODELED"
2026,3,"pass_epa_vs_pass_defense","BAL","KC",0.0659,-0.0219,0.8065,0.5806,0.3871,"off:PREDICTIVE|def:NOT_PREDICTIVE","LOW","MODELED"
2026,3,"pass_epa_vs_pass_defense","BAL","LAC",0.0659,0.0295,0.8065,0.2581,0.0645,"off:PREDICTIVE|def:NOT_PREDICTIVE","LOW","MODELED"
2026,3,"pass_epa_vs_pass_defense","BAL","LAR",0.0659,-0.142,0.8065,1,0.8065,"off:PREDICTIVE|def:NOT_PREDICTIVE","LOW","MODELED"
2026,3,"pass_epa_vs_pass_defense","BAL","LV",0.0659,-0.0323,0.8065,0.6774,0.4839,"off:PREDICTIVE|def:NOT_PREDICTIVE","LOW","MODELED"
2026,3,"pass_epa_vs_pass_defense","BAL","MIA",0.0659,0.0291,0.8065,0.3226,0.129,"off:PREDICTIVE|def:NOT_PREDICTIVE","LOW","MODELED"
2026,3,"pass_epa_vs_pass_defense","BAL","MIN",0.0659,-0.1205,0.8065,0.9677,0.7742,"off:PREDICTIVE|def:NOT_PREDICTIVE","LOW","MODELED"
2026,3,"pass_epa_vs_pass_defense","BAL","NE",0.0659,-0.0554,0.8065,0.871,0.6774,"off:PREDICTIVE|def:NOT_PREDICTIVE","LOW","MODELED"
2026,3,"pass_epa_vs_pass_defense","BAL","NO",0.0659,-0.0499,0.8065,0.8065,0.6129,"off:PREDICTIVE|def:NOT_PREDICTIVE","LOW","MODELED"
2026,3,"pass_epa_vs_pass_defense","BAL","NYG",0.0659,0.1191,0.8065,0.0645,-0.129,"off:PREDICTIVE|def:NOT_PREDICTIVE","LOW","MODELED"
2026,3,"pass_epa_vs_pass_defense","BAL","NYJ",0.0659,-0.0128,0.8065,0.5161,0.3226,"off:PREDICTIVE|def:NOT_PREDICTIVE","LOW","MODELED"
2026,3,"pass_epa_vs_pass_defense","BAL","PHI",0.0659,-0.026,0.8065,0.6129,0.4194,"off:PREDICTIVE|def:NOT_PREDICTIVE","LOW","MODELED"
2026,3,"pass_epa_vs_pass_defense","BAL","PIT",0.0659,-0.0489,0.8065,0.7742,0.5806,"off:PREDICTIVE|def:NOT_PREDICTIVE","LOW","MODELED"
2026,3,"pass_epa_vs_pass_defense","BAL","SEA",0.0659,-0.0544,0.8065,0.8387,0.6452,"off:PREDICTIVE|def:NOT_PREDICTIVE","LOW","MODELED"
2026,3,"pass_epa_vs_pass_defense","BAL","SF",0.0659,3e-04,0.8065,0.4516,0.2581,"off:PREDICTIVE|def:NOT_PREDICTIVE","LOW","MODELED"
2026,3,"pass_epa_vs_pass_defense","BAL","TB",0.0659,0.0628,0.8065,0.129,-0.0645,"off:PREDICTIVE|def:NOT_PREDICTIVE","LOW","MODELED"
2026,3,"pass_epa_vs_pass_defense","BAL","TEN",0.0659,0.1358,0.8065,0.0323,-0.1613,"off:PREDICTIVE|def:NOT_PREDICTIVE","LOW","MODELED"
