"gsis_id","full_name","season","through_week","domain","dimension","trend","evidence_state","confidence","latest","baseline_recent","baseline_season","baseline_prior","delta","n_games_season","opportunity_total"
"00-0026498","Matthew Stafford",2026,1,"PARTICIPATION","snap_share_derived","CONTRACTING","TENTATIVE","MEDIUM",0.85,1.00876667691311,,1.00875539578213,-0.158766676913109,1,51
"00-0030279","Keenan Allen",2026,1,"PARTICIPATION","snap_share_derived","EXPANDING","TENTATIVE","MEDIUM",0.666666666666667,0.55836127420247,,0.557679014237353,0.108305392464197,1,36
"00-0030279","Keenan Allen",2026,1,"RECEIVING","air_yards_share","CONTRACTING","TENTATIVE","LOW",0.109452736318408,0.208246728757192,,0.208134697472633,-0.0987939924387839,1,6
"00-0030506","Travis Kelce",2026,1,"PARTICIPATION","snap_share_derived","CONTRACTING","TENTATIVE","MEDIUM",0.742424242424242,0.873977365140624,,0.873883750857931,-0.131553122716382,1,49
"00-0030565","Geno Smith",2026,1,"PARTICIPATION","snap_share_derived","EXPANDING","TENTATIVE","MEDIUM",1.046875,0.936636379449602,,0.936440126199949,0.110238620550398,1,67
"00-0031381","Davante Adams",2026,1,"PARTICIPATION","snap_share_derived","CONTRACTING","TENTATIVE","MEDIUM",0.55,0.665027573180108,,0.664390033602675,-0.115027573180108,1,33
"00-0031408","Mike Evans",2026,1,"RECEIVING","position_group_target_share","EXPANDING","TENTATIVE","LOW",0.411764705882353,0.314758161031497,,0.300892631116988,0.0970065448508561,1,7
"00-0031484","Chris Manhertz",2026,1,"PARTICIPATION","snap_share_derived","EXPANDING","TENTATIVE","MEDIUM",0.363636363636364,0.25089326893936,,0.250519808247579,0.112743094697003,1,24
"00-0031588","Stefon Diggs",2026,1,"RECEIVING","air_yards_share","EXPANDING","TENTATIVE","LOW",0.261829652996845,0.110652495885453,,0.110495678555168,0.151177157111393,1,9
"00-0031588","Stefon Diggs",2026,1,"RECEIVING","position_group_target_share","EXPANDING","TENTATIVE","LOW",0.45,0.294725825730472,,0.294619023645292,0.155274174269528,1,9
"00-0031588","Stefon Diggs",2026,1,"RECEIVING","target_share","EXPANDING","TENTATIVE","LOW",0.219512195121951,0.13338850252804,,0.133340795473641,0.086123692593911,1,9
"00-0031610","Darren Waller",2026,1,"PARTICIPATION","snap_share_derived","CONTRACTING","TENTATIVE","MEDIUM",0.352941176470588,0.455811937625905,,0.449295485183068,-0.102870761155316,1,24
"00-0032104","Ameer Abdullah",2026,1,"RUSHING","position_group_rush_share","EXPANDING","TENTATIVE","LOW",0.16,0.0383620918357889,,0.0347146919961002,0.121637908164211,1,4
"00-0032104","Ameer Abdullah",2026,1,"RUSHING","rush_share","EXPANDING","TENTATIVE","LOW",0.137931034482759,0.034810560563523,,0.0317106868863422,0.103120473919236,1,4
"00-0032392","Austin Hooper",2026,1,"PARTICIPATION","snap_share_derived","CONTRACTING","TENTATIVE","MEDIUM",0.233333333333333,0.438717207138583,,0.43857539289765,-0.20538387380525,1,14
"00-0032398","Chris Moore",2026,1,"RETURNS","kick_return_opportunity_share","EXPANDING","TENTATIVE","LOW",0.8,0.189357124365201,,0.189347240964068,0.6106428756348,1,4
"00-0032464","Kalif Raymond",2026,1,"PARTICIPATION","snap_share_derived","EXPANDING","TENTATIVE","MEDIUM",0.6,0.24582147039723,,0.245686185856435,0.35417852960277,1,45
"00-0032464","Kalif Raymond",2026,1,"RECEIVING","air_yards_share","EXPANDING","TENTATIVE","LOW",0.203761755485893,0.0467181863751752,,0.0467043672530696,0.157043569110718,1,9
"00-0032464","Kalif Raymond",2026,1,"RECEIVING","position_group_target_share","EXPANDING","TENTATIVE","LOW",0.5,0.101866765664671,,0.101887666308339,0.398133234335329,1,9
"00-0032464","Kalif Raymond",2026,1,"RECEIVING","target_share","EXPANDING","TENTATIVE","LOW",0.225,0.0567513117415381,,0.0567952310956751,0.168248688258462,1,9
"00-0032764","Derrick Henry",2026,1,"HIGH_VALUE","rz_carry_share","EXPANDING","TENTATIVE","LOW",0.857142857142857,0.583746344222343,,0.583113874978365,0.273396512920515,1,6
"00-0032775","Demarcus Robinson",2026,1,"PARTICIPATION","snap_share_derived","EXPANDING","TENTATIVE","MEDIUM",0.630769230769231,0.540722740550279,,0.539602395321866,0.0900464902189517,1,41
"00-0032775","Demarcus Robinson",2026,1,"RECEIVING","air_yards_share","EXPANDING","TENTATIVE","LOW",0.302013422818792,0.134208722628574,,0.133770294070836,0.167804700190218,1,3
"00-0032951","Laquon Treadwell",2026,1,"PARTICIPATION","snap_share_derived","EXPANDING","TENTATIVE","MEDIUM",0.351851851851852,0.0708223352278939,,0.066879926159163,0.281029516623958,1,19
"00-0033077","Dak Prescott",2026,1,"PARTICIPATION","snap_share_derived","EXPANDING","TENTATIVE","MEDIUM",1,0.849427479547763,,0.849419376459451,0.150572520452237,1,58
"00-0033110","Tyler Higbee",2026,1,"PARTICIPATION","snap_share_derived","CONTRACTING","TENTATIVE","MEDIUM",0.2,0.353536921029299,,0.351492981074697,-0.153536921029299,1,12
"00-0033217","Mo Alie-Cox",2026,1,"PARTICIPATION","snap_share_derived","CONTRACTING","TENTATIVE","MEDIUM",0.259259259259259,0.359073103279351,,0.358907458183097,-0.0998138440200921,1,14
"00-0033246","Johnny Mundt",2026,1,"PARTICIPATION","snap_share_derived","EXPANDING","TENTATIVE","MEDIUM",0.377358490566038,0.294093712132266,,0.294363386959376,0.083264778433772,1,20
"00-0033280","Christian McCaffrey",2026,1,"PARTICIPATION","snap_share_derived","CONTRACTING","TENTATIVE","MEDIUM",0.553846153846154,0.764666374740632,,0.764749670292934,-0.210820220894478,1,36
"00-0033280","Christian McCaffrey",2026,1,"RECEIVING","air_yards_share","CONTRACTING","TENTATIVE","LOW",-0.0201342281879195,0.0968383080374841,,0.0969221491489806,-0.116972536225404,1,8
"00-0033280","Christian McCaffrey",2026,1,"RUSHING","position_group_rush_share","CONTRACTING","TENTATIVE","MEDIUM",0.416666666666667,0.753740857137255,,0.753852753744867,-0.337074190470588,1,10
"00-0033280","Christian McCaffrey",2026,1,"RUSHING","rush_share","CONTRACTING","TENTATIVE","MEDIUM",0.357142857142857,0.678366590068935,,0.678494548264504,-0.321223732926078,1,10
"00-0033288","George Kittle",2026,1,"PARTICIPATION","snap_share_derived","CONTRACTING","TENTATIVE","MEDIUM",0.461538461538462,0.679557257206143,,0.678252942780967,-0.218018795667681,1,30
"00-0033288","George Kittle",2026,1,"RECEIVING","air_yards_share","EXPANDING","TENTATIVE","LOW",0.25503355704698,0.173115230526683,,0.173127373229534,0.0819183265202964,1,5
"00-0033293","Aaron Jones",2026,1,"HIGH_VALUE","rz_carry_share","CONTRACTING","TENTATIVE","LOW",0.5,0.684630132346681,,0.686456723185017,-0.184630132346681,1,4
"00-0033293","Aaron Jones",2026,1,"PARTICIPATION","snap_share_derived","CONTRACTING","TENTATIVE","MEDIUM",0.483870967741935,0.602934769811157,,0.601899066312331,-0.119063802069222,1,30
"00-0033293","Aaron Jones",2026,1,"RUSHING","position_group_rush_share","CONTRACTING","TENTATIVE","MEDIUM",0.444444444444444,0.638285185355596,,0.637633137674803,-0.193840740911151,1,12
"00-0033293","Aaron Jones",2026,1,"RUSHING","rush_share","CONTRACTING","TENTATIVE","MEDIUM",0.428571428571429,0.603277572305685,,0.602776351305447,-0.174706143734257,1,12
"00-0033307","Kendrick Bourne",2026,1,"PARTICIPATION","snap_share_derived","EXPANDING","TENTATIVE","MEDIUM",0.694444444444444,0.43121575068431,,0.430933047023319,0.263228693760135,1,50
"00-0033307","Kendrick Bourne",2026,1,"RECEIVING","position_group_target_share","EXPANDING","TENTATIVE","LOW",0.444444444444444,0.126055531089751,,0.125916092001919,0.318388913354693,1,8
"00-0033307","Kendrick Bourne",2026,1,"RECEIVING","target_share","EXPANDING","TENTATIVE","LOW",0.19047619047619,0.041095408800672,,0.0410248291692478,0.149380781675518,1,8
"00-0033526","Samaje Perine",2026,1,"PARTICIPATION","snap_share_derived","CONTRACTING","TENTATIVE","MEDIUM",0.285714285714286,0.396926125515736,,0.397588986147459,-0.111211839801451,1,18
"00-0033526","Samaje Perine",2026,1,"RUSHING","rush_share","CONTRACTING","TENTATIVE","LOW",0.2,0.280285729718413,,0.281488707565031,-0.0802857297184131,1,5
"00-0033537","Deshaun Watson",2026,1,"PARTICIPATION","snap_share_derived","EXPANDING","TENTATIVE","MEDIUM",1,0.792301985327489,,,0.207698014672511,1,51
"00-0033537","Deshaun Watson",2026,1,"RUSHING","rush_share","EXPANDING","TENTATIVE","LOW",0.157894736842105,0.0646833877992675,,,0.0932113490428378,1,3
"00-0033576","Eric Saubert",2026,1,"PARTICIPATION","snap_share_derived","CONTRACTING","TENTATIVE","MEDIUM",0.204081632653061,0.495834472595167,,0.496854871260444,-0.291752839942106,1,10
"00-0033662","Cooper Rush",2026,1,"PARTICIPATION","snap_share_derived","EXPANDING","TENTATIVE","MEDIUM",1,0.695152816834227,,0.610615610360712,0.304847183165773,1,60
"00-0033881","Evan Engram",2026,1,"PARTICIPATION","snap_share_derived","EXPANDING","TENTATIVE","MEDIUM",0.64,0.391167100115538,,0.390474880383117,0.248832899884462,1,32
"00-0033881","Evan Engram",2026,1,"RECEIVING","position_group_target_share","CONTRACTING","TENTATIVE","LOW",0.625,0.784269285935045,,0.784266996214601,-0.159269285935045,1,5
"00-0033885","David Njoku",2026,1,"PARTICIPATION","snap_share_derived","EXPANDING","TENTATIVE","MEDIUM",0.545454545454545,0.443464500257283,,0.437809381139985,0.101990045197262,1,30
"00-0033885","David Njoku",2026,1,"RECEIVING","position_group_target_share","EXPANDING","TENTATIVE","LOW",0.714285714285714,0.210149328352476,,0.200932085455123,0.504136385933239,1,5
"00-0033908","Cooper Kupp",2026,1,"RECEIVING","air_yards_share","EXPANDING","TENTATIVE","LOW",0.318181818181818,0.213379071863371,,0.213382784809401,0.104802746318447,1,3
"00-0033908","Cooper Kupp",2026,1,"RECEIVING","position_group_target_share","CONTRACTING","TENTATIVE","LOW",0.176470588235294,0.329610958797337,,0.329787830468362,-0.153140370562043,1,3
"00-0033908","Cooper Kupp",2026,1,"RECEIVING","target_share","CONTRACTING","TENTATIVE","LOW",0.107142857142857,0.194604594580675,,0.194700957308126,-0.0874617374378177,1,3
"00-0033921","Chris Godwin",2026,1,"PARTICIPATION","snap_share_derived","EXPANDING","TENTATIVE","MEDIUM",0.875,0.737762728263741,,0.73041233376009,0.137237271736259,1,49
"00-0033921","Chris Godwin",2026,1,"RECEIVING","air_yards_share","CONTRACTING","TENTATIVE","LOW",0.020979020979021,0.117572243509462,,0.111924101719857,-0.0965932225304408,1,4
"00-0034348","Courtland Sutton",2026,1,"PARTICIPATION","snap_share_derived","CONTRACTING","TENTATIVE","MEDIUM",0.78,0.874819337751503,,0.874821392013016,-0.0948193377515033,1,39
"00-0034348","Courtland Sutton",2026,1,"RECEIVING","air_yards_share","EXPANDING","TENTATIVE","LOW",0.434782608695652,0.342849919419221,,0.342554272737497,0.0919326892764307,1,5
"00-0034351","Dallas Goedert",2026,1,"PARTICIPATION","snap_share_derived","EXPANDING","TENTATIVE","MEDIUM",0.981132075471698,0.870951874105017,,0.871191232157773,0.110180201366681,1,52
"00-0034383","Dalton Schultz",2026,1,"PARTICIPATION","snap_share_derived","EXPANDING","TENTATIVE","MEDIUM",0.658227848101266,0.568867424672964,,0.568624107672489,0.0893604234283017,1,52
"00-0034613","Tanner Hudson",2026,1,"PARTICIPATION","snap_share_derived","CONTRACTING","TENTATIVE","LOW",0.0952380952380952,0.181138359994785,,0.181395410495595,-0.0859002647566897,1,6
"00-0034753","Mark Andrews",2026,1,"PARTICIPATION","snap_share_derived","EXPANDING","TENTATIVE","MEDIUM",0.765625,0.540261293354768,,0.539867691476421,0.225363706645232,1,49
"00-0034753","Mark Andrews",2026,1,"RECEIVING","position_group_target_share","EXPANDING","TENTATIVE","LOW",0.75,0.612261187752908,,0.612398208218152,0.137738812247092,1,6
"00-0034796","Lamar Jackson",2026,1,"PARTICIPATION","snap_share_derived","EXPANDING","TENTATIVE","MEDIUM",1.0625,0.894645835366615,,0.893639148117877,0.167854164633385,1,68
"00-0034798","Durham Smythe",2026,1,"PARTICIPATION","snap_share_derived","EXPANDING","TENTATIVE","MEDIUM",0.65625,0.258717697629064,,0.258679182966497,0.397532302370936,1,42
"00-0034827","D.J. Moore",2026,1,"RECEIVING","air_yards_share","EXPANDING","TENTATIVE","LOW",0.412532637075718,0.180887975004942,,0.180874106295963,0.231644662070776,1,8
"00-0034827","D.J. Moore",2026,1,"RECEIVING","position_group_target_share","EXPANDING","TENTATIVE","LOW",0.444444444444444,0.318022692080007,,0.317836304151141,0.126421752364437,1,8
"00-0034827","D.J. Moore",2026,1,"RECEIVING","target_share","EXPANDING","TENTATIVE","LOW",0.216216216216216,0.134363157638345,,0.134230922809834,0.081853058577871,1,8
"00-0034829","Mike Gesicki",2026,1,"RECEIVING","air_yards_share","EXPANDING","TENTATIVE","LOW",0.278761061946903,0.122372052420697,,0.121823555956863,0.156389009526205,1,7
"00-0034829","Mike Gesicki",2026,1,"RECEIVING","position_group_target_share","EXPANDING","TENTATIVE","LOW",0.636363636363636,0.426206879310579,,0.424016756114457,0.210156757053057,1,7
"00-0034829","Mike Gesicki",2026,1,"RECEIVING","target_share","EXPANDING","TENTATIVE","LOW",0.184210526315789,0.076762287271595,,0.0761185299275707,0.107448239044194,1,7
"00-0034837","Calvin Ridley",2026,1,"PARTICIPATION","snap_share_derived","EXPANDING","TENTATIVE","MEDIUM",0.64,0.39672075473671,,0.360049163761053,0.24327924526329,1,32
"00-0034857","Josh Allen",2026,1,"PARTICIPATION","snap_share_derived","EXPANDING","TENTATIVE","MEDIUM",1.03571428571429,0.870028623887867,,0.870002377261064,0.165685661826419,1,58
"00-0034869","Sam Darnold",2026,1,"PARTICIPATION","snap_share_derived","CONTRACTING","TENTATIVE","LOW",0.102040816326531,0.987664889226586,,0.987633842208092,-0.885624072900055,1,5
"00-0034960","Jakobi Meyers",2026,1,"PARTICIPATION","snap_share_derived","CONTRACTING","TENTATIVE","MEDIUM",0.685185185185185,0.901524453820083,,0.901456737956553,-0.216339268634897,1,37
"00-0034975","Justice Hill",2026,1,"PARTICIPATION","snap_share_derived","EXPANDING","TENTATIVE","MEDIUM",0.484375,0.304344738407229,,0.302100321521149,0.180030261592771,1,31
"00-0034975","Justice Hill",2026,1,"RUSHING","position_group_rush_share","EXPANDING","TENTATIVE","LOW",0.2,0.0560093495675236,,0.0521915994465443,0.143990650432476,1,6
"00-0034975","Justice Hill",2026,1,"RUSHING","rush_share","EXPANDING","TENTATIVE","LOW",0.1875,0.0466504098848884,,0.0436142340146617,0.140849590115112,1,6
"00-0035228","Kyler Murray",2026,1,"PARTICIPATION","snap_share_derived","CONTRACTING","TENTATIVE","MEDIUM",0.17741935483871,0.980434795062334,,0.984303457421931,-0.803015440223624,1,11
"00-0035249","Josh Oliver",2026,1,"PARTICIPATION","snap_share_derived","EXPANDING","TENTATIVE","MEDIUM",0.67741935483871,0.592931558677087,,0.593751561299387,0.0844877961616228,1,42
"00-0035250","Devin Singletary",2026,1,"RUSHING","position_group_rush_share","CONTRACTING","TENTATIVE","LOW",0.230769230769231,0.363921083563471,,0.364080182344379,-0.13315185279424,1,6
"00-0035250","Devin Singletary",2026,1,"RUSHING","rush_share","CONTRACTING","TENTATIVE","LOW",0.181818181818182,0.32247732167899,,0.322624289138515,-0.140659139860808,1,6
"00-0035544","Tom Kennedy",2026,1,"RETURNS","punt_return_opportunity_share","EXPANDING","TENTATIVE","LOW",1,0.213401372634441,,0.202030508910442,0.786598627365559,1,4
"00-0035640","DK Metcalf",2026,1,"PARTICIPATION","snap_share_derived","EXPANDING","TENTATIVE","MEDIUM",0.984615384615385,0.855184558039162,,0.855063215075794,0.129430826576223,1,64
"00-0035640","DK Metcalf",2026,1,"RECEIVING","air_yards_share","EXPANDING","TENTATIVE","MEDIUM",0.501228501228501,0.337603432614381,,0.337356136473483,0.16362506861412,1,10
"00-0035644","Noah Fant",2026,1,"PARTICIPATION","snap_share_derived","EXPANDING","TENTATIVE","MEDIUM",0.415730337078652,0.297363866445169,,0.295511978253557,0.118366470633483,1,37
"00-0035644","Noah Fant",2026,1,"RECEIVING","air_yards_share","EXPANDING","TENTATIVE","LOW",0.0995850622406639,0.00932990499572951,,0.00874907553356724,0.0902551572449344,1,8
"00-0035644","Noah Fant",2026,1,"RECEIVING","position_group_target_share","EXPANDING","TENTATIVE","LOW",0.533333333333333,0.195081775683284,,0.192501900322606,0.33825155765005,1,8
"00-0035644","Noah Fant",2026,1,"RECEIVING","target_share","EXPANDING","TENTATIVE","LOW",0.121212121212121,0.0331404376705136,,0.0324507577352523,0.0880716835416076,1,8
"00-0035659","Terry McLaurin",2026,1,"PARTICIPATION","snap_share_derived","EXPANDING","TENTATIVE","MEDIUM",0.871428571428571,0.759357427727645,,0.755511397086182,0.112071143700926,1,61
"00-0035659","Terry McLaurin",2026,1,"RECEIVING","air_yards_share","CONTRACTING","TENTATIVE","LOW",0.0694006309148265,0.374895192846276,,0.377713528605271,-0.30549456193145,1,4
"00-0035659","Terry McLaurin",2026,1,"RECEIVING","position_group_target_share","CONTRACTING","TENTATIVE","LOW",0.2,0.365668611332721,,0.365024096703593,-0.165668611332721,1,4
"00-0035676","A.J. Brown",2026,1,"PARTICIPATION","snap_share_derived","CONTRACTING","TENTATIVE","MEDIUM",0.436619718309859,0.92574150500962,,0.925704469952225,-0.489121786699761,1,31
"00-0035676","A.J. Brown",2026,1,"RECEIVING","air_yards_share","CONTRACTING","TENTATIVE","LOW",0.085972850678733,0.39162906294515,,0.391237324964516,-0.305656212266417,1,4
"00-0035676","A.J. Brown",2026,1,"RECEIVING","position_group_target_share","CONTRACTING","TENTATIVE","LOW",0.210526315789474,0.437548484092428,,0.437321419872025,-0.227022168302954,1,4
"00-0035676","A.J. Brown",2026,1,"RECEIVING","target_share","CONTRACTING","TENTATIVE","LOW",0.0909090909090909,0.222327474123129,,0.222404329422884,-0.131418383214038,1,4
"00-0035685","David Montgomery",2026,1,"HIGH_VALUE","rz_carry_share","EXPANDING","TENTATIVE","LOW",1,0.50813583687137,,0.50855940119376,0.49186416312863,1,5
"00-0035685","David Montgomery",2026,1,"PARTICIPATION","snap_share_derived","EXPANDING","TENTATIVE","MEDIUM",0.493670886075949,0.34390878466286,,0.343860031488561,0.149762101413089,1,39
"00-0035685","David Montgomery",2026,1,"RUSHING","position_group_rush_share","EXPANDING","TENTATIVE","MEDIUM",0.689655172413793,0.338592061155612,,0.338363180256297,0.351063111258181,1,20
"00-0035685","David Montgomery",2026,1,"RUSHING","rush_share","EXPANDING","TENTATIVE","MEDIUM",0.645161290322581,0.318534486189096,,0.318349266478313,0.326626804133484,1,20
"00-0035689","Dawson Knox",2026,1,"PARTICIPATION","snap_share_derived","EXPANDING","TENTATIVE","MEDIUM",0.696428571428571,0.534495404193307,,0.534392227291372,0.161933167235265,1,39
"00-0035704","Drew Lock",2026,1,"PARTICIPATION","snap_share_derived","EXPANDING","TENTATIVE","MEDIUM",0.918367346938776,0.210341775948007,,0.112830512173755,0.708025570990769,1,45
"00-0035710","Daniel Jones",2026,1,"PARTICIPATION","snap_share_derived","EXPANDING","TENTATIVE","MEDIUM",1,0.774013593991615,,0.77163906184065,0.225986406008385,1,54
"00-0035719","Deebo Samuel",2026,1,"HIGH_VALUE","rz_target_share","EXPANDING","TENTATIVE","LOW",0.375,0.0757512800825996,,0.0755272268352149,0.2992487199174,1,3
"00-0035719","Deebo Samuel",2026,1,"PARTICIPATION","snap_share_derived","CONTRACTING","TENTATIVE","MEDIUM",0.415384615384615,0.743426266705676,,0.743198473619639,-0.328041651321061,1,27
"00-0036040","Juwan Johnson",2026,1,"HIGH_VALUE","rz_target_share","EXPANDING","TENTATIVE","LOW",0.3,0.0379249300208313,,0.0374163008102077,0.262075069979169,1,3
"00-0036040","Juwan Johnson",2026,1,"PARTICIPATION","snap_share_derived","EXPANDING","TENTATIVE","MEDIUM",0.853932584269663,0.700702673543761,,0.700594845521421,0.153229910725902,1,76
"00-0036040","Juwan Johnson",2026,1,"RECEIVING","position_group_target_share","CONTRACTING","TENTATIVE","LOW",0.466666666666667,0.810061204814153,,0.810894547119661,-0.343394538147486,1,7
"00-0036139","Rico Dowdle",2026,1,"RUSHING","position_group_rush_share","CONTRACTING","TENTATIVE","LOW",0.444444444444444,0.533594861250287,,0.533073874892622,-0.0891504168058429,1,8
"00-0036158","J.K. Dobbins",2026,1,"RUSHING","rush_share","CONTRACTING","TENTATIVE","LOW",0.533333333333333,0.642339477288933,,0.646285109485169,-0.109006143955599,1,8
"00-0036223","Jonathan Taylor",2026,1,"HIGH_VALUE","rz_carry_share","EXPANDING","TENTATIVE","LOW",1,0.708462122574018,,0.7080210058413,0.291537877425982,1,5
"00-0036223","Jonathan Taylor",2026,1,"PARTICIPATION","snap_share_derived","EXPANDING","TENTATIVE","MEDIUM",0.888888888888889,0.768605354381633,,0.768534657689044,0.120283534507255,1,48
"00-0036223","Jonathan Taylor",2026,1,"RUSHING","position_group_rush_share","EXPANDING","TENTATIVE","MEDIUM",1,0.828407862055707,,0.82809509170599,0.171592137944293,1,19
"00-0036223","Jonathan Taylor",2026,1,"RUSHING","rush_share","EXPANDING","TENTATIVE","MEDIUM",1,0.771899195686673,,0.771708748236246,0.228100804313327,1,19
"00-0036252","Michael Pittman",2026,1,"RECEIVING","air_yards_share","CONTRACTING","TENTATIVE","LOW",0.0810810810810811,0.168755993980208,,0.168490649771713,-0.0876749128991273,1,3
"00-0036252","Michael Pittman",2026,1,"RECEIVING","position_group_target_share","CONTRACTING","TENTATIVE","LOW",0.157894736842105,0.29592860417699,,0.295708578526078,-0.138033867334885,1,3
"00-0036259","Jauan Jennings",2026,1,"PARTICIPATION","snap_share_derived","CONTRACTING","TENTATIVE","MEDIUM",0.5,0.873282944112392,,0.873644503946868,-0.373282944112392,1,31
"00-0036264","Jordan Love",2026,1,"PARTICIPATION","snap_share_derived","EXPANDING","TENTATIVE","MEDIUM",1,0.869406529684618,,0.869444889595176,0.130593470315382,1,68
"00-0036265","AJ Dillon",2026,1,"RUSHING","position_group_rush_share","EXPANDING","TENTATIVE","LOW",0.263157894736842,0.1143671501149,,0.0805009002782085,0.148790744621942,1,5
"00-0036265","AJ Dillon",2026,1,"RUSHING","rush_share","EXPANDING","TENTATIVE","LOW",0.227272727272727,0.0964415815772936,,0.0673309439480519,0.130831145695434,1,5
"00-0036275","D'Andre Swift",2026,1,"HIGH_VALUE","rz_carry_share","EXPANDING","TENTATIVE","LOW",0.6,0.514345320062986,,0.513731125313065,0.0856546799370139,1,6
"00-0036290","Cole Kmet",2026,1,"PARTICIPATION","snap_share_derived","CONTRACTING","TENTATIVE","MEDIUM",0.573333333333333,0.713198929416579,,0.712735150674435,-0.139865596083246,1,43
"00-0036290","Cole Kmet",2026,1,"RECEIVING","air_yards_share","EXPANDING","TENTATIVE","LOW",0.147335423197492,0.0499889269638638,,0.0500289649468735,0.0973464962336284,1,3
"00-0036290","Cole Kmet",2026,1,"RECEIVING","position_group_target_share","EXPANDING","TENTATIVE","LOW",0.6,0.231391764475937,,0.230433990220246,0.368608235524063,1,3
"00-0036309","Darnell Mooney",2026,1,"PARTICIPATION","snap_share_derived","CONTRACTING","TENTATIVE","MEDIUM",0.590909090909091,0.811738071339331,,0.811093621474681,-0.22082898043024,1,39
"00-0036322","Justin Jefferson",2026,1,"HIGH_VALUE","rz_target_share","EXPANDING","TENTATIVE","LOW",0.428571428571429,0.326515044962814,,0.325873167837118,0.102056383608615,1,3
"00-0036322","Justin Jefferson",2026,1,"RECEIVING","air_yards_share","EXPANDING","TENTATIVE","MEDIUM",0.454545454545455,0.351847104394855,,0.351928380735193,0.1026983501506,1,10
"00-0036322","Justin Jefferson",2026,1,"RECEIVING","position_group_target_share","EXPANDING","TENTATIVE","MEDIUM",0.769230769230769,0.580226519582691,,0.580603581534476,0.189004249648078,1,10
"00-0036331","Devin Duvernay",2026,1,"RETURNS","kick_return_opportunity_share","EXPANDING","TENTATIVE","LOW",1,0.71783440253788,,0.717772774216072,0.282165597462121,1,3
"00-0036358","CeeDee Lamb",2026,1,"PARTICIPATION","snap_share_derived","EXPANDING","TENTATIVE","MEDIUM",0.810344827586207,0.706506645710416,,0.70617376373525,0.103838181875791,1,47
"00-0036358","CeeDee Lamb",2026,1,"RECEIVING","position_group_target_share","EXPANDING","TENTATIVE","LOW",0.4,0.276349917361955,,0.274950570818791,0.123650082638045,1,8
"00-0036407","Jerry Jeudy",2026,1,"PARTICIPATION","snap_share_derived","CONTRACTING","TENTATIVE","MEDIUM",0.627450980392157,0.87227956668759,,0.872086453527717,-0.244828586295433,1,32
"00-0036407","Jerry Jeudy",2026,1,"RECEIVING","air_yards_share","CONTRACTING","TENTATIVE","LOW",0.175438596491228,0.3941463894296,,0.394267497220685,-0.218707792938372,1,4
"00-0036407","Jerry Jeudy",2026,1,"RECEIVING","position_group_target_share","CONTRACTING","TENTATIVE","LOW",0.307692307692308,0.494714502183453,,0.494617387469857,-0.187022194491146,1,4
"00-0036410","Tee Higgins",2026,1,"RECEIVING","air_yards_share","EXPANDING","TENTATIVE","LOW",0.517699115044248,0.385066460008799,,0.385514320884093,0.132632655035449,1,6
"00-0036410","Tee Higgins",2026,1,"RECEIVING","position_group_target_share","EXPANDING","TENTATIVE","LOW",0.428571428571429,0.323902117056506,,0.323780327175331,0.104669311514922,1,6
"00-0036422","Adam Trautman",2026,1,"PARTICIPATION","snap_share_derived","CONTRACTING","TENTATIVE","MEDIUM",0.38,0.594423993257359,,0.594641325939318,-0.214423993257359,1,19
"00-0036422","Adam Trautman",2026,1,"RECEIVING","position_group_target_share","EXPANDING","TENTATIVE","LOW",0.375,0.167882966289216,,0.167611129507871,0.207117033710784,1,3
"00-0036429","Charlie Woerner",2026,1,"PARTICIPATION","snap_share_derived","EXPANDING","TENTATIVE","MEDIUM",0.616666666666667,0.49079134863141,,0.490662140207626,0.125875318035256,1,37
"00-0036442","Joe Burrow",2026,1,"PARTICIPATION","snap_share_derived","EXPANDING","TENTATIVE","MEDIUM",1.01587301587302,0.930948625785446,,0.925637838882479,0.0849243900875694,1,64
"00-0036442","Joe Burrow",2026,1,"RUSHING","rush_share","EXPANDING","TENTATIVE","LOW",0.12,0.0282274011239935,,0.0293576964910056,0.0917725988760065,1,3
"00-0036463","Chris Blair",2026,1,"PARTICIPATION","snap_share_derived","EXPANDING","TENTATIVE","MEDIUM",0.166666666666667,0.0612359253651294,,0.0482948741246965,0.105430741301537,1,10
"00-0036550","Rashod Bateman",2026,1,"PARTICIPATION","snap_share_derived","EXPANDING","TENTATIVE","MEDIUM",0.828125,0.681571854172624,,0.682234576742141,0.146553145827376,1,53
"00-0036554","Nico Collins",2026,1,"RECEIVING","position_group_target_share","EXPANDING","TENTATIVE","MEDIUM",0.476190476190476,0.347892002843269,,0.347744475870266,0.128298473347207,1,10
"00-0036555","Chuba Hubbard",2026,1,"PARTICIPATION","snap_share_derived","EXPANDING","TENTATIVE","MEDIUM",0.705882352941177,0.487589799611844,,0.486061504446679,0.218292553329333,1,48
"00-0036590","Quintin Morris",2026,1,"PARTICIPATION","snap_share_derived","EXPANDING","TENTATIVE","MEDIUM",0.444444444444444,0.249459290504581,,0.249872661353537,0.194985153939863,1,24
"00-0036613","Jaylen Waddle",2026,1,"PARTICIPATION","snap_share_derived","EXPANDING","TENTATIVE","MEDIUM",0.76,0.648029196198601,,0.647572729060432,0.111970803801399,1,38
"00-0036613","Jaylen Waddle",2026,1,"RECEIVING","air_yards_share","CONTRACTING","TENTATIVE","LOW",0.141304347826087,0.360969461066321,,0.361183147659033,-0.219665113240234,1,3
