"season","week","game_id","gsis_id","sleeper_id","pfr_id","full_name","position","team","opponent","offensive_snaps","team_offensive_plays","snap_share_source","snap_share_derived","pass_play_personnel","team_pass_plays","route_participation","route_participation_definition","route_participation_reliability","targets","team_pass_att","target_share","receptions","air_yards","team_air_yards","air_yards_share","aDOT","targets_per_route_run","carries","team_rush_att","rush_share","position_group_rush_share","position_group_target_share","dropbacks","qb_scrambles","designed_rushes","red_zone_targets","red_zone_carries","inside_10_targets","inside_10_carries","goal_line_carries","end_zone_targets","team_rz_pass_att","team_rz_rush_att","rz_target_share","rz_carry_share","third_down_targets","third_down_carries","two_minute_targets","two_minute_carries","kick_returns","kick_return_yards","punt_returns","punt_return_yards","team_kick_returns","team_punt_returns","kick_return_opportunity_share","punt_return_opportunity_share","offense_domain_active","return_domain_active","team_offensive_plays_neutral_score_differential","overtime","prior_game_team","team_changed_since_prior_game"
2026,1,"2026_01_ATL_PIT","00-0023459","96","RodgAa00","Aaron Rodgers","QB","PIT","ATL",67,65,1,1.03076923076923,,47,,"pass_play_personnel_share","PROXY_PERSONNEL_PRESENCE",0,47,0,0,0,407,0,,,0,18,0,,,42,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,3,4,0,0,TRUE,FALSE,3.12307692307692,FALSE,,FALSE
2026,1,"2026_01_ATL_PIT","00-0025565","650","FolkNi20","Nick Folk","K","ATL","PIT",0,60,0,0,,28,,"pass_play_personnel_share","UNRELIABLE_NON_ELIGIBLE_POSITION",0,28,0,0,0,77,0,,,0,32,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,4,3,0,0,FALSE,FALSE,-5.28333333333333,FALSE,,FALSE
2026,1,"2026_01_TB_CIN","00-0026158","19","FlacJo00","Joe Flacco","QB","CIN","TB",0,63,0,0,,38,,"pass_play_personnel_share","PROXY_PERSONNEL_PRESENCE",0,38,0,0,0,226,0,,,0,25,0,,,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,6,,0,,FALSE,FALSE,8.85714285714286,FALSE,,FALSE
2026,1,"2026_01_BAL_IND","00-0026190","125","CampCa99","Calais Campbell","DL","BAL","IND",0,64,0,0,,32,,"pass_play_personnel_share","UNRELIABLE_NON_ELIGIBLE_POSITION",0,32,0,0,0,270,0,,,0,32,0,,,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,5,5,0,0,FALSE,FALSE,11.125,FALSE,,FALSE
2026,1,"2026_01_SF_LA","00-0026498","421","StafMa00","Matthew Stafford","QB","LAR","SF",51,60,0.84,0.85,,33,,"pass_play_personnel_share","PROXY_PERSONNEL_PRESENCE",0,33,0,0,0,255,0,,,1,27,0.037037037037037,,,25,0,1,0,1,0,1,1,0,2,7,0,0.142857142857143,0,0,0,0,0,0,0,0,5,1,0,0,TRUE,FALSE,-9.48333333333334,FALSE,,FALSE
2026,1,"2026_01_DAL_NYG","00-0027940","871","MillVo00","Von Miller","LB","DAL","NYG",0,58,0,0,,41,,"pass_play_personnel_share","UNRELIABLE_NON_ELIGIBLE_POSITION",0,41,0,0,0,309,0,,,0,17,0,,,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,5,,0,,FALSE,FALSE,-8.68965517241379,FALSE,,FALSE
2026,1,"2026_01_ATL_PIT","00-0027969","843","HeywCa01","Cameron Heyward","DL","PIT","ATL",0,65,0,0,,47,,"pass_play_personnel_share","UNRELIABLE_NON_ELIGIBLE_POSITION",0,47,0,0,0,407,0,,,0,18,0,,,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,3,4,0,0,FALSE,FALSE,3.12307692307692,FALSE,,FALSE
2026,1,"2026_01_ARI_LAC","00-0028845","1238","HarrJo02","Josh Harris","LS","LAC","ARI",0,55,0,0,,39,,"pass_play_personnel_share","UNRELIABLE_NON_ELIGIBLE_POSITION",0,39,0,0,0,273,0,,,0,16,0,,,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,4,1,0,0,FALSE,FALSE,-5.67272727272727,FALSE,,FALSE
2026,1,"2026_01_MIA_LV","00-0029604","1166","CousKi00","Kirk Cousins","QB","LV","MIA",68,65,1,1.04615384615385,,32,,"pass_play_personnel_share","PROXY_PERSONNEL_PRESENCE",0,32,0,0,0,226,0,,,1,33,0.0303030303030303,,,30,0,1,0,0,0,0,0,0,8,4,0,0,0,1,0,0,0,0,0,0,2,4,0,0,TRUE,FALSE,7.52307692307692,FALSE,,FALSE
2026,1,"2026_01_GB_MIN","00-0029606","1213","SmitHa00","Harrison Smith","DB","MIN","GB",0,62,0,0,,34,,"pass_play_personnel_share","UNRELIABLE_NON_ELIGIBLE_POSITION",0,34,0,0,0,176,0,,,0,28,0,,,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,5,1,0,0,FALSE,FALSE,-5.9516129032258,FALSE,,FALSE
2026,1,"2026_01_NYJ_TEN","00-0029607","1052","DaviDe00","Demario Davis","LB","NYJ","TEN",0,64,0,0,,28,,"pass_play_personnel_share","UNRELIABLE_NON_ELIGIBLE_POSITION",0,28,0,0,0,168,0,,,0,36,0,,,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,,3,,0,FALSE,FALSE,7.65625,FALSE,,FALSE
2026,1,"2026_01_DAL_NYG","00-0029692","1113","AngeBr00","Bryan Anger","P","DAL","NYG",0,58,0,0,,41,,"pass_play_personnel_share","UNRELIABLE_NON_ELIGIBLE_POSITION",0,41,0,0,0,309,0,,,0,17,0,,,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,5,,0,,FALSE,FALSE,-8.68965517241379,FALSE,,FALSE
2026,1,"2026_01_SF_LA","00-0029892","1379","JuszKy00","Kyle Juszczyk","RB","SF","LAR",33,65,0.51,0.507692307692308,,37,,"pass_play_personnel_share","PROXY_PERSONNEL_PRESENCE",0,37,0,0,0,149,0,,,0,28,0,0,,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,2,3,0,0,TRUE,FALSE,4.13846153846154,FALSE,,FALSE
2026,1,"2026_01_BAL_IND","00-0030070","1553","JenkJo00","John Jenkins","DL","BAL","IND",0,64,0,0,,32,,"pass_play_personnel_share","UNRELIABLE_NON_ELIGIBLE_POSITION",0,32,0,0,0,270,0,,,0,32,0,,,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,5,5,0,0,FALSE,FALSE,11.125,FALSE,,FALSE
2026,1,"2026_01_CHI_CAR","00-0030092","1516","MartSa01","Sam Martin","P","CAR","CHI",0,68,0,0,,46,,"pass_play_personnel_share","UNRELIABLE_NON_ELIGIBLE_POSITION",0,46,0,0,0,366,0,,,0,22,0,,,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,7,2,0,0,FALSE,FALSE,-9.88235294117648,FALSE,,FALSE
2026,1,"2026_01_WAS_PHI","00-0030140","1506","WayxTr00","Tress Way","P","WAS","PHI",0,70,0,0,,41,,"pass_play_personnel_share","UNRELIABLE_NON_ELIGIBLE_POSITION",0,41,0,0,0,317,0,,,0,29,0,,,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,0,0,0,0,0,5,4,0,0,FALSE,FALSE,-5.57142857142857,FALSE,,FALSE
2026,1,"2026_01_BAL_IND","00-0030279","1479","AlleKe00","Keenan Allen","WR","IND","BAL",36,54,0.67,0.666666666666667,,35,,"pass_play_personnel_share","PROXY_PERSONNEL_PRESENCE",6,35,0.171428571428571,6,22,201,0.109452736318408,3.66666666666667,,0,19,0,,0.333333333333333,0,0,0,1,0,1,0,0,0,3,5,0.333333333333333,0,0,0,1,0,0,0,0,0,6,2,0,0,TRUE,FALSE,-13.4259259259259,FALSE,,FALSE
2026,1,"2026_01_ARI_LAC","00-0030294","1686","JeffTo00","Tony Jefferson","DB","LAC","ARI",0,55,0,0,,39,,"pass_play_personnel_share","UNRELIABLE_NON_ELIGIBLE_POSITION",0,39,0,0,0,273,0,,,0,16,0,,,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,4,1,0,0,FALSE,FALSE,-5.67272727272727,FALSE,,FALSE
2026,1,"2026_01_DEN_KC","00-0030506","1466","KelcTr00","Travis Kelce","TE","KC","DEN",49,66,0.71,0.742424242424242,,34,,"pass_play_personnel_share","PROXY_PERSONNEL_PRESENCE",5,34,0.147058823529412,3,29,133,0.218045112781955,5.8,,0,32,0,,0.714285714285714,0,0,0,0,0,0,0,0,0,7,4,0,0,2,0,1,0,0,0,0,0,3,4,0,0,TRUE,FALSE,6.83333333333333,FALSE,,FALSE
2026,1,"2026_01_NYJ_TEN","00-0030565","1373","SmitGe00","Geno Smith","QB","NYJ","TEN",67,64,1,1.046875,,28,,"pass_play_personnel_share","PROXY_PERSONNEL_PRESENCE",0,28,0,0,0,168,0,,,1,36,0.0277777777777778,,,24,0,1,0,0,0,0,0,0,2,5,0,0,0,1,0,0,0,0,0,0,,3,,0,TRUE,FALSE,7.65625,FALSE,,FALSE
2026,1,"2026_01_DEN_KC","00-0030615","1785","WincJa00","James Winchester","LS","KC","DEN",0,66,0,0,,34,,"pass_play_personnel_share","UNRELIABLE_NON_ELIGIBLE_POSITION",0,34,0,0,0,133,0,,,0,32,0,,,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,3,4,0,0,FALSE,FALSE,6.83333333333333,FALSE,,FALSE
2026,1,"2026_01_ARI_LAC","00-0031040","2036","MackKh00","Khalil Mack","LB","LAC","ARI",0,55,0,0,,39,,"pass_play_personnel_share","UNRELIABLE_NON_ELIGIBLE_POSITION",0,39,0,0,0,273,0,,,0,16,0,,,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,4,1,0,0,FALSE,FALSE,-5.67272727272727,FALSE,,FALSE
2026,1,"2026_01_ATL_PIT","00-0031136","1945","BoswCh00","Chris Boswell","K","PIT","ATL",0,65,0,0,,47,,"pass_play_personnel_share","UNRELIABLE_NON_ELIGIBLE_POSITION",0,47,0,0,0,407,0,,,0,18,0,,,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,3,4,0,0,FALSE,FALSE,3.12307692307692,FALSE,,FALSE
2026,1,"2026_01_CHI_CAR","00-0031203","2020","SantCa01","Cairo Santos","K","CHI","CAR",0,75,0,0,,40,,"pass_play_personnel_share","UNRELIABLE_NON_ELIGIBLE_POSITION",0,40,0,0,0,319,0,,,0,35,0,,,0,0,0,0,0,0,0,0,0,7,10,0,0,0,0,0,0,0,0,0,0,4,1,0,0,FALSE,FALSE,3.50666666666667,FALSE,,FALSE
2026,1,"2026_01_DAL_NYG","00-0031235","2078","BeckOd00","Odell Beckham","WR","NYG","DAL",11,66,0.16,0.166666666666667,,33,,"pass_play_personnel_share","PROXY_PERSONNEL_PRESENCE",0,33,0,0,0,245,0,,,0,33,0,,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,3,2,0,0,TRUE,FALSE,4.48484848484848,FALSE,,FALSE
2026,1,"2026_01_DAL_NYG","00-0031270","2033","HarrSh00","Shelby Harris","DL","NYG","DAL",0,66,0,0,,33,,"pass_play_personnel_share","UNRELIABLE_NON_ELIGIBLE_POSITION",0,33,0,0,0,245,0,,,0,33,0,,,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,3,2,0,0,FALSE,FALSE,4.48484848484848,FALSE,,FALSE
2026,1,"2026_01_GB_MIN","00-0031360","2130","VanNKy00","Kyle Van Noy","LB","MIN","GB",0,62,0,0,,34,,"pass_play_personnel_share","UNRELIABLE_NON_ELIGIBLE_POSITION",0,34,0,0,0,176,0,,,0,28,0,,,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,5,1,0,0,FALSE,FALSE,-5.9516129032258,FALSE,,FALSE
2026,1,"2026_01_BUF_HOU","00-0031364","1947","ClowJa00","Jadeveon Clowney","DL","HOU","BUF",0,79,0,0,,48,,"pass_play_personnel_share","UNRELIABLE_NON_ELIGIBLE_POSITION",0,48,0,0,0,322,0,,,0,31,0,,,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,8,1,0,0,FALSE,FALSE,-3.83544303797468,FALSE,,FALSE
2026,1,"2026_01_SF_LA","00-0031381","2133","AdamDa01","Davante Adams","WR","LAR","SF",33,60,0.54,0.55,,33,,"pass_play_personnel_share","PROXY_PERSONNEL_PRESENCE",6,33,0.181818181818182,3,73,255,0.286274509803922,12.1666666666667,,0,27,0,,0.352941176470588,0,0,0,0,0,0,0,0,0,2,7,0,0,2,0,0,0,0,0,0,0,5,1,0,0,TRUE,FALSE,-9.48333333333334,FALSE,,FALSE
2026,1,"2026_01_SF_LA","00-0031408","2216","EvanMi00","Mike Evans","WR","SF","LAR",49,65,0.75,0.753846153846154,,37,,"pass_play_personnel_share","PROXY_PERSONNEL_PRESENCE",7,37,0.189189189189189,6,55,149,0.369127516778524,7.85714285714286,,0,28,0,,0.411764705882353,0,0,0,2,0,1,0,0,1,8,2,0.25,0,6,0,1,0,0,0,0,0,2,3,0,0,TRUE,FALSE,4.13846153846154,FALSE,,FALSE
2026,1,"2026_01_NE_SEA","00-0031411","2064","LawrDe00","Demarcus Lawrence","LB","SEA","NE",0,49,0,0,,28,,"pass_play_personnel_share","UNRELIABLE_NON_ELIGIBLE_POSITION",0,28,0,0,0,154,0,,,0,21,0,,,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,3,4,0,0,FALSE,FALSE,-4.6734693877551,FALSE,,FALSE
2026,1,"2026_01_DAL_NYG","00-0031484","3048","ManhCh00","Chris Manhertz","TE","NYG","DAL",24,66,0.35,0.363636363636364,,33,,"pass_play_personnel_share","PROXY_PERSONNEL_PRESENCE",0,33,0,0,0,245,0,,,0,33,0,,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,3,2,0,0,TRUE,FALSE,4.48484848484848,FALSE,,FALSE
2026,1,"2026_01_NE_SEA","00-0031492","2747","MyerJa00","Jason Myers","K","SEA","NE",0,49,0,0,,28,,"pass_play_personnel_share","UNRELIABLE_NON_ELIGIBLE_POSITION",0,28,0,0,0,154,0,,,0,21,0,,,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,3,4,0,0,FALSE,FALSE,-4.6734693877551,FALSE,,FALSE
2026,1,"2026_01_BUF_HOU","00-0031565","2393","HuntDa01","Danielle Hunter","DL","HOU","BUF",0,79,0,0,,48,,"pass_play_personnel_share","UNRELIABLE_NON_ELIGIBLE_POSITION",0,48,0,0,0,322,0,,,0,31,0,,,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,8,1,0,0,FALSE,FALSE,-3.83544303797468,FALSE,,FALSE
2026,1,"2026_01_ATL_PIT","00-0031576","2427","SmitZa00","Za'Darius Smith","LB","ATL","PIT",0,60,0,0,,28,,"pass_play_personnel_share","UNRELIABLE_NON_ELIGIBLE_POSITION",0,28,0,0,0,77,0,,,0,32,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,4,3,0,0,FALSE,FALSE,-5.28333333333333,FALSE,,FALSE
2026,1,"2026_01_CHI_CAR","00-0031583","2592","JarrGr00","Grady Jarrett","DL","CHI","CAR",0,75,0,0,,40,,"pass_play_personnel_share","UNRELIABLE_NON_ELIGIBLE_POSITION",0,40,0,0,0,319,0,,,0,35,0,,,0,0,0,0,0,0,0,0,0,7,10,0,0,0,0,0,0,0,0,0,0,4,1,0,0,FALSE,FALSE,3.50666666666667,FALSE,,FALSE
2026,1,"2026_01_WAS_PHI","00-0031588","2449","DiggSt00","Stefon Diggs","WR","WAS","PHI",44,70,0.63,0.628571428571429,,41,,"pass_play_personnel_share","PROXY_PERSONNEL_PRESENCE",9,41,0.219512195121951,4,83,317,0.261829652996845,9.22222222222222,,0,29,0,,0.45,0,0,0,1,0,1,0,0,0,9,7,0.111111111111111,0,3,0,0,0,0,0,0,0,5,4,0,0,TRUE,FALSE,-5.57142857142857,FALSE,,FALSE
2026,1,"2026_01_CLE_JAX","00-0031595","2471","BurtMi00","Michael Burton","RB","CLE","JAX",6,51,0.12,0.117647058823529,,32,,"pass_play_personnel_share","PROXY_PERSONNEL_PRESENCE",0,32,0,0,0,228,0,,,0,19,0,0,,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,6,2,0,0,TRUE,FALSE,-23.3529411764706,FALSE,,FALSE
2026,1,"2026_01_CHI_CAR","00-0031610","2505","WallDa01","Darren Waller","TE","CAR","CHI",24,68,0.35,0.352941176470588,,46,,"pass_play_personnel_share","PROXY_PERSONNEL_PRESENCE",2,46,0.0434782608695652,2,8,366,0.0218579234972678,4,,0,22,0,,0.222222222222222,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,1,0,0,0,0,0,7,2,0,0,TRUE,FALSE,-9.88235294117648,FALSE,,FALSE
2026,1,"2026_01_DEN_KC","00-0031898","2617","SingAl00","Alex Singleton","LB","DEN","KC",0,50,0,0,,35,,"pass_play_personnel_share","UNRELIABLE_NON_ELIGIBLE_POSITION",0,35,0,0,0,92,0,,,0,15,0,,,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,5,3,0,0,FALSE,FALSE,-9.24,FALSE,,FALSE
2026,1,"2026_01_NE_SEA","00-0031933","2311","WillLe02","Leonard Williams","DL","SEA","NE",0,49,0,0,,28,,"pass_play_personnel_share","UNRELIABLE_NON_ELIGIBLE_POSITION",0,28,0,0,0,154,0,,,0,21,0,,,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,3,4,0,0,FALSE,FALSE,-4.6734693877551,FALSE,,FALSE
2026,1,"2026_01_TB_CIN","00-0031957","2993","NuneRa00","Rakeem Nunez-Roches","DL","TB","CIN",0,56,0,0,,39,,"pass_play_personnel_share","UNRELIABLE_NON_ELIGIBLE_POSITION",0,39,0,0,0,143,0,,,0,17,0,,,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,7,1,0,0,FALSE,FALSE,-9.80357142857143,FALSE,,FALSE
2026,1,"2026_01_NE_SEA","00-0032052","2308","FowlDa00","Dante Fowler","LB","SEA","NE",0,49,0,0,,28,,"pass_play_personnel_share","UNRELIABLE_NON_ELIGIBLE_POSITION",0,28,0,0,0,154,0,,,0,21,0,,,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,3,4,0,0,FALSE,FALSE,-4.6734693877551,FALSE,,FALSE
2026,1,"2026_01_MIA_LV","00-0032065","2468","PiniBr00","Bradley Pinion","P","MIA","LV",0,55,0,0,,40,,"pass_play_personnel_share","UNRELIABLE_NON_ELIGIBLE_POSITION",0,40,0,0,0,309,0,,,0,15,0,,,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,5,1,0,0,FALSE,FALSE,-10.4545454545455,FALSE,,FALSE
2026,1,"2026_01_CLE_JAX","00-0032104","2359","AbduAm00","Ameer Abdullah","RB","JAX","CLE",5,54,0.09,0.0925925925925926,,25,,"pass_play_personnel_share","PROXY_PERSONNEL_PRESENCE",1,25,0.04,1,-3,242,-0.012396694214876,-3,,4,29,0.137931034482759,0.16,,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,2,59,0,0,3,3,0.666666666666667,0,TRUE,TRUE,16.3703703703704,FALSE,,FALSE
2026,1,"2026_01_ARI_LAC","00-0032146","2327","DuprAl00","Bud Dupree","LB","LAC","ARI",0,55,0,0,,39,,"pass_play_personnel_share","UNRELIABLE_NON_ELIGIBLE_POSITION",0,39,0,0,0,273,0,,,0,16,0,,,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,4,1,0,0,FALSE,FALSE,-5.67272727272727,FALSE,,FALSE
2026,1,"2026_01_CLE_JAX","00-0032164","2322","ArmsAr01","Arik Armstead","DL","JAX","CLE",0,54,0,0,,25,,"pass_play_personnel_share","UNRELIABLE_NON_ELIGIBLE_POSITION",0,25,0,0,0,242,0,,,0,29,0,,,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,FALSE,FALSE,16.3703703703704,FALSE,,FALSE
2026,1,"2026_01_BUF_HOU","00-0032265","2340","EdwaMa01","Mario Edwards","DL","HOU","BUF",0,79,0,0,,48,,"pass_play_personnel_share","UNRELIABLE_NON_ELIGIBLE_POSITION",0,48,0,0,0,322,0,,,0,31,0,,,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,8,1,0,0,FALSE,FALSE,-3.83544303797468,FALSE,,FALSE
2026,1,"2026_01_BAL_IND","00-0032378","3172","BuckDe00","DeForest Buckner","DL","IND","BAL",0,54,0,0,,35,,"pass_play_personnel_share","UNRELIABLE_NON_ELIGIBLE_POSITION",0,35,0,0,0,201,0,,,0,19,0,,,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,6,2,0,0,FALSE,FALSE,-13.4259259259259,FALSE,,FALSE
2026,1,"2026_01_NE_SEA","00-0032387","3220","ReedJa02","Jarran Reed","DL","SEA","NE",0,49,0,0,,28,,"pass_play_personnel_share","UNRELIABLE_NON_ELIGIBLE_POSITION",0,28,0,0,0,154,0,,,0,21,0,,,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,3,4,0,0,FALSE,FALSE,-4.6734693877551,FALSE,,FALSE
2026,1,"2026_01_ATL_PIT","00-0032392","3202","HoopAu00","Austin Hooper","TE","ATL","PIT",14,60,0.23,0.233333333333333,,28,,"pass_play_personnel_share","PROXY_PERSONNEL_PRESENCE",0,28,0,0,0,77,0,,,0,32,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,4,3,0,0,TRUE,FALSE,-5.28333333333333,FALSE,,FALSE
2026,1,"2026_01_BAL_IND","00-0032398","3269","MoorCh00","Chris Moore","WR","BAL","IND",25,64,0.37,0.390625,,32,,"pass_play_personnel_share","PROXY_PERSONNEL_PRESENCE",2,32,0.0625,1,68,270,0.251851851851852,34,,0,32,0,,0.142857142857143,0,0,0,0,0,0,0,0,0,5,7,0,0,2,0,0,0,4,121,0,0,5,5,0.8,0,TRUE,TRUE,11.125,FALSE,,FALSE
2026,1,"2026_01_TB_CIN","00-0032399","3272","KillMi00","Miles Killebrew","DB","TB","CIN",0,56,0,0,,39,,"pass_play_personnel_share","UNRELIABLE_NON_ELIGIBLE_POSITION",0,39,0,0,0,143,0,,,0,17,0,,,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,7,1,0,0,FALSE,FALSE,-9.80357142857143,FALSE,,FALSE
2026,1,"2026_01_DAL_NYG","00-0032424","3322","ReadD.00","D.J. Reader","DL","NYG","DAL",0,66,0,0,,33,,"pass_play_personnel_share","UNRELIABLE_NON_ELIGIBLE_POSITION",0,33,0,0,0,245,0,,,0,33,0,,,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,3,2,0,0,FALSE,FALSE,4.48484848484848,FALSE,,FALSE
2026,1,"2026_01_CHI_CAR","00-0032464","3634","RaymKa00","Kalif Raymond","WR","CHI","CAR",45,75,0.6,0.6,,40,,"pass_play_personnel_share","PROXY_PERSONNEL_PRESENCE",9,40,0.225,8,65,319,0.203761755485893,7.22222222222222,,0,35,0,,0.5,0,0,0,1,0,0,0,0,0,7,10,0.142857142857143,0,5,0,1,0,0,0,1,23,4,1,0,1,TRUE,TRUE,3.50666666666667,FALSE,,FALSE
2026,1,"2026_01_DEN_KC","00-0032569","3678","LutzWi00","Wil Lutz","K","DEN","KC",0,50,0,0,,35,,"pass_play_personnel_share","UNRELIABLE_NON_ELIGIBLE_POSITION",0,35,0,0,0,92,0,,,0,15,0,,,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,5,3,0,0,FALSE,FALSE,-9.24,FALSE,,FALSE
2026,1,"2026_01_WAS_PHI","00-0032580","3415","JoneJo03","Jonathan Jones","DB","PHI","WAS",0,53,0,0,,34,,"pass_play_personnel_share","UNRELIABLE_NON_ELIGIBLE_POSITION",0,34,0,0,0,225,0,,,0,19,0,,,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,3,5,0,0,FALSE,FALSE,1.83018867924528,FALSE,,FALSE
2026,1,"2026_01_SF_LA","00-0032701",,,,"OL","SF","LAR",,65,,,,37,,"pass_play_personnel_share","UNRELIABLE_NON_ELIGIBLE_POSITION",1,37,0.027027027027027,1,-1,149,-0.00671140939597315,-1,,0,28,0,,,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,2,3,0,0,TRUE,FALSE,4.13846153846154,FALSE,,FALSE
2026,1,"2026_01_BUF_HOU","00-0032726","3451","FairKa01","Ka'imi Fairbairn","K","HOU","BUF",0,79,0,0,,48,,"pass_play_personnel_share","UNRELIABLE_NON_ELIGIBLE_POSITION",0,48,0,0,0,322,0,,,0,31,0,,,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,8,1,0,0,FALSE,FALSE,-3.83544303797468,FALSE,,FALSE
2026,1,"2026_01_BAL_IND","00-0032753","3598","RhodLu00","Luke Rhodes","LS","IND","BAL",0,54,0,0,,35,,"pass_play_personnel_share","UNRELIABLE_NON_ELIGIBLE_POSITION",0,35,0,0,0,201,0,,,0,19,0,,,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,6,2,0,0,FALSE,FALSE,-13.4259259259259,FALSE,,FALSE
2026,1,"2026_01_BUF_HOU","00-0032759","3188","RankSh00","Sheldon Rankins","DL","HOU","BUF",0,79,0,0,,48,,"pass_play_personnel_share","UNRELIABLE_NON_ELIGIBLE_POSITION",0,48,0,0,0,322,0,,,0,31,0,,,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,8,1,0,0,FALSE,FALSE,-3.83544303797468,FALSE,,FALSE
2026,1,"2026_01_DEN_KC","00-0032762","3558","JoneCh09","Chris Jones","DL","KC","DEN",0,66,0,0,,34,,"pass_play_personnel_share","UNRELIABLE_NON_ELIGIBLE_POSITION",0,34,0,0,0,133,0,,,0,32,0,,,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,3,4,0,0,FALSE,FALSE,6.83333333333333,FALSE,,FALSE
2026,1,"2026_01_BAL_IND","00-0032764","3198","HenrDe00","Derrick Henry","RB","BAL","IND",37,64,0.54,0.578125,,32,,"pass_play_personnel_share","PROXY_PERSONNEL_PRESENCE",1,32,0.03125,1,-1,270,-0.0037037037037037,-1,,24,32,0.75,0.8,,0,0,0,0,6,0,5,2,0,5,7,0,0.857142857142857,0,0,0,0,0,0,0,0,5,5,0,0,TRUE,FALSE,11.125,FALSE,,FALSE
2026,1,"2026_01_SF_LA","00-0032775","3286","RobiDe01","Demarcus Robinson","WR","SF","LAR",41,65,0.63,0.630769230769231,,37,,"pass_play_personnel_share","PROXY_PERSONNEL_PRESENCE",3,37,0.0810810810810811,2,45,149,0.302013422818792,15,,0,28,0,,0.176470588235294,0,0,0,2,0,1,0,0,2,8,2,0.25,0,1,0,0,0,0,0,0,0,2,3,0,0,TRUE,FALSE,4.13846153846154,FALSE,,FALSE
