"gsis_id","depth_bin","field_third","targets","receptions","catch_rate","air_yards","yards_per_target","epa_per_target_raw","success_rate","td_rate","explosive_rate","first_down_rate","yac","targets_total","targets_charted","targets_uncharted","epa_overall","target_share_of_self","epa_per_target","evidence_class","output_class","window"
"00-0027702","DEEP","LEFT",18,7,0.388888888888889,27.5555555555556,12.8888888888889,0.837015832288574,0.388888888888889,0.111111111111111,0.388888888888889,0.388888888888889,7.85714285714286,185,185,0,0.174064315806045,0.0972972972972973,0.327053127302014,"WEAK","OBSERVED","career"
"00-0027702","DEEP","MIDDLE",3,2,0.666666666666667,32.6666666666667,31.3333333333333,2.48805951730659,0.666666666666667,0,0.666666666666667,0.666666666666667,11,185,185,0,0.174064315806045,0.0162162162162162,0.284254563496547,"INSUFFICIENT","OBSERVED","career"
"00-0027702","DEEP","RIGHT",22,7,0.318181818181818,31.3636363636364,12.4545454545455,0.398426382351248,0.318181818181818,0.0454545454545455,0.318181818181818,0.318181818181818,10.7142857142857,185,185,0,0.174064315806045,0.118918918918919,0.234259016586466,"WEAK","OBSERVED","career"
"00-0027709","BEHIND_LOS","LEFT",8,7,0.875,-3,4.875,-0.379785747631104,0.5,0,0,0.25,8.85714285714286,24,24,0,-0.559832989497553,0.333333333333333,-0.538650961042677,"INSUFFICIENT","OBSERVED","career"
"00-0027709","BEHIND_LOS","MIDDLE",0,0,,,,,,,,,,24,24,0,-0.559832989497553,0,-0.559832989497553,"INSUFFICIENT","OBSERVED","career"
"00-0027709","BEHIND_LOS","RIGHT",1,1,1,-2,6,0.19486317737028,1,0,0,0,8,24,24,0,-0.559832989497553,0.0416666666666667,-0.547460921188245,"INSUFFICIENT","OBSERVED","career"
"00-0027709","SHORT","LEFT",4,2,0.5,4.75,3,-0.458993629754802,0.25,0,0,0,1.5,24,24,0,-0.559832989497553,0.166666666666667,-0.553530529513631,"INSUFFICIENT","OBSERVED","career"
"00-0027709","SHORT","MIDDLE",1,0,0,8,0,-0.797124238451943,0,0,0,0,,24,24,0,-0.559832989497553,0.0416666666666667,-0.563723009972215,"INSUFFICIENT","OBSERVED","career"
"00-0027709","SHORT","RIGHT",1,1,1,9,9,0.926534364756662,1,0,0,1,0,24,24,0,-0.559832989497553,0.0416666666666667,-0.53546631155896,"INSUFFICIENT","OBSERVED","career"
"00-0027709","INTERMEDIATE","LEFT",3,0,0,11.6666666666667,0,-1.36829033343626,0,0,0,0,,24,24,0,-0.559832989497553,0.125,-0.598330958256539,"INSUFFICIENT","OBSERVED","career"
"00-0027709","INTERMEDIATE","MIDDLE",1,1,1,11,11,0.720427528314758,1,0,0,1,0,24,24,0,-0.559832989497553,0.0416666666666667,-0.538845112156368,"INSUFFICIENT","OBSERVED","career"
"00-0027709","INTERMEDIATE","RIGHT",0,0,,,,,,,,,,24,24,0,-0.559832989497553,0,-0.559832989497553,"INSUFFICIENT","OBSERVED","career"
"00-0027709","DEEP","LEFT",2,0,0,22.5,0,-1.11196167893729,0,0,0,0,,24,24,0,-0.559832989497553,0.0833333333333333,-0.577643592382706,"INSUFFICIENT","OBSERVED","career"
"00-0027709","DEEP","MIDDLE",0,0,,,,,,,,,,24,24,0,-0.559832989497553,0,-0.559832989497553,"INSUFFICIENT","OBSERVED","career"
"00-0027709","DEEP","RIGHT",3,1,0.333333333333333,23.6666666666667,7.33333333333333,-1.09254590722655,0.333333333333333,0,0.333333333333333,0.333333333333333,0,24,24,0,-0.559832989497553,0.125,-0.585200271294172,"INSUFFICIENT","OBSERVED","career"
"00-0027713","BEHIND_LOS","LEFT",4,2,0.5,-1.5,2.75,-1.74540806496616,0.25,0,0,0.25,7,83,83,0,0.16783979785856,0.0481927710843374,0.0482618064320154,"INSUFFICIENT","OBSERVED","career"
"00-0027713","BEHIND_LOS","MIDDLE",1,0,0,-1,0,-0.650529598817229,0,0,0,0,,83,83,0,0.16783979785856,0.0120481927710843,0.154423906109777,"INSUFFICIENT","OBSERVED","career"
"00-0027713","BEHIND_LOS","RIGHT",2,2,1,-2.5,0,-0.594501507817768,0,0,0,0,2.5,83,83,0,0.16783979785856,0.0240963855421687,0.143248142836743,"INSUFFICIENT","OBSERVED","career"
"00-0027713","SHORT","LEFT",19,15,0.789473684210526,4.1578947368421,6.47368421052632,0.44151621352342,0.68421052631579,0.157894736842105,0.0526315789473684,0.368421052631579,3.73333333333333,83,83,0,0.16783979785856,0.228915662650602,0.233660707955172,"WEAK","OBSERVED","career"
"00-0027713","SHORT","MIDDLE",11,7,0.636363636363636,4.72727272727273,6.27272727272727,0.486949968485119,0.636363636363636,0,0.0909090909090909,0.363636363636364,5.71428571428571,83,83,0,0.16783979785856,0.132530120481928,0.21727940175845,"INSUFFICIENT","OBSERVED","career"
"00-0027713","SHORT","RIGHT",25,18,0.72,4.24,5.96,0.365524426486662,0.64,0.04,0.04,0.32,4.44444444444444,83,83,0,0.16783979785856,0.301204819277108,0.225982335690355,"WEAK","OBSERVED","career"
"00-0027713","INTERMEDIATE","LEFT",4,1,0.25,14.75,4.25,-0.0777306268573739,0.25,0,0.25,0.25,0,83,83,0,0.16783979785856,0.0481927710843374,0.152491646313815,"INSUFFICIENT","OBSERVED","career"
"00-0027713","INTERMEDIATE","MIDDLE",5,2,0.4,14.4,4.8,0.196475950069726,0.4,0,0,0.4,0.5,83,83,0,0.16783979785856,0.0602409638554217,0.170042578797881,"INSUFFICIENT","OBSERVED","career"
"00-0027713","INTERMEDIATE","RIGHT",5,3,0.6,14.6,13.4,0.259303561934442,0.6,0,0.6,0.6,8,83,83,0,0.16783979785856,0.0602409638554217,0.174875472018244,"INSUFFICIENT","OBSERVED","career"
"00-0027713","DEEP","LEFT",2,0,0,27.5,0,-0.738949369406328,0,0,0,0,,83,83,0,0.16783979785856,0.0240963855421687,0.138588534398403,"INSUFFICIENT","OBSERVED","career"
"00-0027713","DEEP","MIDDLE",2,1,0.5,22,11.5,2.24246007873444,1,0.5,0.5,1,2,83,83,0,0.16783979785856,0.0240963855421687,0.234763032725524,"INSUFFICIENT","OBSERVED","career"
"00-0027713","DEEP","RIGHT",3,0,0,22.6666666666667,0,-1.7021655823725,0,0,0,0,,83,83,0,0.16783979785856,0.036144578313253,0.0787919226094626,"INSUFFICIENT","OBSERVED","career"
"00-0027714","BEHIND_LOS","LEFT",9,7,0.777777777777778,-3,1.44444444444444,-0.516852515277505,0.111111111111111,0,0,0,4.14285714285714,269,269,0,0.00306309426182903,0.033457249070632,-0.0647519852433014,"INSUFFICIENT","OBSERVED","career"
"00-0027714","BEHIND_LOS","MIDDLE",4,4,1,-2.5,6.25,-0.0622361791756703,0.5,0,0,0,8.75,269,269,0,0.00306309426182903,0.0148698884758364,-0.00101811032801467,"INSUFFICIENT","OBSERVED","career"
"00-0027714","BEHIND_LOS","RIGHT",7,6,0.857142857142857,-2.57142857142857,3.14285714285714,-0.0513277868241338,0.428571428571429,0,0,0.285714285714286,5.83333333333333,269,269,0,0.00306309426182903,0.0260223048327138,-0.00261953510536111,"INSUFFICIENT","OBSERVED","career"
"00-0027714","SHORT","LEFT",57,41,0.719298245614035,3.66666666666667,4.29824561403509,-0.0825964149633161,0.385964912280702,0.0175438596491228,0.0175438596491228,0.228070175438596,2.60975609756098,269,269,0,0.00306309426182903,0.211895910780669,-0.0386684615145237,"MODERATE","OBSERVED","career"
"00-0027714","SHORT","MIDDLE",60,44,0.733333333333333,5.5,7.05,0.0406472211595316,0.616666666666667,0.05,0.1,0.383333333333333,3.81818181818182,269,269,0,0.00306309426182903,0.223048327137546,0.0218551577106803,"MODERATE","OBSERVED","career"
"00-0027714","SHORT","RIGHT",63,50,0.793650793650794,4.34920634920635,6.84126984126984,0.0477573405052952,0.571428571428571,0.0317460317460318,0.0634920634920635,0.285714285714286,4.08,269,269,0,0.00306309426182903,0.234200743494424,0.025955269167019,"MODERATE","OBSERVED","career"
"00-0027714","INTERMEDIATE","LEFT",9,4,0.444444444444444,12.6666666666667,6,-0.06286858301674,0.444444444444444,0.111111111111111,0.111111111111111,0.444444444444444,1.5,269,269,0,0.00306309426182903,0.033457249070632,-0.0055366897310278,"INSUFFICIENT","OBSERVED","career"
"00-0027714","INTERMEDIATE","MIDDLE",31,17,0.548387096774194,13.0322580645161,8.61290322580645,0.40202112894291,0.516129032258065,0.0645161290322581,0.225806451612903,0.516129032258065,3.05882352941176,269,269,0,0.00306309426182903,0.115241635687732,0.138971875307033,"WEAK","OBSERVED","career"
"00-0027714","INTERMEDIATE","RIGHT",8,5,0.625,14.25,8.5,-0.0473716633770346,0.625,0,0.125,0.5,0.2,269,269,0,0.00306309426182903,0.0297397769516729,-0.0028704066368608,"INSUFFICIENT","OBSERVED","career"
"00-0027714","DEEP","LEFT",7,1,0.142857142857143,25.2857142857143,3.85714285714286,-0.478396995699276,0.142857142857143,0,0.142857142857143,0.142857142857143,3,269,269,0,0.00306309426182903,0.0260223048327138,-0.0472387061818685,"INSUFFICIENT","OBSERVED","career"
"00-0027714","DEEP","MIDDLE",10,3,0.3,26.1,8.1,0.159700172021985,0.3,0.1,0.3,0.3,3,269,269,0,0.00306309426182903,0.0371747211895911,0.025439819656137,"INSUFFICIENT","OBSERVED","career"
"00-0027714","DEEP","RIGHT",4,1,0.25,24.75,9,-1.10543826087087,0.25,0,0.25,0.25,0,269,269,0,0.00306309426182903,0.0148698884758364,-0.0662182404339646,"INSUFFICIENT","OBSERVED","career"
"00-0027718","BEHIND_LOS","LEFT",4,2,0.5,-6.75,2.25,-0.418433392405859,0.25,0,0,0,7,176,176,0,-0.0147651136988752,0.0227272727272727,-0.0399943811180617,"INSUFFICIENT","OBSERVED","career"
"00-0027718","BEHIND_LOS","MIDDLE",1,0,0,-1,0,-0.468720596749336,0,0,0,0,,176,176,0,-0.0147651136988752,0.00568181818181818,-0.0222070068636368,"INSUFFICIENT","OBSERVED","career"
"00-0027718","BEHIND_LOS","RIGHT",4,3,0.75,-5,3.25,-0.210952344641555,0.25,0,0,0.25,10.3333333333333,176,176,0,-0.0147651136988752,0.0227272727272727,-0.0270268156327927,"INSUFFICIENT","OBSERVED","career"
"00-0027718","SHORT","LEFT",27,16,0.592592592592593,5.2962962962963,5.55555555555556,-0.0137073879606625,0.407407407407407,0.0370370370370371,0.0740740740740741,0.222222222222222,4.375,176,176,0,-0.0147651136988752,0.153409090909091,-0.0144368539870161,"WEAK","OBSERVED","career"
"00-0027718","SHORT","MIDDLE",50,33,0.66,4.36,5.08,-0.0868948126914453,0.54,0.08,0,0.3,3.06060606060606,176,176,0,-0.0147651136988752,0.284090909090909,-0.0475513405136798,"MODERATE","OBSERVED","career"
"00-0027718","SHORT","RIGHT",42,26,0.619047619047619,4.30952380952381,5.11904761904762,-0.1502219061609,0.476190476190476,0.0476190476190476,0.0714285714285714,0.285714285714286,4.03846153846154,176,176,0,-0.0147651136988752,0.238636363636364,-0.0705414400067676,"MODERATE","OBSERVED","career"
"00-0027718","INTERMEDIATE","LEFT",8,2,0.25,13.625,4,-0.264818717434537,0.25,0,0.125,0.25,4,176,176,0,-0.0147651136988752,0.0454545454545455,-0.0441831847266001,"INSUFFICIENT","OBSERVED","career"
"00-0027718","INTERMEDIATE","MIDDLE",22,13,0.590909090909091,14.2272727272727,10.5909090909091,0.478802388977122,0.590909090909091,0.0454545454545455,0.409090909090909,0.590909090909091,4.15384615384615,176,176,0,-0.0147651136988752,0.125,0.117655435799563,"WEAK","OBSERVED","career"
"00-0027718","INTERMEDIATE","RIGHT",8,0,0,13.125,0,-0.795954578868259,0.125,0,0,0,,176,176,0,-0.0147651136988752,0.0454545454545455,-0.106669756659979,"INSUFFICIENT","OBSERVED","career"
"00-0027718","DEEP","LEFT",2,0,0,36,0,-0.423081147586345,0,0,0,0,,176,176,0,-0.0147651136988752,0.0113636363636364,-0.0279365986629871,"INSUFFICIENT","OBSERVED","career"
"00-0027718","DEEP","MIDDLE",8,4,0.5,29.75,16.125,1.27630747628791,0.625,0.25,0.5,0.5,5.5,176,176,0,-0.0147651136988752,0.0454545454545455,0.137125779240747,"INSUFFICIENT","OBSERVED","career"
"00-0027718","DEEP","RIGHT",0,0,,,,,,,,,,176,176,0,-0.0147651136988752,0,-0.0147651136988752,"INSUFFICIENT","OBSERVED","career"
"00-0027725","BEHIND_LOS","LEFT",6,6,1,-1.33333333333333,3.33333333333333,-0.200098703906406,0.166666666666667,0,0,0.166666666666667,4.66666666666667,132,132,0,0.0580252703924334,0.0454545454545455,0.0345594545470844,"INSUFFICIENT","OBSERVED","career"
"00-0027725","BEHIND_LOS","MIDDLE",3,3,1,-1,6,0.0806956879872207,0.666666666666667,0,0,0,7,132,132,0,0.0580252703924334,0.0227272727272727,0.0591048140874233,"INSUFFICIENT","OBSERVED","career"
"00-0027725","BEHIND_LOS","RIGHT",8,8,1,-2,5.125,-0.0322617160563823,0.375,0,0.125,0.25,7.125,132,132,0,0.0580252703924334,0.0606060606060606,0.0474032719866904,"INSUFFICIENT","OBSERVED","career"
"00-0027725","SHORT","LEFT",19,11,0.578947368421053,4.1578947368421,4.47368421052632,-0.07727698603986,0.421052631578947,0,0.0526315789473684,0.31578947368421,3.81818181818182,132,132,0,0.0580252703924334,0.143939393939394,0.0254842213770717,"WEAK","OBSERVED","career"
"00-0027725","SHORT","MIDDLE",18,12,0.666666666666667,4.72222222222222,6.27777777777778,-0.0825325389409807,0.555555555555556,0.0555555555555555,0,0.333333333333333,3.25,132,132,0,0.0580252703924334,0.136363636363636,0.0255888528539533,"WEAK","OBSERVED","career"
"00-0027725","SHORT","RIGHT",39,32,0.820512820512821,3.61538461538462,6.43589743589744,0.121859422801301,0.487179487179487,0.0256410256410256,0.102564102564103,0.307692307692308,4.375,132,132,0,0.0580252703924334,0.295454545454545,0.0831720577050177,"WEAK","OBSERVED","career"
"00-0027725","INTERMEDIATE","LEFT",7,3,0.428571428571429,13.2857142857143,6.57142857142857,0.330843401507341,0.428571428571429,0.142857142857143,0.142857142857143,0.428571428571429,2,132,132,0,0.0580252703924334,0.053030303030303,0.0865286572253343,"INSUFFICIENT","OBSERVED","career"
"00-0027725","INTERMEDIATE","MIDDLE",14,8,0.571428571428571,13.1428571428571,10.5714285714286,-0.270336411506702,0.5,0.142857142857143,0.357142857142857,0.5,5.5,132,132,0,0.0580252703924334,0.106060606060606,-0.00409720996686253,"INSUFFICIENT","OBSERVED","career"
"00-0027725","INTERMEDIATE","RIGHT",11,6,0.545454545454545,14.0909090909091,8.81818181818182,0.23209167751272,0.545454545454545,0.0909090909090909,0.363636363636364,0.545454545454545,3,132,132,0,0.0580252703924334,0.0833333333333333,0.0849933052983932,"INSUFFICIENT","OBSERVED","career"
"00-0027725","DEEP","LEFT",3,0,0,28.6666666666667,0,-1.18375757185102,0,0,0,0,,132,132,0,0.0580252703924334,0.0227272727272727,-0.00110724590487385,"INSUFFICIENT","OBSERVED","career"
"00-0027725","DEEP","MIDDLE",1,1,1,23,26,2.96780166774988,1,0,1,1,3,132,132,0,0.0580252703924334,0.00757575757575758,0.105726522808129,"INSUFFICIENT","OBSERVED","career"
"00-0027725","DEEP","RIGHT",3,2,0.666666666666667,23.3333333333333,30,2.19217802395967,0.666666666666667,0,0.666666666666667,0.666666666666667,24,132,132,0,0.0580252703924334,0.0227272727272727,0.159651591990873,"INSUFFICIENT","OBSERVED","career"
"00-0027732","BEHIND_LOS","LEFT",2,2,1,-1,11.5,0.490793242817745,0.5,0,0.5,0.5,12.5,58,58,0,0.228052571464974,0.0344827586206897,0.236528076992482,"INSUFFICIENT","OBSERVED","career"
"00-0027732","BEHIND_LOS","MIDDLE",1,0,0,-3,0,-0.480859166011214,0,0,0,0,,58,58,0,0.228052571464974,0.0172413793103448,0.216431067571921,"INSUFFICIENT","OBSERVED","career"
"00-0027732","BEHIND_LOS","RIGHT",5,3,0.6,-2.6,1,0.171859926788602,0.4,0.2,0,0.4,4.66666666666667,58,58,0,0.228052571464974,0.0862068965517241,0.223730060336022,"INSUFFICIENT","OBSERVED","career"
"00-0027732","SHORT","LEFT",12,10,0.833333333333333,2.5,6.91666666666667,0.259329794731457,0.333333333333333,0,0.166666666666667,0.333333333333333,5.9,58,58,0,0.228052571464974,0.206896551724138,0.233265442009387,"INSUFFICIENT","OBSERVED","career"
"00-0027732","SHORT","MIDDLE",1,0,0,4,0,-0.706457926891744,0,0,0,0,,58,58,0,0.228052571464974,0.0172413793103448,0.212732727229618,"INSUFFICIENT","OBSERVED","career"
"00-0027732","SHORT","RIGHT",14,11,0.785714285714286,1.85714285714286,5.28571428571429,-0.37912960089869,0.428571428571429,0.0714285714285715,0.142857142857143,0.142857142857143,4.81818181818182,58,58,0,0.228052571464974,0.241379310344828,0.113180268585361,"INSUFFICIENT","OBSERVED","career"
"00-0027732","INTERMEDIATE","LEFT",2,1,0.5,15,6.5,1.58879472015542,0.5,0.5,0,0.5,0,58,58,0,0.228052571464974,0.0344827586206897,0.271947479487246,"INSUFFICIENT","OBSERVED","career"
"00-0027732","INTERMEDIATE","MIDDLE",9,3,0.333333333333333,13.6666666666667,5.55555555555556,0.0187603060557093,0.333333333333333,0,0.222222222222222,0.333333333333333,3.33333333333333,58,58,0,0.228052571464974,0.155172413793103,0.200753580324635,"INSUFFICIENT","OBSERVED","career"
"00-0027732","INTERMEDIATE","RIGHT",5,4,0.8,15.6,14.6,1.31579712787643,0.8,0.4,0.6,0.8,2.75,58,58,0,0.228052571464974,0.0862068965517241,0.31172522965047,"INSUFFICIENT","OBSERVED","career"
"00-0027732","DEEP","LEFT",2,1,0.5,22.5,11.5,0.528873810486402,0.5,0,0.5,0.5,0,58,58,0,0.228052571464974,0.0344827586206897,0.237756482401149,"INSUFFICIENT","OBSERVED","career"
"00-0027732","DEEP","MIDDLE",3,1,0.333333333333333,22.6666666666667,10.6666666666667,0.477499246209239,0.333333333333333,0,0.333333333333333,0.333333333333333,12,58,58,0,0.228052571464974,0.0517241379310345,0.239930984548034,"INSUFFICIENT","OBSERVED","career"
"00-0027732","DEEP","RIGHT",2,1,0.5,28.5,20.5,1.1768369001511,0.5,0,0.5,0.5,4,58,58,0,0.228052571464974,0.0344827586206897,0.258658517551623,"INSUFFICIENT","OBSERVED","career"
"00-0027753","BEHIND_LOS","LEFT",1,0,0,-6,0,-7.91738215927035,0,0,0,0,,104,104,0,0.158417362091177,0.00961538461538462,0.0260272060032833,"INSUFFICIENT","OBSERVED","career"
"00-0027753","BEHIND_LOS","MIDDLE",0,0,,,,,,,,,,104,104,0,0.158417362091177,0,0.158417362091177,"INSUFFICIENT","OBSERVED","career"
"00-0027753","BEHIND_LOS","RIGHT",3,2,0.666666666666667,-2.33333333333333,0,-0.816154768224806,0,0,0,0,1.5,104,104,0,0.158417362091177,0.0288461538461538,0.112009165409464,"INSUFFICIENT","OBSERVED","career"
"00-0027753","SHORT","LEFT",31,16,0.516129032258065,3.90322580645161,3.87096774193548,-0.325928540904875,0.387096774193548,0,0,0.290322580645161,3.375,104,104,0,0.158417362091177,0.298076923076923,-0.00657959387451085,"WEAK","OBSERVED","career"
"00-0027753","SHORT","MIDDLE",13,12,0.923076923076923,5.15384615384615,11,0.932875425854805,0.846153846153846,0.0769230769230769,0.230769230769231,0.615384615384615,6.83333333333333,104,104,0,0.158417362091177,0.125,0.296334551528536,"INSUFFICIENT","OBSERVED","career"
"00-0027753","SHORT","RIGHT",37,26,0.702702702702703,3.72972972972973,5.75675675675676,0.319988024338117,0.594594594594595,0.0810810810810811,0.0810810810810811,0.351351351351351,4.80769230769231,104,104,0,0.158417362091177,0.355769230769231,0.220047408515268,"WEAK","OBSERVED","career"
"00-0027753","INTERMEDIATE","LEFT",3,1,0.333333333333333,14.3333333333333,11.3333333333333,0.0149240020546131,0.333333333333333,0,0.333333333333333,0.333333333333333,16,104,104,0,0.158417362091177,0.0288461538461538,0.151584344946579,"INSUFFICIENT","OBSERVED","career"
"00-0027753","INTERMEDIATE","MIDDLE",8,4,0.5,13.75,8.375,0.552306902449345,0.5,0.125,0.375,0.5,3.25,104,104,0,0.158417362091177,0.0769230769230769,0.204757308015667,"INSUFFICIENT","OBSERVED","career"
"00-0027753","INTERMEDIATE","RIGHT",3,1,0.333333333333333,13.3333333333333,4.33333333333333,0.227411542320624,0.333333333333333,0,0,0.333333333333333,2,104,104,0,0.158417362091177,0.0288461538461538,0.16170279924496,"INSUFFICIENT","OBSERVED","career"
"00-0027753","DEEP","LEFT",1,0,0,29,0,-0.407300735474564,0,0,0,0,,104,104,0,0.158417362091177,0.00961538461538462,0.149143294917968,"INSUFFICIENT","OBSERVED","career"
"00-0027753","DEEP","MIDDLE",3,3,1,21.6666666666667,25.3333333333333,2.90613403532188,1,0,1,1,3.66666666666667,104,104,0,0.158417362091177,0.0288461538461538,0.289261013197401,"INSUFFICIENT","OBSERVED","career"
"00-0027753","DEEP","RIGHT",1,0,0,21,0,-0.478463770356029,0,0,0,0,,104,104,0,0.158417362091177,0.00961538461538462,0.147976687788764,"INSUFFICIENT","OBSERVED","career"
"00-0027758","BEHIND_LOS","LEFT",16,12,0.75,-2,5.9375,0.0599245293233253,0.25,0,0.0625,0.125,9.75,268,268,0,0.139948191172171,0.0597014925373134,0.123101104467151,"WEAK","OBSERVED","career"
"00-0027758","BEHIND_LOS","MIDDLE",1,0,0,-3,0,-0.517256180755794,0,0,0,0,,268,268,0,0.139948191172171,0.00373134328358209,0.129174349009418,"INSUFFICIENT","OBSERVED","career"
"00-0027758","BEHIND_LOS","RIGHT",2,1,0.5,-4,3.5,-0.128955145686632,0.5,0,0,0,8,268,268,0,0.139948191172171,0.00746268656716418,0.131273889983178,"INSUFFICIENT","OBSERVED","career"
"00-0027758","SHORT","LEFT",70,48,0.685714285714286,4.74285714285714,6.14285714285714,0.222822717508044,0.585714285714286,0.0285714285714286,0.0285714285714286,0.257142857142857,4.16666666666667,268,268,0,0.139948191172171,0.261194029850746,0.184572936122257,"MODERATE","OBSERVED","career"
"00-0027758","SHORT","MIDDLE",19,14,0.736842105263158,5.73684210526316,7.05263157894737,0.489529368100282,0.526315789473684,0.0526315789473684,0.105263157894737,0.473684210526316,3.92857142857143,268,268,0,0.139948191172171,0.0708955223880597,0.224024676762477,"WEAK","OBSERVED","career"
"00-0027758","SHORT","RIGHT",18,12,0.666666666666667,4.16666666666667,5.66666666666667,0.117817914251735,0.5,0.111111111111111,0.111111111111111,0.277777777777778,4,268,268,0,0.139948191172171,0.0671641791044776,0.134841204190532,"WEAK","OBSERVED","career"
"00-0027758","INTERMEDIATE","LEFT",54,28,0.518518518518518,13.3518518518519,7.31481481481481,0.142702933961149,0.518518518518518,0.0370370370370371,0.166666666666667,0.425925925925926,0.857142857142857,268,268,0,0.139948191172171,0.201492537313433,0.141253069335371,"MODERATE","OBSERVED","career"
"00-0027758","INTERMEDIATE","MIDDLE",26,13,0.5,14.1153846153846,8.5,0.00041727051100417,0.5,0.0384615384615385,0.307692307692308,0.461538461538462,2.53846153846154,268,268,0,0.139948191172171,0.0970149253731343,0.0977644244606558,"WEAK","OBSERVED","career"
"00-0027758","INTERMEDIATE","RIGHT",5,3,0.6,13.6,8.8,0.288429142232053,0.6,0.4,0.2,0.6,0,268,268,0,0.139948191172171,0.0186567164179104,0.151369802792162,"INSUFFICIENT","OBSERVED","career"
"00-0027758","DEEP","LEFT",35,8,0.228571428571429,30.7142857142857,7.48571428571428,-0.186473131824252,0.228571428571429,0.0857142857142857,0.228571428571429,0.228571428571429,1.5,268,268,0,0.139948191172171,0.130597014925373,0.0196877037524367,"WEAK","OBSERVED","career"
"00-0027758","DEEP","MIDDLE",12,5,0.416666666666667,36.6666666666667,17.9166666666667,0.584743258097054,0.416666666666667,0.25,0.416666666666667,0.416666666666667,7,268,268,0,0.139948191172171,0.0447761194029851,0.214080702326319,"INSUFFICIENT","OBSERVED","career"
"00-0027758","DEEP","RIGHT",10,2,0.2,33.4,8.2,0.0653805899433792,0.2,0,0.2,0.2,3,268,268,0,0.139948191172171,0.0373134328358209,0.129295676710915,"INSUFFICIENT","OBSERVED","career"
"00-0027783","BEHIND_LOS","LEFT",0,0,,,,,,,,,,28,28,0,0.427342211607683,0,0.427342211607683,"INSUFFICIENT","OBSERVED","career"
"00-0027783","BEHIND_LOS","MIDDLE",0,0,,,,,,,,,,28,28,0,0.427342211607683,0,0.427342211607683,"INSUFFICIENT","OBSERVED","career"
"00-0027783","BEHIND_LOS","RIGHT",3,3,1,-2,11,0.619111018953845,0.666666666666667,0,0.333333333333333,0.666666666666667,13,28,28,0,0.427342211607683,0.107142857142857,0.436474059576548,"INSUFFICIENT","OBSERVED","career"
"00-0027783","SHORT","LEFT",5,4,0.8,3,4.4,0.22101478545228,0.4,0.2,0,0.4,2,28,28,0,0.427342211607683,0.178571428571429,0.411470871134191,"INSUFFICIENT","OBSERVED","career"
"00-0027783","SHORT","MIDDLE",1,1,1,0,13,0.849280645139515,1,0,0,1,13,28,28,0,0.427342211607683,0.0357142857142857,0.434259235108205,"INSUFFICIENT","OBSERVED","career"
"00-0027783","SHORT","RIGHT",9,4,0.444444444444444,4.66666666666667,4,0.318333416116527,0.333333333333333,0.111111111111111,0.111111111111111,0.222222222222222,4.5,28,28,0,0.427342211607683,0.321428571428571,0.413123673065358,"INSUFFICIENT","OBSERVED","career"
"00-0027783","INTERMEDIATE","LEFT",1,1,1,15,15,1.21739813010208,1,0,0,1,0,28,28,0,0.427342211607683,0.0357142857142857,0.440293947976444,"INSUFFICIENT","OBSERVED","career"
"00-0027783","INTERMEDIATE","MIDDLE",1,1,1,10,14,1.03400501050055,1,0,0,1,4,28,28,0,0.427342211607683,0.0357142857142857,0.437287503392812,"INSUFFICIENT","OBSERVED","career"
"00-0027783","INTERMEDIATE","RIGHT",4,1,0.25,13.75,5,-1.97696655978223,0.25,0,0.25,0.25,3,28,28,0,0.427342211607683,0.142857142857143,0.277072913395813,"INSUFFICIENT","OBSERVED","career"
"00-0027783","DEEP","LEFT",1,1,1,25,67,4.7792450588895,1,0,1,1,42,28,28,0,0.427342211607683,0.0357142857142857,0.498684881235254,"INSUFFICIENT","OBSERVED","career"
"00-0027783","DEEP","MIDDLE",0,0,,,,,,,,,,28,28,0,0.427342211607683,0,0.427342211607683,"INSUFFICIENT","OBSERVED","career"
"00-0027783","DEEP","RIGHT",3,2,0.666666666666667,22,23.6666666666667,2.05537053011358,0.666666666666667,0.333333333333333,0.666666666666667,0.666666666666667,12.5,28,28,0,0.427342211607683,0.107142857142857,0.504867369631773,"INSUFFICIENT","OBSERVED","career"
"00-0027786","BEHIND_LOS","LEFT",5,5,1,-3,1,-0.450578543031588,0,0,0,0,4,39,39,0,-0.0273814339486237,0.128205128205128,-0.0599350577242364,"INSUFFICIENT","OBSERVED","career"
"00-0027786","BEHIND_LOS","MIDDLE",5,4,0.8,-2.8,3.6,0.224839302455075,0.4,0,0,0.4,6.75,39,39,0,-0.0273814339486237,0.128205128205128,-0.00797983884064688,"INSUFFICIENT","OBSERVED","career"
"00-0027786","BEHIND_LOS","RIGHT",5,4,0.8,-3,6.6,0.536789072945248,0.6,0,0,0.6,11.5,39,39,0,-0.0273814339486237,0.128205128205128,0.0160162973509049,"INSUFFICIENT","OBSERVED","career"
"00-0027786","SHORT","LEFT",7,5,0.714285714285714,3.57142857142857,3.71428571428571,-0.151950360583474,0.285714285714286,0,0,0.285714285714286,2.8,39,39,0,-0.0273814339486237,0.17948717948718,-0.0403960979253991,"INSUFFICIENT","OBSERVED","career"
"00-0027786","SHORT","MIDDLE",7,4,0.571428571428571,2.71428571428571,4.57142857142857,0.0834160114422307,0.571428571428571,0,0,0,5,39,39,0,-0.0273814339486237,0.17948717948718,-0.0158055814451016,"INSUFFICIENT","OBSERVED","career"
