"gsis_id","bucket","plays","completion_pct","epa_per_play","success_rate","air_yards","yac","explosive_rate","sack_rate","scramble_rate","turnover_rate","td_rate","time_to_throw","n_opp","coverage_rate_pressure","evidence_class","availability","source","family","window"
"00-0022787","CLEAN",51,0.803921568627451,0.228681539335924,0.607843137254902,6.74509803921569,3.95121951219512,0.137254901960784,0,0,0.0196078431372549,0.0392156862745098,2.19080392156863,4,0.974025974025974,"WEAK","PRIOR_ONLY","participation","qb_pressure","career"
"00-0022787","PRESSURED",24,0.625,0.389720528260067,0.541666666666667,8.08333333333333,7.8,0.291666666666667,0,0,0,0.0416666666666667,2.56720833333333,5,0.974025974025974,"INSUFFICIENT","PRIOR_ONLY","participation","qb_pressure","career"
"00-0022803","CLEAN",1455,0.670790378006873,0.132675111656409,0.483848797250859,7.22199312714777,5.21311475409836,0.115463917525773,0,0,0.0247422680412371,0.0391752577319588,2.42426254295533,28,0.947394789579158,"STRONG","PRIOR_ONLY","participation","qb_pressure","career"
"00-0022803","PRESSURED",436,0.513761467889908,-0.0875714803186451,0.371559633027523,8.71954022988505,5.00446428571429,0.135321100917431,0,0,0.0206422018348624,0.0344036697247706,3.04104816513761,28,0.947394789579158,"STRONG","PRIOR_ONLY","participation","qb_pressure","career"
"00-0022924","CLEAN",2368,0.6875,0.206120057255133,0.502323616392058,7.1241554054054,5.45208845208846,0.131334459459459,0,0,0.0164695945945945,0.0519425675675676,2.30631883445946,28,0.962868117797695,"STRONG","PRIOR_ONLY","participation","qb_pressure","career"
"00-0022924","PRESSURED",640,0.525,-0.0110610991775704,0.40625,10.4171875,5.25892857142857,0.125,0,0,0.0390625,0.0359375,3.1162703125,28,0.962868117797695,"STRONG","PRIOR_ONLY","participation","qb_pressure","career"
"00-0022942","CLEAN",2103,0.69472182596291,0.266703715991863,0.538278649548265,7.34807417974323,5.69267624914442,0.157394198763671,0,0,0.0213980028530671,0.0508796956728485,2.48014455539705,31,0.954003970880212,"STRONG","PRIOR_ONLY","participation","qb_pressure","career"
"00-0022942","PRESSURED",780,0.528205128205128,0.118236200805963,0.425641025641026,9.99741935483871,6.35194174757282,0.191025641025641,0.00641025641025643,0,0.0410256410256411,0.0474358974358974,2.90794580645161,31,0.954003970880212,"STRONG","PRIOR_ONLY","participation","qb_pressure","career"
"00-0023436","CLEAN",1189,0.719091673675357,0.217797568112783,0.52228763666947,6.37258200168209,5.68771929824562,0.131202691337258,0,0,0.0151387720773759,0.0336417157275021,2.4026661059714,25,0.936195587358378,"STRONG","PRIOR_ONLY","participation","qb_pressure","career"
"00-0023436","PRESSURED",381,0.490813648293963,-0.0246083577577111,0.36745406824147,9.29473684210526,4.76470588235294,0.120734908136483,0,0,0.0209973753280839,0.0446194225721784,3.21862992125984,25,0.936195587358378,"STRONG","PRIOR_ONLY","participation","qb_pressure","career"
"00-0023459","CLEAN",3668,0.715921483097056,0.290761163970975,0.530261723009814,7.38358778625952,5.76047220106627,0.137131952017448,0,0,0.0122682660850599,0.0597055616139588,2.44274938641942,32,0.954956766539312,"STRONG","PRIOR_ONLY","participation","qb_pressure","career"
"00-0023459","PRESSURED",1081,0.404255319148936,-0.119932821293522,0.331174838112859,9.58555885262117,5.7025171624714,0.123034227567068,0.0647548566142468,0,0.0120259019426457,0.0471785383903793,3.76023221343874,32,0.954956766539312,"STRONG","PRIOR_ONLY","participation","qb_pressure","career"
"00-0023645","CLEAN",91,0.648351648351648,-0.181718001372921,0.505494505494505,9.28571428571429,4.22033898305085,0.164835164835165,0,0,0.0879120879120879,0.021978021978022,2.54772527472527,7,0.963235294117647,"MODERATE","PRIOR_ONLY","participation","qb_pressure","career"
"00-0023645","PRESSURED",40,0.525,-0.438245619979508,0.375,8.075,4.38095238095238,0.125,0,0,0.025,0,2.713425,5,0.963235294117647,"WEAK","PRIOR_ONLY","participation","qb_pressure","career"
"00-0023662","CLEAN",81,0.604938271604938,-0.369396894063188,0.419753086419753,6.81481481481481,2.36734693877551,0.037037037037037,0,0,0.0617283950617284,0.0246913580246914,2.51782716049383,5,0.885245901639344,"MODERATE","PRIOR_ONLY","participation","qb_pressure","career"
"00-0023662","PRESSURED",27,0.481481481481482,-0.25979043091831,0.296296296296296,10.4444444444444,2.15384615384615,0.037037037037037,0,0,0,0.0370370370370371,2.77766666666667,5,0.885245901639344,"WEAK","PRIOR_ONLY","participation","qb_pressure","career"
"00-0023682","CLEAN",1075,0.667906976744186,0.195154824709769,0.531162790697674,8.58418604651163,4.66016713091922,0.166511627906977,0,0,0.0260465116279069,0.0446511627906977,2.41360465116279,25,0.943384982121573,"STRONG","PRIOR_ONLY","participation","qb_pressure","career"
"00-0023682","PRESSURED",508,0.525590551181103,-0.0166024734659582,0.413385826771653,9.91141732283465,4.25842696629214,0.149606299212598,0,0,0.0492125984251969,0.0413385826771654,2.80537992125984,25,0.943384982121573,"STRONG","PRIOR_ONLY","participation","qb_pressure","career"
"00-0024226","CLEAN",459,0.655773420479303,0.0460317861211039,0.468409586056645,7.7276688453159,4.95681063122924,0.111111111111111,0,0,0.0261437908496732,0.0435729847494553,2.47412636165577,16,0.938640132669983,"STRONG","PRIOR_ONLY","participation","qb_pressure","career"
"00-0024226","PRESSURED",107,0.429906542056075,-0.304359473982247,0.289719626168224,11.6355140186916,2.26086956521739,0.149532710280374,0,0,0.0654205607476636,0.0280373831775701,3.28200934579439,16,0.938640132669983,"MODERATE","PRIOR_ONLY","participation","qb_pressure","career"
"00-0024264","CLEAN",7,0.571428571428571,-1.61561655233215,0.428571428571429,8.57142857142857,0.25,0,0,0,0.142857142857143,0,2.08257142857143,3,1,"INSUFFICIENT","PRIOR_ONLY","participation","qb_pressure","career"
"00-0024264","PRESSURED",2,1,0.304275155242067,0.5,5,2.5,0,0,0,0,0,2.532,1,1,"INSUFFICIENT","PRIOR_ONLY","participation","qb_pressure","career"
"00-0024296","CLEAN",17,0.647058823529412,0.375249825647402,0.529411764705882,9,2.09090909090909,0.117647058823529,0,0,0,0.0588235294117647,2.66323529411765,1,0.923076923076923,"INSUFFICIENT","PRIOR_ONLY","participation","qb_pressure","career"
"00-0024296","PRESSURED",7,0.428571428571429,-0.0197118252648838,0.428571428571429,16,6.33333333333333,0.285714285714286,0,0,0.142857142857143,0,4.10342857142857,1,0.923076923076923,"INSUFFICIENT","PRIOR_ONLY","participation","qb_pressure","career"
"00-0025430","CLEAN",138,0.536231884057971,-0.105789438096872,0.405797101449275,10.0579710144928,4.31081081081081,0.101449275362319,0,0,0.0507246376811594,0.0434782608695652,2.49665217391304,6,0.962616822429907,"MODERATE","PRIOR_ONLY","participation","qb_pressure","career"
"00-0025430","PRESSURED",68,0.352941176470588,-0.154581616411366,0.279411764705882,12.8970588235294,2.41666666666667,0.117647058823529,0,0,0.0147058823529412,0.0294117647058823,3.28654411764706,5,0.962616822429907,"WEAK","PRIOR_ONLY","participation","qb_pressure","career"
"00-0025708","CLEAN",235,0.676595744680851,0.0987717277674486,0.497872340425532,6.76595744680851,4.84276729559748,0.127659574468085,0,0,0.0212765957446809,0.0468085106382979,2.43363829787234,10,0.934984520123839,"STRONG","PRIOR_ONLY","participation","qb_pressure","career"
"00-0025708","PRESSURED",67,0.492537313432836,0.194435634327798,0.402985074626866,12.0597014925373,5.96969696969697,0.223880597014925,0,0,0.0447761194029851,0.0746268656716418,2.94917910447761,9,0.934984520123839,"WEAK","PRIOR_ONLY","participation","qb_pressure","career"
"00-0026143","CLEAN",2716,0.721281296023564,0.285514273303894,0.546759941089837,7.51030927835051,4.82848392036754,0.152430044182622,0,0,0.0150957290132548,0.0467599410898375,2.59917967599411,31,0.935653002859867,"STRONG","PRIOR_ONLY","participation","qb_pressure","career"
"00-0026143","PRESSURED",1210,0.559504132231405,0.0820945989695811,0.433057851239669,9.35401157981805,4.71935007385524,0.161157024793388,0,0,0.0289256198347107,0.0429752066115702,3.05489008264463,31,0.935653002859867,"STRONG","PRIOR_ONLY","participation","qb_pressure","career"
"00-0026158","CLEAN",2300,0.677391304347826,0.116460303918921,0.477391304347826,7.63391304347825,4.50834403080873,0.127391304347826,0,0,0.0186956521739129,0.04,2.47786678276012,28,0.962083847102343,"STRONG","PRIOR_ONLY","participation","qb_pressure","career"
"00-0026158","PRESSURED",821,0.46041412911084,-0.287653244892168,0.339829476248477,8.45431145431146,4.96031746031746,0.101096224116931,0.0535931790499387,0,0.0328867235079172,0.0219244823386114,3.12278635778636,28,0.962083847102343,"STRONG","PRIOR_ONLY","participation","qb_pressure","career"
"00-0026197","CLEAN",48,0.708333333333333,0.158062383196011,0.5625,4.5625,4.79411764705882,0.0416666666666667,0,0,0,0.0416666666666667,2.21675,7,0.968253968253968,"WEAK","PRIOR_ONLY","participation","qb_pressure","career"
"00-0026197","PRESSURED",13,0.538461538461538,0.427510042473352,0.461538461538462,6.15384615384615,10.8571428571429,0.230769230769231,0,0,0,0,2.69515384615385,5,0.968253968253968,"INSUFFICIENT","PRIOR_ONLY","participation","qb_pressure","career"
"00-0026300","CLEAN",155,0.696774193548387,0.314515855589787,0.541935483870968,6.67096774193548,6.07407407407407,0.135483870967742,0,0,0.0193548387096774,0.0516129032258065,2.5993935483871,9,0.951612903225806,"MODERATE","PRIOR_ONLY","participation","qb_pressure","career"
"00-0026300","PRESSURED",81,0.469135802469136,-0.127905600694244,0.395061728395062,10.2987012987013,3.42105263157895,0.148148148148148,0.037037037037037,0,0.0617283950617284,0.0123456790123457,3.40705063291139,8,0.951612903225806,"MODERATE","PRIOR_ONLY","participation","qb_pressure","career"
"00-0026498","CLEAN",3760,0.705851063829787,0.26539786093857,0.542021276595744,7.68696808510637,5.24990576705617,0.157712765957447,0,0,0.0194148936170213,0.0539893617021277,2.49113617021277,31,0.955323901712584,"STRONG","PRIOR_ONLY","participation","qb_pressure","career"
"00-0026498","PRESSURED",1372,0.481778425655976,-0.0110880318298325,0.38338192419825,9.43643410852714,5.68532526475038,0.142857142857143,0.0590379008746358,0,0.0182215743440232,0.0408163265306124,3.11161442979054,31,0.955323901712584,"STRONG","PRIOR_ONLY","participation","qb_pressure","career"
"00-0026544","CLEAN",129,0.744186046511628,0.0448532043700801,0.51937984496124,5.5968992248062,3.61458333333333,0.0697674418604651,0,0,0.0155038759689922,0.0542635658914729,2.27208527131783,10,0.906976744186046,"MODERATE","PRIOR_ONLY","participation","qb_pressure","career"
"00-0026544","PRESSURED",66,0.606060606060606,-0.0505373958159426,0.439393939393939,9.8939393939394,3.725,0.166666666666667,0,0,0.0606060606060606,0.0151515151515152,3.12809090909091,9,0.906976744186046,"WEAK","PRIOR_ONLY","participation","qb_pressure","career"
"00-0026625","CLEAN",424,0.665094339622642,0.148121610292811,0.502358490566038,7.6061320754717,5.17730496453901,0.139150943396226,0,0,0.0212264150943396,0.0283018867924528,2.37215094339623,21,0.952380952380952,"STRONG","PRIOR_ONLY","participation","qb_pressure","career"
"00-0026625","PRESSURED",136,0.463235294117647,-0.260540526544146,0.323529411764706,9.15555555555556,4.46031746031746,0.102941176470588,0.00735294117647061,0,0.0147058823529412,0.0220588235294118,2.85221481481481,18,0.952380952380952,"MODERATE","PRIOR_ONLY","participation","qb_pressure","career"
"00-0026898","CLEAN",35,0.685714285714286,-0.401657524819686,0.4,3.74285714285714,6.54166666666667,0.0571428571428571,0,0,0.0857142857142857,0,2.25911428571429,3,0.841269841269841,"WEAK","PRIOR_ONLY","participation","qb_pressure","career"
"00-0026898","PRESSURED",18,0.277777777777778,-0.828463564690047,0.277777777777778,6.27777777777778,3,0,0,0,0.111111111111111,0,3.44027777777778,2,0.841269841269841,"INSUFFICIENT","PRIOR_ONLY","participation","qb_pressure","career"
"00-0027688","CLEAN",289,0.716262975778547,0.0389708594550202,0.460207612456747,6.48096885813149,4.28502415458937,0.121107266435986,0,0,0.0207612456747405,0.0207612456747405,2.25384083044983,13,0.912621359223301,"STRONG","PRIOR_ONLY","participation","qb_pressure","career"
"00-0027688","PRESSURED",87,0.563218390804598,-0.212849728386097,0.379310344827586,7.88505747126437,4.81632653061225,0.0919540229885057,0,0,0.0344827586206896,0.0229885057471265,2.95331034482759,12,0.912621359223301,"MODERATE","PRIOR_ONLY","participation","qb_pressure","career"
"00-0027854","CLEAN",474,0.746835443037975,0.154692695000379,0.485232067510549,5.71308016877637,4.74011299435028,0.113924050632911,0,0,0.0147679324894515,0.0358649789029536,2.3689135021097,14,0.933609958506224,"STRONG","PRIOR_ONLY","participation","qb_pressure","career"
"00-0027854","PRESSURED",201,0.611940298507463,0.214033798786305,0.472636815920398,8.355,5.09756097560976,0.159203980099502,0,0,0.00995024875621892,0.0398009950248756,2.77278606965174,14,0.933609958506224,"STRONG","PRIOR_ONLY","participation","qb_pressure","career"
"00-0027939","CLEAN",1430,0.664335664335664,0.170614855542014,0.512587412587412,7.74265734265733,4.99157894736842,0.143356643356643,0,0,0.0244755244755245,0.044055944055944,2.51859370629371,28,0.93293795620438,"STRONG","PRIOR_ONLY","participation","qb_pressure","career"
"00-0027939","PRESSURED",615,0.47479674796748,-0.123594009573488,0.369105691056911,9.55772357723577,5.8013698630137,0.141463414634146,0,0,0.0390243902439024,0.0227642276422764,3.13060650406504,28,0.93293795620438,"STRONG","PRIOR_ONLY","participation","qb_pressure","career"
"00-0027948","CLEAN",387,0.612403100775194,-0.098053343896012,0.410852713178295,7.15762273901809,4.34599156118144,0.116279069767442,0,0,0.0310077519379845,0.041343669250646,2.30513953488372,17,0.924493554327808,"STRONG","PRIOR_ONLY","participation","qb_pressure","career"
"00-0027948","PRESSURED",115,0.434782608695652,-0.233250109527557,0.339130434782609,11.219298245614,6.3,0.130434782608696,0.00869565217391306,0,0.0608695652173913,0.0173913043478261,2.76922807017544,16,0.924493554327808,"MODERATE","PRIOR_ONLY","participation","qb_pressure","career"
"00-0027973","CLEAN",2354,0.671197960917587,0.140526872157134,0.508496176720476,7.36023789294817,4.91645569620253,0.125318606627018,0,0,0.0233644859813084,0.0416312659303314,2.35766213344666,31,0.939042521558133,"STRONG","PRIOR_ONLY","participation","qb_pressure","career"
"00-0027973","PRESSURED",804,0.501243781094527,-0.0452599864520357,0.384328358208955,9.1323155216285,5.52605459057072,0.13681592039801,0.0223880597014923,0,0.0286069651741293,0.0398009950248756,3.05287006369427,31,0.939042521558133,"STRONG","PRIOR_ONLY","participation","qb_pressure","career"
"00-0027974","CLEAN",262,0.641221374045802,0.18165429198235,0.473282442748092,7.6412213740458,5.41071428571429,0.148854961832061,0,0,0.00763358778625953,0.049618320610687,2.63109160305344,11,0.901639344262295,"STRONG","PRIOR_ONLY","participation","qb_pressure","career"
"00-0027974","PRESSURED",68,0.411764705882353,-0.215073535820031,0.323529411764706,9.70588235294118,7.25,0.132352941176471,0,0,0.0294117647058823,0.0441176470588235,3.29202941176471,11,0.901639344262295,"WEAK","PRIOR_ONLY","participation","qb_pressure","career"
"00-0028012","CLEAN",18,0.555555555555556,-0.263976124393391,0.388888888888889,9.44444444444444,3.4,0,0,0,0.0555555555555555,0.111111111111111,2.41788888888889,4,1,"INSUFFICIENT","PRIOR_ONLY","participation","qb_pressure","career"
"00-0028012","PRESSURED",4,0.5,-0.0368710962793557,0.5,5.25,7.5,0,0,0,0,0,2.3865,3,1,"INSUFFICIENT","PRIOR_ONLY","participation","qb_pressure","career"
"00-0028090","CLEAN",70,0.528571428571429,-0.1124085691508,0.4,8.91428571428571,3.27027027027027,0.0571428571428571,0,0,0.0428571428571429,0.0571428571428571,2.7361,4,0.881818181818182,"MODERATE","PRIOR_ONLY","participation","qb_pressure","career"
"00-0028090","PRESSURED",27,0.37037037037037,-0.119492045669644,0.296296296296296,13.5925925925926,5.5,0.148148148148148,0,0,0,0,2.99274074074074,4,0.881818181818182,"WEAK","PRIOR_ONLY","participation","qb_pressure","career"
"00-0028118","CLEAN",1094,0.650822669104205,0.1540505208822,0.471663619744059,8.28244972577697,4.5252808988764,0.106032906764168,0,0,0.0182815356489945,0.0338208409506399,2.72865539305302,26,0.926132836747362,"STRONG","PRIOR_ONLY","participation","qb_pressure","career"
"00-0028118","PRESSURED",398,0.482412060301507,-0.0360469124486746,0.381909547738693,10.4277929155313,4.77083333333333,0.14321608040201,0.0778894472361806,0.00251256281407037,0.0150753768844221,0.0402010050251256,3.57957452574526,26,0.926132836747362,"STRONG","PRIOR_ONLY","participation","qb_pressure","career"
"00-0028595","CLEAN",28,0.642857142857143,-0.577840122133767,0.428571428571428,7.14285714285714,4.16666666666667,0.0714285714285714,0,0,0.0357142857142857,0.0357142857142857,2.43760714285714,3,0.887096774193548,"WEAK","PRIOR_ONLY","participation","qb_pressure","career"
"00-0028595","PRESSURED",27,0.518518518518518,-0.292591397244374,0.37037037037037,12.037037037037,5.57142857142857,0.259259259259259,0,0,0.111111111111111,0,2.75937037037037,2,0.887096774193548,"WEAK","PRIOR_ONLY","participation","qb_pressure","career"
"00-0028825","CLEAN",9,0.555555555555556,-0.304648175848545,0.222222222222222,7.55555555555555,6,0.111111111111111,0,0,0,0,2.72433333333333,3,0.9,"INSUFFICIENT","PRIOR_ONLY","participation","qb_pressure","career"
"00-0028986","CLEAN",1248,0.703525641025641,0.131870558827334,0.503205128205129,6.71794871794872,5.37129840546697,0.129807692307692,0,0,0.0216346153846154,0.0376602564102564,2.40133814102564,29,0.947312400212879,"STRONG","PRIOR_ONLY","participation","qb_pressure","career"
"00-0028986","PRESSURED",532,0.481203007518797,-0.0658469241508419,0.355263157894737,8.88973384030418,4.80078125,0.114661654135338,0.0112781954887217,0,0.0281954887218045,0.0319548872180451,3.26142965779468,29,0.947312400212879,"STRONG","PRIOR_ONLY","participation","qb_pressure","career"
"00-0029263","CLEAN",3113,0.713459685191134,0.249693022985012,0.527786700931577,8.12945711532285,5.13642503376857,0.153870864118214,0,0,0.0183103115965307,0.0558946353999358,2.5733264781491,32,0.933277381451951,"STRONG","PRIOR_ONLY","participation","qb_pressure","career"
"00-0029263","PRESSURED",1335,0.454681647940075,-0.0745558404283433,0.352059925093632,10.7634322373697,5.28500823723229,0.142322097378277,0.0659176029962531,0,0.0172284644194757,0.0546816479400748,3.61848759007206,32,0.933277381451951,"STRONG","PRIOR_ONLY","participation","qb_pressure","career"
"00-0029567","CLEAN",591,0.715736040609137,0.00478711861266649,0.44839255499154,6.73434856175973,4.10874704491726,0.0879864636209814,0,0,0.0236886632825719,0.038917089678511,2.41998646362098,18,0.938461538461538,"STRONG","PRIOR_ONLY","participation","qb_pressure","career"
"00-0029567","PRESSURED",263,0.52851711026616,0.0596752531504052,0.372623574144487,10.0381679389313,5.43165467625899,0.159695817490494,0,0,0.0228136882129278,0.0228136882129278,3.05801901140684,18,0.938461538461538,"STRONG","PRIOR_ONLY","participation","qb_pressure","career"
"00-0029604","CLEAN",3325,0.733233082706767,0.29246761886509,0.551278195488722,7.44675090252708,5.0799835931091,0.154586466165414,0,0,0.016842105263158,0.056842105263158,2.62264229843562,32,0.953119020283199,"STRONG","PRIOR_ONLY","participation","qb_pressure","career"
"00-0029604","PRESSURED",1656,0.529589371980676,-0.0736476309508226,0.393719806763284,8.41489361702128,5.49942987457241,0.141304347826087,0.0350241545893716,0,0.0271739130434783,0.0374396135265701,3.05220799500312,32,0.953119020283199,"STRONG","PRIOR_ONLY","participation","qb_pressure","career"
"00-0029665","CLEAN",141,0.673758865248227,-0.0266863109895172,0.446808510638298,6.45390070921986,4.86315789473684,0.0638297872340425,0,0,0.0354609929078014,0.0141843971631206,2.53794326241135,11,0.872340425531915,"MODERATE","PRIOR_ONLY","participation","qb_pressure","career"
"00-0029665","PRESSURED",64,0.390625,-0.00488696429299535,0.328125,13.15625,5.2,0.125,0,0,0.03125,0.015625,3.23628125,10,0.872340425531915,"WEAK","PRIOR_ONLY","participation","qb_pressure","career"
"00-0029668","CLEAN",791,0.716814159292035,0.329079624871279,0.570164348925411,7.1795195954488,4.97530864197531,0.15929203539823,0,0,0.0164348925410872,0.0606826801517067,2.53174841972187,20,0.952342487883683,"STRONG","PRIOR_ONLY","participation","qb_pressure","career"
"00-0029668","PRESSURED",388,0.538659793814433,-0.00805974257827558,0.414948453608247,9.18298969072165,4.10526315789474,0.141752577319588,0,0,0.038659793814433,0.0567010309278351,3.18954381443299,20,0.952342487883683,"STRONG","PRIOR_ONLY","participation","qb_pressure","career"
"00-0029682","CLEAN",587,0.66098807495741,0.123369740469489,0.487223168654174,7.49744463373084,5.00257731958763,0.109028960817717,0,0,0.0221465076660988,0.0357751277683135,2.49989437819421,17,0.940528634361233,"STRONG","PRIOR_ONLY","participation","qb_pressure","career"
"00-0029682","PRESSURED",267,0.456928838951311,-0.244688325537596,0.363295880149813,10.2247191011236,3.72131147540984,0.112359550561798,0,0,0.044943820224719,0.0187265917602996,3.06632958801498,18,0.940528634361233,"STRONG","PRIOR_ONLY","participation","qb_pressure","career"
"00-0029701","CLEAN",1721,0.7356188262638,0.338180216593814,0.563625798954097,7.56943637420105,5.32464454976303,0.154561301568855,0,0,0.0191748983149332,0.0528762347472401,2.53478895348837,30,0.927292656192912,"STRONG","PRIOR_ONLY","participation","qb_pressure","career"
"00-0029701","PRESSURED",817,0.495716034271726,-0.102411575877179,0.385556915544675,9.32993630573249,5.48148148148148,0.123623011015912,0.0391676866585074,0,0.0342717258261935,0.0465116279069767,3.0053908045977,30,0.927292656192912,"STRONG","PRIOR_ONLY","participation","qb_pressure","career"
"00-0030419","CLEAN",10,0.7,-0.132843067089561,0.5,5.9,1.28571428571429,0.1,0,0,0,0,2.2171,2,1,"INSUFFICIENT","PRIOR_ONLY","participation","qb_pressure","career"
"00-0030419","PRESSURED",5,0.2,-0.968168618064374,0,12.2,0,0,0,0,0,0,2.2598,2,1,"INSUFFICIENT","PRIOR_ONLY","participation","qb_pressure","career"
"00-0030520","CLEAN",364,0.67032967032967,-0.00176262578024411,0.478021978021978,7.15384615384615,3.75409836065574,0.0851648351648352,0,0,0.0384615384615385,0.0357142857142857,2.46672527472527,15,0.950909090909091,"STRONG","PRIOR_ONLY","participation","qb_pressure","career"
"00-0030520","PRESSURED",159,0.509433962264151,-0.282402702411817,0.327044025157233,7.68553459119497,4.62962962962963,0.106918238993711,0,0,0.0377358490566038,0.0314465408805032,2.94824528301887,15,0.950909090909091,"MODERATE","PRIOR_ONLY","participation","qb_pressure","career"
"00-0030524","CLEAN",92,0.66304347826087,0.0678562069997015,0.423913043478261,9.22826086956522,3.95081967213115,0.0978260869565217,0,0,0.0326086956521739,0.0434782608695652,2.63740217391304,4,0.941666666666667,"MODERATE","PRIOR_ONLY","participation","qb_pressure","career"
"00-0030524","PRESSURED",21,0.714285714285714,0.493158177536402,0.571428571428571,6.28571428571429,5.33333333333333,0.19047619047619,0,0,0,0.0476190476190476,3.017,3,0.941666666666667,"INSUFFICIENT","PRIOR_ONLY","participation","qb_pressure","career"
"00-0030526","CLEAN",59,0.525423728813559,-0.0537135127529297,0.440677966101695,9.28813559322034,3.16129032258065,0.11864406779661,0,0,0,0,2.39069491525424,6,0.907894736842105,"WEAK","PRIOR_ONLY","participation","qb_pressure","career"
"00-0030526","PRESSURED",10,0.4,-0.232536078413379,0.4,14.3,3,0.1,0,0,0.1,0.1,3.2175,3,0.907894736842105,"INSUFFICIENT","PRIOR_ONLY","participation","qb_pressure","career"
"00-0030533","CLEAN",233,0.626609442060086,0.280977229266602,0.536480686695279,9.62660944206008,4.55479452054795,0.171673819742489,0,0,0.0343347639484979,0.0429184549356223,2.55264377682403,9,0.968944099378882,"STRONG","PRIOR_ONLY","participation","qb_pressure","career"
"00-0030533","PRESSURED",79,0.455696202531646,-0.388624020588858,0.392405063291139,12.5949367088608,4.25,0.164556962025316,0,0,0.126582278481013,0.0126582278481013,3.0089746835443,9,0.968944099378882,"MODERATE","PRIOR_ONLY","participation","qb_pressure","career"
"00-0030565","CLEAN",1632,0.743259803921569,0.260258341439692,0.544117647058823,7.03125,5.09150865622424,0.146446078431373,0,0,0.0189950980392157,0.0459558823529412,2.53719546568627,30,0.972585924713584,"STRONG","PRIOR_ONLY","participation","qb_pressure","career"
"00-0030565","PRESSURED",745,0.425503355704698,-0.474989299794964,0.31006711409396,6.73848684210526,5.48895899053628,0.104697986577181,0.182550335570471,0,0.0308724832214764,0.0295302013422819,3.26442668863262,30,0.972585924713584,"STRONG","PRIOR_ONLY","participation","qb_pressure","career"
"00-0031064","CLEAN",181,0.61878453038674,0.185640100575567,0.480662983425414,8.31491712707182,4.49107142857143,0.12707182320442,0,0,0.00552486187845305,0.0110497237569061,2.47656906077348,8,0.919003115264797,"STRONG","PRIOR_ONLY","participation","qb_pressure","career"
"00-0031064","PRESSURED",114,0.517543859649123,-0.208293226888105,0.350877192982456,9.24561403508772,3.69491525423729,0.105263157894737,0,0,0.0438596491228071,0.0263157894736842,3.10659649122807,8,0.919003115264797,"MODERATE","PRIOR_ONLY","participation","qb_pressure","career"
"00-0031237","CLEAN",846,0.726950354609929,0.250136198011171,0.534278959810875,7.42671394799054,5.2390243902439,0.141843971631206,0,0,0.0177304964539007,0.041371158392435,2.52465721040189,27,0.93693009118541,"STRONG","PRIOR_ONLY","participation","qb_pressure","career"
"00-0031237","PRESSURED",387,0.55297157622739,-0.0275375824750247,0.405684754521964,7.2987012987013,5.63551401869159,0.131782945736434,0.00516795865633077,0,0.0284237726098191,0.0310077519379844,3.33611688311688,26,0.93693009118541,"STRONG","PRIOR_ONLY","participation","qb_pressure","career"
"00-0031280","CLEAN",3502,0.707595659623072,0.211237454220079,0.510279840091376,7.39702942016566,5.14003228410008,0.142775556824672,0,0,0.0131353512278698,0.0459737292975443,2.50332285714286,31,0.956844930827999,"STRONG","PRIOR_ONLY","participation","qb_pressure","career"
"00-0031280","PRESSURED",1132,0.520318021201414,-0.0447645599305748,0.384275618374558,9.28728270814273,5.62478777589134,0.15547703180212,0.0344522968197886,0,0.0362190812720848,0.0379858657243816,3.20554078826764,31,0.956844930827999,"STRONG","PRIOR_ONLY","participation","qb_pressure","career"
"00-0031288","CLEAN",43,0.651162790697674,0.228598359875451,0.534883720930233,7.93023255813953,6.25,0.162790697674419,0,0,0.0232558139534884,0,2.74886046511628,5,0.884057971014493,"WEAK","PRIOR_ONLY","participation","qb_pressure","career"
"00-0031288","PRESSURED",18,0.333333333333333,-0.677053201245144,0.111111111111111,5.52941176470588,5.83333333333333,0,0.0555555555555555,0,0,0,3.95452941176471,7,0.884057971014493,"INSUFFICIENT","PRIOR_ONLY","participation","qb_pressure","career"
"00-0031345","CLEAN",1413,0.719037508846426,0.370036231448313,0.56687898089172,6.81953290870489,6.64370078740158,0.193913658881812,0,0,0.0205237084217976,0.0495399858457183,2.53181316348195,28,0.941929133858268,"STRONG","PRIOR_ONLY","participation","qb_pressure","career"
"00-0031345","PRESSURED",501,0.534930139720559,-0.00957736999520706,0.419161676646707,8.74173553719008,5.80597014925373,0.13373253493014,0.0339321357285428,0,0.0459081836327345,0.0499001996007983,3.05022520661157,28,0.941929133858268,"STRONG","PRIOR_ONLY","participation","qb_pressure","career"
"00-0031407","CLEAN",1091,0.641613198900092,0.15102412302358,0.477543538038497,7.53712190650779,5.73428571428572,0.134738771769019,0,0,0.0219981668194317,0.0449129239230064,2.51929514207149,26,0.94576477757465,"STRONG","PRIOR_ONLY","participation","qb_pressure","career"
"00-0031407","PRESSURED",461,0.492407809110629,-0.192962951836554,0.38177874186551,8.38394793926247,5.36563876651983,0.127982646420824,0,0,0.03470715835141,0.017353579175705,3.07710629067245,26,0.94576477757465,"STRONG","PRIOR_ONLY","participation","qb_pressure","career"
"00-0031503","CLEAN",1954,0.66171954964176,0.269272830960003,0.53582395087001,9.94831115660184,4.37973704563032,0.163766632548618,0,0,0.0286591606960082,0.0511770726714433,2.57307168458781,29,0.9426597582038,"STRONG","PRIOR_ONLY","participation","qb_pressure","career"
