"gsis_id","bucket","plays","completion_pct","epa_per_play","success_rate","air_yards","yac","explosive_rate","sack_rate","scramble_rate","turnover_rate","td_rate","time_to_throw","n_opp","deep_share","behind_los_share","read_share","evidence_class","availability","source","family","window"
"00-0029263","CHECKDOWN",253,0.849802371541502,-0.0678999099351293,0.41897233201581,-0.023715415019763,6.96744186046512,0.0553359683794466,0,0,0,0.00395256916996048,2.88954150197628,26,0,0.407114624505929,0.173525377229081,"STRONG","DESCRIPTIVE_ONLY","ftn","qb_progression","career"
"00-0029263","DESIGNED",139,0.81294964028777,-0.0513763633150863,0.388489208633093,-3.87769784172662,10.6017699115044,0.0863309352517986,0,0,0.00719424460431655,0.0431654676258993,1.85543165467626,26,0,0.928057553956835,0.0953360768175583,"STRONG","DESCRIPTIVE_ONLY","ftn","qb_progression","career"
"00-0029263","FIRST_READ",605,0.631404958677686,0.339486730652216,0.517355371900826,12.4271523178808,4.17277486910995,0.211570247933884,0.00165289256198348,0,0.0264462809917355,0.059504132231405,2.37272305140962,26,0.231788079470199,0.0529801324503311,0.414951989026063,"STRONG","DESCRIPTIVE_ONLY","ftn","qb_progression","career"
"00-0029263","PRE_SNAP_OR_ZERO",122,0,-1.58723984624091,0,6.14705882352941,,0,0.721311475409836,0,0.0081967213114754,0,3.76388888888889,19,0.117647058823529,0.323529411764706,0.083676268861454,"STRONG","DESCRIPTIVE_ONLY","ftn","qb_progression","career"
"00-0029263","SCRAMBLE_DRILL",182,0.346153846153846,-0.0752888874512282,0.302197802197802,12.35,3.36507936507937,0.115384615384615,0.010989010989011,0,0.021978021978022,0.0604395604395605,4.72047777777778,26,0.194444444444444,0.0277777777777778,0.12482853223594,"STRONG","DESCRIPTIVE_ONLY","ftn","qb_progression","career"
"00-0029263","SECOND_READ",157,0.630573248407643,0.0801911702578823,0.452229299363057,11.0445859872611,4.53535353535354,0.203821656050955,0,0,0.0318471337579618,0.0445859872611465,3.05579617834395,25,0.191082802547771,0.0636942675159236,0.107681755829904,"STRONG","DESCRIPTIVE_ONLY","ftn","qb_progression","career"
"00-0029567","CHECKDOWN",5,1,0.0764717822806915,0.8,0.2,6,0,0,0,0,0,2.3604,2,0,0.6,0.121951219512195,"INSUFFICIENT","DESCRIPTIVE_ONLY","ftn","qb_progression","career"
"00-0029567","DESIGNED",6,0.833333333333333,-0.899730128682374,0,-4.16666666666667,5,0,0,0,0,0,2.174,2,0,1,0.146341463414634,"INSUFFICIENT","DESCRIPTIVE_ONLY","ftn","qb_progression","career"
"00-0029567","FIRST_READ",24,0.416666666666667,-0.892690732534296,0.333333333333333,10.75,2.9,0.0833333333333333,0,0,0.166666666666667,0,2.50679166666667,2,0.166666666666667,0,0.585365853658537,"WEAK","DESCRIPTIVE_ONLY","ftn","qb_progression","career"
"00-0029567","SCRAMBLE_DRILL",1,1,0.246068338630721,1,7,0,0,0,0,0,0,3.904,1,0,0,0.024390243902439,"INSUFFICIENT","DESCRIPTIVE_ONLY","ftn","qb_progression","career"
