"gsis_id","depth_bin","field_third","attempts","completions","completion_pct","air_yards","yards_per_attempt","epa_per_attempt_raw","success_rate","td_rate","int_rate","explosive_rate","first_down_rate","yac","attempts_total","attempts_charted","attempts_uncharted","epa_overall","attempt_share","epa_per_attempt","evidence_class","output_class","window"
"00-0029677","DEEP","LEFT",2,1,0.5,23,14,0.985449005267583,0.5,0,0,0.5,0.5,6,41,41,0,0.426621776862509,0.048780487804878,0.444648461649769,"INSUFFICIENT","OBSERVED","current_team"
"00-0029677","DEEP","MIDDLE",0,0,,,,,,,,,,,41,41,0,0.426621776862509,0,0.426621776862509,"INSUFFICIENT","OBSERVED","current_team"
"00-0029677","DEEP","RIGHT",1,1,1,44,44,2.88823956984561,1,0,0,1,1,0,41,41,0,0.426621776862509,0.024390243902439,0.466976166911412,"INSUFFICIENT","OBSERVED","current_team"
"00-0029682","BEHIND_LOS","LEFT",14,11,0.785714285714286,-2.28571428571429,4.42857142857143,-0.141704280400291,0.428571428571429,0,0,0,0.214285714285714,8,177,177,0,0.111913685010985,0.0790960451977401,0.0639319077710137,"INSUFFICIENT","OBSERVED","current_team"
"00-0029682","BEHIND_LOS","MIDDLE",2,2,1,-1.5,8.5,0.25641236876254,0.5,0,0,0.5,0.5,10,177,177,0,0.111913685010985,0.0112994350282486,0.116574932873938,"INSUFFICIENT","OBSERVED","current_team"
"00-0029682","BEHIND_LOS","RIGHT",7,5,0.714285714285714,-1.28571428571429,8.71428571428571,-0.00377794785890728,0.571428571428571,0,0,0.285714285714286,0.571428571428571,13.2,177,177,0,0.111913685010985,0.0395480225988701,0.0998264994872648,"INSUFFICIENT","OBSERVED","current_team"
"00-0029682","SHORT","LEFT",32,22,0.6875,3.8125,5.21875,0.211152035319379,0.4375,0,0,0.09375,0.3125,4.36363636363636,177,177,0,0.111913685010985,0.180790960451977,0.146431372074774,"WEAK","OBSERVED","current_team"
"00-0029682","SHORT","MIDDLE",28,20,0.714285714285714,4.5,7.89285714285714,0.17359882632536,0.428571428571429,0.0357142857142857,0,0.0714285714285714,0.214285714285714,6.6,177,177,0,0.111913685010985,0.15819209039548,0.131540775429195,"WEAK","OBSERVED","current_team"
"00-0029682","SHORT","RIGHT",40,31,0.775,3.325,5.775,0.0846536324070067,0.475,0.1,0.025,0.025,0.325,4.70967741935484,177,177,0,0.111913685010985,0.225988700564972,0.101009663969394,"MODERATE","OBSERVED","current_team"
"00-0029682","INTERMEDIATE","LEFT",8,3,0.375,13,8.5,-0.627246126509771,0.375,0,0.125,0.25,0.375,10,177,177,0,0.111913685010985,0.0451977401129944,0.0249537071850136,"INSUFFICIENT","OBSERVED","current_team"
"00-0029682","INTERMEDIATE","MIDDLE",13,9,0.692307692307692,13.6153846153846,12.3846153846154,0.776850688125705,0.692307692307692,0,0,0.384615384615385,0.692307692307692,4.77777777777778,177,177,0,0.111913685010985,0.0734463276836158,0.230327123921826,"INSUFFICIENT","OBSERVED","current_team"
"00-0029682","INTERMEDIATE","RIGHT",11,5,0.454545454545454,13.9090909090909,8.90909090909091,0.314368547257883,0.454545454545454,0,0,0.272727272727273,0.454545454545454,4,177,177,0,0.111913685010985,0.0621468926553672,0.143279931274589,"INSUFFICIENT","OBSERVED","current_team"
"00-0029682","DEEP","LEFT",8,1,0.125,29.75,5.75,-0.157670154646189,0.125,0,0,0.125,0.125,8,177,177,0,0.111913685010985,0.0451977401129944,0.0801979391689645,"INSUFFICIENT","OBSERVED","current_team"
"00-0029682","DEEP","MIDDLE",5,1,0.2,27.8,6,-0.853346958744805,0.2,0,0.2,0.2,0.2,10,177,177,0,0.111913685010985,0.0282485875706215,0.0376628662605395,"INSUFFICIENT","OBSERVED","current_team"
"00-0029682","DEEP","RIGHT",9,3,0.333333333333333,30.6666666666667,9.44444444444444,0.365708620436231,0.333333333333333,0.111111111111111,0.111111111111111,0.333333333333333,0.333333333333333,3.33333333333333,177,177,0,0.111913685010985,0.0508474576271186,0.145017372240365,"INSUFFICIENT","OBSERVED","current_team"
"00-0029701","BEHIND_LOS","LEFT",110,93,0.845454545454545,-3.18181818181818,7.96363636363636,0.159949844819177,0.454545454545455,0.00909090909090909,0.00909090909090909,0.163636363636364,0.318181818181818,12.5806451612903,1846,1846,0,0.257847158758088,0.0595882990249187,0.194501837974087,"STRONG","OBSERVED","current_team"
"00-0029701","BEHIND_LOS","MIDDLE",25,15,0.6,-4.08,1.08,-0.912127692473586,0.12,0.04,0.04,0,0.08,5.66666666666667,1846,1846,0,0.257847158758088,0.0135427952329361,-0.0862630916041691,"WEAK","OBSERVED","current_team"
"00-0029701","BEHIND_LOS","RIGHT",118,91,0.771186440677966,-3.41525423728814,4.82203389830508,-0.0536836918045982,0.372881355932203,0.0169491525423729,0,0.0677966101694915,0.161016949152542,9.63736263736264,1846,1846,0,0.257847158758088,0.0639219934994583,0.0513267072614759,"STRONG","OBSERVED","current_team"
"00-0029701","SHORT","LEFT",302,228,0.754966887417219,4.39403973509934,5.90397350993377,0.231896883947063,0.556291390728477,0.066225165562914,0.0198675496688741,0.0496688741721854,0.357615894039735,3.4780701754386,1846,1846,0,0.257847158758088,0.163596966413868,0.236198034468228,"STRONG","OBSERVED","current_team"
"00-0029701","SHORT","MIDDLE",303,226,0.745874587458746,4.75247524752475,7.1056105610561,0.397292298800027,0.610561056105611,0.0726072607260726,0.0165016501650165,0.0726072607260726,0.415841584158416,4.61946902654867,1846,1846,0,0.257847158758088,0.164138678223185,0.37424351532202,"STRONG","OBSERVED","current_team"
"00-0029701","SHORT","RIGHT",362,254,0.701657458563536,4.22651933701657,5.70994475138122,0.0731550847980294,0.544198895027624,0.0552486187845303,0.0110497237569061,0.0580110497237569,0.334254143646409,4.13779527559055,1846,1846,0,0.257847158758088,0.196099674972914,0.0994146213800283,"STRONG","OBSERVED","current_team"
"00-0029701","INTERMEDIATE","LEFT",137,83,0.605839416058394,13.5985401459854,9.70802919708029,0.509727743297222,0.598540145985402,0.0437956204379562,0.0218978102189781,0.277372262773723,0.547445255474453,2.59036144578313,1846,1846,0,0.257847158758088,0.0742145178764897,0.433012844452816,"STRONG","OBSERVED","current_team"
"00-0029701","INTERMEDIATE","MIDDLE",130,89,0.684615384615385,13.2384615384615,12.9461538461538,0.833712582714691,0.684615384615385,0.0538461538461538,0.0230769230769231,0.4,0.646153846153846,5.56179775280899,1846,1846,0,0.257847158758088,0.0704225352112676,0.651860343570501,"STRONG","OBSERVED","current_team"
"00-0029701","INTERMEDIATE","RIGHT",171,93,0.543859649122807,13.5029239766082,9.30409356725146,0.267623403878614,0.538011695906433,0.0350877192982456,0.0292397660818714,0.263157894736842,0.502923976608187,3.6989247311828,1846,1846,0,0.257847158758088,0.0926327193932828,0.265084119431724,"STRONG","OBSERVED","current_team"
"00-0029701","DEEP","LEFT",73,21,0.287671232876712,31.6164383561644,11.0547945205479,0.183648573479439,0.301369863013699,0.0547945205479452,0.0547945205479452,0.287671232876712,0.287671232876712,5.76190476190476,1846,1846,0,0.257847158758088,0.0395449620801734,0.217121619469807,"MODERATE","OBSERVED","current_team"
"00-0029701","DEEP","MIDDLE",32,19,0.59375,30.8125,23.75,1.18166255005326,0.59375,0.0625,0.125,0.59375,0.59375,7.31578947368421,1846,1846,0,0.257847158758088,0.0173347778981582,0.579174251382496,"WEAK","OBSERVED","current_team"
"00-0029701","DEEP","RIGHT",83,22,0.265060240963855,29.3614457831325,9.65060240963856,-0.0549856893588454,0.265060240963855,0.0240963855421687,0.0481927710843373,0.265060240963855,0.265060240963855,7.77272727272727,1846,1846,0,0.257847158758088,0.0449620801733478,0.0762728483125952,"MODERATE","OBSERVED","current_team"
"00-0030024","BEHIND_LOS","LEFT",3,1,0.333333333333333,-4,4,0.0582761619589292,0.333333333333333,0,0,0,0.333333333333333,14,59,59,0,-0.539559582767976,0.0508474576271186,-0.511091213971457,"INSUFFICIENT","OBSERVED","current_team"
"00-0030024","BEHIND_LOS","MIDDLE",0,0,,,,,,,,,,,59,59,0,-0.539559582767976,0,-0.539559582767976,"INSUFFICIENT","OBSERVED","current_team"
"00-0030024","BEHIND_LOS","RIGHT",4,2,0.5,-3,8.75,0.336265198886395,0.5,0,0,0.25,0.5,20,59,59,0,-0.539559582767976,0.0677966101694915,-0.484820533914578,"INSUFFICIENT","OBSERVED","current_team"
"00-0030024","SHORT","LEFT",10,4,0.4,5.4,5.4,-0.854324932629243,0.4,0,0.1,0.1,0.2,7,59,59,0,-0.539559582767976,0.169491525423729,-0.584526061319586,"INSUFFICIENT","OBSERVED","current_team"
"00-0030024","SHORT","MIDDLE",7,6,0.857142857142857,4.85714285714286,4.85714285714286,-0.542012248361073,0.571428571428571,0,0,0,0.428571428571429,1.33333333333333,59,59,0,-0.539559582767976,0.11864406779661,-0.539815831412031,"INSUFFICIENT","OBSERVED","current_team"
"00-0030024","SHORT","RIGHT",18,9,0.5,5.94444444444444,4,-0.771779330751086,0.333333333333333,0,0.0555555555555555,0,0.222222222222222,2.11111111111111,59,59,0,-0.539559582767976,0.305084745762712,-0.593148755379463,"WEAK","OBSERVED","current_team"
"00-0030024","INTERMEDIATE","LEFT",3,1,0.333333333333333,13.6666666666667,4,-0.181346101589346,0.333333333333333,0,0,0,0.333333333333333,2,59,59,0,-0.539559582767976,0.0508474576271186,-0.522501797949946,"INSUFFICIENT","OBSERVED","current_team"
"00-0030024","INTERMEDIATE","MIDDLE",2,1,0.5,10.5,6.5,-0.800239100877661,0,0,0,0,0,3,59,59,0,-0.539559582767976,0.0338983050847458,-0.547968599481192,"INSUFFICIENT","OBSERVED","current_team"
"00-0030024","INTERMEDIATE","RIGHT",2,1,0.5,13,9,0.0238656539004296,0.5,0,0,0.5,0.5,2,59,59,0,-0.539559582767976,0.0338983050847458,-0.521384575133512,"INSUFFICIENT","OBSERVED","current_team"
"00-0030024","DEEP","LEFT",1,0,0,26,0,-2.86042659636587,0,0,0,0,0,,59,59,0,-0.539559582767976,0.0169491525423729,-0.577606582990893,"INSUFFICIENT","OBSERVED","current_team"
"00-0030024","DEEP","MIDDLE",3,0,0,34.6666666666667,0,-1.62224931006009,0,0,0.333333333333333,0,0,,59,59,0,-0.539559582767976,0.0508474576271186,-0.591116236448553,"INSUFFICIENT","OBSERVED","current_team"
"00-0030024","DEEP","RIGHT",6,1,0.166666666666667,35.6666666666667,9.83333333333333,0.449903013145862,0.166666666666667,0.166666666666667,0,0.166666666666667,0.166666666666667,25,59,59,0,-0.539559582767976,0.101694915254237,-0.4496084376849,"INSUFFICIENT","OBSERVED","current_team"
"00-0030419","BEHIND_LOS","LEFT",17,9,0.529411764705882,-2.94117647058824,3,-0.190916513296543,0.294117647058823,0,0,0.0588235294117647,0.176470588235294,8.88888888888889,277,276,1,-0.00637267274592359,0.0615942028985507,-0.047116118062294,"WEAK","OBSERVED","current_team"
"00-0030419","BEHIND_LOS","MIDDLE",3,3,1,-4,1.33333333333333,-0.380565002793446,0.333333333333333,0,0,0,0.333333333333333,5.33333333333333,277,276,1,-0.00637267274592359,0.0108695652173913,-0.024191355129139,"INSUFFICIENT","OBSERVED","current_team"
"00-0030419","BEHIND_LOS","RIGHT",23,18,0.782608695652174,-2.8695652173913,3.34782608695652,-0.263363197427452,0.304347826086957,0,0,0.0434782608695652,0.0869565217391305,7.33333333333333,277,276,1,-0.00637267274592359,0.0833333333333333,-0.0775869145251424,"WEAK","OBSERVED","current_team"
"00-0030419","SHORT","LEFT",46,29,0.630434782608696,4.32608695652174,5.82608695652174,-0.280498716658399,0.369565217391304,0.0217391304347826,0.0434782608695652,0.0869565217391304,0.217391304347826,4.93103448275862,277,276,1,-0.00637267274592359,0.166666666666667,-0.125333031424922,"MODERATE","OBSERVED","current_team"
"00-0030419","SHORT","MIDDLE",47,31,0.659574468085106,3.87234042553191,4.78723404255319,-0.288273170670902,0.48936170212766,0.0425531914893617,0.0851063829787234,0.0212765957446809,0.297872340425532,3.64516129032258,277,276,1,-0.00637267274592359,0.170289855072464,-0.130198125105493,"MODERATE","OBSERVED","current_team"
"00-0030419","SHORT","RIGHT",39,21,0.538461538461538,3.74358974358974,4,-0.244229676591191,0.358974358974359,0.0512820512820513,0.0256410256410256,0.0256410256410256,0.282051282051282,3.52380952380952,277,276,1,-0.00637267274592359,0.141304347826087,-0.100073916684968,"WEAK","OBSERVED","current_team"
"00-0030419","INTERMEDIATE","LEFT",16,5,0.3125,12.5625,4.125,-0.0698946547599917,0.3125,0,0,0.0625,0.3125,0.4,277,276,1,-0.00637267274592359,0.0579710144927536,-0.0197457215909906,"WEAK","OBSERVED","current_team"
"00-0030419","INTERMEDIATE","MIDDLE",22,13,0.590909090909091,13.0454545454545,10.0909090909091,0.432825117334274,0.590909090909091,0.0454545454545455,0.0454545454545455,0.227272727272727,0.545454545454545,4.84615384615385,277,276,1,-0.00637267274592359,0.0797101449275362,0.111460880690227,"WEAK","OBSERVED","current_team"
"00-0030419","INTERMEDIATE","RIGHT",24,17,0.708333333333333,14.375,14.5,1.16912055968591,0.75,0.0833333333333333,0,0.583333333333333,0.708333333333333,5.64705882352941,277,276,1,-0.00637267274592359,0.0869565217391304,0.329482536520316,"WEAK","OBSERVED","current_team"
"00-0030419","DEEP","LEFT",16,5,0.3125,26.8125,10.3125,-0.217931154861097,0.3125,0.0625,0.125,0.3125,0.3125,7.2,277,276,1,-0.00637267274592359,0.0579710144927536,-0.0509113005596444,"WEAK","OBSERVED","current_team"
"00-0030419","DEEP","MIDDLE",4,2,0.5,24.75,16.5,1.14240713934123,0.5,0.25,0,0.5,0.5,10,277,276,1,-0.00637267274592359,0.0144927536231884,0.0654260655095235,"INSUFFICIENT","OBSERVED","current_team"
"00-0030419","DEEP","RIGHT",19,8,0.421052631578947,28.0526315789474,11.5789473684211,0.403679347778651,0.421052631578947,0.0526315789473684,0.0526315789473684,0.421052631578947,0.421052631578947,1.125,277,276,1,-0.00637267274592359,0.0688405797101449,0.0922474334561893,"WEAK","OBSERVED","current_team"
"00-0030520","BEHIND_LOS","LEFT",17,14,0.823529411764706,-4.52941176470588,2.47058823529412,-0.405861539927119,0.235294117647059,0.0588235294117647,0,0,0.176470588235294,6.78571428571429,164,164,0,-0.334682557727558,0.103658536585366,-0.350397397953435,"WEAK","OBSERVED","current_team"
"00-0030520","BEHIND_LOS","MIDDLE",3,2,0.666666666666667,-4.66666666666667,-3,-1.44158922717907,0,0,0,0,0,-0.5,164,164,0,-0.334682557727558,0.0182926829268293,-0.387392399130011,"INSUFFICIENT","OBSERVED","current_team"
"00-0030520","BEHIND_LOS","RIGHT",10,9,0.9,-3.1,6.4,0.263069729716517,0.7,0,0,0,0.4,9.88888888888889,164,164,0,-0.334682557727558,0.0609756097560976,-0.249289373806976,"INSUFFICIENT","OBSERVED","current_team"
"00-0030520","SHORT","LEFT",28,17,0.607142857142857,5.17857142857143,4.78571428571429,-0.417937101291071,0.428571428571429,0,0.0357142857142857,0.0714285714285714,0.214285714285714,3.47058823529412,164,164,0,-0.334682557727558,0.170731707317073,-0.361172639770494,"WEAK","OBSERVED","current_team"
"00-0030520","SHORT","MIDDLE",22,14,0.636363636363636,4.77272727272727,5.18181818181818,-0.430916694508845,0.5,0.0454545454545455,0.136363636363636,0,0.409090909090909,3.71428571428571,164,164,0,-0.334682557727558,0.134146341463415,-0.360501472473757,"WEAK","OBSERVED","current_team"
"00-0030520","SHORT","RIGHT",34,17,0.5,4.17647058823529,2.94117647058824,-0.391739616793723,0.294117647058823,0.0294117647058823,0.0294117647058823,0,0.176470588235294,1.82352941176471,164,164,0,-0.334682557727558,0.207317073170732,-0.355320217389788,"WEAK","OBSERVED","current_team"
"00-0030520","INTERMEDIATE","LEFT",13,6,0.461538461538462,14.0769230769231,11.6153846153846,0.647773630375293,0.461538461538462,0,0,0.230769230769231,0.461538461538462,10.8333333333333,164,164,0,-0.334682557727558,0.0792682926829268,-0.159724606421571,"INSUFFICIENT","OBSERVED","current_team"
"00-0030520","INTERMEDIATE","MIDDLE",6,3,0.5,12.6666666666667,7.66666666666667,-0.314702522324878,0.5,0,0.166666666666667,0.166666666666667,0.5,2.66666666666667,164,164,0,-0.334682557727558,0.0365853658536585,-0.332866190872769,"INSUFFICIENT","OBSERVED","current_team"
"00-0030520","INTERMEDIATE","RIGHT",15,6,0.4,13.8,6.53333333333333,0.152644798926539,0.4,0.0666666666666667,0,0.266666666666667,0.333333333333333,1.66666666666667,164,164,0,-0.334682557727558,0.0914634146341463,-0.237217086396739,"WEAK","OBSERVED","current_team"
"00-0030520","DEEP","LEFT",9,0,0,29.3333333333333,0,-1.57964127774014,0,0,0.222222222222222,0,0,,164,164,0,-0.334682557727558,0.0548780487804878,-0.4970684777292,"INSUFFICIENT","OBSERVED","current_team"
"00-0030520","DEEP","MIDDLE",4,1,0.25,31.25,6,-1.70074841522728,0.25,0,0.5,0.25,0.25,4,164,164,0,-0.334682557727558,0.024390243902439,-0.420061673821291,"INSUFFICIENT","OBSERVED","current_team"
"00-0030520","DEEP","RIGHT",3,1,0.333333333333333,28.3333333333333,8.66666666666667,0.134860432629163,0.333333333333333,0,0,0.333333333333333,0.333333333333333,3,164,164,0,-0.334682557727558,0.0182926829268293,-0.312323367710572,"INSUFFICIENT","OBSERVED","current_team"
"00-0030524","BEHIND_LOS","LEFT",14,12,0.857142857142857,-3.71428571428571,4.42857142857143,-0.494639270093709,0.285714285714286,0,0,0.0714285714285714,0.142857142857143,8.83333333333333,168,168,0,0.133698299764139,0.0833333333333333,0.0148236243856275,"INSUFFICIENT","OBSERVED","current_team"
"00-0030524","BEHIND_LOS","MIDDLE",3,2,0.666666666666667,-4.33333333333333,5.66666666666667,-0.0220752981258556,0.666666666666667,0,0,0,0.333333333333333,12,168,168,0,0.133698299764139,0.0178571428571429,0.126280509388425,"INSUFFICIENT","OBSERVED","current_team"
"00-0030524","BEHIND_LOS","RIGHT",10,9,0.9,-2.6,8.1,0.203052162064705,0.6,0,0,0.2,0.4,11.4444444444444,168,168,0,0.133698299764139,0.0595238095238095,0.143605994378506,"INSUFFICIENT","OBSERVED","current_team"
"00-0030524","SHORT","LEFT",22,13,0.590909090909091,5.09090909090909,4,-0.404682562246966,0.454545454545455,0,0.0454545454545455,0,0.136363636363636,2,168,168,0,0.133698299764139,0.130952380952381,-0.0107453461412791,"WEAK","OBSERVED","current_team"
"00-0030524","SHORT","MIDDLE",25,21,0.84,3.88,9.36,0.423231665306769,0.6,0.04,0,0.04,0.32,7.0952380952381,168,168,0,0.133698299764139,0.148809523809524,0.21885517198256,"WEAK","OBSERVED","current_team"
"00-0030524","SHORT","RIGHT",33,24,0.727272727272727,3.93939393939394,7.09090909090909,0.218423503155578,0.363636363636364,0.0909090909090909,0,0.0606060606060606,0.333333333333333,6.08333333333333,168,168,0,0.133698299764139,0.196428571428571,0.163762081612714,"WEAK","OBSERVED","current_team"
"00-0030524","INTERMEDIATE","LEFT",14,8,0.571428571428571,13.8571428571429,8.35714285714286,0.626945138181327,0.5,0.142857142857143,0,0.142857142857143,0.5,0.5,168,168,0,0.133698299764139,0.0833333333333333,0.227015269194418,"INSUFFICIENT","OBSERVED","current_team"
"00-0030524","INTERMEDIATE","MIDDLE",11,4,0.363636363636364,15.0909090909091,5.63636363636364,-0.712148375354115,0.363636363636364,0,0.272727272727273,0.272727272727273,0.363636363636364,0.75,168,168,0,0.133698299764139,0.0654761904761905,0.00265163178807186,"INSUFFICIENT","OBSERVED","current_team"
"00-0030524","INTERMEDIATE","RIGHT",15,7,0.466666666666667,14.3333333333333,8.73333333333333,0.295303684952772,0.533333333333333,0.0666666666666667,0.0666666666666667,0.4,0.466666666666667,2.28571428571429,168,168,0,0.133698299764139,0.0892857142857143,0.166019376801866,"WEAK","OBSERVED","current_team"
"00-0030524","DEEP","LEFT",13,4,0.307692307692308,33.1538461538462,11.0769230769231,0.418078040717564,0.307692307692308,0.0769230769230769,0.0769230769230769,0.307692307692308,0.307692307692308,-0.25,168,168,0,0.133698299764139,0.0773809523809524,0.184341267331187,"INSUFFICIENT","OBSERVED","current_team"
"00-0030524","DEEP","MIDDLE",2,2,1,21.5,24,2.32373006275157,1,0,0,1,1,2.5,168,168,0,0.133698299764139,0.0119047619047619,0.20434448566696,"INSUFFICIENT","OBSERVED","current_team"
"00-0030524","DEEP","RIGHT",6,2,0.333333333333333,34.1666666666667,15.3333333333333,0.513431302213576,0.333333333333333,0,0.166666666666667,0.333333333333333,0.333333333333333,12,168,168,0,0.133698299764139,0.0357142857142857,0.168219481804997,"INSUFFICIENT","OBSERVED","current_team"
"00-0030526","BEHIND_LOS","LEFT",1,0,0,-2,0,-0.617597518023103,0,0,0,0,0,,43,43,0,-0.126258342753524,0.0232558139534884,-0.134313083331714,"INSUFFICIENT","OBSERVED","current_team"
"00-0030526","BEHIND_LOS","MIDDLE",0,0,,,,,,,,,,,43,43,0,-0.126258342753524,0,-0.126258342753524,"INSUFFICIENT","OBSERVED","current_team"
"00-0030526","BEHIND_LOS","RIGHT",1,1,1,-1,4,-0.344329314539209,0,0,0,0,0,5,43,43,0,-0.126258342753524,0.0232558139534884,-0.129833276717224,"INSUFFICIENT","OBSERVED","current_team"
"00-0030526","SHORT","LEFT",11,9,0.818181818181818,4.45454545454545,6,-0.609915194789657,0.545454545454545,0,0,0.0909090909090909,0.454545454545455,3.22222222222222,43,43,0,-0.126258342753524,0.255813953488372,-0.201191094477432,"INSUFFICIENT","OBSERVED","current_team"
"00-0030526","SHORT","MIDDLE",4,1,0.25,1,2.5,-0.183077493915334,0.25,0,0,0,0,10,43,43,0,-0.126258342753524,0.0930232558139535,-0.129809539701137,"INSUFFICIENT","OBSERVED","current_team"
"00-0030526","SHORT","RIGHT",8,7,0.875,4.5,5.375,0.161251670193451,0.75,0,0,0,0.25,1.85714285714286,43,43,0,-0.126258342753524,0.186046511627907,-0.0924336353479976,"INSUFFICIENT","OBSERVED","current_team"
"00-0030526","INTERMEDIATE","LEFT",9,3,0.333333333333333,13.6666666666667,6.33333333333333,-0.0895982666212755,0.333333333333333,0,0,0.222222222222222,0.333333333333333,5.66666666666667,43,43,0,-0.126258342753524,0.209302325581395,-0.121476593692796,"INSUFFICIENT","OBSERVED","current_team"
"00-0030526","INTERMEDIATE","MIDDLE",2,1,0.5,14.5,11,0.402392945543397,0.5,0,0,0.5,0.5,7,43,43,0,-0.126258342753524,0.0465116279069767,-0.109205075389107,"INSUFFICIENT","OBSERVED","current_team"
"00-0030526","INTERMEDIATE","RIGHT",1,0,0,14,0,-0.752828497556038,0,0,0,0,0,,43,43,0,-0.126258342753524,0.0232558139534884,-0.136529984635533,"INSUFFICIENT","OBSERVED","current_team"
"00-0030526","DEEP","LEFT",3,1,0.333333333333333,26,7.33333333333333,-0.00232935985938335,0.333333333333333,0,0.333333333333333,0.333333333333333,0.333333333333333,2,43,43,0,-0.126258342753524,0.0697674418604651,-0.120356962615708,"INSUFFICIENT","OBSERVED","current_team"
"00-0030526","DEEP","MIDDLE",1,0,0,20,0,-0.956761891454667,0,0,0,0,0,,43,43,0,-0.126258342753524,0.0232558139534884,-0.139873155027313,"INSUFFICIENT","OBSERVED","current_team"
"00-0030526","DEEP","RIGHT",2,1,0.5,30.5,20.5,1.70117941402714,0.5,0.5,0,0.5,0.5,0,43,43,0,-0.126258342753524,0.0465116279069767,-0.0673087376960834,"INSUFFICIENT","OBSERVED","current_team"
"00-0030533","BEHIND_LOS","LEFT",3,3,1,-3.33333333333333,9,0.368645922513679,0.666666666666667,0,0,0,0.666666666666667,12.3333333333333,96,96,0,0.15319745772342,0.03125,0.163456908427718,"INSUFFICIENT","OBSERVED","current_team"
"00-0030533","BEHIND_LOS","MIDDLE",2,1,0.5,-2.5,0.5,-0.808636401722772,0,0,0,0,0,2,96,96,0,0.15319745772342,0.0208333333333333,0.122170559031607,"INSUFFICIENT","OBSERVED","current_team"
"00-0030533","BEHIND_LOS","RIGHT",7,4,0.571428571428571,-2.71428571428571,1.14285714285714,-0.597485711931118,0.142857142857143,0,0,0,0,4.75,96,96,0,0.15319745772342,0.0729166666666667,0.0747678728341399,"INSUFFICIENT","OBSERVED","current_team"
"00-0030533","SHORT","LEFT",16,11,0.6875,4,5.3125,0.0689721913331596,0.5625,0.0625,0.0625,0,0.375,4.09090909090909,96,96,0,0.15319745772342,0.166666666666667,0.135465822693891,"WEAK","OBSERVED","current_team"
"00-0030533","SHORT","MIDDLE",12,9,0.75,4.33333333333333,8.58333333333333,0.645716425482533,0.666666666666667,0.0833333333333333,0,0.166666666666667,0.5,6.55555555555556,96,96,0,0.15319745772342,0.125,0.235283952349939,"INSUFFICIENT","OBSERVED","current_team"
"00-0030533","SHORT","RIGHT",15,7,0.466666666666667,3.86666666666667,5.2,-0.414929533319082,0.4,0,0.133333333333333,0.133333333333333,0.266666666666667,5.42857142857143,96,96,0,0.15319745772342,0.15625,0.0395720595149195,"WEAK","OBSERVED","current_team"
"00-0030533","INTERMEDIATE","LEFT",9,3,0.333333333333333,13.8888888888889,5.22222222222222,0.131526164348142,0.333333333333333,0,0,0.111111111111111,0.333333333333333,3.66666666666667,96,96,0,0.15319745772342,0.09375,0.150370767283166,"INSUFFICIENT","OBSERVED","current_team"
"00-0030533","INTERMEDIATE","MIDDLE",9,4,0.444444444444444,13.1111111111111,7.77777777777778,-0.134350805608038,0.333333333333333,0,0,0.333333333333333,0.444444444444444,6.25,96,96,0,0.15319745772342,0.09375,0.115691162506273,"INSUFFICIENT","OBSERVED","current_team"
"00-0030533","INTERMEDIATE","RIGHT",7,3,0.428571428571429,15.5714285714286,6.85714285714286,-0.2271350001434,0.428571428571429,0,0.142857142857143,0.285714285714286,0.428571428571429,1,96,96,0,0.15319745772342,0.0729166666666667,0.11346123078211,"INSUFFICIENT","OBSERVED","current_team"
"00-0030533","DEEP","LEFT",5,1,0.2,27.2,8.6,0.290581234614365,0.2,0,0,0.2,0.2,0,96,96,0,0.15319745772342,0.0520833333333333,0.163765440561185,"INSUFFICIENT","OBSERVED","current_team"
"00-0030533","DEEP","MIDDLE",3,1,0.333333333333333,27.3333333333333,18.6666666666667,0.786133128684014,0.333333333333333,0.333333333333333,0,0.333333333333333,0.333333333333333,20,96,96,0,0.15319745772342,0.03125,0.183337251578686,"INSUFFICIENT","OBSERVED","current_team"
"00-0030533","DEEP","RIGHT",8,6,0.75,31.75,27.75,1.82206787584437,0.75,0,0,0.75,0.75,4.83333333333333,96,96,0,0.15319745772342,0.0833333333333333,0.349535153972943,"INSUFFICIENT","OBSERVED","current_team"
"00-0030565","BEHIND_LOS","LEFT",33,27,0.818181818181818,-4.15151515151515,4.60606060606061,-0.0918545037451567,0.363636363636364,0.0303030303030303,0,0,0.151515151515152,9.66666666666667,446,446,0,0.0627821790169077,0.0739910313901345,0.00791109803682034,"WEAK","OBSERVED","current_team"
"00-0030565","BEHIND_LOS","MIDDLE",7,2,0.285714285714286,-5.42857142857143,1,-1.36170234838833,0,0,0.142857142857143,0,0,8.5,446,446,0,0.0627821790169077,0.015695067264574,-0.0860445626522965,"INSUFFICIENT","OBSERVED","current_team"
"00-0030565","BEHIND_LOS","RIGHT",55,45,0.818181818181818,-4.45454545454546,3.47272727272727,-0.146485754199088,0.327272727272727,0.0181818181818182,0,0.0181818181818182,0.163636363636364,8.17777777777778,446,446,0,0.0627821790169077,0.123318385650224,-0.03730248469509,"MODERATE","OBSERVED","current_team"
"00-0030565","SHORT","LEFT",92,70,0.760869565217391,4.08695652173913,6.40217391304348,0.104017340315899,0.532608695652174,0.0217391304347826,0.0217391304347826,0.0543478260869565,0.33695652173913,4.52857142857143,446,446,0,0.0627821790169077,0.20627802690583,0.087740302961034,"MODERATE","OBSERVED","current_team"
