"gsis_id","depth_bin","field_third","attempts","completions","completion_pct","air_yards","yards_per_attempt","epa_per_attempt_raw","success_rate","td_rate","int_rate","explosive_rate","first_down_rate","yac","attempts_total","attempts_charted","attempts_uncharted","epa_overall","attempt_share","epa_per_attempt","evidence_class","output_class","window"
"00-0026158","SHORT","MIDDLE",929,671,0.722282023681378,4.40365984930032,6.58772874058127,0.108093599185846,0.529601722282024,0.0365984930032292,0.0161463939720129,0.0721205597416577,0.318622174381055,4.80625931445603,5180,5178,2,0.070648121837772,0.179412900733874,0.10582188165209,"STRONG","OBSERVED","career"
"00-0026158","SHORT","RIGHT",1117,763,0.683079677708147,3.88809310653536,5.40017905102954,0.0355838364271668,0.477170993733214,0.0420769919427036,0.0143240823634736,0.0608773500447628,0.290957923008057,4.17038007863696,5180,5178,2,0.070648121837772,0.215720355349556,0.037371310619721,"STRONG","OBSERVED","career"
"00-0026158","INTERMEDIATE","LEFT",288,121,0.420138888888889,13.9201388888889,7.1875,0.0225344260384504,0.420138888888889,0.0555555555555555,0.0416666666666667,0.215277777777778,0.40625,3.15702479338843,5180,5178,2,0.070648121837772,0.0556199304750869,0.0308298908314368,"STRONG","OBSERVED","career"
"00-0026158","INTERMEDIATE","MIDDLE",343,227,0.661807580174927,13.66472303207,11.8367346938775,0.670688914846333,0.65597667638484,0.043731778425656,0.043731778425656,0.396501457725948,0.638483965014577,4.42290748898678,5180,5178,2,0.070648121837772,0.0662417921977597,0.581352816631659,"STRONG","OBSERVED","career"
"00-0026158","INTERMEDIATE","RIGHT",415,189,0.455421686746988,13.8313253012048,7.41927710843374,0.257487572882644,0.462650602409639,0.0433734939759036,0.0240963855421687,0.216867469879518,0.433734939759036,2.67724867724868,5180,5178,2,0.070648121837772,0.0801467748165315,0.233886800119082,"STRONG","OBSERVED","career"
"00-0026158","DEEP","LEFT",206,64,0.310679611650485,29.626213592233,10.6019417475728,0.278747727744178,0.310679611650485,0.087378640776699,0.0485436893203884,0.310679611650485,0.310679611650485,6,5180,5178,2,0.070648121837772,0.0397837002703747,0.23180796701341,"STRONG","OBSERVED","career"
"00-0026158","DEEP","MIDDLE",124,37,0.298387096774194,32.3629032258064,11.1048387096774,0.195312599714418,0.298387096774194,0.0483870967741936,0.0967741935483871,0.298387096774194,0.298387096774194,6.13513513513514,5180,5178,2,0.070648121837772,0.0239474700656624,0.154661139537251,"STRONG","OBSERVED","career"
"00-0026158","DEEP","RIGHT",304,85,0.279605263157895,29.6085526315789,9.61513157894737,0.050387291939438,0.286184210526316,0.055921052631579,0.055921052631579,0.279605263157895,0.276315789473684,4.78823529411765,5180,5178,2,0.070648121837772,0.0587099266125917,0.0537269891754271,"STRONG","OBSERVED","career"
"00-0026197","BEHIND_LOS","LEFT",79,69,0.873417721518987,-2.91139240506329,5.39240506329114,0.163955874961751,0.455696202531646,0.0253164556962025,0,0.0379746835443038,0.253164556962025,9.02898550724638,946,946,0,0.012812669595751,0.0835095137420719,0.0987142035807437,"MODERATE","OBSERVED","career"
"00-0026197","BEHIND_LOS","MIDDLE",14,8,0.571428571428571,-2.57142857142857,2.35714285714286,-0.480370100533557,0.357142857142857,0,0.0714285714285715,0.0714285714285714,0.142857142857143,6.375,946,946,0,0.012812669595751,0.0147991543340381,-0.080492178807091,"INSUFFICIENT","OBSERVED","career"
"00-0026197","BEHIND_LOS","RIGHT",59,45,0.76271186440678,-3.13559322033898,5.11864406779661,-0.062360605002002,0.406779661016949,0.0169491525423729,0.0169491525423729,0.0508474576271186,0.220338983050847,9.68888888888889,946,946,0,0.012812669595751,0.0623678646934461,-0.024458113608177,"MODERATE","OBSERVED","career"
"00-0026197","SHORT","LEFT",204,126,0.61764705882353,4.57352941176471,5.24509803921569,-0.128511507879629,0.475490196078431,0.0343137254901961,0.0196078431372549,0.053921568627451,0.254901960784314,4.13492063492064,946,946,0,0.012812669595751,0.215644820295983,-0.0963923766352245,"STRONG","OBSERVED","career"
"00-0026197","SHORT","MIDDLE",102,65,0.637254901960784,4.64705882352941,5.59803921568628,-0.133721585804612,0.480392156862745,0.0490196078431372,0.0392156862745098,0.0588235294117647,0.323529411764706,3.73846153846154,946,946,0,0.012812669595751,0.107822410147992,-0.079449639360033,"STRONG","OBSERVED","career"
"00-0026197","SHORT","RIGHT",185,116,0.627027027027027,4.58378378378378,5.43243243243243,-0.0401720467246024,0.459459459459459,0.00540540540540542,0.0108108108108108,0.0486486486486487,0.254054054054054,4.04310344827586,946,946,0,0.012812669595751,0.195560253699789,-0.0271961978298219,"STRONG","OBSERVED","career"
"00-0026197","INTERMEDIATE","LEFT",83,33,0.397590361445783,13.6024096385542,7.10843373493976,-0.0409045764972018,0.385542168674699,0.0481927710843374,0.0481927710843373,0.204819277108434,0.385542168674699,4.90909090909091,946,946,0,0.012812669595751,0.087737843551797,-0.018365871842816,"MODERATE","OBSERVED","career"
"00-0026197","INTERMEDIATE","MIDDLE",47,25,0.531914893617021,13.4042553191489,10.2340425531915,0.411337433608867,0.51063829787234,0.0425531914893617,0.0638297872340426,0.340425531914894,0.48936170212766,5.52,946,946,0,0.012812669595751,0.0496828752642706,0.187865603321138,"MODERATE","OBSERVED","career"
"00-0026197","INTERMEDIATE","RIGHT",90,41,0.455555555555556,13.6333333333333,9.24444444444445,0.320800399029354,0.466666666666667,0.0333333333333333,0.0222222222222222,0.277777777777778,0.411111111111111,6.14634146341463,946,946,0,0.012812669595751,0.0951374207188161,0.197605307255913,"MODERATE","OBSERVED","career"
"00-0026197","DEEP","LEFT",32,9,0.28125,26.4375,7.9375,-0.272223361622309,0.28125,0.0625,0.125,0.28125,0.28125,4,946,946,0,0.012812669595751,0.0338266384778013,-0.0863302977844439,"WEAK","OBSERVED","career"
"00-0026197","DEEP","MIDDLE",20,10,0.5,28.95,20.7,0.998714995957562,0.5,0.05,0.05,0.5,0.5,14.2,946,946,0,0.012812669595751,0.0211416490486258,0.259288251186204,"WEAK","OBSERVED","career"
"00-0026197","DEEP","RIGHT",31,7,0.225806451612903,27.4516129032258,6.38709677419355,0.025404471984779,0.225806451612903,0.032258064516129,0,0.225806451612903,0.225806451612903,5,946,946,0,0.012812669595751,0.03276955602537,0.01710218469531,"WEAK","OBSERVED","career"
"00-0026300","BEHIND_LOS","LEFT",11,11,1,-3,8.81818181818182,0.446971407440618,0.636363636363636,0,0,0.363636363636364,0.545454545454545,10.1818181818182,233,232,1,0.183469953678518,0.0474137931034483,0.224294122571237,"INSUFFICIENT","OBSERVED","career"
"00-0026300","BEHIND_LOS","MIDDLE",1,1,1,-4,-1,-0.758741548284888,0,0,0,0,0,3,233,232,1,0.183469953678518,0.00431034482758621,0.168023863482396,"INSUFFICIENT","OBSERVED","career"
"00-0026300","BEHIND_LOS","RIGHT",16,11,0.6875,-2.9375,5,-0.493453568411496,0.25,0,0.0625,0.125,0.1875,10.2727272727273,233,232,1,0.183469953678518,0.0689655172413793,0.0409597385016727,"WEAK","OBSERVED","career"
"00-0026300","SHORT","LEFT",45,29,0.644444444444444,3.75555555555556,4.8,0.15437271489526,0.533333333333333,0.0222222222222222,0.0222222222222222,0,0.311111111111111,3.51724137931034,233,232,1,0.183469953678518,0.193965517241379,0.170999708485693,"MODERATE","OBSERVED","career"
"00-0026300","SHORT","MIDDLE",28,21,0.75,4.67857142857143,10.75,0.584550574380306,0.607142857142857,0.107142857142857,0.0357142857142857,0.142857142857143,0.5,9.52380952380952,233,232,1,0.183469953678518,0.120689655172414,0.311086514810905,"WEAK","OBSERVED","career"
"00-0026300","SHORT","RIGHT",58,37,0.637931034482759,3.6551724137931,4.91379310344828,0.024686782627872,0.482758620689655,0.0344827586206897,0.0172413793103448,0.0344827586206897,0.379310344827586,4.21621621621622,233,232,1,0.183469953678518,0.25,0.105423988246844,"MODERATE","OBSERVED","career"
"00-0026300","INTERMEDIATE","LEFT",21,13,0.619047619047619,13.8571428571429,9.47619047619048,0.495461660602238,0.619047619047619,0.0476190476190476,0.0476190476190476,0.285714285714286,0.571428571428572,1.76923076923077,233,232,1,0.183469953678518,0.0905172413793103,0.264356692510593,"WEAK","OBSERVED","career"
"00-0026300","INTERMEDIATE","MIDDLE",19,12,0.631578947368421,14.5789473684211,11.2105263157895,0.788342562501049,0.631578947368421,0.0526315789473684,0.0526315789473684,0.368421052631579,0.578947368421053,3.41666666666667,233,232,1,0.183469953678518,0.0818965517241379,0.328945644407987,"WEAK","OBSERVED","career"
"00-0026300","INTERMEDIATE","RIGHT",12,7,0.583333333333333,13.9166666666667,10.25,0.604707741062769,0.583333333333333,0.0833333333333333,0,0.333333333333333,0.583333333333333,3.71428571428571,233,232,1,0.183469953678518,0.0517241379310345,0.253676251575893,"INSUFFICIENT","OBSERVED","career"
"00-0026300","DEEP","LEFT",6,1,0.166666666666667,32.8333333333333,5,-1.25366061122622,0.166666666666667,0,0.166666666666667,0.166666666666667,0.166666666666667,8,233,232,1,0.183469953678518,0.0258620689655172,0.0528217205053594,"INSUFFICIENT","OBSERVED","career"
"00-0026300","DEEP","MIDDLE",5,1,0.2,30,6.6,-0.00634228580165646,0.2,0,0,0.2,0.2,1,233,232,1,0.183469953678518,0.021551724137931,0.168869012180043,"INSUFFICIENT","OBSERVED","career"
"00-0026300","DEEP","RIGHT",10,2,0.2,31.7,5.1,-0.289192155428464,0.2,0,0.1,0.2,0.2,0.5,233,232,1,0.183469953678518,0.0431034482758621,0.115946795234663,"INSUFFICIENT","OBSERVED","career"
"00-0026349","BEHIND_LOS","LEFT",14,12,0.857142857142857,-3.5,4.64285714285714,-0.13581615296376,0.428571428571429,0,0,0.0714285714285714,0.0714285714285714,9.08333333333333,225,225,0,0.0716348767329858,0.0622222222222222,0.0323873846281959,"INSUFFICIENT","OBSERVED","career"
"00-0026349","BEHIND_LOS","MIDDLE",6,5,0.833333333333333,-2.5,10.1666666666667,-0.0412440201713859,0.333333333333333,0.166666666666667,0,0.333333333333333,0.5,14.6,225,225,0,0.0716348767329858,0.0266666666666667,0.0613731588325883,"INSUFFICIENT","OBSERVED","career"
"00-0026349","BEHIND_LOS","RIGHT",14,9,0.642857142857143,-2.85714285714286,4.28571428571429,0.00494051287283328,0.285714285714286,0,0,0.0714285714285714,0.285714285714286,9.88888888888889,225,225,0,0.0716348767329858,0.0622222222222222,0.0590170241107948,"INSUFFICIENT","OBSERVED","career"
"00-0026349","SHORT","LEFT",44,29,0.659090909090909,4.43181818181818,5.45454545454546,0.068612993922381,0.522727272727273,0.0227272727272727,0.0227272727272727,0.0454545454545455,0.318181818181818,4.10344827586207,225,225,0,0.0716348767329858,0.195555555555556,0.070356387851576,"MODERATE","OBSERVED","career"
"00-0026349","SHORT","MIDDLE",30,23,0.766666666666667,4.03333333333333,9.4,0.114536718239292,0.633333333333333,0.0333333333333333,0.0666666666666667,0.233333333333333,0.566666666666667,8.1304347826087,225,225,0,0.0716348767329858,0.133333333333333,0.0859354905684212,"WEAK","OBSERVED","career"
"00-0026349","SHORT","RIGHT",53,33,0.622641509433962,4.33962264150943,4.62264150943396,-0.241612707655866,0.415094339622642,0.0566037735849057,0.0377358490566038,0.0377358490566038,0.226415094339623,3.48484848484849,225,225,0,0.0716348767329858,0.235555555555556,-0.0752865566529359,"MODERATE","OBSERVED","career"
"00-0026349","INTERMEDIATE","LEFT",9,4,0.444444444444444,12.3333333333333,7.55555555555556,0.131603181792952,0.444444444444444,0.111111111111111,0,0.111111111111111,0.444444444444444,3.5,225,225,0,0.0716348767329858,0.04,0.0794568295668945,"INSUFFICIENT","OBSERVED","career"
"00-0026349","INTERMEDIATE","MIDDLE",15,7,0.466666666666667,14.6,8.06666666666667,0.661978131047605,0.466666666666667,0.0666666666666667,0,0.333333333333333,0.466666666666667,1.57142857142857,225,225,0,0.0716348767329858,0.0666666666666667,0.18970352759591,"WEAK","OBSERVED","career"
"00-0026349","INTERMEDIATE","RIGHT",18,9,0.5,13.5,8.88888888888889,0.415065128027992,0.5,0,0.0555555555555555,0.333333333333333,0.5,4.44444444444444,225,225,0,0.0716348767329858,0.08,0.150888011647218,"WEAK","OBSERVED","career"
"00-0026349","DEEP","LEFT",10,2,0.2,26.7,6.2,-0.141773624066263,0.2,0,0,0.2,0.2,0.5,225,225,0,0.0716348767329858,0.0444444444444444,0.0411479480473788,"INSUFFICIENT","OBSERVED","career"
"00-0026349","DEEP","MIDDLE",4,1,0.25,26,6.5,0.00685993074148428,0.25,0,0,0.25,0.25,4,225,225,0,0.0716348767329858,0.0177777777777778,0.0675864426085169,"INSUFFICIENT","OBSERVED","career"
"00-0026349","DEEP","RIGHT",8,3,0.375,30.125,17,0.919124273070338,0.375,0,0,0.375,0.375,11,225,225,0,0.0716348767329858,0.0355555555555556,0.171339511596204,"INSUFFICIENT","OBSERVED","career"
"00-0026498","BEHIND_LOS","LEFT",523,437,0.835564053537285,-3.23900573613767,5.48183556405354,-0.0135999121795864,0.432122370936903,0.00573613766730402,0.00382409177820268,0.0803059273422562,0.246653919694073,9.75688073394495,7597,7593,4,0.192679561108498,0.0688792308705387,0.00762953618625412,"STRONG","OBSERVED","career"
"00-0026498","BEHIND_LOS","MIDDLE",96,65,0.677083333333333,-3.01041666666667,5.20833333333334,-0.283140623187204,0.333333333333333,0.03125,0.03125,0.09375,0.239583333333333,10.5692307692308,7597,7593,4,0.192679561108498,0.0126432240221256,-0.100132859996549,"MODERATE","OBSERVED","career"
"00-0026498","BEHIND_LOS","RIGHT",547,440,0.804387568555759,-2.9945155393053,5.19561243144424,-0.112085188988668,0.393053016453382,0.0237659963436928,0.0109689213893967,0.0859232175502742,0.248628884826325,9.41136363636364,7597,7593,4,0.192679561108498,0.0720400368760701,-0.0819601725045993,"STRONG","OBSERVED","career"
"00-0026498","SHORT","LEFT",1293,905,0.699922660479505,3.91724671307038,5.66976024748647,0.0465303525215051,0.530549110595514,0.0494972931167827,0.0146945088940449,0.0518174787316319,0.328692962103635,4.33259668508287,7597,7593,4,0.192679561108498,0.170288423548005,0.0530114704189327,"STRONG","OBSERVED","career"
"00-0026498","SHORT","MIDDLE",1045,738,0.70622009569378,4.47368421052632,6.74449760765551,0.210321215390413,0.584688995215311,0.0478468899521531,0.0181818181818182,0.0851674641148325,0.391387559808613,5.10433604336043,7597,7593,4,0.192679561108498,0.137626761490847,0.209363297510852,"STRONG","OBSERVED","career"
"00-0026498","SHORT","RIGHT",1571,1069,0.680458306810949,3.88987905792489,5.44048376830044,0.0798943220205694,0.515595162316996,0.0553787396562701,0.0140038192234246,0.0432845321451305,0.323360916613622,4.22637979420019,7597,7593,4,0.192679561108498,0.206901093112077,0.0840433804787396,"STRONG","OBSERVED","career"
"00-0026498","INTERMEDIATE","LEFT",552,283,0.51268115942029,14.0344202898551,8.92753623188405,0.319291242866565,0.510869565217391,0.0398550724637681,0.0271739130434783,0.28804347826087,0.494565217391304,3.54770318021201,7597,7593,4,0.192679561108498,0.0726985381272224,0.306878332890284,"STRONG","OBSERVED","career"
"00-0026498","INTERMEDIATE","MIDDLE",520,325,0.625,13.825,11.3,0.622372819174603,0.615384615384616,0.0384615384615385,0.0211538461538462,0.4,0.596153846153846,4.11384615384615,7597,7593,4,0.192679561108498,0.0684841301198472,0.577921792478109,"STRONG","OBSERVED","career"
"00-0026498","INTERMEDIATE","RIGHT",558,279,0.5,14.0573476702509,8.50358422939068,0.31150539283265,0.496415770609319,0.0394265232974911,0.021505376344086,0.270609318996416,0.480286738351254,3.06810035842294,7597,7593,4,0.192679561108498,0.0734887396286053,0.299968904315742,"STRONG","OBSERVED","career"
"00-0026498","DEEP","LEFT",382,139,0.363874345549738,29.1544502617801,12.3455497382199,0.427502569746406,0.366492146596859,0.0759162303664922,0.0523560209424084,0.363874345549738,0.361256544502618,6.38129496402878,7597,7593,4,0.192679561108498,0.0503094955880416,0.395626143234473,"STRONG","OBSERVED","career"
"00-0026498","DEEP","MIDDLE",162,75,0.462962962962963,30.6111111111111,17.2222222222222,0.714176971726406,0.469135802469136,0.0925925925925926,0.0925925925925926,0.462962962962963,0.462962962962963,6.76,7597,7593,4,0.192679561108498,0.021335440537337,0.573231725613458,"STRONG","OBSERVED","career"
"00-0026498","DEEP","RIGHT",344,128,0.372093023255814,29.5610465116279,13.0406976744186,0.611372541919975,0.386627906976744,0.101744186046512,0.0406976744186046,0.372093023255814,0.375,5.9375,7597,7593,4,0.192679561108498,0.0453048860792835,0.549190416056884,"STRONG","OBSERVED","career"
"00-0026544","BEHIND_LOS","LEFT",19,14,0.736842105263158,-4,1.8421052631579,-0.678491092824045,0.210526315789474,0,0.0526315789473684,0,0.0526315789473684,6.07142857142857,264,264,0,0.0279706421272851,0.071969696969697,-0.141937876405313,"WEAK","OBSERVED","career"
"00-0026544","BEHIND_LOS","MIDDLE",3,3,1,-2.33333333333333,6.33333333333333,0.254922048266356,0.333333333333333,0,0,0.333333333333333,0.333333333333333,8.66666666666667,264,264,0,0.0279706421272851,0.0113636363636364,0.0387778519434313,"INSUFFICIENT","OBSERVED","career"
"00-0026544","BEHIND_LOS","RIGHT",28,24,0.857142857142857,-3.35714285714286,4.03571428571429,-0.0556467034620566,0.357142857142857,0.0357142857142857,0,0.0714285714285714,0.214285714285714,7.83333333333333,264,264,0,0.0279706421272851,0.106060606060606,0.00136512307613092,"WEAK","OBSERVED","career"
"00-0026544","SHORT","LEFT",47,29,0.617021276595745,4.25531914893617,4.70212765957447,-0.342944788620248,0.404255319148936,0.0212765957446809,0.0212765957446809,0.0212765957446809,0.319148936170213,3.89655172413793,264,264,0,0.0279706421272851,0.178030303030303,-0.134954827453407,"MODERATE","OBSERVED","career"
"00-0026544","SHORT","MIDDLE",32,24,0.75,4.65625,5.875,-0.0146445583259265,0.4375,0,0.03125,0.03125,0.3125,3.41666666666667,264,264,0,0.0279706421272851,0.121212121212121,0.0131479637087767,"WEAK","OBSERVED","career"
"00-0026544","SHORT","RIGHT",70,51,0.728571428571429,4.62857142857143,5.11428571428571,0.0536047641502832,0.557142857142857,0.0571428571428571,0,0.0142857142857143,0.328571428571429,2.52941176470588,264,264,0,0.0279706421272851,0.265151515151515,0.0417736309088994,"MODERATE","OBSERVED","career"
"00-0026544","INTERMEDIATE","LEFT",11,7,0.636363636363636,13.4545454545455,9.09090909090909,0.429616824192327,0.636363636363636,0.0909090909090909,0,0.181818181818182,0.636363636363636,2,264,264,0,0.0279706421272851,0.0416666666666667,0.0901975154049676,"INSUFFICIENT","OBSERVED","career"
"00-0026544","INTERMEDIATE","MIDDLE",8,3,0.375,14.125,8.375,0.154282658533716,0.375,0,0,0.25,0.375,8.66666666666667,264,264,0,0.0279706421272851,0.0303030303030303,0.0428308793515711,"INSUFFICIENT","OBSERVED","career"
"00-0026544","INTERMEDIATE","RIGHT",20,12,0.6,14.3,9.6,0.383176452672342,0.55,0.1,0.1,0.25,0.55,2.25,264,264,0,0.0279706421272851,0.0757575757575758,0.116772094763549,"WEAK","OBSERVED","career"
"00-0026544","DEEP","LEFT",8,3,0.375,27.875,11.75,0.441090321018778,0.375,0,0,0.375,0.375,0.333333333333333,264,264,0,0.0279706421272851,0.0303030303030303,0.0765729572909902,"INSUFFICIENT","OBSERVED","career"
"00-0026544","DEEP","MIDDLE",1,0,0,40,0,0.267409507650882,1,0,0,0,0,,264,264,0,0.0279706421272851,0.00378787878787879,0.0318958694309506,"INSUFFICIENT","OBSERVED","career"
"00-0026544","DEEP","RIGHT",17,10,0.588235294117647,27.4705882352941,18.4705882352941,0.969641871460405,0.588235294117647,0,0.117647058823529,0.588235294117647,0.588235294117647,2.8,264,264,0,0.0279706421272851,0.0643939393939394,0.235872082369662,"WEAK","OBSERVED","career"
"00-0026625","BEHIND_LOS","LEFT",66,56,0.848484848484848,-2.72727272727273,5.66666666666667,-0.187257778965668,0.378787878787879,0.0151515151515152,0,0.0909090909090909,0.257575757575758,9.46428571428571,1514,1514,0,0.0815024965701726,0.0435931307793923,-0.0592766953771724,"MODERATE","OBSERVED","career"
"00-0026625","BEHIND_LOS","MIDDLE",12,8,0.666666666666667,-2.33333333333333,3.5,0.0808526956379319,0.416666666666667,0.166666666666667,0,0,0.25,7.875,1514,1514,0,0.0815024965701726,0.00792602377807133,0.0813941964147991,"INSUFFICIENT","OBSERVED","career"
"00-0026625","BEHIND_LOS","RIGHT",66,52,0.787878787878788,-3.56060606060606,5.18181818181818,-0.122468315690652,0.378787878787879,0.0151515151515152,0.0151515151515152,0.0606060606060606,0.181818181818182,10.0769230769231,1514,1514,0,0.0815024965701726,0.0435931307793923,-0.0253393574712117,"MODERATE","OBSERVED","career"
"00-0026625","SHORT","LEFT",312,201,0.644230769230769,4.49038461538462,5.18589743589744,0.0621243202372074,0.458333333333333,0.0288461538461539,0.00641025641025642,0.0512820512820513,0.320512820512821,4.03980099502488,1514,1514,0,0.0815024965701726,0.206076618229855,0.065249832548976,"STRONG","OBSERVED","career"
"00-0026625","SHORT","MIDDLE",200,136,0.68,4.68,6.24,-0.0337555000442097,0.53,0.04,0.03,0.05,0.315,4.55147058823529,1514,1514,0,0.0815024965701726,0.132100396301189,-0.00715750082550608,"STRONG","OBSERVED","career"
"00-0026625","SHORT","RIGHT",314,200,0.636942675159236,4.21656050955414,5.19745222929936,0.00876192216730861,0.461783439490446,0.0445859872611465,0.00955414012738854,0.0382165605095541,0.318471337579618,4.11,1514,1514,0,0.0815024965701726,0.207397622192867,0.0204315330340782,"STRONG","OBSERVED","career"
"00-0026625","INTERMEDIATE","LEFT",139,68,0.489208633093525,14.2661870503597,8.14388489208633,0.0955013120845567,0.489208633093525,0.0215827338129496,0.0431654676258993,0.244604316546763,0.474820143884892,2.41176470588235,1514,1514,0,0.0815024965701726,0.0918097754293263,0.09128056368826,"STRONG","OBSERVED","career"
"00-0026625","INTERMEDIATE","MIDDLE",106,57,0.537735849056604,13.8301886792453,10.877358490566,0.26126911052485,0.537735849056604,0.0283018867924528,0.0471698113207547,0.367924528301887,0.528301886792453,6.57894736842105,1514,1514,0,0.0815024965701726,0.0700132100396301,0.196293225962918,"STRONG","OBSERVED","career"
"00-0026625","INTERMEDIATE","RIGHT",116,53,0.456896551724138,13.4741379310345,7.52586206896552,0.0177380009437066,0.448275862068966,0.0258620689655172,0.0258620689655172,0.224137931034483,0.413793103448276,3.50943396226415,1514,1514,0,0.0815024965701726,0.0766182298546896,0.0394758971800018,"STRONG","OBSERVED","career"
"00-0026625","DEEP","LEFT",72,25,0.347222222222222,28.25,10.2638888888889,0.379865171661313,0.361111111111111,0.0416666666666667,0.0277777777777778,0.347222222222222,0.347222222222222,4.4,1514,1514,0,0.0815024965701726,0.047556142668428,0.244245773892613,"MODERATE","OBSERVED","career"
"00-0026625","DEEP","MIDDLE",44,21,0.477272727272727,33.2272727272727,17.6136363636364,0.945559297368163,0.477272727272727,0.0681818181818182,0.0681818181818182,0.477272727272727,0.477272727272727,6.80952380952381,1514,1514,0,0.0815024965701726,0.0290620871862616,0.447064989215476,"MODERATE","OBSERVED","career"
"00-0026625","DEEP","RIGHT",67,21,0.313432835820895,30.1044776119403,10.2238805970149,0.231370456604941,0.328358208955224,0.0298507462686567,0.0746268656716418,0.313432835820896,0.313432835820895,3.38095238095238,1514,1514,0,0.0815024965701726,0.0442536327608983,0.160566695958594,"MODERATE","OBSERVED","career"
"00-0026898","BEHIND_LOS","LEFT",47,32,0.680851063829787,-2.95744680851064,5.36170212765957,-0.000588236044735604,0.404255319148936,0.0212765957446809,0.0212765957446808,0.0851063829787234,0.212765957446809,10.5625,904,904,0,0.0367944048411225,0.0519911504424779,0.0203739924893904,"MODERATE","OBSERVED","career"
"00-0026898","BEHIND_LOS","MIDDLE",8,1,0.125,-3.5,2.25,-0.948297200920933,0.125,0,0.125,0.125,0.125,22,904,904,0,0.0367944048411225,0.00884955752212389,-0.0790987252485311,"INSUFFICIENT","OBSERVED","career"
"00-0026898","BEHIND_LOS","RIGHT",56,50,0.892857142857143,-2.85714285714286,5.66071428571429,0.0340245191452727,0.446428571428571,0.0357142857142857,0.0178571428571428,0.107142857142857,0.303571428571429,9.14,904,904,0,0.0367944048411225,0.0619469026548673,0.035457218643126,"MODERATE","OBSERVED","career"
"00-0026898","SHORT","LEFT",174,110,0.632183908045977,4.07471264367816,4.77011494252874,-0.134541638234301,0.46551724137931,0.0114942528735632,0.0229885057471265,0.0344827586206897,0.270114942528736,3.53636363636364,904,904,0,0.0367944048411225,0.192477876106195,-0.0906093194970133,"STRONG","OBSERVED","career"
"00-0026898","SHORT","MIDDLE",125,81,0.648,4.896,5.864,0.129836147954614,0.552,0.032,0.024,0.048,0.312,3.8641975308642,904,904,0,0.0367944048411225,0.138274336283186,0.0996604474853734,"STRONG","OBSERVED","career"
"00-0026898","SHORT","RIGHT",180,108,0.6,4.15,4.66111111111111,-0.182150865148675,0.45,0.0388888888888889,0.0333333333333333,0.0277777777777778,0.272222222222222,3.55555555555556,904,904,0,0.0367944048411225,0.199115044247788,-0.127414547651226,"STRONG","OBSERVED","career"
"00-0026898","INTERMEDIATE","LEFT",79,36,0.455696202531646,14.0632911392405,7.84810126582279,0.156271561006294,0.443037974683544,0.0632911392405064,0.0126582278481013,0.240506329113924,0.392405063291139,3.16666666666667,904,904,0,0.0367944048411225,0.0873893805309734,0.104698687841472,"MODERATE","OBSERVED","career"
"00-0026898","INTERMEDIATE","MIDDLE",55,32,0.581818181818182,13.8909090909091,10.5818181818182,0.0148402810854496,0.545454545454545,0.0181818181818182,0.145454545454545,0.381818181818182,0.563636363636364,4.5,904,904,0,0.0367944048411225,0.0608407079646018,0.026294606523192,"MODERATE","OBSERVED","career"
"00-0026898","INTERMEDIATE","RIGHT",86,51,0.593023255813953,13.6162790697674,11.7674418604651,0.561974257728885,0.593023255813953,0.0581395348837209,0.0581395348837209,0.325581395348837,0.558139534883721,5.86274509803922,904,904,0,0.0367944048411225,0.0951327433628319,0.346146920925695,"MODERATE","OBSERVED","career"
"00-0026898","DEEP","LEFT",33,13,0.393939393939394,25.030303030303,12.5454545454545,0.334565183297509,0.393939393939394,0.0606060606060606,0.0909090909090909,0.393939393939394,0.393939393939394,5.92307692307692,904,904,0,0.0367944048411225,0.0365044247787611,0.142455003648227,"WEAK","OBSERVED","career"
"00-0026898","DEEP","MIDDLE",26,10,0.384615384615385,30.5769230769231,11.6153846153846,0.479190087294747,0.423076923076923,0.0384615384615385,0.0769230769230769,0.384615384615385,0.384615384615385,3.4,904,904,0,0.0367944048411225,0.0287610619469027,0.170541936745707,"WEAK","OBSERVED","career"
"00-0026898","DEEP","RIGHT",35,8,0.228571428571429,29.1428571428571,6.54285714285714,-0.172924924898546,0.228571428571429,0.0285714285714286,0.0857142857142857,0.228571428571429,0.228571428571429,2.25,904,904,0,0.0367944048411225,0.038716814159292,-0.0404706113787553,"WEAK","OBSERVED","career"
"00-0026993","BEHIND_LOS","LEFT",30,23,0.766666666666667,-3.43333333333333,6.43333333333333,0.048140703046219,0.366666666666667,0.0333333333333333,0,0.0666666666666667,0.166666666666667,11.5652173913043,731,731,0,0.06086254316176,0.0410396716826265,0.056621929789913,"WEAK","OBSERVED","career"
"00-0026993","BEHIND_LOS","MIDDLE",5,3,0.6,-2.8,3.2,-0.226178838929868,0.4,0,0,0,0.2,8,731,731,0,0.06086254316176,0.00683994528043776,0.0387824368470194,"INSUFFICIENT","OBSERVED","career"
"00-0026993","BEHIND_LOS","RIGHT",29,21,0.724137931034483,-2.68965517241379,2.37931034482759,-0.466266882579002,0.241379310344828,0,0,0.0344827586206897,0.0689655172413793,6.04761904761905,731,731,0,0.06086254316176,0.039671682626539,-0.110898730394219,"WEAK","OBSERVED","career"
