"gsis_id","bucket","plays","completion_pct","epa_per_play","success_rate","air_yards","yac","explosive_rate","sack_rate","scramble_rate","turnover_rate","td_rate","time_to_throw","n_opp","coverage_rate_mz","evidence_class","availability","source","family","window"
"00-0029682","COVER_3",35,0.714285714285714,0.36093121613915,0.514285714285714,7.05714285714286,8.32,0.142857142857143,0,0,0,0.0285714285714286,2.62105714285714,6,0.907216494845361,"WEAK","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0029682","COVER_4",16,0.5,-0.432021333686153,0.25,8.625,4.25,0.0625,0,0,0.0625,0,3.0764375,5,0.907216494845361,"INSUFFICIENT","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0029682","COVER_6",15,0.666666666666667,0.0273869245739964,0.4,11.6,4.1,0.2,0,0,0.0666666666666667,0,2.92746666666667,4,0.907216494845361,"INSUFFICIENT","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0029682","OTHER",2,1,0.0147246989799896,0.5,-1,8,0,0,0,0,0,1.818,1,0.907216494845361,"INSUFFICIENT","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0029701","2_MAN",45,0.6,0.256576122657988,0.466666666666667,9.73809523809524,4,0.2,0.0666666666666667,0,0.0222222222222222,0.0222222222222222,2.65788095238095,18,0.926324859974149,"WEAK","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0029701","COVER_0",74,0.594594594594595,0.254838316670263,0.5,5.81081081081081,3.31818181818182,0.0540540540540541,0,0,0.0270270270270271,0.283783783783784,2.38137837837838,23,0.926324859974149,"WEAK","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0029701","COVER_1",642,0.610591900311526,0.219424137973339,0.514018691588785,9.00473186119874,5.56122448979592,0.146417445482866,0.0124610591900313,0,0.0233644859813084,0.0700934579439251,2.70550710900474,30,0.926324859974149,"STRONG","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0029701","COVER_2",268,0.686567164179104,0.161187210203724,0.488805970149254,7.23484848484848,5.16304347826087,0.130597014925373,0.0149253731343284,0,0.0261194029850746,0.0298507462686567,2.67988593155894,28,0.926324859974149,"STRONG","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0029701","COVER_3",616,0.686688311688312,0.224230230775755,0.535714285714285,7.90359477124183,5.84397163120567,0.175324675324675,0.00649350649350646,0,0.0162337662337662,0.0275974025974026,2.70491325695581,30,0.926324859974149,"STRONG","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0029701","COVER_4",318,0.660377358490566,0.19017764342149,0.477987421383648,7.93910256410256,5.05714285714286,0.125786163522013,0.0188679245283018,0,0.0283018867924528,0.0471698113207547,2.70222435897436,28,0.926324859974149,"STRONG","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0029701","COVER_6",156,0.685897435897436,0.176427360244415,0.525641025641026,8.34640522875817,4.51401869158879,0.108974358974359,0.0192307692307693,0,0.0256410256410256,0.00641025641025643,2.79064052287582,28,0.926324859974149,"MODERATE","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0029701","OTHER",31,0.741935483870968,0.204152305490307,0.451612903225806,8.78571428571429,5.21739130434783,0.290322580645161,0.0967741935483871,0,0.032258064516129,0.0645161290322581,2.63153571428571,10,0.926324859974149,"WEAK","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0030520","2_MAN",7,0.428571428571429,-0.898310465538608,0.285714285714286,7.28571428571429,1.66666666666667,0,0,0,0,0,2.42,4,0.946291560102302,"INSUFFICIENT","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0030520","COVER_0",13,0.384615384615385,-0.510918453923287,0.230769230769231,4.92307692307692,2.4,0,0,0,0,0.230769230769231,2.06592307692308,6,0.946291560102302,"INSUFFICIENT","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0030520","COVER_1",78,0.525641025641026,-0.220602009305639,0.423076923076923,7.07692307692308,5.21951219512195,0.128205128205128,0,0,0.0512820512820513,0.0256410256410256,2.6413717948718,9,0.946291560102302,"WEAK","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0030520","COVER_2",56,0.696428571428571,-0.0335709674291138,0.446428571428571,6.23214285714286,3.92307692307692,0.0892857142857143,0,0,0.0357142857142857,0,2.77392857142857,9,0.946291560102302,"WEAK","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0030520","COVER_3",130,0.638461538461539,-0.086569828866008,0.446153846153846,8.68461538461538,4.71084337349398,0.123076923076923,0,0,0.0384615384615385,0.0307692307692308,2.65981538461538,13,0.946291560102302,"MODERATE","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0030520","COVER_4",47,0.638297872340426,0.138202343908252,0.446808510638298,9.85106382978723,3.1,0.0638297872340425,0,0,0.0212765957446809,0.0638297872340426,2.54974468085106,11,0.946291560102302,"WEAK","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0030520","COVER_6",39,0.487179487179487,-0.252182833802624,0.41025641025641,8.02564102564103,1.89473684210526,0.0512820512820513,0,0,0.0769230769230769,0.0256410256410256,2.60812820512821,8,0.946291560102302,"WEAK","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0030533","COVER_0",5,0.6,0.88097989493981,0.4,12.4,7.66666666666667,0.4,0,0,0,0.2,2.496,2,0.96,"INSUFFICIENT","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0030533","COVER_1",32,0.5625,0.400621559621812,0.53125,13.03125,5,0.25,0,0,0.0625,0.03125,2.58025,4,0.96,"WEAK","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0030533","COVER_2",25,0.64,-0.278047940582119,0.44,3.48,5.0625,0.04,0,0,0.08,0,2.6694,3,0.96,"INSUFFICIENT","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0030533","COVER_3",25,0.48,0.294951662903186,0.4,11,6.75,0.2,0,0,0,0.04,2.63272,3,0.96,"INSUFFICIENT","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0030533","COVER_4",3,0.666666666666667,-0.547227631303637,0.333333333333333,12,5.5,0.333333333333333,0,0,0,0,3.01433333333333,2,0.96,"INSUFFICIENT","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0030533","COVER_6",6,0.333333333333333,-0.216457267544077,0.333333333333333,14.5,1,0.166666666666667,0,0,0,0,2.6915,1,0.96,"INSUFFICIENT","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0030565","2_MAN",86,0.627906976744186,0.270459607577227,0.511627906976744,9.67073170731707,5.59259259259259,0.174418604651163,0.0465116279069767,0,0.0348837209302326,0.0930232558139535,2.88586585365854,24,0.972780569514238,"MODERATE","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0030565","COVER_0",78,0.512820512820513,-0.104418880593719,0.448717948717949,5.90410958904109,4.2,0.0769230769230769,0.0641025641025642,0,0.0256410256410256,0.192307692307692,2.42013698630137,25,0.972780569514238,"WEAK","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0030565","COVER_1",603,0.552238805970149,0.0245923728701217,0.417910447761194,8.7781690140845,5.19519519519519,0.160862354892206,0.0580431177446104,0,0.0165837479270315,0.0447761194029851,2.58554946996466,30,0.972780569514238,"STRONG","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0030565","COVER_2",416,0.665865384615384,-0.109063842742913,0.451923076923077,5.26943005181347,5.21660649819495,0.117788461538462,0.0721153846153845,0,0.0336538461538462,0.0192307692307692,2.80510362694301,30,0.972780569514238,"STRONG","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0030565","COVER_3",622,0.721864951768489,0.0854477399273864,0.527331189710611,6.44463087248322,5.12694877505568,0.127009646302251,0.0418006430868171,0,0.0209003215434084,0.022508038585209,2.80865100671141,30,0.972780569514238,"STRONG","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0030565","COVER_4",299,0.638795986622073,0.0446753680349616,0.461538461538462,6.16071428571429,4.83246073298429,0.0903010033444816,0.060200668896321,0,0.0267558528428094,0.0501672240802675,2.75320284697509,28,0.972780569514238,"STRONG","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0030565","COVER_6",156,0.717948717948718,0.094225688593651,0.532051282051282,6.75172413793103,5.49107142857143,0.166666666666667,0.0705128205128205,0,0.0128205128205128,0.0192307692307692,2.76528965517241,24,0.972780569514238,"MODERATE","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0030565","OTHER",63,0.698412698412698,0.0419397479262627,0.476190476190476,7.67857142857143,5.45454545454546,0.19047619047619,0.111111111111111,0,0.0158730158730159,0.0793650793650794,2.980625,18,0.972780569514238,"WEAK","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0031237","2_MAN",18,0.5,0.102642233296636,0.5,14.7222222222222,2,0.277777777777778,0,0,0.0555555555555555,0,2.86544444444444,13,0.936073059360731,"INSUFFICIENT","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0031237","COVER_0",44,0.545454545454545,0.0161964133908774,0.386363636363636,4.04545454545454,5.625,0.0681818181818182,0,0,0.0454545454545455,0.295454545454545,2.54093181818182,19,0.936073059360731,"WEAK","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0031237","COVER_1",286,0.664335664335664,0.402405648267399,0.545454545454545,8.67132867132867,5.90526315789474,0.178321678321678,0,0,0.0104895104895105,0.062937062937063,2.5468041958042,26,0.936073059360731,"STRONG","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0031237","COVER_2",187,0.695187165775401,0.0664207474836735,0.486631016042781,6.95161290322581,4.8,0.128342245989305,0.00534759358288769,0,0.0213903743315508,0.0106951871657754,2.94327956989247,24,0.936073059360731,"MODERATE","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0031237","COVER_3",409,0.696821515892421,0.102346683100325,0.484107579462103,7.09290953545232,5.25964912280702,0.146699266503667,0,0,0.0220048899755501,0.019559902200489,2.83347432762836,26,0.936073059360731,"STRONG","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0031237","COVER_4",171,0.701754385964912,0.137263603463003,0.491228070175439,6.00584795321637,4.59166666666667,0.0409356725146199,0,0,0.0233918128654971,0.0350877192982456,2.78021052631579,25,0.936073059360731,"MODERATE","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0031237","COVER_6",106,0.632075471698113,0.141750816985443,0.481132075471698,7.84761904761905,6.47761194029851,0.169811320754717,0.00943396226415094,0,0.0188679245283019,0,2.90907619047619,25,0.936073059360731,"MODERATE","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0031237","OTHER",9,0.444444444444444,-0.156808092960851,0.333333333333333,9.33333333333333,11.25,0.333333333333333,0,0,0,0,3.59611111111111,5,0.936073059360731,"INSUFFICIENT","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0031280","2_MAN",106,0.594339622641509,0.331095044419837,0.481132075471698,9.69607843137255,5.15873015873016,0.19811320754717,0.0377358490566038,0,0.00943396226415094,0.00943396226415094,2.79810784313726,23,0.949651847884306,"MODERATE","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0031280","COVER_0",130,0.576923076923077,0.0879369453916689,0.476923076923077,7.86153846153846,3.98666666666667,0.107692307692308,0,0,0.0153846153846154,0.269230769230769,2.51716153846154,28,0.949651847884306,"MODERATE","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0031280","COVER_1",984,0.59349593495935,0.188202733727003,0.474593495934959,9.48247422680412,5.39383561643836,0.189024390243902,0.0142276422764227,0,0.0193089430894309,0.0579268292682927,2.67737113402062,31,0.949651847884306,"STRONG","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0031280","COVER_2",523,0.755258126195029,0.175804516868696,0.51434034416826,6.3757225433526,5.34430379746835,0.120458891013384,0.00764818355640539,0,0.0133843212237094,0.0152963671128107,2.82532369942197,31,0.949651847884306,"STRONG","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0031280","COVER_3",996,0.705823293172691,0.177623570583071,0.509036144578313,7.11705348133198,5.30440967283072,0.146586345381526,0.00502008032128513,0,0.0170682730923694,0.0251004016064257,2.71629898989899,31,0.949651847884306,"STRONG","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0031280","COVER_4",438,0.689497716894977,0.0315080158978442,0.458904109589041,6.5184331797235,5.6158940397351,0.0981735159817352,0.00913242009132427,0,0.0296803652968036,0.0296803652968036,2.73074364896074,31,0.949651847884306,"STRONG","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0031280","COVER_6",288,0.722222222222222,0.215040710876589,0.493055555555556,7.97902097902098,4.92307692307692,0.173611111111111,0.00694444444444446,0,0.0208333333333333,0.03125,2.77416783216783,26,0.949651847884306,"STRONG","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0031280","OTHER",81,0.604938271604938,-0.211559214573076,0.37037037037037,9.05194805194805,5,0.111111111111111,0.0493827160493827,0,0.037037037037037,0.0740740740740741,2.75371052631579,16,0.949651847884306,"MODERATE","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0031288","2_MAN",4,0,-1.33478530966386,0,15.5,,0,0,0,0.25,0,3.1365,1,0.851851851851852,"INSUFFICIENT","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0031288","COVER_0",3,0.333333333333333,-0.335813455157525,0.333333333333333,2.33333333333333,2,0,0,0,0,0,1.96866666666667,1,0.851851851851852,"INSUFFICIENT","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0031288","COVER_1",17,0.470588235294118,-0.183410080454504,0.352941176470588,9.25,5.125,0.0588235294117647,0.0588235294117647,0,0,0,3.3761875,3,0.851851851851852,"INSUFFICIENT","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0031288","COVER_2",8,0.875,0.46108573161473,0.625,5.375,4.85714285714286,0.25,0,0,0,0,3.21125,2,0.851851851851852,"INSUFFICIENT","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0031288","COVER_3",9,0.777777777777778,0.186070438856,0.666666666666667,2.11111111111111,7.57142857142857,0.222222222222222,0,0,0,0,3.06577777777778,3,0.851851851851852,"INSUFFICIENT","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0031288","COVER_4",4,0.5,-0.246824422531063,0.25,8.75,4.5,0,0,0,0,0,2.21825,2,0.851851851851852,"INSUFFICIENT","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0031288","COVER_6",1,1,0.166673084720969,1,-2,12,0,0,0,0,0,2.1,1,0.851851851851852,"INSUFFICIENT","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0031345","2_MAN",47,0.531914893617021,0.0850096134890201,0.446808510638298,8.48888888888889,6.8,0.148936170212766,0.0425531914893617,0,0.0425531914893617,0.0425531914893617,2.85622222222222,15,0.938271604938272,"WEAK","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0031345","COVER_0",60,0.6,0.453563017272417,0.483333333333333,5.4,3.91666666666667,0.133333333333333,0,0,0.0333333333333333,0.333333333333333,2.3529,22,0.938271604938272,"WEAK","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0031345","COVER_1",439,0.596810933940775,0.247346932103624,0.498861047835991,7.2877030162413,6.97709923664122,0.17995444191344,0.0182232346241458,0,0.020501138952164,0.061503416856492,2.649343387471,27,0.938271604938272,"STRONG","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0031345","COVER_2",205,0.71219512195122,0.190693547288323,0.521951219512195,6.20689655172414,6.32191780821918,0.151219512195122,0.0097560975609756,0,0.024390243902439,0.0146341463414634,2.67007389162562,25,0.938271604938272,"STRONG","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0031345","COVER_3",585,0.748717948717949,0.347967941077738,0.588034188034188,7.09605488850772,7.07762557077625,0.21025641025641,0.00341880341880343,0,0.0290598290598291,0.0290598290598291,2.64152144082333,27,0.938271604938272,"STRONG","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0031345","COVER_4",222,0.671171171171171,0.18619509511738,0.486486486486487,6.73423423423423,5.6510067114094,0.130630630630631,0,0,0.0270270270270271,0.0540540540540541,2.69497297297297,25,0.938271604938272,"STRONG","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0031345","COVER_6",100,0.6,0.0441731773380716,0.44,9.19387755102041,5.38333333333333,0.16,0.02,0,0.04,0.03,2.77929591836735,19,0.938271604938272,"MODERATE","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0031345","OTHER",14,0.214285714285714,-0.663909805737087,0.285714285714286,10.9230769230769,4,0.0714285714285714,0.0714285714285715,0,0.142857142857143,0,3.50092307692308,7,0.938271604938272,"INSUFFICIENT","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0031407","2_MAN",5,0.4,-1.62160755789373,0,2.8,4.5,0,0,0,0.2,0,2.6046,4,0.928899082568807,"INSUFFICIENT","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0031407","COVER_0",18,0.555555555555556,0.0116716142217819,0.555555555555556,7.05555555555556,1.4,0.0555555555555556,0,0,0.0555555555555555,0.333333333333333,2.29611111111111,6,0.928899082568807,"INSUFFICIENT","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0031407","COVER_1",128,0.484375,-0.0235550776888194,0.40625,9.953125,7.33870967741935,0.1484375,0,0,0.0234375,0.0234375,2.7972578125,13,0.928899082568807,"MODERATE","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0031407","COVER_2",71,0.661971830985915,-0.0680135977641813,0.408450704225352,4.36619718309859,4.82978723404255,0.0985915492957746,0,0,0.0140845070422535,0,2.87043661971831,11,0.928899082568807,"WEAK","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0031407","COVER_3",134,0.701492537313433,0.078212326178135,0.492537313432836,6.45522388059701,6.42553191489362,0.126865671641791,0,0,0.0149253731343283,0.0149253731343284,2.79838805970149,13,0.928899082568807,"MODERATE","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0031407","COVER_4",27,0.444444444444444,-0.180269338701288,0.407407407407407,6.33333333333333,6.83333333333333,0.111111111111111,0,0,0.111111111111111,0.037037037037037,2.54303703703704,8,0.928899082568807,"INSUFFICIENT","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0031407","COVER_6",19,0.736842105263158,0.0738083456065742,0.421052631578947,4.68421052631579,6.57142857142857,0.210526315789474,0,0,0,0.0526315789473684,2.67157894736842,6,0.928899082568807,"INSUFFICIENT","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0031407","OTHER",3,1,0.303601929791815,0.666666666666667,12,-1.66666666666667,0.666666666666667,0,0,0,0,3.02533333333333,2,0.928899082568807,"INSUFFICIENT","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0031503","2_MAN",95,0.557894736842105,0.207331957530828,0.473684210526316,11.0212765957447,3.69811320754717,0.157894736842105,0.0105263157894737,0,0.0105263157894737,0.0421052631578948,2.85353191489362,19,0.945634266886326,"MODERATE","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0031503","COVER_0",61,0.557377049180328,0.366249123799087,0.459016393442623,6.98305084745763,3.32352941176471,0.131147540983607,0.0327868852459016,0,0.0327868852459016,0.327868852459016,2.29116949152542,21,0.945634266886326,"WEAK","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0031503","COVER_1",463,0.555075593952484,0.176741282194493,0.485961123110151,10.2938596491228,4.72373540856031,0.170626349892009,0.0151187904967602,0,0.0280777537796976,0.0518358531317495,2.69467543859649,27,0.945634266886326,"STRONG","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0031503","COVER_2",308,0.688311688311688,0.12453717250587,0.525974025974026,9.06312292358804,4.57075471698113,0.146103896103896,0.0227272727272727,0,0.0519480519480519,0.0324675324675325,2.92212956810631,26,0.945634266886326,"STRONG","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0031503","COVER_3",499,0.649298597194389,0.100504307751863,0.507014028056112,9.85425101214575,4.53703703703704,0.170340681362725,0.0100200400801603,0,0.0501002004008016,0.030060120240481,2.71932995951417,27,0.945634266886326,"STRONG","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0031503","COVER_4",173,0.549132947976879,0.0323980531213462,0.393063583815029,12.0591715976331,4.35789473684211,0.121387283236994,0.0231213872832369,0,0.0289017341040462,0.0578034682080925,2.85591715976331,22,0.945634266886326,"MODERATE","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0031503","COVER_6",95,0.557894736842105,0.108952398828204,0.431578947368421,11.3510638297872,4.33962264150943,0.189473684210526,0.0105263157894737,0,0.0526315789473684,0.031578947368421,2.84286021505376,21,0.945634266886326,"MODERATE","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0031503","OTHER",28,0.464285714285714,-0.115521636236466,0.428571428571429,11.4230769230769,5.76923076923077,0.178571428571429,0.0714285714285715,0,0.0714285714285715,0.0357142857142857,2.56196153846154,9,0.945634266886326,"INSUFFICIENT","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0031589","COVER_1",4,0.25,-0.921148962716056,0,13.25,7,0,0,0,0,0,2.736,3,0.846153846153846,"INSUFFICIENT","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0031589","COVER_3",7,0.571428571428571,0.501196964327911,0.571428571428571,8.71428571428571,6.75,0.142857142857143,0,0,0,0,3.10728571428571,1,0.846153846153846,"INSUFFICIENT","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0031800","2_MAN",16,0.75,1.26182090790826,0.75,11.625,7.91666666666667,0.4375,0,0,0,0.125,2.67475,7,0.938044530493708,"INSUFFICIENT","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0031800","COVER_0",32,0.4375,-0.676778839914016,0.34375,4.9375,2.85714285714286,0,0,0,0.0625,0.15625,3.06678125,13,0.938044530493708,"WEAK","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0031800","COVER_1",212,0.570754716981132,0.00204703593896168,0.415094339622642,8.82938388625592,5.88429752066116,0.160377358490566,0.00471698113207545,0,0.0188679245283019,0.0518867924528302,2.75434123222749,22,0.938044530493708,"STRONG","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0031800","COVER_2",152,0.671052631578947,-0.029034047826412,0.486842105263158,7.22666666666667,4.98039215686274,0.118421052631579,0.0131578947368421,0,0.0328947368421052,0.00657894736842106,3.04271333333333,20,0.938044530493708,"MODERATE","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0031800","COVER_3",330,0.675757575757576,0.0922856510245726,0.496969696969697,7.08895705521472,5.62780269058296,0.136363636363636,0.0121212121212121,0,0.0303030303030303,0.0242424242424242,2.91568404907975,22,0.938044530493708,"STRONG","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0031800","COVER_4",134,0.58955223880597,0.0728621751863456,0.41044776119403,9.38167938931298,4.68354430379747,0.119402985074627,0.0223880597014926,0,0.0223880597014926,0.0671641791044776,3.04270992366412,21,0.938044530493708,"MODERATE","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0031800","COVER_6",64,0.65625,0.112025752189707,0.453125,8.359375,3.73809523809524,0.125,0,0,0.015625,0.015625,3.059234375,12,0.938044530493708,"WEAK","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0031800","OTHER",29,0.344827586206897,-0.214352861033794,0.275862068965517,16.0714285714286,9,0.137931034482759,0.0344827586206897,0,0.103448275862069,0.0689655172413793,3.16842857142857,11,0.938044530493708,"INSUFFICIENT","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0032156","2_MAN",9,0.444444444444444,0.0703872104576561,0.555555555555556,6.875,9.25,0.222222222222222,0,0,0,0,2.96355555555556,4,0.956852791878173,"INSUFFICIENT","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0032156","COVER_0",16,0.375,-0.126482103484915,0.3125,5.4375,3.16666666666667,0.0625,0,0,0,0.125,2.2889375,7,0.956852791878173,"INSUFFICIENT","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0032156","COVER_1",118,0.423728813559322,-0.166090897552991,0.330508474576271,9.23893805309735,4.76,0.0932203389830508,0.0423728813559323,0,0.00847457627118645,0.0508474576271186,2.57427678571429,10,0.956852791878173,"MODERATE","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0032156","COVER_2",35,0.657142857142857,-0.0593495223185048,0.428571428571429,7.14285714285714,3.82608695652174,0.114285714285714,0,0,0.0285714285714286,0.0571428571428571,2.62894285714286,10,0.956852791878173,"WEAK","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0032156","COVER_3",72,0.555555555555556,-0.0977180677039036,0.388888888888889,6.98611111111111,5.225,0.138888888888889,0,0,0.0416666666666667,0.0277777777777778,3.06272222222222,9,0.956852791878173,"WEAK","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0032156","COVER_4",61,0.754098360655738,0.0943958620443988,0.508196721311475,2.63934426229508,5.76086956521739,0.0655737704918033,0,0,0.0163934426229508,0.0163934426229508,2.46832786885246,10,0.956852791878173,"WEAK","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0032156","COVER_6",23,0.652173913043478,0.109505065977472,0.391304347826087,5.91304347826087,5.93333333333333,0.217391304347826,0,0,0,0,2.77304347826087,8,0.956852791878173,"INSUFFICIENT","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0032156","OTHER",43,0.627906976744186,-0.371810860299423,0.348837209302326,2.41463414634146,5.88888888888889,0.0232558139534884,0.0465116279069767,0,0.0232558139534884,0.0232558139534884,2.39454761904762,5,0.956852791878173,"WEAK","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0032245","2_MAN",4,0.5,-0.106786342377958,0.5,7.5,0.5,0,0,0,0,0,3.15325,1,0.967741935483871,"INSUFFICIENT","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0032245","COVER_0",1,1,-0.0887564986478537,0,0,5,0,0,0,0,0,2.733,1,0.967741935483871,"INSUFFICIENT","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0032245","COVER_1",11,0.454545454545455,-0.17620022010423,0.363636363636364,8,6.6,0.181818181818182,0,0,0,0,2.60209090909091,3,0.967741935483871,"INSUFFICIENT","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0032245","COVER_2",5,0.8,-0.249199289141688,0.4,5,2,0.2,0,0,0,0,2.9644,2,0.967741935483871,"INSUFFICIENT","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0032245","COVER_3",15,0.666666666666667,-0.215505634053349,0.266666666666667,7.86666666666667,4.3,0.133333333333333,0,0,0.0666666666666667,0.0666666666666667,2.61293333333333,3,0.967741935483871,"INSUFFICIENT","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0032245","COVER_4",11,0.454545454545455,-0.353336181530374,0.363636363636364,3,6.8,0,0,0,0,0,2.38945454545455,2,0.967741935483871,"INSUFFICIENT","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0032245","COVER_6",12,0.75,0.000162798722158186,0.583333333333333,0,7,0,0,0,0,0,3.233,2,0.967741935483871,"INSUFFICIENT","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0032245","OTHER",1,0,-0.0659360278514214,0,61,,0,0,0,1,0,5.038,1,0.967741935483871,"INSUFFICIENT","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0032268","2_MAN",19,0.526315789473684,0.203964979489934,0.31578947368421,8.27777777777778,5.9,0.263157894736842,0.0526315789473684,0,0,0,2.81682352941176,10,0.920621931260229,"INSUFFICIENT","PRIOR_ONLY","participation","qb_coverage_family","career"
"00-0032268","COVER_0",71,0.605633802816901,0.244760354123563,0.52112676056338,6.54929577464789,4.09302325581395,0.0985915492957746,0,0,0.028169014084507,0.225352112676056,2.40430985915493,22,0.920621931260229,"WEAK","PRIOR_ONLY","participation","qb_coverage_family","career"
