"gsis_id","deep_rate","behind_los_rate","middle_rate","intermediate_middle_rate","deep_epa","short_epa","aDOT","pressure_epa_delta","pressure_scramble_rate","play_action_rate","archetype_cluster","archetype_label_status","vector_version"
"00-0022177",0.207547169811321,0.188679245283019,0.188679245283019,0.0188679245283019,-0.0720353191610254,-0.0916391325021005,10.2075471698113,,,,,"UNSTABLE — labels withheld, numeric vector only (spec §22)","player-tendency-2026.1"
"00-0022787",0.0874882408278457,0.13170272812794,0.285042333019755,0.0799623706491063,0.199936701041339,0.071396398959661,7.81279397930386,0.161038988924143,0,,,"UNSTABLE — labels withheld, numeric vector only (spec §22)","player-tendency-2026.1"
"00-0022803",0.114715001192464,0.124254710231338,0.266873360362509,0.0701168614357262,0.324320163852122,0.0254027578275143,8.17672310994515,-0.220246591975054,0,,,"UNSTABLE — labels withheld, numeric vector only (spec §22)","player-tendency-2026.1"
"00-0022864",0.125,0.125,0.2,0.1,0.242606745221275,0.237581087490193,7.725,,,,,"UNSTABLE — labels withheld, numeric vector only (spec §22)","player-tendency-2026.1"
"00-0022924",0.129905808477237,0.157967032967033,0.281004709576138,0.0669152276295133,0.352682199751419,0.162974216243233,8.26275510204082,-0.217181156432703,0,,,"UNSTABLE — labels withheld, numeric vector only (spec §22)","player-tendency-2026.1"
"00-0022942",0.113003095975232,0.15905572755418,0.244775541795666,0.0659829721362229,0.41919155130776,0.13671914544493,7.93188854489164,-0.1484675151859,0,0.144329896907216,,"UNSTABLE — labels withheld, numeric vector only (spec §22)","player-tendency-2026.1"
"00-0023436",0.0909373060211049,0.175667287399131,0.219118559900683,0.0490378646803228,0.408392420706325,0.110543640790342,6.8342644320298,-0.242405925870494,0,,,"UNSTABLE — labels withheld, numeric vector only (spec §22)","player-tendency-2026.1"
"00-0023459",0.12897366030881,0.17332727823191,0.211625794732062,0.063427187405389,0.571661372566149,0.219113412148673,7.93808658795035,-0.410693985264497,0,0.236933797909408,,"UNSTABLE — labels withheld, numeric vector only (spec §22)","player-tendency-2026.1"
"00-0023460",0.0935064935064935,0.137662337662338,0.174025974025974,0.0311688311688312,0.0211930358230322,-0.0177823253855348,7.40519480519481,,,,,"UNSTABLE — labels withheld, numeric vector only (spec §22)","player-tendency-2026.1"
"00-0023541",0.116600790513834,0.185770750988142,0.268774703557312,0.0553359683794466,0.161936904307897,0.0550594589617692,7.23715415019763,,,,,"UNSTABLE — labels withheld, numeric vector only (spec §22)","player-tendency-2026.1"
"00-0023578",0.0638297872340425,0.106382978723404,0.234042553191489,0.106382978723404,-0.0278049089503134,-0.00104518227157612,8.19148936170214,,,,,"UNSTABLE — labels withheld, numeric vector only (spec §22)","player-tendency-2026.1"
"00-0023645",0.156118143459916,0.109704641350211,0.194092827004219,0.0548523206751055,0.018674320114837,-0.10291814414815,9.11814345991561,-0.256527618606587,0,,,"UNSTABLE — labels withheld, numeric vector only (spec §22)","player-tendency-2026.1"
"00-0023662",0.123893805309735,0.144911504424779,0.22787610619469,0.0663716814159292,-0.00906180366607404,-0.0864676606849706,8.11946902654868,0.109606463144878,0,,,"UNSTABLE — labels withheld, numeric vector only (spec §22)","player-tendency-2026.1"
"00-0023682",0.120387174833636,0.130973986690865,0.261343012704174,0.0822746521476104,0.272563470652828,0.0691958461451618,8.77162734422262,-0.211757298175727,0,,,"UNSTABLE — labels withheld, numeric vector only (spec §22)","player-tendency-2026.1"
"00-0024225",0.0606060606060606,0.151515151515152,0.121212121212121,0,-0.309063370663239,-0.283795685386064,7.54545454545455,,,,,"UNSTABLE — labels withheld, numeric vector only (spec §22)","player-tendency-2026.1"
"00-0024226",0.139991642290013,0.153781863769327,0.20810697868784,0.0564145424153782,0.233626843969375,0.0214261320450283,8.62682824905976,-0.350391260103351,0,,,"UNSTABLE — labels withheld, numeric vector only (spec §22)","player-tendency-2026.1"
"00-0024264",0.106870229007634,0.106870229007634,0.248091603053435,0.0534351145038168,0.0392653451567994,0.0163408454170432,9.00763358778626,1.91989170757422,0,,,"UNSTABLE — labels withheld, numeric vector only (spec §22)","player-tendency-2026.1"
"00-0024296",0.147058823529412,0.092436974789916,0.281512605042017,0.0756302521008403,0.0332568910482503,0.0421587427833406,9.55042016806722,-0.394961650912286,0,,,"UNSTABLE — labels withheld, numeric vector only (spec §22)","player-tendency-2026.1"
"00-0025409",0.111675126903553,0.111675126903553,0.309644670050761,0.065989847715736,-0.287007716654165,-0.246848265638434,8.22335025380711,,,,,"UNSTABLE — labels withheld, numeric vector only (spec §22)","player-tendency-2026.1"
"00-0025423",0.0819672131147541,0.087431693989071,0.180327868852459,0.0437158469945355,0.14505164180752,0.106197489758618,7.90163934426229,,,,,"UNSTABLE — labels withheld, numeric vector only (spec §22)","player-tendency-2026.1"
"00-0025430",0.153191489361702,0.1,0.263829787234043,0.127659574468085,-0.0152154713415283,-0.112106751870179,11.0702127659574,-0.048792178314494,0,,,"UNSTABLE — labels withheld, numeric vector only (spec §22)","player-tendency-2026.1"
"00-0025708",0.139393939393939,0.121212121212121,0.209090909090909,0.0666666666666667,0.269445262613532,0.10131357915057,8.49393939393939,0.0956639065603494,0,,,"UNSTABLE — labels withheld, numeric vector only (spec §22)","player-tendency-2026.1"
"00-0026143",0.098225404732254,0.124377334993773,0.25186799501868,0.0800124533001245,0.44235777730891,0.131050341952682,7.89912826899128,-0.203419674334313,0,0.156626506024096,,"UNSTABLE — labels withheld, numeric vector only (spec §22)","player-tendency-2026.1"
"00-0026158",0.122441096948629,0.130552336809579,0.28505214368482,0.0662417921977597,0.146732031908696,0.0537756714714106,8.28273464658169,-0.404113548811089,0,0.21009918845807,,"UNSTABLE — labels withheld, numeric vector only (spec §22)","player-tendency-2026.1"
"00-0026197",0.087737843551797,0.160676532769556,0.193446088794926,0.0496828752642706,0.06335337936569,-0.0676794046083598,7.46934460887949,0.269447659277341,0,0,,"UNSTABLE — labels withheld, numeric vector only (spec §22)","player-tendency-2026.1"
"00-0026300",0.0905172413793103,0.120689655172414,0.228448275862069,0.0818965517241379,0.112545842640022,0.195836737181147,7.87500000000001,-0.442421456284031,0,0.316666666666667,,"UNSTABLE — labels withheld, numeric vector only (spec §22)","player-tendency-2026.1"
"00-0026349",0.0977777777777778,0.151111111111111,0.244444444444444,0.0666666666666667,0.0933579674173666,0.0270017739223538,7.23111111111111,,,,,"UNSTABLE — labels withheld, numeric vector only (spec §22)","player-tendency-2026.1"
"00-0026498",0.116949822204662,0.153562491768734,0.240089556170157,0.0684841301198472,0.506016094968272,0.115472716136175,8.06993283287239,-0.276485892768402,0,0.264086232239098,,"UNSTABLE — labels withheld, numeric vector only (spec §22)","player-tendency-2026.1"
"00-0026544",0.0984848484848485,0.189393939393939,0.166666666666667,0.0303030303030303,0.114780303030534,-0.026677744278577,6.71590909090909,-0.0953906001860227,0,0.0769230769230769,,"UNSTABLE — labels withheld, numeric vector only (spec §22)","player-tendency-2026.1"
"00-0026625",0.120871862615588,0.095112285336856,0.239101717305152,0.0700132100396301,0.283959153022228,0.0261746215858494,9.0772787318362,-0.408662136836957,0,0.22,,"UNSTABLE — labels withheld, numeric vector only (spec §22)","player-tendency-2026.1"
"00-0026898",0.103982300884956,0.122787610619469,0.236725663716814,0.0608407079646018,0.0908421096717262,-0.0394544732209553,8.21681415929203,-0.426806039870361,0,,,"UNSTABLE — labels withheld, numeric vector only (spec §22)","player-tendency-2026.1"
"00-0026993",0.161422708618331,0.0875512995896033,0.227086183310534,0.0574555403556772,0.220833826604394,0.0217053042951138,10.0670314637483,,,,,"UNSTABLE — labels withheld, numeric vector only (spec §22)","player-tendency-2026.1"
"00-0027253",0.126984126984127,0.148148148148148,0.211640211640212,0.0529100529100529,0.168273677587246,0.0648296655536819,8.85185185185185,,,,,"UNSTABLE — labels withheld, numeric vector only (spec §22)","player-tendency-2026.1"
"00-0027659",0.144508670520231,0.121387283236994,0.115606936416185,0.0173410404624277,-0.142680948135973,-0.192945918760182,8.45664739884393,,,,,"UNSTABLE — labels withheld, numeric vector only (spec §22)","player-tendency-2026.1"
"00-0027688",0.0844277673545966,0.189493433395872,0.24015009380863,0.0544090056285178,0.095562525793025,0.109737132426135,6.94746716697936,-0.251820587841117,0,0.16551724137931,,"UNSTABLE — labels withheld, numeric vector only (spec §22)","player-tendency-2026.1"
"00-0027754",0.075,0.11,0.255,0.08,-0.166851180235896,-0.18938897537986,7.655,,,,,"UNSTABLE — labels withheld, numeric vector only (spec §22)","player-tendency-2026.1"
"00-0027854",0.103431128791646,0.151168572849329,0.201392342118349,0.0377921432123322,0.237059352374291,0.0402835562810327,7.16907011437096,0.059341103785926,0,,,"UNSTABLE — labels withheld, numeric vector only (spec §22)","player-tendency-2026.1"
"00-0027939",0.121443089430894,0.134654471544715,0.201981707317073,0.0678353658536585,0.223693367782504,0.0666188676073641,8.95172764227643,-0.294208865115502,0,,,"UNSTABLE — labels withheld, numeric vector only (spec §22)","player-tendency-2026.1"
"00-0027946",0.161993769470405,0.123052959501558,0.210280373831776,0.0467289719626168,0.110995568135827,0.00501631254170767,9.69158878504673,,,,,"UNSTABLE — labels withheld, numeric vector only (spec §22)","player-tendency-2026.1"
"00-0027948",0.100607111882047,0.134431916738942,0.209887250650477,0.0607111882046834,-0.104367424605998,-0.216737875718956,7.75542064180399,-0.135196765631545,0,0.159090909090909,,"UNSTABLE — labels withheld, numeric vector only (spec §22)","player-tendency-2026.1"
"00-0027950",0.100522193211488,0.172323759791123,0.199738903394256,0.0613577023498695,0.0567231638390755,0.0141302095334242,7.5130548302872,,,,,"UNSTABLE — labels withheld, numeric vector only (spec §22)","player-tendency-2026.1"
"00-0027973",0.110046911649726,0.142689601250977,0.23123534010946,0.0592259577795152,0.313499900918,0.0675092951213765,8.06176700547303,-0.18578685860917,0,0.161242603550296,,"UNSTABLE — labels withheld, numeric vector only (spec §22)","player-tendency-2026.1"
"00-0027974",0.134045077105575,0.0919335705812574,0.195729537366548,0.0468564650059312,0.354670656094409,0.150784255937827,9.04389086595492,-0.396727827802381,0,,,"UNSTABLE — labels withheld, numeric vector only (spec §22)","player-tendency-2026.1"
"00-0028012",0.093841642228739,0.0967741935483871,0.263929618768328,0.0850439882697947,-0.128351425592466,-0.0469413463147653,8.52199413489736,0.227105028114035,0,,,"UNSTABLE — labels withheld, numeric vector only (spec §22)","player-tendency-2026.1"
"00-0028090",0.163157894736842,0.0842105263157895,0.205263157894737,0.0315789473684211,-0.00753598586647563,-0.1280258205364,9.75789473684211,-0.007083476518844,0,,,"UNSTABLE — labels withheld, numeric vector only (spec §22)","player-tendency-2026.1"
"00-0028118",0.149946638207044,0.129135538954109,0.171824973319104,0.0362860192102455,0.266133421669005,0.145746701316769,9.10832443970118,-0.190097433330875,0.00251256281407037,0.169811320754717,,"UNSTABLE — labels withheld, numeric vector only (spec §22)","player-tendency-2026.1"
"00-0028146",0.0645161290322581,0.161290322580645,0.258064516129032,0.0645161290322581,-0.001022431424998,0.0283886851981238,7.16129032258065,,,,,"UNSTABLE — labels withheld, numeric vector only (spec §22)","player-tendency-2026.1"
"00-0028595",0.145833333333333,0.152777777777778,0.201388888888889,0.0694444444444444,-0.202127823492731,-0.286126397194346,8.20833333333333,0.285248724889393,0,,,"UNSTABLE — labels withheld, numeric vector only (spec §22)","player-tendency-2026.1"
"00-0028825",0.110749185667752,0.159609120521173,0.198697068403909,0.0423452768729642,0.00911933165000024,0.00600730382859567,8.24104234527688,,,,,"UNSTABLE — labels withheld, numeric vector only (spec §22)","player-tendency-2026.1"
"00-0028957",0.136363636363636,0.136363636363636,0.235294117647059,0.0561497326203209,0.0769628555751352,-0.0267493452250842,8.53743315508022,,,,,"UNSTABLE — labels withheld, numeric vector only (spec §22)","player-tendency-2026.1"
"00-0028986",0.106918238993711,0.158131176999102,0.210242587601078,0.0516621743036837,0.156498898420832,-0.0322406116721174,7.55166217430368,-0.197717482978176,0,0.196969696969697,,"UNSTABLE — labels withheld, numeric vector only (spec §22)","player-tendency-2026.1"
"00-0029151",0.128205128205128,0.0769230769230769,0.17948717948718,0.0512820512820513,-0.215662703743593,-0.188152438370255,8.46153846153846,,,,,"UNSTABLE — labels withheld, numeric vector only (spec §22)","player-tendency-2026.1"
"00-0029234",0.173076923076923,0.105769230769231,0.230769230769231,0.0288461538461538,0.0361247425658813,0.0392280633079406,8.58653846153847,,,,,"UNSTABLE — labels withheld, numeric vector only (spec §22)","player-tendency-2026.1"
"00-0029263",0.14900607852801,0.152948907507804,0.192048628224084,0.0489567931657631,0.602269222407006,0.14128345427918,8.92590767208804,-0.324248863413355,0,0.209730440499671,,"UNSTABLE — labels withheld, numeric vector only (spec §22)","player-tendency-2026.1"
"00-0029531",0.127737226277372,0.0802919708029197,0.208029197080292,0.0547445255474453,-0.327096764929801,-0.29215449863753,9.67153284671533,,,,,"UNSTABLE — labels withheld, numeric vector only (spec §22)","player-tendency-2026.1"
"00-0029567",0.136735676456428,0.191141068849302,0.212806933076553,0.0601829561868079,0.236130609767157,0.00645402090321911,8.39817043813193,0.0548881345377387,0,0.08,,"UNSTABLE — labels withheld, numeric vector only (spec §22)","player-tendency-2026.1"
"00-0029604",0.112927950945324,0.146823369102368,0.231817407596662,0.0686424799863737,0.480926276454907,0.092150365587775,7.83869868846874,-0.366115249815913,0,0.233031674208145,,"UNSTABLE — labels withheld, numeric vector only (spec §22)","player-tendency-2026.1"
"00-0029665",0.110055423594616,0.162311955661124,0.297703879651623,0.0934283452098179,0.221321749335799,0.113205239629158,8.31670625494853,0.0217993466965218,0,,,"UNSTABLE — labels withheld, numeric vector only (spec §22)","player-tendency-2026.1"
"00-0029668",0.130992366412214,0.128549618320611,0.242442748091603,0.0796946564885496,0.333210166378947,0.142347129490817,8.72763358778627,-0.337139367449555,0,,,"UNSTABLE — labels withheld, numeric vector only (spec §22)","player-tendency-2026.1"
"00-0029677",0.116424116424116,0.132016632016632,0.205821205821206,0.0498960498960499,0.0674808589109019,-0.0439543536641104,7.995841995842,,,,,"UNSTABLE — labels withheld, numeric vector only (spec §22)","player-tendency-2026.1"
"00-0029682",0.122519413287317,0.0974978429680759,0.25625539257981,0.0672993960310613,-0.00726318453770157,0.0824444106641507,8.38654012079378,-0.368058066007085,0,,,"UNSTABLE — labels withheld, numeric vector only (spec §22)","player-tendency-2026.1"
"00-0029701",0.11066610455312,0.136382799325464,0.228288364249578,0.0636593591905565,0.237701363170838,0.144339270269537,8.36403878583474,-0.440591792470993,0,0.256077795786062,,"UNSTABLE — labels withheld, numeric vector only (spec §22)","player-tendency-2026.1"
"00-0030024",0.169491525423729,0.11864406779661,0.203389830508475,0.0338983050847458,-0.539443752374782,-0.572496882703693,10.2203389830509,,,,,"UNSTABLE — labels withheld, numeric vector only (spec §22)","player-tendency-2026.1"
"00-0030419",0.141304347826087,0.155797101449275,0.27536231884058,0.0797101449275362,0.0355873994686895,-0.118535024405128,8.30797101449275,-0.835325550974813,0,,,"UNSTABLE — labels withheld, numeric vector only (spec §22)","player-tendency-2026.1"
"00-0030520",0.115789473684211,0.114035087719298,0.257017543859649,0.0657894736842105,0.111816228636038,-0.054076647844203,8.47017543859649,-0.280640076631573,0,,,"UNSTABLE — labels withheld, numeric vector only (spec §22)","player-tendency-2026.1"
"00-0030524",0.125,0.160714285714286,0.244047619047619,0.0654761904761905,0.185635078267715,0.123957302484665,8.9404761904762,0.4253019705367,0,,,"UNSTABLE — labels withheld, numeric vector only (spec §22)","player-tendency-2026.1"
"00-0030526",0.129471890971039,0.132879045996593,0.219761499148211,0.0391822827938671,0.0213163882157702,-0.0362664869395344,8.3594548551959,-0.178822565660449,0,,,"UNSTABLE — labels withheld, numeric vector only (spec §22)","player-tendency-2026.1"
