"team","live__plays","live__pass_rate","live__shotgun_rate","live__explosive_pass_rate","target_area__charted_pass","target_area__tgt_left","target_area__tgt_middle","target_area__tgt_right","target_area__tgt_behind_los","target_area__tgt_short","target_area__tgt_intermediate","target_area__tgt_deep","rush_area__charted_rush","rush_area__rush_left","rush_area__rush_middle","rush_area__rush_right","formation__charted_formation","formation__form_shotgun","formation__form_empty","formation__form_under_center","formation__form_singleback","formation__form_i_form","formation__form_pistol","ftn__charted_ftn","ftn__play_action_rate","ftn__motion_rate","ftn__rpo_rate","ftn__screen_rate","ftn__no_huddle_rate","box_faced__mean_box_faced","box_faced__light_box_rate","box_faced__heavy_box_rate","side","window"
"MIN",14361,0.574820694937678,0.489380962328529,0.0783371631501985,7616,0.371060924369748,0.206144957983193,0.422794117647059,0.165703781512605,0.517331932773109,0.202862394957983,0.114101890756303,,,,,6003,0.60519740129935,0.0946193569881726,0.0806263534899217,0.147592870231551,0.0633016824920873,0.00533066799933367,2530,0.277470355731225,0.458893280632411,0.0185770750988142,0.0980237154150198,0.144268774703557,6.90409239266884,0.369570675370324,0.237760482048707,"offense","career"
"NE",14908,0.567346391199356,0.530922994365441,0.0796216796350953,7921,0.399570761267517,0.245676051003661,0.354753187728822,0.153515970205782,0.534528468627699,0.193788663047595,0.118166898118924,,,,,5767,0.669672273279001,0.0882607941737472,0.0499393098664817,0.116351655973643,0.054967920929426,0.010750823651812,2312,0.180795847750865,0.447664359861592,0.023356401384083,0.10121107266436,0.0817474048442907,6.94615021256495,0.349078885214927,0.249173358526216,"offense","career"
"NO",14845,0.586594813068373,0.550286291680701,0.0827214550353654,8196,0.372864812103465,0.210956564177648,0.416178623718887,0.162030258662762,0.522327964860908,0.204123962908736,0.111517813567594,,,,,5856,0.679815573770492,0.0951161202185792,0.0478142076502732,0.118681693989071,0.0399590163934426,0.0119535519125683,2410,0.157676348547718,0.368879668049793,0.0145228215767635,0.0746887966804979,0.139834024896266,6.89945587887391,0.3550981783771,0.235628105039035,"offense","career"
"NYG",14507,0.593851244226925,0.651892189977252,0.0689322396084649,7969,0.352867361023968,0.248462793324131,0.398669845651901,0.139791692809637,0.543606475090978,0.208934621658928,0.107667210440457,,,,,6069,0.779205799967046,0.0570110397100016,0.0388861426923711,0.091118800461361,0.0237271379139891,0.00790904597132971,2368,0.224239864864865,0.353885135135135,0.0367398648648649,0.0734797297297297,0.166807432432432,6.68898770599006,0.471619147266545,0.170546691080303,"offense","career"
"NYJ",14270,0.580168185003504,0.639803784162579,0.0678346180798879,7585,0.371654581410679,0.211733684904417,0.416611733684904,0.149110085695452,0.512458800263678,0.219248516809492,0.119182597231378,,,,,5964,0.701039570757881,0.107813547954393,0.0494634473507713,0.104627766599598,0.02280348759222,0.0129107981220657,2529,0.192170818505338,0.408461842625544,0.0276789244760775,0.0846184262554369,0.107947805456702,6.69433962264151,0.455256064690027,0.176280323450135,"offense","career"
"PHI",15233,0.557736493139894,0.787829055340379,0.0747062298956214,7865,0.387285441830896,0.183725365543547,0.428989192625556,0.157406230133503,0.494087730451367,0.225556261919898,0.122949777495232,,,,,5888,0.810631793478261,0.0750679347826087,0.0147758152173913,0.0786345108695652,0.00322690217391304,0.0166440217391304,2203,0.215161143894689,0.358147980027236,0.070812528370404,0.0835224693599637,0.195642305946437,6.71627482309975,0.463592787034924,0.171193791371833,"offense","career"
"PIT",14619,0.595252753266297,0.660305082426979,0.0741500786647513,8147,0.359150607585614,0.251135387259114,0.389714005155272,0.168651037191604,0.500429605989935,0.202405793543636,0.128513563274825,,,,,6087,0.745687530803351,0.131920486282241,0.0407425661245277,0.0522424839822573,0.0111713487760802,0.0147856086742238,2270,0.183259911894273,0.381057268722467,0.0273127753303965,0.0960352422907489,0.15374449339207,6.82687468545546,0.413688978359336,0.213135379969804,"offense","career"
"SEA",14173,0.546884922034855,0.627460664644041,0.079658505609257,7075,0.387985865724382,0.202120141342756,0.409893992932862,0.148551236749117,0.509964664310954,0.206219081272085,0.135265017667845,,,,,5740,0.692508710801394,0.0977351916376307,0.054006968641115,0.107317073170732,0.0236933797909408,0.0221254355400697,2376,0.223905723905724,0.419612794612795,0.0122053872053872,0.0841750841750842,0.16456228956229,6.6707159472732,0.457224088911864,0.163349702765573,"offense","career"
"SF",14278,0.542863146098893,0.554069197366578,0.0798431152822524,7140,0.37436974789916,0.245098039215686,0.380532212885154,0.130952380952381,0.533473389355742,0.233333333333333,0.102240896358543,,,,,5625,0.648711111111111,0.0951111111111111,0.0625777777777778,0.0993777777777778,0.0732444444444444,0.0192,2225,0.200449438202247,0.65752808988764,0.0161797752808989,0.0867415730337079,0.0404494382022472,6.9188560799814,0.337363403859568,0.255754475703325,"offense","career"
"TB",14766,0.605106325342002,0.56101855614249,0.0860761208180956,8359,0.3788730709415,0.237109702117478,0.384017226941022,0.127886110778801,0.48917334609403,0.247876540256011,0.135064002871157,,,,,6541,0.702033328237273,0.0805687203791469,0.0386791010548846,0.132242776333894,0.0357743464302094,0.00856138205167406,2583,0.173441734417344,0.435540069686411,0.0174216027874564,0.104529616724739,0.131629887727449,6.74839743589744,0.440972222222222,0.18616452991453,"offense","career"
