"gsis_id","bucket","plays","completion_pct","epa_per_play","success_rate","air_yards","yac","explosive_rate","sack_rate","scramble_rate","turnover_rate","td_rate","time_to_throw","n_opp","formation_share","evidence_class","availability","source","family","window"
"00-0029604","SINGLEBACK",1001,0.688311688311688,0.191097892888022,0.523476523476524,7.21835443037975,5.73294629898403,0.172827172827173,0.051948051948052,0,0.013986013986014,0.052947052947053,3.00518018967334,32,0.1925,"STRONG","PRIOR_ONLY","participation","qb_formation","career"
"00-0029604","UNDER CENTER",199,0.623115577889447,0.0859740117182206,0.442211055276382,6.55026455026455,6.04838709677419,0.206030150753769,0.050251256281407,0,0.0100502512562814,0.0251256281407035,3.05926315789474,16,0.0382692307692308,"STRONG","PRIOR_ONLY","participation","qb_formation","career"
"00-0029665","EMPTY",24,0.458333333333333,-0.566663994888975,0.291666666666667,5.78947368421053,4.09090909090909,0.0416666666666667,0.208333333333333,0,0.0416666666666667,0.0416666666666667,2.1101052631579,4,0.102127659574468,"WEAK","PRIOR_ONLY","participation","qb_formation","career"
"00-0029665","I_FORM",16,0.5625,-0.224415931699163,0.3125,7.6,7.33333333333333,0.0625,0.0625,0,0,0,3.0948,5,0.0680851063829787,"WEAK","PRIOR_ONLY","participation","qb_formation","career"
"00-0029665","JUMBO",3,0,-1.52973849490324,0,1,,0,0,0,0,0,2.58633333333333,2,0.0127659574468085,"INSUFFICIENT","PRIOR_ONLY","participation","qb_formation","career"
"00-0029665","PISTOL",26,0.461538461538462,-0.250426477492194,0.384615384615385,3.36363636363636,4.66666666666667,0,0.153846153846154,0,0.0384615384615385,0.0384615384615385,2.87109090909091,8,0.11063829787234,"WEAK","PRIOR_ONLY","participation","qb_formation","career"
"00-0029665","SHOTGUN",146,0.527397260273972,-0.116656496728728,0.363013698630137,8.84375,4.75324675324675,0.0821917808219178,0.123287671232877,0,0.0273972602739726,0,2.705984375,11,0.621276595744681,"STRONG","PRIOR_ONLY","participation","qb_formation","career"
"00-0029665","SINGLEBACK",20,0.55,0.098563715844648,0.45,17.7222222222222,5.36363636363636,0.15,0.1,0,0.05,0.05,3.39827777777778,5,0.0851063829787234,"WEAK","PRIOR_ONLY","participation","qb_formation","career"
"00-0029668","EMPTY",174,0.626436781609195,0.237547120617729,0.53448275862069,7.50887573964497,4.60550458715596,0.149425287356322,0.028735632183908,0,0.0172413793103448,0.0689655172413793,2.43607100591716,20,0.141463414634146,"STRONG","PRIOR_ONLY","participation","qb_formation","career"
"00-0029668","I_FORM",41,0.707317073170732,0.247768596702471,0.585365853658537,7.94736842105263,6.93103448275862,0.219512195121951,0.0731707317073171,0,0,0.024390243902439,3.09855263157895,11,0.0333333333333333,"MODERATE","PRIOR_ONLY","participation","qb_formation","career"
"00-0029668","JUMBO",5,0.8,0.884358619267005,0.8,4.8,0,0,0,0,0,0.8,2.4492,5,0.0040650406504065,"INSUFFICIENT","PRIOR_ONLY","participation","qb_formation","career"
"00-0029668","PISTOL",2,1,1.15545201499481,1,10,5,0.5,0,0,0,0,2.9695,2,0.0016260162601626,"INSUFFICIENT","PRIOR_ONLY","participation","qb_formation","career"
"00-0029668","SHOTGUN",839,0.628128724672229,0.110716958254546,0.477949940405244,7.35419274092616,4.49335863377609,0.122765196662694,0.047675804529201,0,0.0238379022646007,0.0536352800953516,2.69841426783479,20,0.682113821138211,"STRONG","PRIOR_ONLY","participation","qb_formation","career"
"00-0029668","SINGLEBACK",168,0.595238095238095,0.238273037078865,0.517857142857143,10.8260869565217,5.33,0.244047619047619,0.0416666666666667,0,0.0297619047619048,0.0476190476190476,3.23545962732919,20,0.136585365853659,"STRONG","PRIOR_ONLY","participation","qb_formation","career"
"00-0029668","WILDCAT",1,1,3.11803919705562,1,7,42,1,0,0,0,0,5.011,1,0.000813008130081301,"INSUFFICIENT","PRIOR_ONLY","participation","qb_formation","career"
"00-0029682","EMPTY",87,0.60919540229885,-0.136234147656397,0.448275862068966,6.43529411764706,4.75471698113207,0.0689655172413793,0.0229885057471265,0,0.0574712643678161,0.0459770114942529,2.26874117647059,17,0.0962389380530973,"MODERATE","PRIOR_ONLY","participation","qb_formation","career"
"00-0029682","I_FORM",53,0.509433962264151,-0.274806386473369,0.471698113207547,9.87234042553191,5.40740740740741,0.188679245283019,0.113207547169811,0,0.0754716981132076,0.0188679245283019,3.10646808510638,15,0.0586283185840708,"MODERATE","PRIOR_ONLY","participation","qb_formation","career"
"00-0029682","JUMBO",2,1,-0.284093201451469,0.5,-2.5,0,0,0,0,0,0.5,2.3165,2,0.00221238938053097,"INSUFFICIENT","PRIOR_ONLY","participation","qb_formation","career"
"00-0029682","PISTOL",10,0.8,0.182800037111156,0.5,5.8,2.375,0.2,0,0,0,0.1,2.6837,3,0.0110619469026549,"INSUFFICIENT","PRIOR_ONLY","participation","qb_formation","career"
"00-0029682","SHOTGUN",642,0.562305295950156,-0.0279119882671032,0.41588785046729,8.27392739273928,4.84764542936288,0.102803738317757,0.0560747663551403,0,0.0186915887850467,0.0233644859813084,2.65405445544554,18,0.710176991150443,"STRONG","PRIOR_ONLY","participation","qb_formation","career"
"00-0029682","SINGLEBACK",110,0.518181818181818,-0.221170819748659,0.418181818181818,10.2941176470588,3.87719298245614,0.0909090909090909,0.0727272727272727,0,0.0363636363636364,0.0363636363636363,2.95750980392157,17,0.121681415929204,"MODERATE","PRIOR_ONLY","participation","qb_formation","career"
"00-0029701","EMPTY",261,0.624521072796935,0.0833216775583334,0.482758620689655,7.88842975206611,4.42331288343558,0.0957854406130268,0.0727969348659004,0,0.0153256704980843,0.0344827586206897,2.52477272727273,30,0.0959206174200661,"STRONG","PRIOR_ONLY","participation","qb_formation","career"
"00-0029701","I_FORM",157,0.598726114649682,0.0929020581262097,0.515923566878981,10.5069444444444,6.9468085106383,0.24203821656051,0.0828025477707006,0,0.0445859872611465,0.0509554140127389,3.24719444444444,28,0.057699375229695,"STRONG","PRIOR_ONLY","participation","qb_formation","career"
"00-0029701","JUMBO",6,1,0.921603022313017,0.833333333333333,0.833333333333333,0.333333333333333,0,0,0,0,0.833333333333333,3.02533333333333,5,0.00220507166482911,"INSUFFICIENT","PRIOR_ONLY","participation","qb_formation","career"
"00-0029701","PISTOL",33,0.666666666666667,0.102103748307674,0.545454545454545,7.09677419354839,4.40909090909091,0.0606060606060606,0.0606060606060606,0,0,0.0303030303030303,2.87861290322581,14,0.0121278941565601,"WEAK","PRIOR_ONLY","participation","qb_formation","career"
"00-0029701","SHOTGUN",1722,0.616724738675958,0.0202047692032433,0.452380952380952,7.31393861892584,4.95668549905838,0.110336817653891,0.0917537746806036,0,0.021486643437863,0.0511033681765389,2.52960538116592,30,0.632855567805954,"STRONG","PRIOR_ONLY","participation","qb_formation","career"
"00-0029701","SINGLEBACK",487,0.59958932238193,0.229364656889082,0.513347022587269,9.99566160520608,6.80821917808219,0.205338809034908,0.0533880903490761,0,0.0184804928131417,0.0349075975359343,3.04368329718004,30,0.178978316795296,"STRONG","PRIOR_ONLY","participation","qb_formation","career"
"00-0029701","UNDER CENTER",54,0.481481481481482,0.0864630126700459,0.462962962962963,12.14,8.96153846153846,0.203703703703704,0.0740740740740741,0,0.0555555555555555,0.0185185185185185,3.084,9,0.019845644983462,"MODERATE","PRIOR_ONLY","participation","qb_formation","career"
"00-0029701","WILDCAT",1,1,0.877552040619776,1,16,0,1,0,0,0,0,4.438,1,0.000367511944138185,"INSUFFICIENT","PRIOR_ONLY","participation","qb_formation","career"
"00-0030419","SHOTGUN",12,0.583333333333333,-0.409129356625878,0.333333333333333,6.83333333333333,1.14285714285714,0.0833333333333333,0,0,0,0,2.19466666666667,3,0.8,"INSUFFICIENT","PRIOR_ONLY","participation","qb_formation","career"
"00-0030419","SINGLEBACK",3,0.333333333333333,-0.419907160568982,0.333333333333333,12.6666666666667,1,0,0,0,0,0,2.378,1,0.2,"INSUFFICIENT","PRIOR_ONLY","participation","qb_formation","career"
"00-0030520","EMPTY",77,0.61038961038961,-0.362908225463908,0.428571428571429,6.95890410958904,3.34042553191489,0.0779220779220779,0.0519480519480519,0,0.0519480519480519,0.0649350649350649,2.19876712328767,14,0.140767824497258,"MODERATE","PRIOR_ONLY","participation","qb_formation","career"
"00-0030520","I_FORM",12,0.5,0.0617993142125972,0.5,9.18181818181818,3.5,0,0.0833333333333333,0,0,0,3.20854545454545,8,0.0219378427787934,"INSUFFICIENT","PRIOR_ONLY","participation","qb_formation","career"
"00-0030520","JUMBO",2,1,1.04894410011184,1,2.5,0,0,0,0,0,1,2.3225,2,0.0036563071297989,"INSUFFICIENT","PRIOR_ONLY","participation","qb_formation","career"
"00-0030520","PISTOL",6,0.5,-0.381109046245304,0.333333333333333,8.4,1.66666666666667,0,0.166666666666667,0,0,0,2.7852,4,0.0109689213893967,"INSUFFICIENT","PRIOR_ONLY","participation","qb_formation","career"
"00-0030520","SHOTGUN",382,0.602094240837696,-0.163483701490062,0.403141361256545,6.88586956521739,3.86086956521739,0.081151832460733,0.0366492146596859,0,0.0287958115183246,0.0209424083769634,2.59651358695652,15,0.69835466179159,"STRONG","PRIOR_ONLY","participation","qb_formation","career"
"00-0030520","SINGLEBACK",68,0.544117647058824,-0.142838874759892,0.426470588235294,9.9375,5.94594594594595,0.161764705882353,0.0588235294117647,0,0.0735294117647059,0.0441176470588235,3.074484375,13,0.124314442413163,"MODERATE","PRIOR_ONLY","participation","qb_formation","career"
"00-0030524","EMPTY",21,0.714285714285714,-0.0423950852789477,0.285714285714286,7.0952380952381,0.866666666666667,0,0,0,0,0.0476190476190476,2.81447619047619,2,0.177966101694915,"WEAK","PRIOR_ONLY","participation","qb_formation","career"
"00-0030524","I_FORM",8,0.625,0.00251754197233822,0.25,8.28571428571429,8.2,0.25,0.125,0,0,0,2.504,3,0.0677966101694915,"INSUFFICIENT","PRIOR_ONLY","participation","qb_formation","career"
"00-0030524","PISTOL",2,0,-0.699114965711487,0,25.5,,0,0,0,0,0,3.5165,1,0.0169491525423729,"INSUFFICIENT","PRIOR_ONLY","participation","qb_formation","career"
"00-0030524","SHOTGUN",73,0.616438356164383,0.0333882792787316,0.452054794520548,7.14705882352941,5.13333333333333,0.10958904109589,0.0684931506849315,0,0.0136986301369863,0.0410958904109589,2.58155882352941,3,0.61864406779661,"WEAK","PRIOR_ONLY","participation","qb_formation","career"
"00-0030524","SINGLEBACK",14,0.785714285714286,0.426001116217646,0.714285714285714,15.3571428571429,3.27272727272727,0.214285714285714,0,0,0.0714285714285714,0.0714285714285714,3.08664285714286,3,0.11864406779661,"INSUFFICIENT","PRIOR_ONLY","participation","qb_formation","career"
"00-0030526","EMPTY",14,0.5,-0.311281693365174,0.357142857142857,9.58333333333333,2.71428571428571,0,0.142857142857143,0,0.0714285714285714,0,2.04666666666667,5,0.189189189189189,"INSUFFICIENT","PRIOR_ONLY","participation","qb_formation","career"
"00-0030526","I_FORM",2,0,-0.751728717819788,0,14,,0,0,0,0,0,3.4805,1,0.027027027027027,"INSUFFICIENT","PRIOR_ONLY","participation","qb_formation","career"
"00-0030526","PISTOL",4,0.5,0.0358001895510824,0.5,2,5,0,0,0,0,0,2.782,2,0.0540540540540541,"INSUFFICIENT","PRIOR_ONLY","participation","qb_formation","career"
"00-0030526","SHOTGUN",51,0.470588235294118,-0.0375021648515557,0.431372549019608,10.1914893617021,3.25,0.137254901960784,0.0784313725490196,0,0,0,2.48372340425532,5,0.689189189189189,"MODERATE","PRIOR_ONLY","participation","qb_formation","career"
"00-0030526","SINGLEBACK",3,0.333333333333333,0.861065368400887,0.333333333333333,20.3333333333333,0,0.333333333333333,0,0,0,0.333333333333333,3.947,2,0.0405405405405405,"INSUFFICIENT","PRIOR_ONLY","participation","qb_formation","career"
"00-0030533","EMPTY",18,0.555555555555556,-0.260026022143111,0.388888888888889,10.4444444444444,3,0.0555555555555556,0,0,0.0555555555555555,0,2.37155555555556,6,0.05625,"WEAK","PRIOR_ONLY","participation","qb_formation","career"
"00-0030533","I_FORM",12,0.666666666666667,0.334649364216602,0.583333333333333,12.0833333333333,3.5,0.416666666666667,0,0,0,0,3.41541666666667,5,0.0375,"INSUFFICIENT","PRIOR_ONLY","participation","qb_formation","career"
"00-0030533","PISTOL",3,0.333333333333333,-0.714273925793047,0,4.33333333333333,1,0,0,0,0,0,2.37,2,0.009375,"INSUFFICIENT","PRIOR_ONLY","participation","qb_formation","career"
"00-0030533","SHOTGUN",227,0.577092511013216,0.0565802607861476,0.493392070484581,10.3212669683258,4.14503816793893,0.145374449339207,0.026431718061674,0,0.0616740088105727,0.0352422907488986,2.62053846153846,10,0.709375,"STRONG","PRIOR_ONLY","participation","qb_formation","career"
