"gsis_id","bucket","plays","completion_pct","epa_per_play","success_rate","air_yards","yac","explosive_rate","sack_rate","scramble_rate","turnover_rate","td_rate","time_to_throw","n_opp","formation_share","evidence_class","availability","source","family","window"
"00-0021206","EMPTY",77,0.571428571428572,-0.052149581472162,0.467532467532468,9.77142857142857,4.79545454545454,0.103896103896104,0.0909090909090909,0,0.0519480519480519,0.025974025974026,2.57021428571429,15,0.106206896551724,"MODERATE","PRIOR_ONLY","participation","qb_formation","career"
"00-0021206","I_FORM",47,0.51063829787234,-0.0942701658975838,0.361702127659574,5.64444444444444,4.95833333333333,0.106382978723404,0.0425531914893617,0,0.0212765957446809,0.0212765957446809,2.79468888888889,14,0.0648275862068965,"MODERATE","PRIOR_ONLY","participation","qb_formation","career"
"00-0021206","JUMBO",2,0.5,0.471983814859414,0.5,1,0,0,0,0,0,0.5,3.366,2,0.00275862068965517,"INSUFFICIENT","PRIOR_ONLY","participation","qb_formation","career"
"00-0021206","PISTOL",2,0.5,-0.628759194049053,0.5,10.5,4,0,0,0,0,0,2.3285,1,0.00275862068965517,"INSUFFICIENT","PRIOR_ONLY","participation","qb_formation","career"
"00-0021206","SHOTGUN",479,0.578288100208768,-0.0267608696277985,0.405010438413361,8.125284738041,4.77536231884058,0.121085594989562,0.081419624217119,0,0.0271398747390397,0.0354906054279749,2.593325,16,0.660689655172414,"STRONG","PRIOR_ONLY","participation","qb_formation","career"
"00-0021206","SINGLEBACK",116,0.603448275862069,0.15730955245737,0.474137931034483,9.09259259259259,5.17142857142857,0.206896551724138,0.0689655172413793,0,0.00862068965517243,0.0344827586206897,2.64613888888889,15,0.16,"MODERATE","PRIOR_ONLY","participation","qb_formation","career"
"00-0021206","WILDCAT",2,0.5,-0.414528438122943,0.5,-1,16,0,0.5,0,0,0,1.911,1,0.00275862068965517,"INSUFFICIENT","PRIOR_ONLY","participation","qb_formation","career"
"00-0021429","EMPTY",231,0.554112554112554,0.0880160622648572,0.458874458874459,8.86486486486486,4.4296875,0.121212121212121,0.038961038961039,0,0.0216450216450216,0.0519480519480519,2.33887837837838,17,0.252183406113537,"STRONG","PRIOR_ONLY","participation","qb_formation","career"
"00-0021429","I_FORM",15,0.466666666666667,-0.391270641417201,0.4,8.71428571428571,3.42857142857143,0.0666666666666667,0.0666666666666667,0,0,0,2.61092857142857,9,0.0163755458515284,"WEAK","PRIOR_ONLY","participation","qb_formation","career"
"00-0021429","JUMBO",2,0.5,0.184850855526747,0.5,1,0,0,0,0,0,0.5,2.2235,2,0.00218340611353712,"INSUFFICIENT","PRIOR_ONLY","participation","qb_formation","career"
"00-0021429","PISTOL",7,0.571428571428571,0.309273231828618,0.571428571428571,5.14285714285714,3,0,0,0,0,0.142857142857143,2.05542857142857,5,0.00764192139737991,"INSUFFICIENT","PRIOR_ONLY","participation","qb_formation","career"
"00-0021429","SHOTGUN",422,0.561611374407583,-0.0546468236572906,0.440758293838863,9.43410852713178,4.54008438818565,0.135071090047393,0.0829383886255923,0,0.028436018957346,0.033175355450237,2.58091214470284,17,0.460698689956332,"STRONG","PRIOR_ONLY","participation","qb_formation","career"
"00-0021429","SINGLEBACK",235,0.604255319148936,0.201190298854279,0.506382978723404,10.447963800905,4.95774647887324,0.174468085106383,0.0595744680851065,0,0.0170212765957447,0.0297872340425532,2.67661085972851,17,0.256550218340611,"STRONG","PRIOR_ONLY","participation","qb_formation","career"
"00-0021429","WILDCAT",4,1,0.106856723548844,0.5,3.75,5,0.25,0,0,0,0,2.3995,1,0.00436681222707424,"INSUFFICIENT","PRIOR_ONLY","participation","qb_formation","career"
