"gsis_id","field_third","carries","yards_per_carry","epa_per_rush_raw","success_rate","explosive_rate","stuff_rate","td_rate","first_down_rate","carries_total","carries_charted","carries_uncharted","epa_overall","carry_share","epa_per_rush","evidence_class","output_class","window"
"00-0038583","MIDDLE",0,,,,,,,,23,21,2,0.229632399608665,0,0.229632399608665,"INSUFFICIENT","OBSERVED","career"
"00-0038583","RIGHT",9,4.66666666666667,0.180703210657359,0.444444444444444,0.111111111111111,0.333333333333333,0,0.444444444444444,23,21,2,0.229632399608665,0.428571428571429,0.223250331484581,"INSUFFICIENT","OBSERVED","career"
"00-0038597","LEFT",173,4.69364161849711,-0.0322270828986062,0.393063583815029,0.092485549132948,0.127167630057803,0.0173410404624277,0.219653179190751,507,505,2,-0.0356173758216247,0.342574257425743,-0.033100119702817,"STRONG","OBSERVED","career"
"00-0038597","MIDDLE",124,4.62903225806452,0.0822946086369602,0.411290322580645,0.0806451612903226,0.145161290322581,0.0322580645161291,0.266129032258065,507,505,2,-0.0356173758216247,0.245544554455446,0.0438450484874216,"STRONG","OBSERVED","career"
"00-0038597","RIGHT",208,3.85576923076923,-0.109582959957154,0.346153846153846,0.0673076923076923,0.149038461538462,0.0288461538461539,0.177884615384615,507,505,2,-0.0356173758216247,0.411881188118812,-0.0930235008223336,"STRONG","OBSERVED","career"
"00-0038611","LEFT",71,3.69014084507042,-0.0433900560363865,0.436619718309859,0.0563380281690141,0.112676056338028,0.0704225352112676,0.225352112676056,198,198,0,0.053806100875572,0.358585858585859,0.00112726774008306,"MODERATE","OBSERVED","career"
"00-0038611","MIDDLE",58,4.06896551724138,-0.0274066173738463,0.413793103448276,0.0689655172413793,0.189655172413793,0.0862068965517241,0.310344827586207,198,198,0,0.053806100875572,0.292929292929293,0.013887985125858,"MODERATE","OBSERVED","career"
"00-0038611","RIGHT",69,6.11594202898551,0.2220853008642,0.550724637681159,0.144927536231884,0.0869565217391304,0,0.333333333333333,198,198,0,0.053806100875572,0.348484848484849,0.143815905520652,"MODERATE","OBSERVED","career"
"00-0038622","LEFT",11,1.81818181818182,-0.795391945718703,0,0,0.181818181818182,0,0,40,40,0,-0.425025468505919,0.275,-0.482406190327618,"INSUFFICIENT","OBSERVED","career"
"00-0038622","MIDDLE",12,3.58333333333333,-0.218394050180602,0.166666666666667,0.0833333333333333,0.0833333333333333,0,0.0833333333333333,40,40,0,-0.425025468505919,0.3,-0.390586898785033,"INSUFFICIENT","OBSERVED","career"
"00-0038622","RIGHT",17,2.76470588235294,-0.33123404324493,0.235294117647059,0.0588235294117647,0.294117647058824,0,0.117647058823529,40,40,0,-0.425025468505919,0.425,-0.404318270721025,"WEAK","OBSERVED","career"
"00-0038636","LEFT",11,7.63636363636364,0.252413810839326,0.545454545454545,0.181818181818182,0.0909090909090909,0,0.272727272727273,31,31,0,0.0480025735544791,0.354838709677419,0.0796719201760752,"INSUFFICIENT","OBSERVED","career"
"00-0038636","MIDDLE",10,4.2,-0.0673639352666214,0.3,0,0,0,0.3,31,31,0,0.0480025735544791,0.32258064516129,0.0315216437228934,"INSUFFICIENT","OBSERVED","career"
"00-0038636","RIGHT",10,4.6,-0.0614832786377519,0.4,0.1,0,0,0.2,31,31,0,0.0480025735544791,0.32258064516129,0.0323617375270176,"INSUFFICIENT","OBSERVED","career"
"00-0038678","LEFT",7,2.71428571428571,-0.354608799272683,0.142857142857143,0,0.142857142857143,0,0,20,20,0,-0.158838773009484,0.35,-0.179292357842952,"INSUFFICIENT","OBSERVED","career"
"00-0038678","MIDDLE",3,6,0.298563287282983,0.666666666666667,0,0.333333333333333,0,0,20,20,0,-0.158838773009484,0.15,-0.137057722519366,"INSUFFICIENT","OBSERVED","career"
"00-0038678","RIGHT",10,3.3,-0.159020372712985,0.3,0,0.2,0,0.2,20,20,0,-0.158838773009484,0.5,-0.15886471582427,"INSUFFICIENT","OBSERVED","career"
"00-0038685","LEFT",23,4.08695652173913,-0.280811133316938,0.304347826086957,0.0869565217391304,0.217391304347826,0,0.217391304347826,82,82,0,-0.0422394311577203,0.280487804878049,-0.10834966187654,"WEAK","OBSERVED","career"
"00-0038685","MIDDLE",30,5.2,0.0650007179379729,0.4,0.0666666666666667,0.166666666666667,0.0333333333333333,0.266666666666667,82,82,0,-0.0422394311577203,0.365853658536585,-0.00649271479248924,"WEAK","OBSERVED","career"
"00-0038685","RIGHT",29,5,0.0360345232143903,0.448275862068966,0.0689655172413793,0.206896551724138,0,0.206896551724138,82,82,0,-0.0422394311577203,0.353658536585366,-0.0167344347892798,"WEAK","OBSERVED","career"
"00-0038705","LEFT",38,7.39473684210526,0.196297731976935,0.421052631578947,0.184210526315789,0.105263157894737,0.0526315789473684,0.289473684210526,126,126,0,0.00130190783448033,0.301587301587302,0.0769125335223709,"WEAK","OBSERVED","career"
"00-0038705","MIDDLE",49,5.83673469387755,-0.171716746623731,0.408163265306122,0.102040816326531,0.204081632653061,0,0.224489795918367,126,126,0,0.00130190783448033,0.388888888888889,-0.0764771203164586,"MODERATE","OBSERVED","career"
"00-0038705","RIGHT",39,6.46153846153846,0.0286883886303538,0.333333333333333,0.102564102564103,0.153846153846154,0.0256410256410256,0.179487179487179,126,126,0,0.00130190783448033,0.30952380952381,0.0120905214813396,"WEAK","OBSERVED","career"
"00-0038738","LEFT",6,6,0.585334738910509,0.666666666666667,0,0,0,0.5,34,34,0,0.118656557603645,0.176470588235294,0.16108184681336,"INSUFFICIENT","OBSERVED","career"
"00-0038738","MIDDLE",19,3.1578947368421,0.0216792222536739,0.578947368421053,0,0.105263157894737,0,0.473684210526316,34,34,0,0.118656557603645,0.558823529411765,0.0953328946713737,"WEAK","OBSERVED","career"
"00-0038738","RIGHT",9,3.55555555555556,0.0122677002490097,0.555555555555556,0,0.222222222222222,0.111111111111111,0.555555555555556,34,34,0,0.118656557603645,0.264705882352941,0.104779750122606,"INSUFFICIENT","OBSERVED","career"
"00-0038794","LEFT",99,5.08080808080808,0.0788180789436364,0.515151515151515,0.101010101010101,0.111111111111111,0.0101010101010101,0.232323232323232,226,226,0,0.0287279907491139,0.438053097345133,0.0599161588702317,"MODERATE","OBSERVED","career"
"00-0038794","MIDDLE",23,4.26086956521739,-0.0266693076384558,0.391304347826087,0.0434782608695652,0.130434782608696,0.0434782608695652,0.130434782608696,226,226,0,0.0287279907491139,0.101769911504425,0.0133769321597873,"WEAK","OBSERVED","career"
"00-0038794","RIGHT",104,4.73076923076923,-0.00670259452342107,0.413461538461538,0.0961538461538462,0.230769230769231,0.00961538461538461,0.221153846153846,226,226,0,0.0287279907491139,0.460176991150442,0.0062598147226283,"STRONG","OBSERVED","career"
"00-0038797","LEFT",81,3.98765432098765,-0.0845346028149632,0.469135802469136,0.0617283950617284,0.135802469135802,0.0123456790123457,0.197530864197531,242,242,0,0.00852712804573648,0.334710743801653,-0.0449338662784953,"MODERATE","OBSERVED","career"
"00-0038797","MIDDLE",67,2.83582089552239,-0.19744758606704,0.328358208955224,0.0149253731343284,0.194029850746269,0.0298507462686567,0.164179104477612,242,242,0,0.00852712804573648,0.276859504132231,-0.100136697509823,"MODERATE","OBSERVED","career"
"00-0038797","RIGHT",94,6.06382978723404,0.23553038384651,0.574468085106383,0.159574468085106,0.0638297872340425,0.0425531914893617,0.361702127659574,242,242,0,0.00852712804573648,0.388429752066116,0.147087556911144,"MODERATE","OBSERVED","career"
"00-0038951","LEFT",75,4.82666666666667,0.111508919624071,0.453333333333333,0.12,0.173333333333333,0.0533333333333333,0.333333333333333,151,151,0,0.00173453686904198,0.496688741721854,0.0627203050662805,"MODERATE","OBSERVED","career"
"00-0038951","MIDDLE",25,2.52,-0.116746337252534,0.36,0.04,0.16,0.12,0.28,151,151,0,0.00173453686904198,0.165562913907285,-0.0331127790490687,"WEAK","OBSERVED","career"
"00-0038951","RIGHT",51,4.43137254901961,-0.10161951908366,0.254901960784314,0.0784313725490196,0.254901960784314,0.0392156862745098,0.156862745098039,151,151,0,0.00173453686904198,0.337748344370861,-0.045752461811929,"MODERATE","OBSERVED","career"
"00-0038976","LEFT",16,3.875,0.0360149685147917,0.3125,0.1875,0.1875,0.0625,0.1875,34,34,0,0.0362170923891587,0.470588235294118,0.0361745399945551,"WEAK","OBSERVED","career"
"00-0038976","MIDDLE",1,-2,-0.755230881739408,0,0,1,0,0,34,34,0,0.0362170923891587,0.0294117647058824,0.0232425354362313,"INSUFFICIENT","OBSERVED","career"
"00-0038976","RIGHT",17,5.29411764705882,0.0829630898078904,0.529411764705882,0.0588235294117647,0.235294117647059,0,0.294117647058823,34,34,0,0.0362170923891587,0.5,0.0465376372738137,"WEAK","OBSERVED","career"
"00-0038977","LEFT",13,3.30769230769231,-0.216806157183153,0.384615384615385,0.153846153846154,0.384615384615385,0,0.230769230769231,20,20,0,-0.120922730636084,0.65,-0.137997861391042,"INSUFFICIENT","OBSERVED","career"
"00-0038977","MIDDLE",0,,,,,,,,20,20,0,-0.120922730636084,0,-0.120922730636084,"INSUFFICIENT","OBSERVED","career"
"00-0038977","RIGHT",7,7.28571428571429,0.0571464900941854,0.428571428571429,0.428571428571429,0.142857142857143,0,0.428571428571429,20,20,0,-0.120922730636084,0.35,-0.102318483694116,"INSUFFICIENT","OBSERVED","career"
"00-0039021","LEFT",49,4.59183673469388,-0.0342705582763209,0.448979591836735,0.0408163265306122,0.102040816326531,0.0408163265306122,0.224489795918367,138,137,1,-0.0703626955543928,0.357664233576642,-0.0541377898055348,"MODERATE","OBSERVED","career"
"00-0039021","MIDDLE",25,3.8,0.0519725745181226,0.48,0.04,0.16,0,0.2,138,137,1,-0.0703626955543928,0.182481751824818,-0.0343817337683589,"WEAK","OBSERVED","career"
"00-0039021","RIGHT",63,3.12698412698413,-0.14071332489229,0.412698412698413,0,0.158730158730159,0.0952380952380952,0.285714285714286,138,137,1,-0.0703626955543928,0.45985401459854,-0.106395944727462,"MODERATE","OBSERVED","career"
"00-0039032","LEFT",93,3.97849462365592,-0.0066358318488574,0.43010752688172,0.043010752688172,0.21505376344086,0.0322580645161291,0.236559139784946,256,255,1,-0.0369724785054248,0.364705882352941,-0.0185325560279034,"MODERATE","OBSERVED","career"
"00-0039032","MIDDLE",71,3.32394366197183,-0.167951574797727,0.295774647887324,0.028169014084507,0.140845070422535,0.0422535211267606,0.225352112676056,256,255,1,-0.0369724785054248,0.27843137254902,-0.107961149014993,"MODERATE","OBSERVED","career"
"00-0039032","RIGHT",91,4.61538461538462,0.0136298679217372,0.384615384615385,0.10989010989011,0.197802197802198,0.021978021978022,0.252747252747253,256,255,1,-0.0369724785054248,0.356862745098039,-0.00647702469832717,"MODERATE","OBSERVED","career"
"00-0039040","LEFT",219,5.91324200913242,0.085188324557937,0.438356164383562,0.123287671232877,0.237442922374429,0.0547945205479451,0.223744292237443,544,544,0,0.0661602870993646,0.402573529411765,0.0810962734915774,"STRONG","OBSERVED","career"
"00-0039040","MIDDLE",107,5.19626168224299,0.079280542952515,0.429906542056075,0.102803738317757,0.158878504672897,0.0280373831775701,0.271028037383178,544,544,0,0.0661602870993646,0.196691176470588,0.0745666785741376,"STRONG","OBSERVED","career"
"00-0039040","RIGHT",218,5.53211009174312,0.0406052064584729,0.41743119266055,0.13302752293578,0.206422018348624,0.0321100917431193,0.238532110091743,544,544,0,0.0661602870993646,0.400735294117647,0.0461206914888811,"STRONG","OBSERVED","career"
"00-0039064","LEFT",11,7,0.512173315547195,0.545454545454545,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.181818181818182,27,26,1,0.331555343405516,0.423076923076923,0.359538409511973,"INSUFFICIENT","OBSERVED","career"
"00-0039064","MIDDLE",0,,,,,,,,27,26,1,0.331555343405516,0,0.331555343405516,"INSUFFICIENT","OBSERVED","career"
"00-0039064","RIGHT",15,6.06666666666667,0.239480686890117,0.6,0.133333333333333,0.2,0.0666666666666667,0.266666666666667,27,26,1,0.331555343405516,0.576923076923077,0.313140412102436,"WEAK","OBSERVED","career"
"00-0039075","LEFT",19,8,0.629194389749931,0.68421052631579,0.210526315789474,0.0526315789473684,0.105263157894737,0.473684210526316,33,33,0,0.464995069710615,0.575757575757576,0.504486045416274,"WEAK","OBSERVED","career"
"00-0039075","MIDDLE",0,,,,,,,,33,33,0,0.464995069710615,0,0.464995069710615,"INSUFFICIENT","OBSERVED","career"
"00-0039075","RIGHT",14,6.28571428571429,0.242153135371544,0.714285714285714,0.0714285714285714,0.214285714285714,0,0.285714285714286,33,33,0,0.464995069710615,0.424242424242424,0.422835784835656,"INSUFFICIENT","OBSERVED","career"
"00-0039139","LEFT",278,4.5431654676259,-0.0702178870922831,0.370503597122302,0.0935251798561151,0.154676258992806,0.0431654676258993,0.219424460431655,675,675,0,0.0403205251828273,0.411851851851852,-0.0505956837298375,"STRONG","OBSERVED","career"
"00-0039139","MIDDLE",138,6.36231884057971,0.216208014933434,0.507246376811594,0.13768115942029,0.123188405797101,0.072463768115942,0.297101449275362,675,675,0,0.0403205251828273,0.204444444444444,0.162908775615068,"STRONG","OBSERVED","career"
"00-0039139","RIGHT",259,5.55598455598456,0.0652518187229697,0.397683397683398,0.123552123552124,0.216216216216216,0.0656370656370656,0.262548262548263,675,675,0,0.0403205251828273,0.383703703703704,0.0605625472107172,"STRONG","OBSERVED","career"
"00-0039146","LEFT",15,6.53333333333333,-0.38510770816744,0.466666666666667,0.266666666666667,0.2,0,0.266666666666667,35,34,1,0.0877287809899211,0.441176470588235,-0.00683851684155115,"WEAK","OBSERVED","career"
"00-0039146","MIDDLE",0,,,,,,,,35,34,1,0.0877287809899211,0,0.0877287809899211,"INSUFFICIENT","OBSERVED","career"
"00-0039146","RIGHT",19,11.1578947368421,0.515480155639939,0.631578947368421,0.473684210526316,0.263157894736842,0.157894736842105,0.526315789473684,35,34,1,0.0877287809899211,0.558823529411765,0.190605693880432,"WEAK","OBSERVED","career"
"00-0039152","LEFT",8,2.625,-0.436161725287093,0.375,0.125,0.375,0,0.375,29,22,7,-1.09742563960266,0.363636363636364,-1.0196298849773,"INSUFFICIENT","OBSERVED","career"
"00-0039152","MIDDLE",13,2.46153846153846,-0.00823870884218755,0.692307692307692,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.769230769230769,29,22,7,-1.09742563960266,0.590909090909091,-0.90346084371381,"INSUFFICIENT","OBSERVED","career"
"00-0039152","RIGHT",1,3,0.826759290881455,1,0,0,0,1,29,22,7,-1.09742563960266,0.0454545454545455,-1.06588162434882,"INSUFFICIENT","OBSERVED","career"
"00-0039163","LEFT",5,1.6,0.542467412084807,1,0,0,0,0.8,30,21,9,-0.153103389102997,0.238095238095238,-0.0995979428577809,"INSUFFICIENT","OBSERVED","career"
"00-0039163","MIDDLE",12,1.75,0.690372230523887,0.75,0,0.0833333333333333,0.0833333333333333,0.666666666666667,30,21,9,-0.153103389102997,0.571428571428571,-0.0125241191651827,"INSUFFICIENT","OBSERVED","career"
"00-0039163","RIGHT",4,1.25,0.34603460766084,0.75,0,0.25,0.25,0.75,30,21,9,-0.153103389102997,0.19047619047619,-0.121907264305257,"INSUFFICIENT","OBSERVED","career"
"00-0039164","LEFT",36,6.47222222222222,0.493357264171613,0.611111111111111,0.277777777777778,0.138888888888889,0.0833333333333333,0.5,77,71,6,0.155711203591496,0.507042253521127,0.28232847630904,"WEAK","OBSERVED","career"
"00-0039164","MIDDLE",13,4.46153846153846,-0.225031167423227,0.615384615384615,0.0769230769230769,0.230769230769231,0.153846153846154,0.307692307692308,77,71,6,0.155711203591496,0.183098591549296,0.0879077676573672,"INSUFFICIENT","OBSERVED","career"
"00-0039164","RIGHT",22,7,0.38331543479845,0.590909090909091,0.227272727272727,0.0909090909090909,0.181818181818182,0.454545454545455,77,71,6,0.155711203591496,0.309859154929577,0.216775753427508,"WEAK","OBSERVED","career"
"00-0039165","LEFT",158,4.21518987341772,-0.0700348122708168,0.392405063291139,0.0822784810126582,0.253164556962025,0.0632911392405064,0.272151898734177,428,427,1,-0.0456997264973771,0.370023419203747,-0.0633370822414297,"STRONG","OBSERVED","career"
"00-0039165","MIDDLE",148,4.16216216216216,0.0331231677357721,0.445945945945946,0.0810810810810811,0.202702702702703,0.0337837837837838,0.304054054054054,428,427,1,-0.0456997264973771,0.346604215456674,0.0103857943992868,"STRONG","OBSERVED","career"
"00-0039165","RIGHT",121,3.95867768595041,-0.119414970470931,0.355371900826446,0.0578512396694215,0.173553719008264,0.0495867768595041,0.231404958677686,428,427,1,-0.0456997264973771,0.283372365339578,-0.0949789779935095,"STRONG","OBSERVED","career"
"00-0039299","LEFT",9,2.77777777777778,-0.245222288526646,0.333333333333333,0,0.222222222222222,0,0.222222222222222,25,25,0,-0.404870325232653,0.36,-0.384046668271,"INSUFFICIENT","OBSERVED","career"
"00-0039299","MIDDLE",6,4.83333333333333,-0.623607200735326,0,0,0,0,0.333333333333333,25,25,0,-0.404870325232653,0.24,-0.424755495732896,"INSUFFICIENT","OBSERVED","career"
"00-0039299","RIGHT",10,2.9,-0.417311432966454,0.3,0,0.3,0.1,0.2,25,25,0,-0.404870325232653,0.4,-0.406647626337481,"INSUFFICIENT","OBSERVED","career"
"00-0039325","LEFT",22,3.18181818181818,-0.0384379482354482,0.5,0,0.227272727272727,0,0.318181818181818,56,55,1,-0.213993043977402,0.4,-0.166892896339317,"WEAK","OBSERVED","career"
"00-0039325","MIDDLE",17,3.76470588235294,-0.503756594395621,0.470588235294118,0,0.0588235294117647,0,0.235294117647059,56,55,1,-0.213993043977402,0.309090909090909,-0.277966814848957,"WEAK","OBSERVED","career"
"00-0039325","RIGHT",16,2.9375,-0.136772034530778,0.4375,0,0.125,0,0.1875,56,55,1,-0.213993043977402,0.290909090909091,-0.19773598935706,"WEAK","OBSERVED","career"
"00-0039361","LEFT",162,4.09876543209877,-0.107265279054948,0.37037037037037,0.0740740740740741,0.197530864197531,0.0246913580246913,0.203703703703704,380,379,1,-0.0386838950660492,0.427440633245383,-0.0887297698687588,"STRONG","OBSERVED","career"
"00-0039361","MIDDLE",84,4.5952380952381,0.0103627635689918,0.428571428571429,0.0952380952380952,0.142857142857143,0.0238095238095238,0.226190476190476,380,379,1,-0.0386838950660492,0.221635883905013,-0.0100733441956086,"MODERATE","OBSERVED","career"
"00-0039361","RIGHT",133,4.93233082706767,0.0142700845321827,0.428571428571429,0.0601503759398496,0.165413533834586,0.0225563909774436,0.233082706766917,380,379,1,-0.0386838950660492,0.350923482849604,-0.00219229254498783,"STRONG","OBSERVED","career"
"00-0039363","LEFT",35,3.6,-0.0351975181929967,0.314285714285714,0.0857142857142857,0.314285714285714,0.0285714285714286,0.2,84,84,0,0.057762704232508,0.416666666666667,0.0235142012336378,"WEAK","OBSERVED","career"
"00-0039363","MIDDLE",22,4.27272727272727,0.146447827950893,0.545454545454545,0.0454545454545455,0.136363636363636,0.136363636363636,0.363636363636364,84,84,0,0.057762704232508,0.261904761904762,0.0815562740106111,"WEAK","OBSERVED","career"
"00-0039363","RIGHT",27,7.40740740740741,0.106004743606145,0.296296296296296,0.111111111111111,0.0740740740740741,0,0.148148148148148,84,84,0,0.057762704232508,0.321428571428571,0.0727343716243265,"WEAK","OBSERVED","career"
"00-0039373","LEFT",52,4.46153846153846,-0.0398439459028082,0.442307692307692,0.0576923076923077,0.115384615384615,0.0192307692307692,0.230769230769231,122,122,0,-0.0224716429725632,0.426229508196721,-0.0305373550473198,"MODERATE","OBSERVED","career"
"00-0039373","MIDDLE",29,3.06896551724138,-0.181182212051775,0.275862068965517,0,0.206896551724138,0,0.137931034482759,122,122,0,-0.0224716429725632,0.237704918032787,-0.0741863227848906,"WEAK","OBSERVED","career"
"00-0039373","RIGHT",41,4.5609756097561,0.111820216921824,0.463414634146341,0.048780487804878,0.0731707317073171,0.048780487804878,0.268292682926829,122,122,0,-0.0224716429725632,0.336065573770492,0.0320428744103067,"MODERATE","OBSERVED","career"
"00-0039384","LEFT",160,4.9125,-0.0129531398584732,0.375,0.10625,0.14375,0.03125,0.26875,368,368,0,-0.082880856561794,0.434782608695652,-0.0320243353230152,"STRONG","OBSERVED","career"
"00-0039384","MIDDLE",79,3.9620253164557,-0.155135916124903,0.329113924050633,0.0379746835443038,0.0886075949367089,0.0126582278481013,0.20253164556962,368,368,0,-0.082880856561794,0.214673913043478,-0.123946681781115,"MODERATE","OBSERVED","career"
"00-0039384","RIGHT",129,3.72093023255814,-0.125363685763698,0.341085271317829,0.0310077519379845,0.186046511627907,0.00775193798449611,0.178294573643411,368,368,0,-0.082880856561794,0.35054347826087,-0.111877073318649,"STRONG","OBSERVED","career"
"00-0039391","LEFT",83,4.83132530120482,-0.048957938690432,0.373493975903614,0.0843373493975904,0.240963855421687,0.036144578313253,0.265060240963855,198,198,0,-0.11362158908667,0.419191919191919,-0.076089540255287,"MODERATE","OBSERVED","career"
"00-0039391","MIDDLE",69,2.92753623188406,-0.203980707547744,0.304347826086957,0,0.202898550724638,0,0.144927536231884,198,198,0,-0.11362158908667,0.348484848484849,-0.161953210589105,"MODERATE","OBSERVED","career"
"00-0039391","RIGHT",46,4.23913043478261,-0.0947586284143562,0.347826086956522,0.0869565217391304,0.260869565217391,0,0.217391304347826,198,198,0,-0.11362158908667,0.232323232323232,-0.105435775964722,"MODERATE","OBSERVED","career"
"00-0039405","LEFT",15,3.13333333333333,-0.370947321503846,0.2,0.0666666666666667,0.333333333333333,0,0.133333333333333,43,43,0,-0.209182203284188,0.348837209302326,-0.24153522692812,"WEAK","OBSERVED","career"
"00-0039405","MIDDLE",14,3.21428571428571,-0.190037805616119,0.214285714285714,0.0714285714285714,0.285714285714286,0,0.214285714285714,43,43,0,-0.209182203284188,0.325581395348837,-0.205560290211851,"INSUFFICIENT","OBSERVED","career"
"00-0039405","RIGHT",14,7.21428571428571,-0.0550068314311959,0.357142857142857,0.0714285714285714,0.0714285714285714,0,0.214285714285714,43,43,0,-0.209182203284188,0.325581395348837,-0.180013889690379,"INSUFFICIENT","OBSERVED","career"
"00-0039732","LEFT",16,6.0625,0.60657431189893,0.625,0.25,0.1875,0.0625,0.5625,58,54,4,0.121354863343859,0.296296296296296,0.223506326197558,"WEAK","OBSERVED","career"
"00-0039732","MIDDLE",20,1.35,0.354574746944127,0.75,0,0.1,0.1,0.8,58,54,4,0.121354863343859,0.37037037037037,0.179659834243926,"WEAK","OBSERVED","career"
"00-0039732","RIGHT",18,1.94444444444444,-0.0728889980966938,0.388888888888889,0,0.333333333333333,0.0555555555555555,0.277777777777778,58,54,4,0.121354863343859,0.333333333333333,0.0765293568575778,"WEAK","OBSERVED","career"
"00-0039738","LEFT",64,4.609375,0.0169518987090669,0.5,0.046875,0.125,0.03125,0.28125,203,203,0,0.0304669019531889,0.315270935960591,0.0234914164078356,"MODERATE","OBSERVED","career"
"00-0039738","MIDDLE",66,4.66666666666667,0.116655855861609,0.484848484848485,0.0909090909090909,0.136363636363636,0.0454545454545455,0.303030303030303,203,203,0,0.0304669019531889,0.32512315270936,0.0756134968575994,"MODERATE","OBSERVED","career"
"00-0039738","RIGHT",73,4.79452054794521,-0.0356085877773855,0.410958904109589,0.123287671232877,0.178082191780822,0.0136986301369863,0.26027397260274,203,203,0,0.0304669019531889,0.359605911330049,-0.00580009616960761,"MODERATE","OBSERVED","career"
"00-0039746","LEFT",15,3.2,-0.133202102660046,0.2,0.0666666666666667,0.133333333333333,0,0.2,44,44,0,-0.271937786464711,0.340909090909091,-0.244190649703778,"WEAK","OBSERVED","career"
"00-0039746","MIDDLE",11,3.18181818181818,-0.200453502549367,0.363636363636364,0,0.181818181818182,0,0.272727272727273,44,44,0,-0.271937786464711,0.25,-0.260862756562334,"INSUFFICIENT","OBSERVED","career"
"00-0039746","RIGHT",18,2.66666666666667,-0.431235696472421,0.166666666666667,0,0.277777777777778,0,0.0555555555555555,44,44,0,-0.271937786464711,0.409090909090909,-0.308698842620336,"WEAK","OBSERVED","career"
"00-0039757","LEFT",11,1.09090909090909,-0.0830007067945024,0.181818181818182,0,0.454545454545455,0.0909090909090909,0.181818181818182,36,36,0,-0.0442356693237498,0.305555555555556,-0.0502415201995002,"INSUFFICIENT","OBSERVED","career"
"00-0039757","MIDDLE",20,3.9,-0.00301276462851092,0.45,0,0.1,0,0.3,36,36,0,-0.0442356693237498,0.555555555555556,-0.0339299431499401,"WEAK","OBSERVED","career"
"00-0039757","RIGHT",5,3.2,-0.12384420566905,0.2,0,0,0,0,36,36,0,-0.0442356693237498,0.138888888888889,-0.0503594028887729,"INSUFFICIENT","OBSERVED","career"
"00-0039794","LEFT",33,3.78787878787879,-0.0930920546225301,0.393939393939394,0.0303030303030303,0.0909090909090909,0,0.242424242424242,111,109,2,-0.146991142414342,0.302752293577982,-0.127865659649506,"WEAK","OBSERVED","career"
"00-0039794","MIDDLE",39,4.07692307692308,-0.105960778989053,0.538461538461538,0.0256410256410256,0.153846153846154,0.0512820512820513,0.358974358974359,111,109,2,-0.146991142414342,0.357798165137615,-0.130827665913471,"WEAK","OBSERVED","career"
"00-0039794","RIGHT",37,3.40540540540541,-0.196638104386275,0.351351351351351,0.027027027027027,0.243243243243243,0.027027027027027,0.135135135135135,111,109,2,-0.146991142414342,0.339449541284404,-0.165928643372708,"WEAK","OBSERVED","career"
"00-0039798","LEFT",27,4.51851851851852,-0.185743058198463,0.407407407407407,0.0740740740740741,0.111111111111111,0.0370370370370371,0.259259259259259,73,72,1,0.0161573008033038,0.375,-0.0465014313006927,"WEAK","OBSERVED","career"
"00-0039798","MIDDLE",12,4.5,-0.0672295276442967,0.25,0.0833333333333333,0,0,0.25,73,72,1,0.0161573008033038,0.166666666666667,0.00225949606203709,"INSUFFICIENT","OBSERVED","career"
"00-0039798","RIGHT",33,6.51515151515152,0.0948459185337097,0.424242424242424,0.151515151515152,0.121212121212121,0.0303030303030303,0.242424242424242,73,72,1,0.0161573008033038,0.458333333333333,0.0440790683850608,"WEAK","OBSERVED","career"
"00-0039851","LEFT",6,5.33333333333333,0.367973333311966,0.5,0.166666666666667,0,0.166666666666667,0.666666666666667,28,20,8,-0.686136663151944,0.3,-0.590308481655225,"INSUFFICIENT","OBSERVED","career"
"00-0039851","MIDDLE",9,1.44444444444444,-0.509648426184035,0.333333333333333,0,0.333333333333333,0,0.555555555555556,28,20,8,-0.686136663151944,0.45,-0.663116458330043,"INSUFFICIENT","OBSERVED","career"
"00-0039851","RIGHT",5,3.8,0.733652311738115,0.6,0.2,0.2,0,0.8,28,20,8,-0.686136663151944,0.25,-0.57692212662194,"INSUFFICIENT","OBSERVED","career"
"00-0039874","LEFT",53,4,-0.235047201130688,0.39622641509434,0.0754716981132075,0.264150943396226,0,0.207547169811321,138,138,0,-0.188488949556588,0.384057971014493,-0.210326005604618,"MODERATE","OBSERVED","career"
"00-0039874","MIDDLE",34,3.70588235294118,-0.377465340082774,0.352941176470588,0.0588235294117647,0.176470588235294,0.0294117647058823,0.176470588235294,138,138,0,-0.188488949556588,0.246376811594203,-0.256842112087336,"WEAK","OBSERVED","career"
"00-0039874","RIGHT",51,3.90196078431372,-0.0141206238444785,0.470588235294118,0.0784313725490196,0.274509803921569,0.0196078431372549,0.235294117647059,138,138,0,-0.188488949556588,0.369565217391304,-0.108373772878051,"MODERATE","OBSERVED","career"
"00-0039875","LEFT",56,4.01785714285714,-0.072636285320706,0.357142857142857,0.0892857142857143,0.25,0,0.232142857142857,171,171,0,-0.02477094961012,0.327485380116959,-0.0478783530566098,"MODERATE","OBSERVED","career"
"00-0039875","MIDDLE",38,5.05263157894737,0.0568794588685979,0.473684210526316,0.0789473684210526,0.0789473684210526,0,0.210526315789474,171,171,0,-0.02477094961012,0.222222222222222,0.00688941286121958,"WEAK","OBSERVED","career"
