"gsis_id","run_gap","carries","yards_per_carry","epa_per_rush_raw","success_rate","explosive_rate","stuff_rate","epa_overall","epa_per_rush","evidence_class","output_class","window"
"00-0019596","GUARD",12,1,-0.000137552117973616,0.5,0,0.333333333333333,-0.0777944261823455,-0.0648516138382836,"INSUFFICIENT","OBSERVED","career"
"00-0019596","TACKLE",1,2,0.450583582278341,1,0,0,-0.0777944261823455,-0.0691324916174162,"INSUFFICIENT","OBSERVED","career"
"00-0020245","END",17,5.76470588235294,-0.0191227965851259,0.529411764705882,0.176470588235294,0.294117647058824,-0.78395139893414,-0.615093136077864,"WEAK","OBSERVED","career"
"00-0020245","GUARD",4,0.75,-1.74338706598792,0.25,0,0.5,-0.78395139893414,-0.843916128125001,"INSUFFICIENT","OBSERVED","career"
"00-0020245","TACKLE",7,4.71428571428571,0.538933396813393,0.714285714285714,0,0,-0.78395139893414,-0.645739554602308,"INSUFFICIENT","OBSERVED","career"
"00-0020531","END",4,-1.75,-0.829345085832631,0,0,0.5,0.631820060807324,0.540497239142327,"INSUFFICIENT","OBSERVED","career"
"00-0020531","GUARD",8,1,0.878692464367361,0.875,0,0.125,0.631820060807324,0.660863872990857,"INSUFFICIENT","OBSERVED","career"
"00-0020531","TACKLE",1,-2,-0.74213604000397,0,0,1,0.631820060807324,0.609296190302221,"INSUFFICIENT","OBSERVED","career"
"00-0021206","END",2,1,-0.484127025522009,0.5,0,0,-0.998033919680785,-0.981456277933727,"INSUFFICIENT","OBSERVED","career"
"00-0021206","GUARD",1,0,-3.08917872648453,0,0,1,-0.998033919680785,-1.0323149820874,"INSUFFICIENT","OBSERVED","career"
"00-0021206","TACKLE",1,0,-1.24604546511546,0,0,1,-0.998033919680785,-1.0020996827207,"INSUFFICIENT","OBSERVED","career"
"00-0021429","END",1,-3,-1.58656928822165,0,0,1,-0.398402911071342,-0.417881048401675,"INSUFFICIENT","OBSERVED","career"
"00-0021429","GUARD",1,3,-0.0673248399980366,0,0,0,-0.398402911071342,-0.392975401709485,"INSUFFICIENT","OBSERVED","career"
"00-0022178","END",26,4.53846153846154,-0.029582568220436,0.423076923076923,0.0769230769230769,0.269230769230769,-0.115680915566689,-0.0896511826480546,"WEAK","OBSERVED","career"
"00-0022178","GUARD",127,3.11811023622047,-0.091855407933636,0.377952755905512,0.0236220472440945,0.204724409448819,-0.115680915566689,-0.0994999558372895,"STRONG","OBSERVED","career"
"00-0022178","TACKLE",74,3.09459459459459,-0.290045825633225,0.310810810810811,0.0540540540540541,0.243243243243243,-0.115680915566689,-0.211971985304926,"MODERATE","OBSERVED","career"
"00-0022397","END",1,1,0.431915779132396,1,0,0,-0.0456254746440253,-0.0377969295001495,"INSUFFICIENT","OBSERVED","career"
"00-0022397","GUARD",14,2.78571428571429,0.0682274717054045,0.5,0,0,-0.0456254746440253,-0.0240857280373764,"INSUFFICIENT","OBSERVED","career"
"00-0022397","TACKLE",1,5,1.75800764432643,1,0,0,-0.0456254746440253,-0.0160577185953294,"INSUFFICIENT","OBSERVED","career"
"00-0022736","END",90,3.03333333333333,-0.122195467963077,0.322222222222222,0.0555555555555556,0.266666666666667,-0.100080984093153,-0.113349674415107,"MODERATE","OBSERVED","career"
"00-0022736","GUARD",172,3.68023255813953,-0.0465480182667639,0.366279069767442,0.0581395348837209,0.133720930232558,-0.100080984093153,-0.0603927508080713,"STRONG","OBSERVED","career"
"00-0022736","TACKLE",219,4.21004566210046,-0.112554477828234,0.374429223744292,0.0776255707762557,0.237442922374429,-0.100080984093153,-0.109872006057249,"STRONG","OBSERVED","career"
"00-0022821","END",69,4.40579710144928,-0.192980179825841,0.391304347826087,0.101449275362319,0.260869565217391,-0.146449458177184,-0.171337983710187,"MODERATE","OBSERVED","career"
"00-0022821","GUARD",50,3.5,-0.086345270780148,0.36,0.06,0.2,-0.146449458177184,-0.119129372996713,"MODERATE","OBSERVED","career"
"00-0022821","TACKLE",58,3.44827586206897,-0.0282051425251538,0.310344827586207,0.0689655172413793,0.224137931034483,-0.146449458177184,-0.0883293708227961,"MODERATE","OBSERVED","career"
"00-0022924","END",5,2,0.304256768367486,0.6,0,0.2,-0.722119231205795,-0.64316723123862,"INSUFFICIENT","OBSERVED","career"
"00-0022924","GUARD",5,2.6,-0.0898349349154159,0.6,0,0.2,-0.722119231205795,-0.673481977644997,"INSUFFICIENT","OBSERVED","career"
"00-0022924","TACKLE",3,0.333333333333333,-0.469990348326578,0,0,0.666666666666667,-0.722119231205795,-0.710113093925833,"INSUFFICIENT","OBSERVED","career"
"00-0022942","END",3,3.66666666666667,0.231548215489871,0.666666666666667,0,0.333333333333333,-0.886514465308825,-0.833273385270792,"INSUFFICIENT","OBSERVED","career"
"00-0022984","END",15,3.2,-0.0122843906593819,0.266666666666667,0.0666666666666667,0.333333333333333,0.0220599473595939,0.0151910797557988,"WEAK","OBSERVED","career"
"00-0022984","GUARD",9,4.55555555555556,0.174943919442335,0.444444444444444,0,0.111111111111111,0.0220599473595939,0.0420013350225602,"INSUFFICIENT","OBSERVED","career"
"00-0022984","TACKLE",7,5.85714285714286,-0.011709256330505,0.571428571428571,0.285714285714286,0,0.0220599473595939,0.0185318216009269,"INSUFFICIENT","OBSERVED","career"
"00-0022999","END",1,4,-0.0547681885655038,0,0,0,0.0426044458343659,0.0410081731392861,"INSUFFICIENT","OBSERVED","career"
"00-0022999","GUARD",31,3.19354838709677,0.1530554073613,0.483870967741935,0,0.0645161290322581,0.0426044458343659,0.0802305975633215,"WEAK","OBSERVED","career"
"00-0022999","TACKLE",13,2.15384615384615,-0.0278472370835236,0.384615384615385,0,0.307692307692308,0.0426044458343659,0.0300582557257007,"INSUFFICIENT","OBSERVED","career"
"00-0023436","END",50,5.08,0.215125445627972,0.54,0.16,0.12,0.000174021878121697,0.0978792144916898,"MODERATE","OBSERVED","career"
"00-0023436","GUARD",7,2.28571428571429,0.979858235309036,0.714285714285714,0,0.142857142857143,0.000174021878121697,0.102529088952993,"INSUFFICIENT","OBSERVED","career"
"00-0023436","TACKLE",5,6.6,0.180616151331924,0.6,0.2,0.2,0.000174021878121697,0.0140541856822603,"INSUFFICIENT","OBSERVED","career"
"00-0023437","END",11,2.81818181818182,-0.350801244647962,0.181818181818182,0,0.181818181818182,-0.0719450651235623,-0.115148135190723,"INSUFFICIENT","OBSERVED","career"
"00-0023437","GUARD",18,4.83333333333333,0.00163339330184062,0.388888888888889,0.111111111111111,0.222222222222222,-0.0719450651235623,-0.0549654208715462,"WEAK","OBSERVED","career"
"00-0023437","TACKLE",19,4.42105263157895,0.124037244200234,0.526315789473684,0.0526315789473684,0.0526315789473684,-0.0719450651235623,-0.0248100793368266,"WEAK","OBSERVED","career"
"00-0023439","END",23,2.8695652173913,-0.235215455965574,0.217391304347826,0,0.130434782608696,-0.0950280096595877,-0.133875133334741,"WEAK","OBSERVED","career"
"00-0023439","GUARD",16,3.9375,0.0558754380763276,0.4375,0,0.125,-0.0950280096595877,-0.0632588627678161,"WEAK","OBSERVED","career"
"00-0023439","TACKLE",17,3.35294117647059,-0.25125364985947,0.352941176470588,0,0.235294117647059,-0.0950280096595877,-0.129519384768653,"WEAK","OBSERVED","career"
"00-0023459","END",13,4.15384615384615,0.222756723366819,0.692307692307692,0.153846153846154,0.307692307692308,-0.684884462140964,-0.523249730475194,"INSUFFICIENT","OBSERVED","career"
"00-0023459","GUARD",3,-0.333333333333333,-1.8393587207317,0.333333333333333,0,0.666666666666667,-0.684884462140964,-0.73985942683576,"INSUFFICIENT","OBSERVED","career"
"00-0023459","TACKLE",2,7.5,1.22399541345658,1,0,0,-0.684884462140964,-0.623307691960398,"INSUFFICIENT","OBSERVED","career"
"00-0023500","END",252,4.30952380952381,-0.116757321314394,0.376984126984127,0.0912698412698413,0.238095238095238,-0.113274296097602,-0.116087508772703,"STRONG","OBSERVED","career"
"00-0023500","GUARD",562,4.12277580071174,-0.107935334657759,0.395017793594306,0.0569395017793594,0.149466192170818,-0.113274296097602,-0.1084503470153,"STRONG","OBSERVED","career"
"00-0023500","TACKLE",542,3.98708487084871,-0.116565832210928,0.350553505535055,0.0701107011070111,0.206642066420664,-0.113274296097602,-0.116237772133188,"STRONG","OBSERVED","career"
"00-0023545","END",13,3.61538461538462,-0.533686124813707,0.384615384615385,0.153846153846154,0.461538461538462,-0.0168603073296483,-0.108897781676125,"INSUFFICIENT","OBSERVED","career"
"00-0023545","GUARD",34,3.82352941176471,0.130352655903313,0.470588235294118,0.117647058823529,0.205882352941176,-0.0168603073296483,0.0363869346907845,"WEAK","OBSERVED","career"
"00-0023545","TACKLE",14,4.71428571428571,0.0763645872149417,0.285714285714286,0.0714285714285714,0.214285714285714,-0.0168603073296483,0.000776834881490355,"INSUFFICIENT","OBSERVED","career"
"00-0023564","END",168,4.71428571428571,0.00870481903937364,0.458333333333333,0.125,0.238095238095238,-0.0109804874665032,0.00352447522203764,"STRONG","OBSERVED","career"
"00-0023564","GUARD",70,3.2,-0.209795868999086,0.285714285714286,0.0428571428571429,0.185714285714286,-0.0109804874665032,-0.118034923676355,"MODERATE","OBSERVED","career"
"00-0023564","TACKLE",68,4.83823529411765,0.0769776659616985,0.5,0.147058823529412,0.191176470588235,-0.0109804874665032,0.035747281542229,"MODERATE","OBSERVED","career"
"00-0023682","END",14,3,0.416660165031707,0.642857142857143,0.0714285714285714,0.214285714285714,-0.0932017623577866,0.00325860228346887,"INSUFFICIENT","OBSERVED","career"
"00-0023682","GUARD",6,3.66666666666667,-0.0190629617815527,0.5,0.166666666666667,0.166666666666667,-0.0932017623577866,-0.0864618713963108,"INSUFFICIENT","OBSERVED","career"
"00-0023682","TACKLE",1,-1,-2.5783336768527,0,0,1,-0.0932017623577866,-0.133941629808523,"INSUFFICIENT","OBSERVED","career"
"00-0024103","END",12,6.66666666666667,0.273570142414731,0.333333333333333,0.25,0.0833333333333333,-0.0213097331122885,0.0278369128088815,"INSUFFICIENT","OBSERVED","career"
"00-0024103","GUARD",6,4.33333333333333,-0.199731623424062,0.166666666666667,0,0,-0.0213097331122885,-0.0375299049588133,"INSUFFICIENT","OBSERVED","career"
"00-0024103","TACKLE",4,5.75,-0.464227491815109,0.75,0,0.25,-0.0213097331122885,-0.0489920930312147,"INSUFFICIENT","OBSERVED","career"
"00-0024204","END",22,3.18181818181818,-0.202420455686727,0.318181818181818,0.0454545454545455,0.409090909090909,-0.0827070562820295,-0.114825285390607,"WEAK","OBSERVED","career"
"00-0024204","GUARD",148,3.68918918918919,-0.108437214918971,0.405405405405405,0.0675675675675676,0.148648648648649,-0.0827070562820295,-0.1010150537737,"STRONG","OBSERVED","career"
"00-0024204","TACKLE",90,4.68888888888889,-0.0153175408770847,0.411111111111111,0.0777777777777778,0.144444444444444,-0.0827070562820295,-0.0422733470390626,"MODERATE","OBSERVED","career"
"00-0024217","END",96,5.01041666666667,0.0119352790576764,0.364583333333333,0.166666666666667,0.28125,-0.124609274569393,-0.0405818569527348,"MODERATE","OBSERVED","career"
"00-0024217","GUARD",93,4.40860215053763,-0.142627321110765,0.365591397849462,0.0752688172043011,0.118279569892473,-0.124609274569393,-0.135561420506305,"MODERATE","OBSERVED","career"
"00-0024217","TACKLE",207,3.90338164251208,-0.176602021823117,0.352657004830918,0.0676328502415459,0.193236714975845,-0.124609274569393,-0.164918258395314,"STRONG","OBSERVED","career"
"00-0024226","END",10,6.4,-0.104087505623465,0.4,0.2,0.3,-0.529991296191279,-0.469147897538734,"INSUFFICIENT","OBSERVED","career"
"00-0024226","GUARD",5,3,0.22201530492539,0.8,0,0.2,-0.529991296191279,-0.47214463456692,"INSUFFICIENT","OBSERVED","career"
"00-0024226","TACKLE",6,4.33333333333333,0.0681041070492938,0.833333333333333,0,0,-0.529991296191279,-0.475618986805772,"INSUFFICIENT","OBSERVED","career"
"00-0024242","END",147,5.48299319727891,0.0879243365053379,0.482993197278912,0.149659863945578,0.217687074829932,-0.067608734190573,0.0428422870282623,"STRONG","OBSERVED","career"
"00-0024242","GUARD",220,3.68636363636364,-0.061624462944932,0.359090909090909,0.0272727272727273,0.195454545454545,-0.067608734190573,-0.0629068067832836,"STRONG","OBSERVED","career"
"00-0024242","TACKLE",138,4.35507246376812,-0.163745127622582,0.304347826086956,0.0869565217391304,0.188405797101449,-0.067608734190573,-0.13461288718864,"STRONG","OBSERVED","career"
"00-0024275","END",65,4.38461538461538,-0.20334800302248,0.307692307692308,0.0923076923076923,0.292307692307692,-0.117475606052605,-0.16212925247694,"MODERATE","OBSERVED","career"
"00-0024275","GUARD",63,3.52380952380952,-0.0954872743006693,0.301587301587302,0.0476190476190476,0.142857142857143,-0.117475606052605,-0.106213289789418,"MODERATE","OBSERVED","career"
"00-0024275","TACKLE",68,3.26470588235294,-0.111266314243933,0.323529411764706,0.0588235294117647,0.264705882352941,-0.117475606052605,-0.114176919779248,"MODERATE","OBSERVED","career"
"00-0024332","END",7,2.85714285714286,-0.972804700273887,0.142857142857143,0.142857142857143,0.285714285714286,-0.383560523774181,-0.445123348184598,"INSUFFICIENT","OBSERVED","career"
"00-0024332","GUARD",5,1.8,-0.499039540055674,0.2,0,0.4,-0.383560523774181,-0.392443525026604,"INSUFFICIENT","OBSERVED","career"
"00-0024332","TACKLE",10,4.3,-0.257609292576672,0.4,0.1,0.3,-0.383560523774181,-0.365567490745966,"INSUFFICIENT","OBSERVED","career"
"00-0024813","END",72,3.95833333333333,-0.0431933158039533,0.375,0.0694444444444444,0.277777777777778,-0.010400898207804,-0.0282876714420672,"MODERATE","OBSERVED","career"
"00-0024813","GUARD",111,3.89189189189189,-0.0353750904358957,0.414414414414414,0.045045045045045,0.171171171171171,-0.010400898207804,-0.0266122159698986,"STRONG","OBSERVED","career"
"00-0024813","TACKLE",92,4.20652173913044,-0.0249814939642145,0.434782608695652,0.0434782608695652,0.16304347826087,-0.010400898207804,-0.0192259956393156,"MODERATE","OBSERVED","career"
"00-0025394","END",372,5.17473118279569,-0.0136593021307634,0.403225806451613,0.129032258064516,0.263440860215054,-0.0715813115216004,-0.0217040256572685,"STRONG","OBSERVED","career"
"00-0025394","GUARD",425,4.72941176470588,-0.0175952287088395,0.36,0.0847058823529412,0.178823529411765,-0.0715813115216004,-0.0242739193660882,"STRONG","OBSERVED","career"
"00-0025394","TACKLE",456,4.34649122807018,-0.076638519877127,0.368421052631579,0.0899122807017544,0.230263157894737,-0.0715813115216004,-0.0760504723939262,"STRONG","OBSERVED","career"
"00-0025396","END",41,6.8780487804878,0.251071562148665,0.609756097560976,0.24390243902439,0.146341463414634,0.232514170529265,0.240047369107437,"MODERATE","OBSERVED","career"
"00-0025396","TACKLE",1,1,-0.528338885866106,0,0,0,0.232514170529265,0.220041169604751,"INSUFFICIENT","OBSERVED","career"
"00-0025399","END",196,5.60714285714286,0.0406616740374187,0.469387755102041,0.127551020408163,0.198979591836735,-0.0143711427906805,0.0277633575933329,"STRONG","OBSERVED","career"
"00-0025399","GUARD",270,3.86666666666667,-0.0499629756151434,0.388888888888889,0.0703703703703704,0.203703703703704,-0.0143711427906805,-0.0434917332834229,"STRONG","OBSERVED","career"
"00-0025399","TACKLE",488,4.32786885245902,-0.0468789878751359,0.381147540983606,0.084016393442623,0.186475409836066,-0.0143711427906805,-0.0433197347636992,"STRONG","OBSERVED","career"
"00-0025439","END",18,2.27777777777778,-0.213710141846807,0.388888888888889,0.0555555555555556,0.444444444444444,-0.0922036085947184,-0.120243577806739,"WEAK","OBSERVED","career"
"00-0025439","GUARD",32,4.28125,0.0798685977861169,0.40625,0.03125,0.0625,-0.0922036085947184,-0.0323524063752974,"WEAK","OBSERVED","career"
"00-0025439","TACKLE",16,4.1875,-0.11108872386103,0.375,0.0625,0.125,-0.0922036085947184,-0.0961794223349946,"WEAK","OBSERVED","career"
"00-0025487","END",29,3.86206896551724,0.0965180650126623,0.448275862068966,0.103448275862069,0.0689655172413793,-0.126970066306774,-0.054148090933025,"WEAK","OBSERVED","career"
"00-0025487","GUARD",64,3.609375,-0.204068452160076,0.265625,0.046875,0.203125,-0.126970066306774,-0.166762781585898,"MODERATE","OBSERVED","career"
"00-0025487","TACKLE",52,3.01923076923077,-0.179513893505478,0.384615384615385,0.0769230769230769,0.288461538461538,-0.126970066306774,-0.151365414649029,"MODERATE","OBSERVED","career"
"00-0025524","GUARD",2,4,-0.394086741958745,0,0,0,-0.0668808220210486,-0.0774358516964582,"INSUFFICIENT","OBSERVED","career"
"00-0025524","TACKLE",3,3,-0.27261898299912,0.333333333333333,0,0,-0.0668808220210486,-0.0766778773057187,"INSUFFICIENT","OBSERVED","career"
"00-0025631","END",7,4.85714285714286,0.220499728847894,0.571428571428571,0,0.142857142857143,-0.172246398720385,-0.131213221213251,"INSUFFICIENT","OBSERVED","career"
"00-0025631","GUARD",28,4.25,-0.0819087703869415,0.357142857142857,0.0357142857142857,0.25,-0.172246398720385,-0.143502607887016,"WEAK","OBSERVED","career"
"00-0025631","TACKLE",19,3.1578947368421,-0.382238208479195,0.368421052631579,0.0526315789473684,0.368421052631579,-0.172246398720385,-0.222750758029466,"WEAK","OBSERVED","career"
"00-0025637","END",90,4.97777777777778,-0.0371876869850883,0.488888888888889,0.0888888888888889,0.266666666666667,-0.0533598662422909,-0.0436565586879693,"MODERATE","OBSERVED","career"
"00-0025637","GUARD",105,4.8952380952381,0.16974784752676,0.542857142857143,0.0857142857142857,0.0952380952380952,-0.0533598662422909,0.0886177697925595,"STRONG","OBSERVED","career"
"00-0025637","TACKLE",94,4.15957446808511,-0.0382541628688217,0.393617021276596,0.0425531914893617,0.170212765957447,-0.0533598662422909,-0.044139501845498,"MODERATE","OBSERVED","career"
"00-0025701","END",18,3.38888888888889,-0.256341950557221,0.277777777777778,0.0555555555555556,0.333333333333333,-0.158524797481411,-0.181097986652752,"WEAK","OBSERVED","career"
"00-0025701","GUARD",36,4.88888888888889,0.0775193733554462,0.361111111111111,0.138888888888889,0.222222222222222,-0.158524797481411,-0.0700082334175897,"WEAK","OBSERVED","career"
"00-0025701","TACKLE",36,3.33333333333333,-0.0927395806292125,0.305555555555556,0.0277777777777778,0.0833333333333333,-0.158524797481411,-0.133855341161837,"WEAK","OBSERVED","career"
"00-0025860","END",79,2.82278481012658,-0.323850878530559,0.265822784810127,0.0379746835443038,0.329113924050633,-0.0757619921374762,-0.216762150591099,"MODERATE","OBSERVED","career"
"00-0025860","GUARD",159,4.11949685534591,-0.00396438022658691,0.389937106918239,0.050314465408805,0.113207547169811,-0.0757619921374762,-0.02363495883231,"STRONG","OBSERVED","career"
"00-0025860","TACKLE",133,3.7593984962406,-0.0345779597256822,0.338345864661654,0.0526315789473684,0.180451127819549,-0.0757619921374762,-0.0473812858640637,"STRONG","OBSERVED","career"
"00-0026019","END",42,3.5,-0.0909315664937908,0.380952380952381,0.0238095238095238,0.142857142857143,-0.0616821184970979,-0.0737260088486773,"MODERATE","OBSERVED","career"
"00-0026019","GUARD",72,3.44444444444444,-0.0432040850582357,0.347222222222222,0.0138888888888889,0.0972222222222222,-0.0616821184970979,-0.0516031911668094,"MODERATE","OBSERVED","career"
"00-0026019","TACKLE",60,4.16666666666667,-0.154998302316138,0.483333333333333,0.0666666666666667,0.216666666666667,-0.0616821184970979,-0.108340210406618,"MODERATE","OBSERVED","career"
"00-0026069","END",34,4.05882352941176,0.106345769945833,0.411764705882353,0.0882352941176471,0.235294117647059,-0.0845638667554437,-0.0155114449698754,"WEAK","OBSERVED","career"
"00-0026069","GUARD",131,3.34351145038168,-0.0508523680333109,0.389312977099237,0.0305343511450382,0.16030534351145,-0.0845638667554437,-0.0614423676318866,"STRONG","OBSERVED","career"
"00-0026069","TACKLE",66,4.48484848484848,-0.000701672630886939,0.46969696969697,0.121212121212121,0.242424242424242,-0.0845638667554437,-0.0406360507854378,"MODERATE","OBSERVED","career"
"00-0026072","GUARD",12,2.08333333333333,0.397876962022565,0.666666666666667,0,0.166666666666667,0.297355199600924,0.314108826671198,"INSUFFICIENT","OBSERVED","career"
"00-0026072","TACKLE",2,5,0.478527058265172,1,0,0,0.297355199600924,0.303199453106222,"INSUFFICIENT","OBSERVED","career"
"00-0026143","END",6,1.5,-0.442506465557793,0,0,0.333333333333333,-1.06514543256475,-1.00854189010957,"INSUFFICIENT","OBSERVED","career"
"00-0026143","GUARD",16,1.375,0.197397872563555,0.75,0,0.1875,-1.06514543256475,-0.799346842011422,"WEAK","OBSERVED","career"
"00-0026144","END",171,5.05263157894737,-0.141559860102297,0.380116959064327,0.152046783625731,0.263157894736842,-0.165868953520186,-0.14787391034071,"STRONG","OBSERVED","career"
"00-0026144","GUARD",167,3.35329341317365,-0.185307229219131,0.389221556886227,0.0239520958083832,0.131736526946108,-0.165868953520186,-0.180169358990335,"STRONG","OBSERVED","career"
"00-0026144","TACKLE",206,3.49029126213592,-0.168243975830437,0.310679611650485,0.0485436893203883,0.20873786407767,-0.165868953520186,-0.167708256512335,"STRONG","OBSERVED","career"
"00-0026153","END",177,4.44067796610169,-0.0765075425290222,0.389830508474576,0.11864406779661,0.271186440677966,-0.111861881926833,-0.0854580081993541,"STRONG","OBSERVED","career"
"00-0026153","GUARD",312,4.13141025641026,-0.118264791967653,0.368589743589744,0.0769230769230769,0.166666666666667,-0.111861881926833,-0.117232064541715,"STRONG","OBSERVED","career"
"00-0026153","TACKLE",205,3.81463414634146,-0.0706327745689764,0.35609756097561,0.0634146341463415,0.248780487804878,-0.111861881926833,-0.0799676668009439,"STRONG","OBSERVED","career"
"00-0026158","END",10,5.4,0.348239138742287,0.7,0.2,0.1,-0.0351299979295889,0.0196370215949648,"INSUFFICIENT","OBSERVED","career"
"00-0026158","GUARD",14,1.64285714285714,0.370815039078188,0.642857142857143,0,0.142857142857143,-0.0351299979295889,0.0416704144772879,"INSUFFICIENT","OBSERVED","career"
"00-0026158","TACKLE",3,2.33333333333333,0.166271141649823,0.666666666666667,0,0.333333333333333,-0.0351299979295889,-0.0255394674734264,"INSUFFICIENT","OBSERVED","career"
"00-0026162","END",25,4.08,-0.0664579690340907,0.36,0.04,0.28,-0.11556114416867,-0.10111903383497,"WEAK","OBSERVED","career"
"00-0026162","GUARD",48,3.54166666666667,-0.0726663342381168,0.291666666666667,0.0416666666666667,0.104166666666667,-0.11556114416867,-0.0964967841995352,"MODERATE","OBSERVED","career"
"00-0026162","TACKLE",40,3.4,-0.340265177033143,0.325,0.05,0.175,-0.11556114416867,-0.205442757314459,"MODERATE","OBSERVED","career"
"00-0026163","END",26,3.46153846153846,-0.110358563016694,0.423076923076923,0.0769230769230769,0.192307692307692,-0.158845895976069,-0.144186934848816,"WEAK","OBSERVED","career"
"00-0026163","GUARD",42,2.88095238095238,-0.194910056847631,0.285714285714286,0.0476190476190476,0.261904761904762,-0.158845895976069,-0.173695844570241,"MODERATE","OBSERVED","career"
"00-0026163","TACKLE",62,3.98387096774194,-0.0032530675647826,0.387096774193548,0.0645161290322581,0.112903225806452,-0.158845895976069,-0.0797741307178741,"MODERATE","OBSERVED","career"
"00-0026164","END",152,3.65131578947368,-0.135641195932154,0.368421052631579,0.0855263157894737,0.269736842105263,-0.107573728449019,-0.127697573059569,"STRONG","OBSERVED","career"
"00-0026164","GUARD",219,4.05022831050228,-0.105675606962722,0.365296803652968,0.0502283105022831,0.17351598173516,-0.107573728449019,-0.106083805131818,"STRONG","OBSERVED","career"
"00-0026164","TACKLE",310,4.34516129032258,-0.1128259021254,0.338709677419355,0.0741935483870968,0.167741935483871,-0.107573728449019,-0.111974198285987,"STRONG","OBSERVED","career"
"00-0026184","END",294,4.63945578231293,-0.0601974505502882,0.425170068027211,0.115646258503401,0.22108843537415,-0.0636536024133275,-0.0607832390016508,"STRONG","OBSERVED","career"
"00-0026184","GUARD",454,4.23127753303965,-0.023316359035856,0.378854625550661,0.0726872246696035,0.158590308370044,-0.0636536024133275,-0.0280249866674675,"STRONG","OBSERVED","career"
"00-0026184","TACKLE",330,3.94242424242424,-0.101968199708305,0.357575757575758,0.0696969696969697,0.212121212121212,-0.0636536024133275,-0.0960736462783087,"STRONG","OBSERVED","career"
"00-0026189","END",21,4.04761904761905,-0.0191682228607879,0.619047619047619,0.142857142857143,0.19047619047619,-0.0191682228607879,-0.0191682228607879,"WEAK","OBSERVED","career"
"00-0026195","END",55,6.18181818181818,0.0947841014003975,0.345454545454545,0.145454545454545,0.218181818181818,-0.111581756956228,-0.0128850420900158,"MODERATE","OBSERVED","career"
"00-0026195","GUARD",201,3.30348258706468,-0.124362277961351,0.323383084577114,0.0348258706467662,0.189054726368159,-0.111581756956228,-0.121424227155575,"STRONG","OBSERVED","career"
"00-0026195","TACKLE",143,3.64335664335665,-0.122772385503093,0.314685314685315,0.048951048951049,0.216783216783217,-0.111581756956228,-0.119464810563133,"STRONG","OBSERVED","career"
"00-0026197","END",9,3.33333333333333,0.183645726980305,0.666666666666667,0,0.222222222222222,-0.722571118453942,-0.604368921223388,"INSUFFICIENT","OBSERVED","career"
"00-0026197","GUARD",1,4,0.502768732840195,1,0,0,-0.722571118453942,-0.702483579908136,"INSUFFICIENT","OBSERVED","career"
"00-0026204","END",3,2.33333333333333,-0.317754319442126,0.333333333333333,0,0.333333333333333,-0.0579400298931334,-0.0703121389192758,"INSUFFICIENT","OBSERVED","career"
"00-0026204","GUARD",6,3.83333333333333,0.0527010141328598,0.5,0,0,-0.0579400298931334,-0.0478817531634976,"INSUFFICIENT","OBSERVED","career"
"00-0026204","TACKLE",19,4.36842105263158,0.0398388211707291,0.473684210526316,0.105263157894737,0.210526315789474,-0.0579400298931334,-0.0344235973587867,"WEAK","OBSERVED","career"
"00-0026213","END",251,6.47808764940239,0.13815049694023,0.430278884462151,0.159362549800797,0.215139442231076,-0.00623888835727031,0.110294023892481,"STRONG","OBSERVED","career"
"00-0026213","GUARD",156,4.68589743589744,-0.0453286997424648,0.429487179487179,0.0897435897435897,0.141025641025641,-0.00623888835727031,-0.034470418802133,"STRONG","OBSERVED","career"
"00-0026213","TACKLE",196,4.04591836734694,-0.15509981465792,0.352040816326531,0.0663265306122449,0.183673469387755,-0.00623888835727031,-0.120210535056205,"STRONG","OBSERVED","career"
"00-0026262","END",6,0.5,-0.382346390057743,0.166666666666667,0,0.5,-0.049954419731725,-0.0801718715795448,"INSUFFICIENT","OBSERVED","career"
"00-0026262","GUARD",37,4.37837837837838,0.0792335724454951,0.324324324324324,0.0810810810810811,0.0540540540540541,-0.049954419731725,-0.00067652580845546,"WEAK","OBSERVED","career"
"00-0026262","TACKLE",16,3.5,-0.0892157217431235,0.4375,0.0625,0.25,-0.049954419731725,-0.0582199569972826,"WEAK","OBSERVED","career"
"00-0026289","END",27,4.74074074074074,-0.0671395168799253,0.407407407407407,0.0740740740740741,0.111111111111111,-0.0341237353328874,-0.0443700123647267,"WEAK","OBSERVED","career"
"00-0026289","GUARD",84,2.91666666666667,-0.129523401598756,0.357142857142857,0.0119047619047619,0.25,-0.0341237353328874,-0.0897735406546439,"MODERATE","OBSERVED","career"
"00-0026289","TACKLE",91,4.81318681318681,0.0377520250726737,0.43956043956044,0.0659340659340659,0.10989010989011,-0.0341237353328874,0.009192120275762,"MODERATE","OBSERVED","career"
"00-0026300","END",11,4,-0.191221841272305,0.454545454545455,0.0909090909090909,0.181818181818182,-0.513492252501882,-0.46356303386068,"INSUFFICIENT","OBSERVED","career"
"00-0026300","GUARD",2,2,0.184703296370571,0.5,0,0,-0.513492252501882,-0.490969815441481,"INSUFFICIENT","OBSERVED","career"
"00-0026316","END",6,8.66666666666667,0.355436360434396,0.5,0.333333333333333,0.166666666666667,-0.126298599495984,-0.0825045122295859,"INSUFFICIENT","OBSERVED","career"
"00-0026316","GUARD",16,1.75,-0.372858690563589,0.0625,0.0625,0.4375,-0.126298599495984,-0.178205987089164,"WEAK","OBSERVED","career"
