"gsis_id","run_gap","carries","yards_per_carry","epa_per_rush_raw","success_rate","explosive_rate","stuff_rate","epa_overall","epa_per_rush","evidence_class","output_class","window"
"00-0032780","TACKLE",238,4.34453781512605,-0.0113505132788007,0.352941176470588,0.0798319327731092,0.189075630252101,-0.0484919929928464,-0.0188286635567964,"STRONG","OBSERVED","career"
"00-0032782","END",83,3.95180722891566,-0.11007081999069,0.385542168674699,0.072289156626506,0.228915662650602,-0.0865690631498331,-0.100209942994526,"MODERATE","OBSERVED","career"
"00-0032782","GUARD",44,4.5,-0.0389955441542592,0.454545454545454,0.0454545454545455,0.136363636363636,-0.0865690631498331,-0.0664418051132441,"MODERATE","OBSERVED","career"
"00-0032782","TACKLE",41,3.63414634146341,-0.0508239681615278,0.317073170731707,0.048780487804878,0.121951219512195,-0.0865690631498331,-0.0720586780555706,"MODERATE","OBSERVED","career"
"00-0032813","END",9,4.11111111111111,-0.149606708062088,0.444444444444444,0,0,-0.0334054055099605,-0.0485620971471945,"INSUFFICIENT","OBSERVED","career"
"00-0032813","GUARD",26,3.42307692307692,-0.163872509912695,0.384615384615385,0,0.153846153846154,-0.0334054055099605,-0.0728489487014849,"WEAK","OBSERVED","career"
"00-0032813","TACKLE",14,3.85714285714286,-0.127609338382691,0.285714285714286,0.0714285714285714,0.142857142857143,-0.0334054055099605,-0.0512277711885852,"INSUFFICIENT","OBSERVED","career"
"00-0032897","GUARD",4,2.75,0.502114295937645,1,0,0,0.291968133302034,0.30510226846676,"INSUFFICIENT","OBSERVED","career"
"00-0032902","END",3,1.66666666666667,-0.499053889652714,0,0,0.333333333333333,-0.194250706512442,-0.208765143804836,"INSUFFICIENT","OBSERVED","career"
"00-0032902","GUARD",17,2.23529411764706,-0.153788626652814,0.352941176470588,0,0.235294117647059,-0.194250706512442,-0.185317520049927,"WEAK","OBSERVED","career"
"00-0032902","TACKLE",11,4.18181818181818,0.0418714318816042,0.454545454545455,0,0,-0.194250706512442,-0.15766840338097,"INSUFFICIENT","OBSERVED","career"
"00-0032918","END",5,4.6,-0.523583574034274,0.4,0,0.4,-0.0342743412419667,-0.0719135129952211,"INSUFFICIENT","OBSERVED","career"
"00-0032918","GUARD",15,1.53333333333333,0.130823180351096,0.533333333333333,0,0.2,-0.0342743412419667,-0.00125483692335419,"WEAK","OBSERVED","career"
"00-0032918","TACKLE",3,2.33333333333333,-0.925552080443595,0.333333333333333,0,0.333333333333333,-0.0342743412419667,-0.0767161383468061,"INSUFFICIENT","OBSERVED","career"
"00-0032940","END",35,4.14285714285714,-0.0991331808889577,0.371428571428571,0.0857142857142857,0.314285714285714,-0.137815823252688,-0.123564323434471,"WEAK","OBSERVED","career"
"00-0032940","GUARD",89,4.01123595505618,-0.131353838350938,0.303370786516854,0.0449438202247191,0.146067415730337,-0.137815823252688,-0.133955979922112,"MODERATE","OBSERVED","career"
"00-0032940","TACKLE",82,3.4390243902439,-0.172027242205975,0.329268292682927,0.0365853658536585,0.219512195121951,-0.137815823252688,-0.157571713070783,"MODERATE","OBSERVED","career"
"00-0032950","END",32,4.9375,-0.166832727945534,0.59375,0.09375,0.15625,-0.0821045451851604,-0.111575217449638,"WEAK","OBSERVED","career"
"00-0032950","GUARD",15,2.86666666666667,0.677248326297073,0.8,0,0,-0.0821045451851604,0.0697660291112864,"WEAK","OBSERVED","career"
"00-0032950","TACKLE",9,2.22222222222222,-0.23909569289794,0.333333333333333,0,0.222222222222222,-0.0821045451851604,-0.102581651408566,"INSUFFICIENT","OBSERVED","career"
"00-0032964","END",11,2.54545454545455,-0.140919781946154,0.545454545454545,0.0909090909090909,0.454545454545455,-0.178466603169293,-0.172649490022046,"INSUFFICIENT","OBSERVED","career"
"00-0032964","GUARD",9,2.66666666666667,-0.342469221569546,0.111111111111111,0.111111111111111,0.222222222222222,-0.178466603169293,-0.199858249047587,"INSUFFICIENT","OBSERVED","career"
"00-0032964","TACKLE",4,3,-0.249847376166144,0,0,0,-0.178466603169293,-0.182927901481596,"INSUFFICIENT","OBSERVED","career"
"00-0032972","END",61,5.83606557377049,0.10536031533513,0.40983606557377,0.163934426229508,0.180327868852459,-0.0776397821028571,0.0146164653658803,"MODERATE","OBSERVED","career"
"00-0032972","GUARD",170,3.7,-0.174346699654501,0.329411764705882,0.0352941176470588,0.152941176470588,-0.0776397821028571,-0.14911880811929,"STRONG","OBSERVED","career"
"00-0032972","TACKLE",128,3.4765625,-0.0971842027800015,0.3671875,0.0390625,0.1953125,-0.0776397821028571,-0.0909466217128277,"STRONG","OBSERVED","career"
"00-0032975","END",29,3.72413793103448,-0.267339710102031,0.344827586206897,0.103448275862069,0.310344827586207,-0.147978727244211,-0.186871631770917,"WEAK","OBSERVED","career"
"00-0032975","GUARD",34,3.58823529411765,-0.108304320339812,0.441176470588235,0.0294117647058824,0.147058823529412,-0.147978727244211,-0.133628409853258,"WEAK","OBSERVED","career"
"00-0032975","TACKLE",33,4.63636363636364,-0.215394445073219,0.424242424242424,0.0909090909090909,0.0909090909090909,-0.147978727244211,-0.171900433570634,"WEAK","OBSERVED","career"
"00-0033009","END",20,8.45,0.403566406999016,0.7,0.2,0.05,0.403566406999016,0.403566406999016,"WEAK","OBSERVED","career"
"00-0033025","END",43,5.88372093023256,0.086970807161442,0.395348837209302,0.162790697674419,0.325581395348837,-0.0989363284604743,-0.0213246116474413,"MODERATE","OBSERVED","career"
"00-0033025","GUARD",61,5.60655737704918,-0.00121221196866979,0.377049180327869,0.0983606557377049,0.114754098360656,-0.0989363284604743,-0.0496704515513828,"MODERATE","OBSERVED","career"
"00-0033025","TACKLE",70,5.2,-0.0607108018681174,0.457142857142857,0.114285714285714,0.1,-0.0989363284604743,-0.0783533526030514,"MODERATE","OBSERVED","career"
"00-0033040","END",100,7.23,0.21451465495571,0.54,0.24,0.23,0.176165361678853,0.200133669976889,"STRONG","OBSERVED","career"
"00-0033040","GUARD",7,11.7142857142857,0.366645019168832,0.285714285714286,0.142857142857143,0.285714285714286,0.176165361678853,0.196066221416612,"INSUFFICIENT","OBSERVED","career"
"00-0033040","TACKLE",4,4.75,-0.167444511753274,0.5,0.25,0.25,0.176165361678853,0.154689744589345,"INSUFFICIENT","OBSERVED","career"
"00-0033045","END",384,5.1640625,0.0128173816393272,0.463541666666667,0.1328125,0.1953125,-0.0501176795727831,0.00431264363769066,"STRONG","OBSERVED","career"
"00-0033045","GUARD",554,4.07220216606498,-0.0249295730117481,0.409747292418773,0.0523465703971119,0.128158844765343,-0.0501176795727831,-0.0273909515030545,"STRONG","OBSERVED","career"
"00-0033045","TACKLE",591,4.21489001692047,-0.104142531396823,0.375634517766497,0.0727580372250423,0.135363790186125,-0.0501176795727831,-0.0991632823807824,"STRONG","OBSERVED","career"
"00-0033077","END",52,7.86538461538462,0.47686095258227,0.673076923076923,0.230769230769231,0.0769230769230769,0.141835045718006,0.2973827881907,"MODERATE","OBSERVED","career"
"00-0033077","GUARD",23,1.65217391304348,0.140222436305265,0.608695652173913,0,0.130434782608696,0.141835045718006,0.141388178049415,"WEAK","OBSERVED","career"
"00-0033077","TACKLE",19,5.57894736842105,0.720351317542458,0.68421052631579,0.105263157894737,0.105263157894737,0.141835045718006,0.280971870587178,"WEAK","OBSERVED","career"
"00-0033106","END",12,3.83333333333333,0.629097258216637,0.666666666666667,0.0833333333333333,0.25,-0.63548714028391,-0.424723073867152,"INSUFFICIENT","OBSERVED","career"
"00-0033106","GUARD",5,0.2,-1.5322838061722,0.2,0,0.4,-0.63548714028391,-0.704471499198394,"INSUFFICIENT","OBSERVED","career"
"00-0033106","TACKLE",1,1,0.548777547897771,1,0,0,-0.63548714028391,-0.616072965067817,"INSUFFICIENT","OBSERVED","career"
"00-0033118","END",180,4.01666666666667,-0.0893225372010714,0.361111111111111,0.0944444444444444,0.255555555555556,-0.0580722587272844,-0.0815099675826246,"STRONG","OBSERVED","career"
"00-0033118","GUARD",194,4.34020618556701,-0.114995704656896,0.365979381443299,0.0670103092783505,0.15979381443299,-0.0580722587272844,-0.101549221366436,"STRONG","OBSERVED","career"
"00-0033118","TACKLE",208,5.48076923076923,0.00634776941010941,0.350961538461538,0.110576923076923,0.221153846153846,-0.0580722587272844,-0.00807462494900861,"STRONG","OBSERVED","career"
"00-0033119","END",15,4.8,0.496511611372385,0.6,0.0666666666666667,0.2,0.122717510208033,0.197476330440904,"WEAK","OBSERVED","career"
"00-0033119","GUARD",16,2.0625,0.758674259521285,0.8125,0,0.1875,0.122717510208033,0.256603141642402,"WEAK","OBSERVED","career"
"00-0033119","TACKLE",5,4.8,0.0276111030289843,0.6,0.2,0,0.122717510208033,0.115401632732722,"INSUFFICIENT","OBSERVED","career"
"00-0033164","END",5,4.2,-0.0653613592032343,0.6,0,0,-0.135244624187377,-0.129868988419366,"INSUFFICIENT","OBSERVED","career"
"00-0033164","GUARD",6,3.83333333333333,-0.260203178807084,0.333333333333333,0.166666666666667,0.5,-0.135244624187377,-0.146604492789168,"INSUFFICIENT","OBSERVED","career"
"00-0033164","TACKLE",16,2.9375,-0.247834686557326,0.3125,0.0625,0.25,-0.135244624187377,-0.158947795212629,"WEAK","OBSERVED","career"
"00-0033280","END",355,4.51549295774648,-0.0476217804168364,0.411267605633803,0.115492957746479,0.216901408450704,-0.012965907683773,-0.042611292792779,"STRONG","OBSERVED","career"
"00-0033280","GUARD",421,4.45130641330166,-0.00386194551394966,0.399049881235155,0.0665083135391924,0.147268408551069,-0.012965907683773,-0.0049975748906428,"STRONG","OBSERVED","career"
"00-0033280","TACKLE",383,4.4490861618799,-0.0337291285148202,0.368146214099217,0.0887728459530026,0.195822454308094,-0.012965907683773,-0.0309169541358973,"STRONG","OBSERVED","career"
"00-0033282","END",77,7.05194805194805,0.287358451777141,0.584415584415584,0.207792207792208,0.181818181818182,0.0786850565171759,0.19596864363409,"MODERATE","OBSERVED","career"
"00-0033282","GUARD",16,4.875,-0.131918873894392,0.3125,0.125,0.1875,0.0786850565171759,0.0343473869568458,"WEAK","OBSERVED","career"
"00-0033282","TACKLE",16,4.0625,-0.102983002983819,0.4375,0.0625,0.125,0.0786850565171759,0.0404391492538084,"WEAK","OBSERVED","career"
"00-0033293","END",487,5.30390143737166,0.0576315949596675,0.480492813141684,0.129363449691992,0.182751540041068,0.0183693117805501,0.0533249459820678,"STRONG","OBSERVED","career"
"00-0033293","GUARD",336,4.80952380952381,0.0271840014549187,0.461309523809524,0.0625,0.12797619047619,0.0183693117805501,0.0258484424133477,"STRONG","OBSERVED","career"
"00-0033293","TACKLE",333,4.28228228228228,-0.0753187944106903,0.387387387387387,0.0540540540540541,0.162162162162162,0.0183693117805501,-0.0610152667479055,"STRONG","OBSERVED","career"
"00-0033295","END",56,2.80357142857143,-0.235195665614031,0.375,0.0535714285714286,0.392857142857143,-0.288344212526909,-0.262686293327589,"MODERATE","OBSERVED","career"
"00-0033295","GUARD",37,4.62162162162162,-0.239641923506939,0.243243243243243,0.108108108108108,0.351351351351351,-0.288344212526909,-0.269767050735787,"WEAK","OBSERVED","career"
"00-0033295","TACKLE",39,2.64102564102564,-0.285456956658133,0.256410256410256,0,0.282051282051282,-0.288344212526909,-0.287206808699816,"WEAK","OBSERVED","career"
"00-0033296","GUARD",15,2.33333333333333,-0.0639618699749311,0.466666666666667,0,0.2,-0.0257487288920227,-0.0333913571086044,"WEAK","OBSERVED","career"
"00-0033307","END",19,9,0.504802667149833,0.736842105263158,0.368421052631579,0.105263157894737,0.46496045224485,0.474542757095415,"WEAK","OBSERVED","career"
"00-0033307","TACKLE",1,3,-0.292041630949825,0,0,0,0.46496045224485,0.452550582028544,"INSUFFICIENT","OBSERVED","career"
"00-0033308","END",167,4.76047904191617,-0.00594653569989358,0.437125748502994,0.131736526946108,0.233532934131737,-0.0599890135921103,-0.0202308910899068,"STRONG","OBSERVED","career"
"00-0033308","GUARD",137,4.53284671532847,-0.0212794286525053,0.394160583941606,0.0510948905109489,0.116788321167883,-0.0599890135921103,-0.0330691499539078,"STRONG","OBSERVED","career"
"00-0033308","TACKLE",145,5.3448275862069,-0.0875725292209435,0.393103448275862,0.117241379310345,0.206896551724138,-0.0599890135921103,-0.0794993051344557,"STRONG","OBSERVED","career"
"00-0033357","END",155,5.81935483870968,0.25979102090106,0.561290322580645,0.0967741935483871,0.180645161290323,0.131776126163353,0.224065933997514,"STRONG","OBSERVED","career"
"00-0033357","GUARD",104,5.375,0.212691577301707,0.548076923076923,0.0865384615384615,0.115384615384615,0.131776126163353,0.183088363470602,"STRONG","OBSERVED","career"
"00-0033357","TACKLE",130,4.49230769230769,0.128391328091527,0.484615384615385,0.0769230769230769,0.123076923076923,0.131776126163353,0.129460211693157,"STRONG","OBSERVED","career"
"00-0033466","END",43,5.51162790697674,0.323072906623481,0.558139534883721,0.162790697674419,0.13953488372093,0.142076740661403,0.217638246839746,"MODERATE","OBSERVED","career"
"00-0033466","TACKLE",7,1,-0.814174458725444,0,0,0.428571428571429,0.142076740661403,0.0421698989344191,"INSUFFICIENT","OBSERVED","career"
"00-0033526","END",96,4.0625,-0.159814016332954,0.395833333333333,0.0520833333333333,0.260416666666667,-0.105164208381078,-0.138794859428386,"MODERATE","OBSERVED","career"
"00-0033526","GUARD",192,4.34375,-0.0901955790982307,0.354166666666667,0.046875,0.114583333333333,-0.105164208381078,-0.0937595384512896,"STRONG","OBSERVED","career"
"00-0033526","TACKLE",134,4.44029850746269,-0.0724164944173282,0.388059701492537,0.0522388059701493,0.149253731343284,-0.105164208381078,-0.082544653375189,"STRONG","OBSERVED","career"
"00-0033537","END",72,5.56944444444444,0.380198701878025,0.583333333333333,0.138888888888889,0.0833333333333333,-0.0141098698026814,0.200967532932249,"MODERATE","OBSERVED","career"
"00-0033537","GUARD",16,4.25,-0.0387940338605404,0.5625,0.125,0.25,-0.0141098698026814,-0.0193065359201254,"WEAK","OBSERVED","career"
"00-0033537","TACKLE",12,2.91666666666667,0.0384472376390477,0.5,0,0.25,-0.0141098698026814,-0.00535035189572657,"INSUFFICIENT","OBSERVED","career"
"00-0033553","END",219,4.59360730593607,0.0244538729716614,0.442922374429224,0.105022831050228,0.223744292237443,-0.0166078837329239,0.0156233876588474,"STRONG","OBSERVED","career"
"00-0033553","GUARD",337,4.00296735905045,-0.0805109706156057,0.376854599406528,0.0741839762611276,0.142433234421365,-0.0166078837329239,-0.0708530733537395,"STRONG","OBSERVED","career"
"00-0033553","TACKLE",331,5.36253776435045,0.0380155412897001,0.438066465256798,0.11178247734139,0.181268882175227,-0.0166078837329239,0.0296334300330315,"STRONG","OBSERVED","career"
"00-0033556","END",109,3.8348623853211,-0.109128559948863,0.385321100917431,0.091743119266055,0.302752293577982,-0.112966499272003,-0.110491141957078,"STRONG","OBSERVED","career"
"00-0033556","GUARD",61,3.45901639344262,-0.220773125240824,0.344262295081967,0.0655737704918033,0.262295081967213,-0.112966499272003,-0.167315294181905,"MODERATE","OBSERVED","career"
"00-0033556","TACKLE",56,5.07142857142857,-0.0479559799943153,0.321428571428572,0.0892857142857143,0.178571428571429,-0.112966499272003,-0.0815821106551884,"MODERATE","OBSERVED","career"
"00-0033567","END",42,7.54761904761905,0.171198228273646,0.476190476190476,0.19047619047619,0.166666666666667,-0.12480606549852,-0.00292194453351072,"MODERATE","OBSERVED","career"
"00-0033567","GUARD",81,4.04938271604938,-0.243876456644142,0.333333333333333,0.037037037037037,0.17283950617284,-0.12480606549852,-0.193208205092814,"MODERATE","OBSERVED","career"
"00-0033567","TACKLE",59,4.1864406779661,-0.122235904058039,0.271186440677966,0.0847457627118644,0.203389830508475,-0.12480606549852,-0.123531783775929,"MODERATE","OBSERVED","career"
"00-0033572","END",31,8.16129032258064,0.342533864684576,0.612903225806452,0.161290322580645,0.225806451612903,0.362128658213998,0.355453508769909,"WEAK","OBSERVED","career"
"00-0033572","TACKLE",2,5,0.66584795792005,1,0,0,0.362128658213998,0.37192605497871,"INSUFFICIENT","OBSERVED","career"
"00-0033594","END",161,4.90062111801242,-0.0184091015962722,0.428571428571429,0.118012422360248,0.217391304347826,-0.0196505788938077,-0.0187461542562366,"STRONG","OBSERVED","career"
"00-0033594","GUARD",205,4.52682926829268,0.0487931457541135,0.478048780487805,0.0536585365853659,0.131707317073171,-0.0196505788938077,0.0332964533809992,"STRONG","OBSERVED","career"
"00-0033594","TACKLE",198,4.68181818181818,-0.090589883932691,0.358585858585859,0.0858585858585859,0.161616161616162,-0.0196505788938077,-0.0740923711329507,"STRONG","OBSERVED","career"
"00-0033662","END",3,2,-0.0352736044442281,0.333333333333333,0,0.333333333333333,-0.760171185814432,-0.725652253368231,"INSUFFICIENT","OBSERVED","career"
"00-0033662","GUARD",1,9,0.0498297680460382,1,0,0,-0.760171185814432,-0.746892481652785,"INSUFFICIENT","OBSERVED","career"
"00-0033662","TACKLE",1,15,1.54478075774387,1,1,0,-0.760171185814432,-0.72238508837905,"INSUFFICIENT","OBSERVED","career"
"00-0033699","END",280,4.65357142857143,-0.0225470474936406,0.414285714285714,0.1,0.192857142857143,-0.0483508049937004,-0.027100651758357,"STRONG","OBSERVED","career"
"00-0033699","GUARD",292,4.81506849315068,0.0172944232121102,0.414383561643836,0.0582191780821918,0.113013698630137,-0.0483508049937004,0.00610489567702885,"STRONG","OBSERVED","career"
"00-0033699","TACKLE",257,4.2295719844358,-0.122147655375847,0.361867704280156,0.0622568093385214,0.182879377431907,-0.0483508049937004,-0.108179797259353,"STRONG","OBSERVED","career"
"00-0033725","END",69,4.72463768115942,-0.0122279719081776,0.391304347826087,0.115942028985507,0.217391304347826,-0.0437617687571169,-0.0268948541634982,"MODERATE","OBSERVED","career"
"00-0033725","GUARD",32,2.84375,-0.259877033531666,0.3125,0,0.09375,-0.0437617687571169,-0.118932295635221,"WEAK","OBSERVED","career"
"00-0033725","TACKLE",41,2.8780487804878,-0.240690624327882,0.24390243902439,0.0731707317073171,0.292682926829268,-0.0437617687571169,-0.123703185374952,"MODERATE","OBSERVED","career"
"00-0033748","END",13,3.38461538461538,-0.0677723816255681,0.461538461538462,0,0.307692307692308,-0.00313727375483032,-0.0146476354304411,"INSUFFICIENT","OBSERVED","career"
"00-0033748","GUARD",9,3.33333333333333,0.0937887525360566,0.333333333333333,0.111111111111111,0.111111111111111,-0.00313727375483032,0.00950525141354623,"INSUFFICIENT","OBSERVED","career"
"00-0033748","TACKLE",18,4.55555555555556,-0.00489913170006026,0.277777777777778,0.0555555555555556,0.166666666666667,-0.00313727375483032,-0.00354385635757569,"WEAK","OBSERVED","career"
"00-0033838","END",2,23.5,2.41367829343653,1,0.5,0,-0.263259454445516,-0.176906623868675,"INSUFFICIENT","OBSERVED","career"
"00-0033838","GUARD",10,1.9,-0.538380508450791,0.1,0,0.3,-0.263259454445516,-0.302562462160555,"INSUFFICIENT","OBSERVED","career"
"00-0033838","TACKLE",11,6.27272727272727,-0.135125073014696,0.363636363636364,0.0909090909090909,0.272727272727273,-0.263259454445516,-0.243407648871727,"INSUFFICIENT","OBSERVED","career"
"00-0033854","END",18,2.66666666666667,-0.371196895587268,0.222222222222222,0.0555555555555556,0.5,-0.229532397631517,-0.262224204852075,"WEAK","OBSERVED","career"
"00-0033854","GUARD",42,4.16666666666667,-0.111225475493397,0.357142857142857,0.0476190476190476,0.119047619047619,-0.229532397631517,-0.180817782633468,"MODERATE","OBSERVED","career"
"00-0033854","TACKLE",35,2.22857142857143,-0.301713536269997,0.314285714285714,0,0.285714285714286,-0.229532397631517,-0.256125448708852,"WEAK","OBSERVED","career"
"00-0033856","END",201,4.06467661691542,-0.0552919710079035,0.437810945273632,0.0895522388059701,0.26865671641791,-0.0736525862517547,-0.059512802098444,"STRONG","OBSERVED","career"
"00-0033856","GUARD",290,3.34827586206896,-0.139336342518141,0.368965517241379,0.0482758620689655,0.151724137931034,-0.0736525862517547,-0.128076270015332,"STRONG","OBSERVED","career"
"00-0033856","TACKLE",221,4.89592760180995,-0.0424603755909375,0.3710407239819,0.0769230769230769,0.20814479638009,-0.0736525862517547,-0.0491206340950266,"STRONG","OBSERVED","career"
"00-0033858","END",24,7.66666666666667,0.351214732701919,0.583333333333333,0.125,0.125,0.255228994209444,0.28265349092158,"WEAK","OBSERVED","career"
"00-0033858","TACKLE",4,3,-0.320685436745407,0.25,0,0.25,0.255228994209444,0.219234342274766,"INSUFFICIENT","OBSERVED","career"
"00-0033869","END",38,4.63157894736842,0.081284380190947,0.5,0.0789473684210526,0.131578947368421,-0.152454731939802,-0.0618211986646136,"WEAK","OBSERVED","career"
"00-0033869","GUARD",11,2.72727272727273,0.281667088634673,0.727272727272727,0,0.0909090909090909,-0.152454731939802,-0.0851964217099537,"INSUFFICIENT","OBSERVED","career"
"00-0033869","TACKLE",10,6.5,0.47349700453633,0.6,0.1,0,-0.152454731939802,-0.0630330553003546,"INSUFFICIENT","OBSERVED","career"
"00-0033873","END",27,4.7037037037037,0.3079224619303,0.592592592592593,0.111111111111111,0.111111111111111,-0.0287967203935601,0.0757023361897069,"WEAK","OBSERVED","career"
"00-0033873","GUARD",3,2,0.106296914222185,0.333333333333333,0,0.333333333333333,-0.0287967203935601,-0.0223636901737627,"INSUFFICIENT","OBSERVED","career"
"00-0033873","TACKLE",4,3.25,0.906023917588755,0.75,0,0,-0.0287967203935601,0.0296295694803346,"INSUFFICIENT","OBSERVED","career"
"00-0033893","END",375,5.31466666666667,0.0343200663817768,0.464,0.122666666666667,0.2,-0.0680936867437698,0.0201940314679083,"STRONG","OBSERVED","career"
"00-0033893","GUARD",308,3.67207792207792,-0.152859538639477,0.331168831168831,0.0616883116883117,0.194805194805195,-0.0680936867437698,-0.139039019308655,"STRONG","OBSERVED","career"
"00-0033893","TACKLE",377,5.06896551724138,-0.0537804066781188,0.36604774535809,0.10079575596817,0.193633952254642,-0.0680936867437698,-0.0557456167557826,"STRONG","OBSERVED","career"
"00-0033897","END",325,4.62153846153846,-0.00918585463445912,0.396923076923077,0.113846153846154,0.273846153846154,-0.0788915848380069,-0.0200490853155315,"STRONG","OBSERVED","career"
"00-0033897","GUARD",616,3.89448051948052,-0.0780995572058058,0.397727272727273,0.0616883116883117,0.159090909090909,-0.0788915848380069,-0.0781698555163562,"STRONG","OBSERVED","career"
"00-0033897","TACKLE",483,4.06418219461698,-0.0860942912324954,0.368530020703934,0.0683229813664596,0.200828157349896,-0.0788915848380069,-0.0852984120728834,"STRONG","OBSERVED","career"
"00-0033899","END",7,4.85714285714286,0.0161319163162261,0.571428571428571,0.142857142857143,0.142857142857143,-0.0736790828028461,-0.0642958440889132,"INSUFFICIENT","OBSERVED","career"
"00-0033899","GUARD",7,3.57142857142857,-0.147745007540964,0.428571428571429,0,0.142857142857143,-0.0736790828028461,-0.0814173137456345,"INSUFFICIENT","OBSERVED","career"
"00-0033899","TACKLE",1,0,-0.719800882507116,0,0,1,-0.0736790828028461,-0.0842712434537358,"INSUFFICIENT","OBSERVED","career"
"00-0033906","END",358,4.39944134078212,-0.0157854990595132,0.41340782122905,0.114525139664804,0.209497206703911,-0.0559323272455927,-0.0215482016699552,"STRONG","OBSERVED","career"
"00-0033906","GUARD",640,4.5890625,-0.00403250805501357,0.409375,0.065625,0.1203125,-0.0559323272455927,-0.00848106398563464,"STRONG","OBSERVED","career"
"00-0033906","TACKLE",466,4.07296137339056,-0.131540134717743,0.375536480686695,0.0686695278969957,0.201716738197425,-0.0559323272455927,-0.12291566998708,"STRONG","OBSERVED","career"
"00-0033908","END",25,5.64,0.138452093401051,0.52,0.28,0.24,0.0974307707556225,0.109495865651337,"WEAK","OBSERVED","career"
"00-0033908","TACKLE",1,-2,-0.928102295380086,0,0,1,0.0974307707556225,0.0806187532779879,"INSUFFICIENT","OBSERVED","career"
"00-0033923","END",226,4.33628318584071,-0.00625263387004454,0.415929203539823,0.084070796460177,0.194690265486726,-0.0115097336156952,-0.00735552192857264,"STRONG","OBSERVED","career"
"00-0033923","GUARD",463,3.84449244060475,-0.0521762363264732,0.399568034557235,0.0475161987041037,0.172786177105832,-0.0115097336156952,-0.0475108631665369,"STRONG","OBSERVED","career"
"00-0033923","TACKLE",347,4.7463976945245,0.026866595670828,0.438040345821326,0.0951008645533141,0.187319884726225,-0.0115097336156952,0.0212091515499647,"STRONG","OBSERVED","career"
"00-0033925","END",82,3.57317073170732,-0.149473626065429,0.353658536585366,0.0853658536585366,0.25609756097561,-0.0908299749047864,-0.124694618532763,"MODERATE","OBSERVED","career"
"00-0033925","GUARD",199,3.38693467336683,-0.204626694807922,0.336683417085427,0.0301507537688442,0.175879396984925,-0.0908299749047864,-0.178264520312987,"STRONG","OBSERVED","career"
"00-0033925","TACKLE",211,4.89099526066351,0.0157421156793628,0.421800947867299,0.0900473933649289,0.146919431279621,-0.0908299749047864,-0.0078531811289359,"STRONG","OBSERVED","career"
"00-0033936","END",10,7,0.268269680259982,0.6,0.2,0.2,0.00715808240494066,0.0444597392413751,"INSUFFICIENT","OBSERVED","career"
"00-0033936","GUARD",1,1,1.22227400814882,1,0,0,0.00715808240494066,0.0270780156138566,"INSUFFICIENT","OBSERVED","career"
"00-0033936","TACKLE",3,1.66666666666667,0.0888986052984061,0.333333333333333,0,0.333333333333333,0.00715808240494066,0.0110504882570104,"INSUFFICIENT","OBSERVED","career"
"00-0033948","END",172,4.30232558139535,-0.0477089323825537,0.430232558139535,0.0813953488372093,0.180232558139535,-0.0795245233012287,-0.0559371024477283,"STRONG","OBSERVED","career"
"00-0033948","GUARD",252,3.31349206349206,-0.0977192913002185,0.373015873015873,0.0476190476190476,0.170634920634921,-0.0795245233012287,-0.0942202974542589,"STRONG","OBSERVED","career"
"00-0033948","TACKLE",312,3.70512820512821,-0.121685247087341,0.381410256410257,0.0352564102564103,0.128205128205128,-0.0795245233012287,-0.114885130347645,"STRONG","OBSERVED","career"
"00-0033949","END",26,6.23076923076923,-0.245623766608595,0.461538461538462,0.153846153846154,0.230769230769231,-0.219597878614864,-0.227466170333899,"WEAK","OBSERVED","career"
"00-0033949","TACKLE",2,1.5,-0.500072412425652,0,0,0.5,-0.219597878614864,-0.228645444221664,"INSUFFICIENT","OBSERVED","career"
"00-0033950","END",42,5.14285714285714,0.0348205005679379,0.357142857142857,0.0952380952380952,0.261904761904762,-0.0665322614258209,-0.0247987711930967,"MODERATE","OBSERVED","career"
"00-0033950","GUARD",109,4.22935779816514,-0.0492042556271058,0.458715596330275,0.0458715596330275,0.100917431192661,-0.0665322614258209,-0.0553562103485432,"STRONG","OBSERVED","career"
"00-0033950","TACKLE",106,4.16981132075472,-0.037983011058971,0.415094339622642,0.0754716981132075,0.113207547169811,-0.0665322614258209,-0.0483020172156637,"STRONG","OBSERVED","career"
"00-0033951","END",160,5.05625,-0.0469986899513189,0.45,0.15,0.25625,-0.00822503701569091,-0.0364240573325113,"STRONG","OBSERVED","career"
"00-0033951","GUARD",110,3.66363636363636,-0.05043208976726,0.381818181818182,0.00909090909090909,0.218181818181818,-0.00822503701569091,-0.035535482913765,"STRONG","OBSERVED","career"
"00-0033951","TACKLE",94,5.47872340425532,0.0990536825925215,0.425531914893617,0.127659574468085,0.202127659574468,-0.00822503701569091,0.0572567788490621,"MODERATE","OBSERVED","career"
"00-0033955","END",31,4.25806451612903,-0.103133677591329,0.354838709677419,0.129032258064516,0.161290322580645,-0.0348188043688275,-0.0580909040380314,"WEAK","OBSERVED","career"
"00-0033955","GUARD",39,4.33333333333333,-0.0432839744682544,0.41025641025641,0.0256410256410256,0.102564102564103,-0.0348188043688275,-0.0381535683473896,"WEAK","OBSERVED","career"
"00-0033955","TACKLE",57,4.29824561403509,-0.0842652124977719,0.456140350877193,0.087719298245614,0.175438596491228,-0.0348188043688275,-0.0589080801239542,"MODERATE","OBSERVED","career"
