"team","live__plays_faced","live__epa_per_play_allowed","live__success_allowed","live__explosive_pass_allowed","live__explosive_rush_allowed","man_zone__charted_mz","man_zone__man_rate","man_zone__zone_rate","coverage_family__charted_cov","coverage_family__cover_1","coverage_family__cover_2","coverage_family__cover_3","coverage_family__cover_4","coverage_family__cover_6","coverage_family__two_man","coverage_family__cover_0","pressure__charted_pressure","pressure__pressure_rate_generated","pressure__blitz_proxy_rate","pressure__pressure_without_heavy_blitz_rate","box__mean_box_deployed","box__heavy_box_rate","side","window"
"DET",14403,0.0163488849979252,0.432132194681666,0.0874817746302854,0.0308963410400611,4631,0.477866551500756,0.522133448499244,4631,0.367523213128914,0.152882746706975,0.226732887065429,0.082919455841071,0.0434031526668106,0.0578708702224142,0.0524724681494278,5756,0.275364836692147,0.284920083391244,0.176337734537874,6.85574018126888,0.218026183282981,"defense","career"
"GB",14343,0.00323646060330851,0.438680889632574,0.0770410653280346,0.034302447186781,4419,0.308667119257751,0.691332880742249,4419,0.262502828694275,0.160669834804254,0.299841593120616,0.128988458927359,0.0807875084860828,0.0212717809459154,0.0248925096175605,5520,0.290579710144928,0.252355072463768,0.19963768115942,6.72750125691302,0.181246857717446,"defense","career"
"HOU",14476,-0.0326076732373329,0.413926499032884,0.0755733628074054,0.036197844708483,4559,0.365869708269357,0.634130291730643,4559,0.327045404694012,0.220881772318491,0.194560210572494,0.139504277253784,0.0620750164509761,0.0155735906997149,0.0232507128756306,5594,0.278691455130497,0.261172685019664,0.187879871290669,6.82337285264941,0.217517541737237,"defense","career"
"IND",14669,0.00247438397371668,0.43438543868021,0.0801008930397437,0.0338809734814916,4625,0.282594594594595,0.717405405405405,4625,0.232432432432432,0.209945945945946,0.302054054054054,0.117189189189189,0.068972972972973,0.0276756756756757,0.0224864864864865,5732,0.264131193300768,0.211655906473565,0.185973482205164,6.72449721347226,0.172764720135692,"defense","career"
"JAX",14886,0.00757214940521177,0.427918849926105,0.0743651753325272,0.0342603788794841,4610,0.345336225596529,0.654663774403471,4610,0.272234273318872,0.144034707158351,0.303036876355748,0.130151843817787,0.0557483731019523,0.0425162689804772,0.03058568329718,5674,0.281459287980261,0.253128855984488,0.188050757842792,6.92682323856613,0.25389369592089,"defense","career"
"KC",14655,-0.0141689168534088,0.428727396792903,0.0758103036506312,0.0332309791879905,4740,0.444514767932489,0.555485232067511,4740,0.290295358649789,0.213713080168776,0.167299578059072,0.10168776371308,0.0552742616033755,0.0767932489451477,0.0774261603375527,5911,0.288783623752326,0.288952799864659,0.177634917949586,6.71446995099304,0.151663657467114,"defense","career"
"LAC",14104,-0.0108667087817999,0.434628474191719,0.0740924560408395,0.0348128190584231,4400,0.298636363636364,0.701363636363636,4400,0.224090909090909,0.118863636363636,0.383181818181818,0.0938636363636364,0.0811363636363636,0.0395454545454545,0.035,5511,0.280529849392125,0.225185991653058,0.197060424605335,6.74433249370277,0.17103274559194,"defense","career"
"LAR",14625,-0.039313421961673,0.420717948717948,0.0726837606837607,0.0335726495726496,4655,0.299677765843179,0.700322234156821,4655,0.237593984962406,0.0992481203007519,0.338345864661654,0.138345864661654,0.0996777658431794,0.0345864661654135,0.0274973147153598,5793,0.29621957534956,0.285344381149663,0.191092698083894,6.61493522987046,0.163068326136652,"defense","career"
"LV",14549,0.0421905311131889,0.436731046807341,0.0784933672417348,0.0331294247027287,4522,0.310924369747899,0.689075630252101,4522,0.240380362671384,0.168730650154799,0.299646174259177,0.106368863334808,0.0891198584697037,0.0252100840336134,0.0453339230429014,5601,0.268880557043385,0.235178571428571,0.187823602928049,6.78587035688274,0.191065792668123,"defense","career"
"MIA",14733,0.0123048281292078,0.432799348357316,0.0804995588135478,0.0357021652073576,4589,0.440183046415341,0.559816953584659,4589,0.332098496404445,0.161255175419481,0.279363695794291,0.063412508171715,0.0326868598823273,0.0305077358901722,0.0775768141207235,5710,0.292644483362522,0.309281961471103,0.183887915936953,6.86397423191278,0.229435084241824,"defense","career"
