"gsis_id","bucket","carries","yards_per_carry","epa_per_rush","success_rate","explosive_rate","stuff_rate","td_rate","n_opp","carries_eligible","box_coverage_rate","mean_box_faced","box_share","evidence_class","availability","source","family","window"
"00-0031285","HEAVY",217,3.49308755760369,-0.13839422147021,0.387096774193548,0.0737327188940092,0.253456221198157,0.0645161290322581,27,808,1,7,0.268564356435644,"STRONG","PRIOR_ONLY","participation","rb_box","career"
"00-0031285","LIGHT",239,4.418410041841,-0.0686430784358883,0.380753138075314,0.0627615062761506,0.158995815899582,0.0167364016736402,29,808,1,7,0.295792079207921,"STRONG","PRIOR_ONLY","participation","rb_box","career"
"00-0031285","NEUTRAL",352,4.55113636363636,-0.0511009798965473,0.414772727272727,0.0880681818181818,0.198863636363636,0.0227272727272727,29,808,1,7,0.435643564356436,"STRONG","PRIOR_ONLY","participation","rb_box","career"
"00-0031301","HEAVY",52,1.84615384615385,-0.148567784976723,0.288461538461538,0,0.326923076923077,0.0961538461538461,13,263,1,6.92015209125475,0.197718631178707,"MODERATE","PRIOR_ONLY","participation","rb_box","career"
"00-0031301","LIGHT",97,4.16494845360825,-0.0453769712353226,0.402061855670103,0.0618556701030928,0.154639175257732,0.0103092783505155,15,263,1,6.92015209125475,0.368821292775665,"MODERATE","PRIOR_ONLY","participation","rb_box","career"
"00-0031301","NEUTRAL",114,4.21052631578947,-6.82515761071652e-05,0.298245614035088,0.0526315789473684,0.184210526315789,0.0263157894736842,14,263,1,6.92015209125475,0.433460076045627,"STRONG","PRIOR_ONLY","participation","rb_box","career"
"00-0031345","HEAVY",28,1.57142857142857,0.442645696608599,0.75,0,0.107142857142857,0.178571428571429,16,70,1,7.24285714285714,0.4,"WEAK","PRIOR_ONLY","participation","rb_box","career"
"00-0031345","LIGHT",18,1.11111111111111,-1.03266016061595,0.388888888888889,0,0.611111111111111,0,11,70,1,7.24285714285714,0.257142857142857,"WEAK","PRIOR_ONLY","participation","rb_box","career"
"00-0031345","NEUTRAL",24,1.70833333333333,-0.0682950616646849,0.5,0,0.333333333333333,0.0833333333333333,15,70,1,7.24285714285714,0.342857142857143,"WEAK","PRIOR_ONLY","participation","rb_box","career"
"00-0031375","HEAVY",57,4.03508771929825,-0.10784355300034,0.31578947368421,0.0701754385964912,0.210526315789474,0.087719298245614,12,232,1,6.92241379310345,0.245689655172414,"MODERATE","PRIOR_ONLY","participation","rb_box","career"
"00-0031375","LIGHT",80,4.7625,0.0112807312521909,0.3625,0.125,0.1375,0.0125,12,232,1,6.92241379310345,0.344827586206897,"MODERATE","PRIOR_ONLY","participation","rb_box","career"
"00-0031375","NEUTRAL",95,3.13684210526316,-0.277183411899636,0.336842105263158,0.0526315789473684,0.273684210526316,0.0105263157894737,12,232,1,6.92241379310345,0.40948275862069,"MODERATE","PRIOR_ONLY","participation","rb_box","career"
"00-0031376","HEAVY",97,3,-0.246754225626177,0.298969072164949,0.0515463917525773,0.298969072164948,0.0412371134020619,24,498,1,6.69879518072289,0.194779116465863,"MODERATE","PRIOR_ONLY","participation","rb_box","career"
"00-0031376","LIGHT",230,4.22608695652174,-0.192106988146306,0.347826086956522,0.0521739130434783,0.195652173913043,0.00869565217391305,31,498,1,6.69879518072289,0.461847389558233,"STRONG","PRIOR_ONLY","participation","rb_box","career"
"00-0031376","NEUTRAL",171,3.40350877192982,-0.131816407666416,0.321637426900585,0.0233918128654971,0.239766081871345,0.0350877192982456,26,498,1,6.69879518072289,0.343373493975904,"STRONG","PRIOR_ONLY","participation","rb_box","career"
"00-0031390","HEAVY",23,2.69565217391304,-0.193710499972672,0.217391304347826,0.0434782608695652,0.260869565217391,0.0434782608695652,7,73,1,7.02739726027397,0.315068493150685,"WEAK","PRIOR_ONLY","participation","rb_box","career"
"00-0031390","LIGHT",26,4.57692307692308,-0.00314060153994847,0.384615384615385,0.0769230769230769,0.192307692307692,0,15,73,1,7.02739726027397,0.356164383561644,"WEAK","PRIOR_ONLY","participation","rb_box","career"
"00-0031390","NEUTRAL",24,2.625,-0.409176252176015,0.25,0.0833333333333333,0.25,0,8,73,1,7.02739726027397,0.328767123287671,"WEAK","PRIOR_ONLY","participation","rb_box","career"
"00-0031407","HEAVY",10,1,0.647688584611751,0.7,0,0.3,0.1,8,57,1,6.70175438596491,0.175438596491228,"INSUFFICIENT","PRIOR_ONLY","participation","rb_box","career"
"00-0031407","LIGHT",29,6.68965517241379,0.0764478593337158,0.551724137931034,0.206896551724138,0.275862068965517,0,14,57,1,6.70175438596491,0.508771929824561,"WEAK","PRIOR_ONLY","participation","rb_box","career"
"00-0031407","NEUTRAL",18,6.88888888888889,0.265700650566335,0.555555555555556,0.222222222222222,0.222222222222222,0.111111111111111,12,57,1,6.70175438596491,0.31578947368421,"WEAK","PRIOR_ONLY","participation","rb_box","career"
"00-0031503","HEAVY",21,1.23809523809524,0.356608474778635,0.714285714285714,0,0.333333333333333,0.0476190476190476,12,69,1,6.91304347826087,0.304347826086957,"WEAK","PRIOR_ONLY","participation","rb_box","career"
"00-0031503","LIGHT",22,3.18181818181818,-1.02069324761047,0.363636363636364,0,0.363636363636364,0,12,69,1,6.91304347826087,0.318840579710145,"WEAK","PRIOR_ONLY","participation","rb_box","career"
"00-0031503","NEUTRAL",26,1.03846153846154,0.0434908869587545,0.538461538461539,0,0.384615384615385,0.0384615384615385,16,69,1,6.91304347826087,0.376811594202899,"WEAK","PRIOR_ONLY","participation","rb_box","career"
"00-0031569","HEAVY",16,2.8125,0.133806150151941,0.5,0,0.0625,0.25,8,71,1,6.92957746478873,0.225352112676056,"WEAK","PRIOR_ONLY","participation","rb_box","career"
"00-0031569","LIGHT",26,3.69230769230769,-0.414899471934545,0.384615384615385,0.115384615384615,0.269230769230769,0,8,71,1,6.92957746478873,0.366197183098592,"WEAK","PRIOR_ONLY","participation","rb_box","career"
"00-0031569","NEUTRAL",29,2.89655172413793,-0.42552718560107,0.310344827586207,0.0344827586206897,0.275862068965517,0,9,71,1,6.92957746478873,0.408450704225352,"WEAK","PRIOR_ONLY","participation","rb_box","career"
"00-0031577","HEAVY",85,3.07058823529412,0.0027771158856065,0.447058823529412,0.0588235294117647,0.223529411764706,0.0823529411764706,17,213,1,7.24882629107981,0.39906103286385,"MODERATE","PRIOR_ONLY","participation","rb_box","career"
"00-0031577","LIGHT",50,4.16,-0.143747868362745,0.3,0.02,0.06,0,14,213,1,7.24882629107981,0.234741784037559,"MODERATE","PRIOR_ONLY","participation","rb_box","career"
"00-0031577","NEUTRAL",78,3.87179487179487,-0.12632644616532,0.294871794871795,0.0641025641025641,0.230769230769231,0.0128205128205128,14,213,1,7.24882629107981,0.366197183098592,"MODERATE","PRIOR_ONLY","participation","rb_box","career"
"00-0031588","HEAVY",7,8.71428571428571,0.434254880640824,0.571428571428571,0.285714285714286,0.285714285714286,0,5,31,1,6.96774193548387,0.225806451612903,"INSUFFICIENT","PRIOR_ONLY","participation","rb_box","career"
"00-0031588","LIGHT",8,0.375,-0.692219260272395,0.125,0,0.5,0,6,31,1,6.96774193548387,0.258064516129032,"INSUFFICIENT","PRIOR_ONLY","participation","rb_box","career"
"00-0031588","NEUTRAL",16,5.4375,0.244889798072109,0.75,0.1875,0.1875,0,15,31,1,6.96774193548387,0.516129032258065,"WEAK","PRIOR_ONLY","participation","rb_box","career"
"00-0031590","HEAVY",114,4.74561403508772,0.146770198587195,0.403508771929825,0.087719298245614,0.192982456140351,0.0701754385964912,19,524,1,6.85687022900763,0.217557251908397,"STRONG","PRIOR_ONLY","participation","rb_box","career"
"00-0031590","LIGHT",181,5.53591160220995,0.00418131576608189,0.425414364640884,0.0939226519337017,0.187845303867403,0.00552486187845305,23,524,1,6.85687022900763,0.345419847328244,"STRONG","PRIOR_ONLY","participation","rb_box","career"
"00-0031590","NEUTRAL",229,3.57205240174672,-0.177252262164841,0.349344978165939,0.0698689956331878,0.296943231441048,0.0131004366812227,22,524,1,6.85687022900763,0.437022900763359,"STRONG","PRIOR_ONLY","participation","rb_box","career"
"00-0031595","HEAVY",21,1.61904761904762,-0.0375442433793186,0.571428571428571,0,0.428571428571429,0.0952380952380952,16,39,1,7.69230769230769,0.538461538461538,"WEAK","PRIOR_ONLY","participation","rb_box","career"
"00-0031595","LIGHT",6,2.16666666666667,0.037395376964317,0.5,0,0.166666666666667,0,5,39,1,7.69230769230769,0.153846153846154,"INSUFFICIENT","PRIOR_ONLY","participation","rb_box","career"
"00-0031595","NEUTRAL",12,2.66666666666667,0.0952277784526814,0.583333333333333,0,0.166666666666667,0,11,39,1,7.69230769230769,0.307692307692308,"INSUFFICIENT","PRIOR_ONLY","participation","rb_box","career"
"00-0031599","HEAVY",22,2.90909090909091,-0.0597219273622613,0.318181818181818,0.136363636363636,0.318181818181818,0.136363636363636,6,73,1,7.17808219178082,0.301369863013699,"WEAK","PRIOR_ONLY","participation","rb_box","career"
"00-0031599","LIGHT",16,4.375,-0.0535589668361354,0.3125,0.0625,0.0625,0,6,73,1,7.17808219178082,0.219178082191781,"WEAK","PRIOR_ONLY","participation","rb_box","career"
"00-0031599","NEUTRAL",35,4.97142857142857,0.0245570814785813,0.428571428571429,0.142857142857143,0.171428571428571,0.0285714285714286,6,73,1,7.17808219178082,0.47945205479452,"WEAK","PRIOR_ONLY","participation","rb_box","career"
"00-0031612","HEAVY",8,4.625,-0.0639399114639922,0.5,0.25,0.375,0.125,6,39,1,6.46153846153846,0.205128205128205,"INSUFFICIENT","PRIOR_ONLY","participation","rb_box","career"
"00-0031612","LIGHT",26,4.38461538461539,-0.0749909040458191,0.5,0.0384615384615385,0.0769230769230769,0,9,39,1,6.46153846153846,0.666666666666667,"WEAK","PRIOR_ONLY","participation","rb_box","career"
"00-0031612","NEUTRAL",5,2.4,-0.021321585890837,0.4,0,0,0.2,4,39,1,6.46153846153846,0.128205128205128,"INSUFFICIENT","PRIOR_ONLY","participation","rb_box","career"
"00-0031665","HEAVY",44,2.84090909090909,-0.192352064339706,0.454545454545455,0.0454545454545455,0.227272727272727,0.113636363636364,11,160,1,7.00625,0.275,"MODERATE","PRIOR_ONLY","participation","rb_box","career"
"00-0031665","LIGHT",57,4.19298245614035,-0.124728277242747,0.350877192982456,0.087719298245614,0.157894736842105,0,13,160,1,7.00625,0.35625,"MODERATE","PRIOR_ONLY","participation","rb_box","career"
"00-0031665","NEUTRAL",59,4.38983050847458,-0.0674145141340548,0.406779661016949,0.0847457627118644,0.203389830508475,0.0508474576271187,15,160,1,7.00625,0.36875,"MODERATE","PRIOR_ONLY","participation","rb_box","career"
"00-0031682","HEAVY",26,5.23076923076923,-0.322428783357072,0.230769230769231,0.0769230769230769,0.230769230769231,0,6,61,1,7.24590163934426,0.426229508196721,"WEAK","PRIOR_ONLY","participation","rb_box","career"
"00-0031682","LIGHT",12,4.83333333333333,-0.0540766480710994,0.333333333333333,0.0833333333333333,0.166666666666667,0,4,61,1,7.24590163934426,0.19672131147541,"INSUFFICIENT","PRIOR_ONLY","participation","rb_box","career"
"00-0031682","NEUTRAL",23,3.73913043478261,-0.0756805246498476,0.347826086956522,0.130434782608696,0.304347826086957,0,6,61,1,7.24590163934426,0.377049180327869,"WEAK","PRIOR_ONLY","participation","rb_box","career"
"00-0031687","HEAVY",121,5.25619834710744,0.077454362696843,0.471074380165289,0.140495867768595,0.214876033057851,0.0991735537190082,27,781,1,6.68886043533931,0.154929577464789,"STRONG","PRIOR_ONLY","participation","rb_box","career"
"00-0031687","LIGHT",326,5.19018404907975,-0.0242928719450128,0.414110429447853,0.107361963190184,0.128834355828221,0.0276073619631902,32,781,1,6.68886043533931,0.41741357234315,"STRONG","PRIOR_ONLY","participation","rb_box","career"
"00-0031687","NEUTRAL",334,4.69161676646707,-0.087607891768989,0.407185628742515,0.101796407185629,0.218562874251497,0.0389221556886228,31,781,1,6.68886043533931,0.427656850192061,"STRONG","PRIOR_ONLY","participation","rb_box","career"
"00-0031731","HEAVY",22,5.27272727272727,-0.100869393266789,0.409090909090909,0.136363636363636,0.181818181818182,0.0454545454545455,5,71,1,7.01408450704225,0.309859154929577,"WEAK","PRIOR_ONLY","participation","rb_box","career"
"00-0031731","LIGHT",24,3.41666666666667,-0.132909697560535,0.333333333333333,0.0833333333333333,0.208333333333333,0,8,71,1,7.01408450704225,0.338028169014085,"WEAK","PRIOR_ONLY","participation","rb_box","career"
"00-0031731","NEUTRAL",25,5.24,0.0298929747357034,0.36,0.04,0.2,0.04,9,71,1,7.01408450704225,0.352112676056338,"WEAK","PRIOR_ONLY","participation","rb_box","career"
"00-0031743","HEAVY",4,1,-1.11583770252764,0,0,0.25,0,3,28,1,6.53571428571429,0.142857142857143,"INSUFFICIENT","PRIOR_ONLY","participation","rb_box","career"
"00-0031743","LIGHT",12,5.58333333333333,0.102941375950414,0.416666666666667,0.166666666666667,0.166666666666667,0,7,28,1,6.53571428571429,0.428571428571429,"INSUFFICIENT","PRIOR_ONLY","participation","rb_box","career"
"00-0031743","NEUTRAL",12,5.08333333333333,0.0119481267271719,0.416666666666667,0.0833333333333333,0.166666666666667,0,6,28,1,6.53571428571429,0.428571428571429,"INSUFFICIENT","PRIOR_ONLY","participation","rb_box","career"
"00-0031800","HEAVY",8,2.625,-0.0465880922474607,0.375,0.125,0.5,0.125,7,25,1,7.04,0.32,"INSUFFICIENT","PRIOR_ONLY","participation","rb_box","career"
"00-0031800","LIGHT",6,3.5,-1.37709585265839,0.166666666666667,0.166666666666667,0.5,0,4,25,1,7.04,0.24,"INSUFFICIENT","PRIOR_ONLY","participation","rb_box","career"
"00-0031800","NEUTRAL",11,3.18181818181818,-0.244199928797147,0.545454545454545,0.0909090909090909,0.454545454545455,0,8,25,1,7.04,0.44,"INSUFFICIENT","PRIOR_ONLY","participation","rb_box","career"
"00-0031806","HEAVY",72,2.54166666666667,-0.329531849148528,0.347222222222222,0.0416666666666667,0.319444444444444,0.111111111111111,15,345,1,6.8231884057971,0.208695652173913,"MODERATE","PRIOR_ONLY","participation","rb_box","career"
"00-0031806","LIGHT",127,5.28346456692913,0.0208084174777321,0.409448818897638,0.125984251968504,0.149606299212598,0.031496062992126,24,345,1,6.8231884057971,0.368115942028986,"STRONG","PRIOR_ONLY","participation","rb_box","career"
"00-0031806","NEUTRAL",146,3.58219178082192,-0.189880426387911,0.328767123287671,0.0547945205479452,0.212328767123288,0.00684931506849313,23,345,1,6.8231884057971,0.423188405797101,"STRONG","PRIOR_ONLY","participation","rb_box","career"
"00-0031897","HEAVY",42,2.28571428571429,-0.262801851305301,0.333333333333333,0.0476190476190476,0.404761904761905,0.0476190476190476,12,167,1,7,0.251497005988024,"MODERATE","PRIOR_ONLY","participation","rb_box","career"
"00-0031897","LIGHT",51,4.11764705882353,-0.0960037700510036,0.294117647058824,0.0784313725490196,0.156862745098039,0.0196078431372549,12,167,1,7,0.305389221556886,"MODERATE","PRIOR_ONLY","participation","rb_box","career"
"00-0031897","NEUTRAL",74,2.7027027027027,-0.347920281269509,0.22972972972973,0.0540540540540541,0.256756756756757,0,11,167,1,7,0.44311377245509,"MODERATE","PRIOR_ONLY","participation","rb_box","career"
"00-0031900","HEAVY",23,3.26086956521739,0.0598606381833594,0.565217391304348,0,0.217391304347826,0.173913043478261,9,99,1,7.01010101010101,0.232323232323232,"WEAK","PRIOR_ONLY","participation","rb_box","career"
"00-0031900","LIGHT",30,3.2,-0.170424305277993,0.3,0.0333333333333333,0.266666666666667,0,12,99,1,7.01010101010101,0.303030303030303,"WEAK","PRIOR_ONLY","participation","rb_box","career"
"00-0031900","NEUTRAL",46,4.08695652173913,0.0333732884540476,0.41304347826087,0.0869565217391304,0.282608695652174,0.0217391304347826,12,99,1,7.01010101010101,0.464646464646465,"MODERATE","PRIOR_ONLY","participation","rb_box","career"
"00-0031939","HEAVY",29,4.68965517241379,-0.305517079323374,0.413793103448276,0.103448275862069,0.275862068965517,0.0689655172413793,5,104,1,7.07692307692308,0.278846153846154,"WEAK","PRIOR_ONLY","participation","rb_box","career"
"00-0031939","LIGHT",31,3.7741935483871,-0.0506736525604802,0.354838709677419,0.0645161290322581,0.193548387096774,0.032258064516129,8,104,1,7.07692307692308,0.298076923076923,"WEAK","PRIOR_ONLY","participation","rb_box","career"
"00-0031939","NEUTRAL",44,5.02272727272727,0.0392900960287079,0.454545454545454,0.159090909090909,0.113636363636364,0,8,104,1,7.07692307692308,0.423076923076923,"MODERATE","PRIOR_ONLY","participation","rb_box","career"
"00-0031959","HEAVY",6,2.16666666666667,-0.495597901219654,0.166666666666667,0,0.166666666666667,0,3,60,1,6.46666666666667,0.1,"INSUFFICIENT","PRIOR_ONLY","participation","rb_box","career"
"00-0031959","LIGHT",28,6.25,0.041559278512332,0.357142857142857,0.142857142857143,0.0714285714285714,0,7,60,1,6.46666666666667,0.466666666666667,"WEAK","PRIOR_ONLY","participation","rb_box","career"
"00-0031959","NEUTRAL",26,3.96153846153846,-0.147757861295339,0.423076923076923,0,0.0769230769230769,0,6,60,1,6.46666666666667,0.433333333333333,"WEAK","PRIOR_ONLY","participation","rb_box","career"
"00-0032058","HEAVY",207,3.85990338164251,-0.123031523199773,0.294685990338164,0.0869565217391304,0.304347826086957,0.0628019323671498,29,702,1,7.03703703703704,0.294871794871795,"STRONG","PRIOR_ONLY","participation","rb_box","career"
"00-0032058","LIGHT",190,4.72631578947368,-0.0170827984939157,0.410526315789474,0.0947368421052632,0.173684210526316,0.031578947368421,30,702,1,7.03703703703704,0.270655270655271,"STRONG","PRIOR_ONLY","participation","rb_box","career"
"00-0032058","NEUTRAL",305,4.0327868852459,-0.119182578527587,0.357377049180328,0.0885245901639344,0.239344262295082,0.0163934426229508,29,702,1,7.03703703703704,0.434472934472934,"STRONG","PRIOR_ONLY","participation","rb_box","career"
"00-0032063","HEAVY",126,2.72222222222222,-0.227255275365361,0.317460317460317,0.0396825396825397,0.253968253968254,0.0873015873015873,22,523,1,6.94072657743786,0.240917782026769,"STRONG","PRIOR_ONLY","participation","rb_box","career"
"00-0032063","LIGHT",170,4.67647058823529,-0.0580179683927046,0.411764705882353,0.0705882352941176,0.152941176470588,0.0117647058823529,24,523,1,6.94072657743786,0.325047801147228,"STRONG","PRIOR_ONLY","participation","rb_box","career"
"00-0032063","NEUTRAL",227,3.69603524229075,-0.166666680446144,0.334801762114537,0.0616740088105727,0.20704845814978,0.00440528634361233,25,523,1,6.94072657743786,0.434034416826004,"STRONG","PRIOR_ONLY","participation","rb_box","career"
"00-0032104","HEAVY",50,3.86,-0.106362454078942,0.32,0.08,0.3,0.06,17,365,1,6.58082191780822,0.136986301369863,"MODERATE","PRIOR_ONLY","participation","rb_box","career"
"00-0032104","LIGHT",189,4.67195767195767,-0.0714345587610201,0.35978835978836,0.0687830687830688,0.137566137566138,0.0105820105820106,23,365,1,6.58082191780822,0.517808219178082,"STRONG","PRIOR_ONLY","participation","rb_box","career"
"00-0032104","NEUTRAL",126,3.02380952380952,-0.271789749391444,0.293650793650794,0.0396825396825397,0.26984126984127,0.0158730158730159,21,365,1,6.58082191780822,0.345205479452055,"STRONG","PRIOR_ONLY","participation","rb_box","career"
"00-0032144","HEAVY",373,3.42091152815013,-0.162422847136728,0.394101876675603,0.064343163538874,0.260053619302949,0.093833780160858,29,1410,1,6.95602836879433,0.264539007092199,"STRONG","PRIOR_ONLY","participation","rb_box","career"
"00-0032144","LIGHT",506,4.75889328063241,0.00500649118427099,0.399209486166008,0.0849802371541502,0.179841897233202,0.0217391304347826,31,1410,1,6.95602836879433,0.35886524822695,"STRONG","PRIOR_ONLY","participation","rb_box","career"
"00-0032144","NEUTRAL",531,4.18079096045198,-0.117429892539276,0.380414312617702,0.0734463276836158,0.205273069679849,0.0188323917137477,32,1410,1,6.95602836879433,0.376595744680851,"STRONG","PRIOR_ONLY","participation","rb_box","career"
"00-0032187","HEAVY",179,3.07262569832402,-0.225580098745709,0.385474860335196,0.0391061452513966,0.223463687150838,0.0837988826815643,23,883,1,6.78935447338618,0.202718006795017,"STRONG","PRIOR_ONLY","participation","rb_box","career"
"00-0032187","LIGHT",337,4.67655786350148,-0.141108718027006,0.338278931750742,0.0652818991097923,0.106824925816024,0.00890207715133533,29,883,1,6.78935447338618,0.381653454133635,"STRONG","PRIOR_ONLY","participation","rb_box","career"
"00-0032187","NEUTRAL",367,3.72207084468665,-0.120025166293131,0.335149863760218,0.0544959128065395,0.190735694822888,0.0354223433242506,28,883,1,6.78935447338618,0.415628539071348,"STRONG","PRIOR_ONLY","participation","rb_box","career"
"00-0032200","HEAVY",32,3.15625,-0.35065728232621,0.3125,0.03125,0.375,0.03125,10,260,1,6.57692307692308,0.123076923076923,"WEAK","PRIOR_ONLY","participation","rb_box","career"
"00-0032200","LIGHT",139,5.19424460431655,0.00722613521611059,0.446043165467626,0.0647482014388489,0.115107913669065,0.0287769784172662,24,260,1,6.57692307692308,0.534615384615385,"STRONG","PRIOR_ONLY","participation","rb_box","career"
"00-0032200","NEUTRAL",89,3.87640449438202,-0.119300633501798,0.337078651685393,0.0786516853932584,0.247191011235955,0.0224719101123595,22,260,1,6.57692307692308,0.342307692307692,"MODERATE","PRIOR_ONLY","participation","rb_box","career"
"00-0032209","HEAVY",58,3.06896551724138,-0.404859592590144,0.224137931034483,0.0689655172413793,0.293103448275862,0,19,309,1,6.69255663430421,0.187702265372168,"MODERATE","PRIOR_ONLY","participation","rb_box","career"
"00-0032209","LIGHT",137,4.73722627737226,-0.0370653299401026,0.372262773722628,0.0802919708029197,0.138686131386861,0.0218978102189781,26,309,1,6.69255663430421,0.44336569579288,"STRONG","PRIOR_ONLY","participation","rb_box","career"
"00-0032209","NEUTRAL",114,3.82456140350877,-0.147751820223262,0.403508771929825,0.0526315789473684,0.140350877192982,0.00877192982456139,25,309,1,6.69255663430421,0.368932038834951,"STRONG","PRIOR_ONLY","participation","rb_box","career"
"00-0032211","HEAVY",13,3.38461538461538,-0.0381110856475201,0.307692307692308,0.0769230769230769,0.230769230769231,0,10,35,1,7.17142857142857,0.371428571428571,"INSUFFICIENT","PRIOR_ONLY","participation","rb_box","career"
"00-0032211","LIGHT",8,5,0.00607658563239966,0.25,0.25,0.25,0,5,35,1,7.17142857142857,0.228571428571429,"INSUFFICIENT","PRIOR_ONLY","participation","rb_box","career"
"00-0032211","NEUTRAL",14,11,0.782061368322632,0.714285714285714,0.142857142857143,0,0.0714285714285715,11,35,1,7.17142857142857,0.4,"INSUFFICIENT","PRIOR_ONLY","participation","rb_box","career"
"00-0032241","HEAVY",238,2.6890756302521,-0.127426781289805,0.399159663865546,0.0378151260504202,0.277310924369748,0.113445378151261,26,1236,1,6.81553398058252,0.192556634304207,"STRONG","PRIOR_ONLY","participation","rb_box","career"
"00-0032241","LIGHT",453,5.15452538631346,0.0309493299898474,0.419426048565121,0.0905077262693157,0.145695364238411,0.033112582781457,31,1236,1,6.81553398058252,0.366504854368932,"STRONG","PRIOR_ONLY","participation","rb_box","career"
"00-0032241","NEUTRAL",545,3.68256880733945,-0.135733340162332,0.394495412844037,0.055045871559633,0.212844036697248,0.0275229357798165,30,1236,1,6.81553398058252,0.440938511326861,"STRONG","PRIOR_ONLY","participation","rb_box","career"
"00-0032257","HEAVY",54,2.66666666666667,-0.144985578069244,0.407407407407407,0.0555555555555556,0.277777777777778,0.12962962962963,18,430,1,6.55813953488372,0.125581395348837,"MODERATE","PRIOR_ONLY","participation","rb_box","career"
"00-0032257","LIGHT",228,5.08771929824561,-0.0832787003810397,0.407894736842105,0.118421052631579,0.140350877192982,0.00877192982456139,28,430,1,6.55813953488372,0.530232558139535,"STRONG","PRIOR_ONLY","participation","rb_box","career"
"00-0032257","NEUTRAL",148,3.95945945945946,-0.149006003056358,0.351351351351351,0.0810810810810811,0.209459459459459,0.0135135135135135,26,430,1,6.55813953488372,0.344186046511628,"STRONG","PRIOR_ONLY","participation","rb_box","career"
"00-0032268","HEAVY",36,4.19444444444444,-0.0420865012525207,0.666666666666667,0.0833333333333333,0.25,0.194444444444444,20,197,1,6.73096446700508,0.182741116751269,"WEAK","PRIOR_ONLY","participation","rb_box","career"
"00-0032268","LIGHT",81,6.64197530864198,0.3346274957385,0.604938271604938,0.148148148148148,0.135802469135802,0.0370370370370371,23,197,1,6.73096446700508,0.411167512690355,"MODERATE","PRIOR_ONLY","participation","rb_box","career"
"00-0032268","NEUTRAL",80,5.95,0.00353116741243868,0.6125,0.125,0.225,0.0125,29,197,1,6.73096446700508,0.406091370558376,"MODERATE","PRIOR_ONLY","participation","rb_box","career"
"00-0032371","HEAVY",64,4.296875,-0.00800574152822264,0.375,0.078125,0.265625,0.09375,14,234,1,7.06837606837607,0.273504273504274,"MODERATE","PRIOR_ONLY","participation","rb_box","career"
"00-0032371","LIGHT",76,4.35526315789474,-0.0150633654955431,0.407894736842105,0.0657894736842105,0.105263157894737,0.0131578947368421,12,234,1,7.06837606837607,0.324786324786325,"MODERATE","PRIOR_ONLY","participation","rb_box","career"
"00-0032371","NEUTRAL",94,3.19148936170213,-0.152563579025074,0.308510638297872,0.0531914893617021,0.170212765957447,0.0212765957446809,15,234,1,7.06837606837607,0.401709401709402,"MODERATE","PRIOR_ONLY","participation","rb_box","career"
"00-0032385","HEAVY",6,9.66666666666667,0.503638505819254,0.666666666666667,0.5,0.333333333333333,0.166666666666667,6,36,1,6.72222222222222,0.166666666666667,"INSUFFICIENT","PRIOR_ONLY","participation","rb_box","career"
"00-0032385","LIGHT",16,9.25,0.37711059634421,0.6875,0.375,0.1875,0,8,36,1,6.72222222222222,0.444444444444444,"WEAK","PRIOR_ONLY","participation","rb_box","career"
"00-0032385","NEUTRAL",14,4.85714285714286,0.0845195649848652,0.5,0.142857142857143,0.214285714285714,0,11,36,1,6.72222222222222,0.388888888888889,"INSUFFICIENT","PRIOR_ONLY","participation","rb_box","career"
"00-0032393","HEAVY",12,2,-0.128537077134145,0.166666666666667,0,0.333333333333333,0.0833333333333333,4,76,1,6.67105263157895,0.157894736842105,"INSUFFICIENT","PRIOR_ONLY","participation","rb_box","career"
"00-0032393","LIGHT",33,5.48484848484848,-0.0273517877305294,0.424242424242424,0.0606060606060606,0.212121212121212,0.0303030303030303,13,76,1,6.67105263157895,0.43421052631579,"WEAK","PRIOR_ONLY","participation","rb_box","career"
"00-0032393","NEUTRAL",31,2.51612903225806,-0.600964366926834,0.258064516129032,0,0.258064516129032,0,12,76,1,6.67105263157895,0.407894736842105,"WEAK","PRIOR_ONLY","participation","rb_box","career"
"00-0032411","HEAVY",31,3.70967741935484,0.0592112021657803,0.387096774193548,0.0645161290322581,0.258064516129032,0.0645161290322581,12,148,1,6.87162162162162,0.209459459459459,"WEAK","PRIOR_ONLY","participation","rb_box","career"
"00-0032411","LIGHT",56,5.33928571428571,0.0830538877242603,0.410714285714286,0.142857142857143,0.178571428571429,0,12,148,1,6.87162162162162,0.378378378378378,"MODERATE","PRIOR_ONLY","participation","rb_box","career"
"00-0032411","NEUTRAL",61,4.9344262295082,0.0266135415713965,0.459016393442623,0.131147540983607,0.114754098360656,0.0327868852459016,13,148,1,6.87162162162162,0.412162162162162,"MODERATE","PRIOR_ONLY","participation","rb_box","career"
"00-0032417","HEAVY",8,3,-0.464672393005458,0,0,0,0,4,165,1,6.27878787878788,0.0484848484848485,"INSUFFICIENT","PRIOR_ONLY","participation","rb_box","career"
"00-0032417","LIGHT",112,3.73214285714286,-0.0861511456615908,0.357142857142857,0.0267857142857143,0.160714285714286,0,16,165,1,6.27878787878788,0.678787878787879,"STRONG","PRIOR_ONLY","participation","rb_box","career"
"00-0032417","NEUTRAL",45,2.95555555555556,-0.211857335388453,0.244444444444444,0.0888888888888889,0.222222222222222,0,11,165,1,6.27878787878788,0.272727272727273,"MODERATE","PRIOR_ONLY","participation","rb_box","career"
