"gsis_id","bucket","targets","catch_rate","yards_per_target","air_yards","yac","epa_per_target","success_rate","explosive_rate","n_opp","targets_eligible","targets_charted_mz","mz_coverage_rate","target_share_vs_bucket","evidence_class","availability","source","family","window"
"00-0033699","MAN",159,0.748427672955975,7.0314465408805,1.11320754716981,9.3109243697479,0.238172558877523,0.471698113207547,0.144654088050314,28,570,569,0.998245614035088,0.279437609841828,"MODERATE","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0033699","ZONE",410,0.814634146341463,6.98780487804878,-0.336585365853657,9.52095808383233,0.100982584438574,0.492682926829269,0.102439024390244,29,570,569,0.998245614035088,0.720562390158172,"STRONG","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0033725","MAN",9,0.888888888888889,3.11111111111111,-4.22222222222222,7.875,-0.271603073776027,0.333333333333333,0,5,45,44,0.977777777777778,0.204545454545455,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0033725","ZONE",35,0.828571428571429,7.11428571428571,0.257142857142858,9.79310344827586,0.101143106267969,0.485714285714286,0.142857142857143,13,45,44,0.977777777777778,0.795454545454545,"WEAK","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0033733","MAN",55,0.6,4.34545454545455,6.30909090909091,1.57575757575758,0.170000729308705,0.472727272727273,0.0363636363636364,13,131,127,0.969465648854962,0.433070866141732,"WEAK","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0033733","ZONE",72,0.75,7.06944444444445,5.83333333333333,4,0.375869565073425,0.541666666666667,0.0972222222222222,14,131,127,0.969465648854962,0.566929133858268,"WEAK","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0033757","MAN",61,0.688524590163934,6.47540983606557,8.31147540983607,3.30952380952381,0.290510624943144,0.491803278688525,0.131147540983607,20,194,194,1,0.314432989690722,"WEAK","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0033757","ZONE",133,0.804511278195489,8.6390977443609,7.43609022556391,4.77570093457944,0.380218692244384,0.578947368421053,0.165413533834586,27,194,194,1,0.685567010309278,"MODERATE","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0033839","MAN",74,0.554054054054054,6.81081081081081,9.21621621621622,5.51219512195122,0.125775750292796,0.432432432432432,0.148648648648649,22,222,218,0.981981981981982,0.339449541284404,"WEAK","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0033839","ZONE",144,0.708333333333333,6.55555555555555,6.625,4.52941176470588,0.0730466509349114,0.4375,0.118055555555556,23,222,218,0.981981981981982,0.660550458715596,"MODERATE","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0033840","MAN",7,0.714285714285714,7.14285714285714,11.7142857142857,2.2,0.43468862730411,0.571428571428571,0,3,25,24,0.96,0.291666666666667,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0033840","ZONE",17,0.705882352941177,12.2352941176471,12.2352941176471,2.33333333333333,0.470896467068893,0.529411764705882,0.352941176470588,4,25,24,0.96,0.708333333333333,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0033854","MAN",36,0.611111111111111,5.77777777777778,2.19444444444444,8.36363636363636,0.0728691801125178,0.388888888888889,0.111111111111111,18,161,160,0.993788819875776,0.225,"WEAK","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0033854","ZONE",124,0.693548387096774,5.12903225806452,1.45161290322581,6.22093023255814,-0.449709292459386,0.346774193548387,0.0645161290322581,27,161,160,0.993788819875776,0.775,"MODERATE","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0033856","MAN",77,0.74025974025974,5.33766233766234,0.883116883116883,7.49122807017544,-0.0127159214067805,0.480519480519481,0.0909090909090909,21,340,340,1,0.226470588235294,"WEAK","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0033856","ZONE",263,0.832699619771863,5.72243346007604,-0.20532319391635,7.26027397260274,0.00172468425869927,0.486692015209125,0.0494296577946768,28,340,340,1,0.773529411764706,"STRONG","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0033857","MAN",254,0.645669291338583,7.29133858267717,8.0236220472441,5.24390243902439,0.157259907349024,0.52755905511811,0.161417322834646,29,615,609,0.990243902439024,0.417077175697865,"STRONG","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0033857","ZONE",355,0.723943661971831,7.89014084507042,6.91830985915493,5.21789883268483,0.183566378970503,0.583098591549296,0.132394366197183,30,615,609,0.990243902439024,0.582922824302135,"STRONG","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0033858","MAN",137,0.613138686131387,6.3941605839416,5.53676470588235,6.70238095238095,0.146748548762621,0.489051094890511,0.102189781021898,29,459,458,0.997821350762527,0.299126637554585,"MODERATE","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0033858","ZONE",321,0.757009345794393,7.77570093457944,4.9595015576324,6.60905349794239,0.246714908253235,0.560747663551402,0.121495327102804,31,459,458,0.997821350762527,0.700873362445415,"STRONG","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0033871","MAN",159,0.547169811320755,7.27044025157233,10.5408805031447,4.02298850574713,0.285232991606386,0.509433962264151,0.176100628930818,27,396,396,1,0.401515151515151,"MODERATE","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0033871","ZONE",237,0.641350210970464,9.90717299578059,12.7383966244726,4.36184210526316,0.362816078793302,0.556962025316456,0.286919831223629,28,396,396,1,0.598484848484849,"STRONG","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0033879","MAN",63,0.492063492063492,7.23809523809524,11.3650793650794,5.03225806451613,0.0946793328893224,0.476190476190476,0.222222222222222,19,164,164,1,0.384146341463415,"WEAK","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0033879","ZONE",101,0.712871287128713,9.84158415841584,9.84158415841584,5.04166666666667,0.343467765631129,0.613861386138614,0.227722772277228,21,164,164,1,0.615853658536585,"MODERATE","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0033881","MAN",217,0.64516129032258,7.01382488479263,6.35211267605634,5.43571428571429,0.20278903540753,0.511520737327189,0.152073732718894,32,704,693,0.984375,0.313131313131313,"STRONG","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0033881","ZONE",476,0.707983193277311,6.54831932773109,5.29684210526316,5.28189910979229,-0.00657255677610789,0.439075630252101,0.0840336134453782,32,704,693,0.984375,0.686868686868687,"STRONG","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0033885","MAN",189,0.571428571428572,6.05291005291005,6.93085106382978,5.47222222222222,0.00690532628004175,0.433862433862434,0.121693121693122,28,530,528,0.99622641509434,0.357954545454545,"MODERATE","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0033885","ZONE",339,0.716814159292035,7.47197640117994,6.00295857988165,5.79012345679012,0.097244805029053,0.486725663716814,0.135693215339233,30,530,528,0.99622641509434,0.642045454545455,"STRONG","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0033891","MAN",172,0.52906976744186,5.45348837209302,11.9127906976744,2.81318681318681,0.0223848350244118,0.436046511627907,0.0872093023255814,24,453,445,0.98233995584989,0.386516853932584,"MODERATE","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0033891","ZONE",273,0.673992673992674,7.22344322344322,10.9413919413919,2.98913043478261,0.0788135194685669,0.501831501831502,0.124542124542125,27,453,445,0.98233995584989,0.613483146067416,"STRONG","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0033893","MAN",60,0.816666666666667,5.9,-1.23333333333333,8.28571428571429,0.126498306799719,0.416666666666667,0.116666666666667,23,293,290,0.989761092150171,0.206896551724138,"WEAK","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0033893","ZONE",230,0.760869565217391,6.1,-1.45217391304348,9.58857142857143,0.0906856102182755,0.443478260869565,0.0869565217391304,30,293,290,0.989761092150171,0.793103448275862,"STRONG","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0033895","MAN",136,0.544117647058824,5.42647058823529,6.94117647058824,4.91891891891892,-0.145659912493872,0.404411764705882,0.125,28,407,403,0.99017199017199,0.337468982630273,"MODERATE","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0033895","ZONE",267,0.749063670411985,7,5.11985018726592,5.385,0.187979293207944,0.52059925093633,0.116104868913858,31,407,403,0.99017199017199,0.662531017369727,"STRONG","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0033896","MAN",23,0.434782608695652,4.52173913043478,4.43478260869565,6.5,-0.130058188165582,0.347826086956522,0.173913043478261,14,59,57,0.966101694915254,0.403508771929825,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0033896","ZONE",34,0.823529411764706,8.1764705882353,5.6764705882353,4.71428571428571,0.493642140630126,0.647058823529412,0.147058823529412,16,59,57,0.966101694915254,0.596491228070175,"WEAK","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0033897","MAN",98,0.693877551020408,5.97959183673469,1.03061224489796,8.63235294117647,0.206569721847981,0.469387755102041,0.112244897959184,24,366,366,1,0.26775956284153,"MODERATE","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0033897","ZONE",268,0.824626865671642,5.88432835820896,-1.10486891385768,8.4027149321267,0.0615696286399163,0.455223880597015,0.0746268656716418,29,366,366,1,0.73224043715847,"STRONG","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0033906","MAN",195,0.692307692307692,6.38974358974359,1.89230769230769,8.91851851851852,0.0772786784982269,0.430769230769231,0.112820512820513,30,668,667,0.998502994011976,0.292353823088456,"MODERATE","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0033906","ZONE",472,0.826271186440678,6.09322033898305,0.372881355932204,7.35641025641026,0.0158355060477909,0.436440677966101,0.0783898305084746,31,668,667,0.998502994011976,0.707646176911544,"STRONG","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0033908","MAN",307,0.62214983713355,8.87622149837133,8.48355263157895,6.60732984293194,0.261527279293162,0.537459283387622,0.179153094462541,30,872,870,0.997706422018349,0.352873563218391,"STRONG","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0033908","ZONE",563,0.760213143872114,8.4955595026643,7.20781527531084,5.25,0.356404975371056,0.561278863232682,0.168738898756661,31,872,870,0.997706422018349,0.647126436781609,"STRONG","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0033911","MAN",19,0.578947368421053,7.26315789473684,11.8421052631579,2.18181818181818,-0.024887637835388,0.526315789473684,0.105263157894737,9,59,58,0.983050847457627,0.327586206896552,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0033911","ZONE",39,0.666666666666667,8.41025641025641,14.2307692307692,5.26923076923077,0.0219007162453116,0.538461538461538,0.153846153846154,10,59,58,0.983050847457627,0.672413793103448,"WEAK","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0033921","MAN",284,0.623239436619718,7.56338028169014,8.7243816254417,4.81920903954802,0.259220060468731,0.563380281690141,0.169014084507042,29,820,814,0.992682926829268,0.348894348894349,"STRONG","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0033921","ZONE",530,0.756603773584906,9.36226415094339,8.3421550094518,5.6783042394015,0.495137130289759,0.613207547169812,0.192452830188679,29,820,814,0.992682926829268,0.651105651105651,"STRONG","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0033923","MAN",80,0.7375,6.4375,1.125,8.49152542372881,0.369725381277009,0.4875,0.1375,25,279,279,1,0.28673835125448,"MODERATE","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0033923","ZONE",199,0.778894472361809,6.21608040201005,0.0603015075376893,8.1741935483871,0.1448893636371,0.457286432160804,0.0703517587939698,31,279,279,1,0.71326164874552,"MODERATE","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0033925","MAN",11,0.636363636363636,8.72727272727273,0.909090909090909,14.4285714285714,0.352106534531975,0.545454545454545,0.181818181818182,10,47,47,1,0.234042553191489,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0033925","ZONE",36,0.75,6.02777777777778,0.777777777777778,6.51851851851852,0.00194813381955265,0.472222222222222,0.138888888888889,17,47,47,1,0.765957446808511,"WEAK","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0033932","MAN",148,0.513513513513513,8.05405405405405,12.3175675675676,4.48684210526316,0.222628669496079,0.459459459459459,0.216216216216216,24,365,360,0.986301369863014,0.411111111111111,"MODERATE","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0033932","ZONE",212,0.575471698113208,9.43867924528302,14.2924528301887,3.94262295081967,0.392093189140451,0.523584905660377,0.226415094339623,28,365,360,0.986301369863014,0.588888888888889,"STRONG","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0033933","MAN",17,0.411764705882353,4.17647058823529,11.1176470588235,1.28571428571429,-0.336944860141812,0.352941176470588,0.0588235294117647,6,47,46,0.978723404255319,0.369565217391304,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0033933","ZONE",29,0.344827586206897,3.44827586206897,12.9655172413793,0.7,-0.42036537138408,0.241379310344828,0.0344827586206897,8,47,46,0.978723404255319,0.630434782608696,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0033943","MAN",148,0.513513513513513,6.83108108108108,10.5034013605442,4.07894736842105,0.0682647988395188,0.445945945945946,0.189189189189189,27,395,394,0.99746835443038,0.375634517766497,"MODERATE","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0033943","ZONE",246,0.638211382113821,8.60569105691057,12.1341463414634,4.07006369426751,0.256727775314068,0.560975609756098,0.215447154471545,28,395,394,0.99746835443038,0.624365482233503,"STRONG","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0033948","MAN",52,0.673076923076923,4.63461538461538,0.156862745098039,7.11428571428571,0.0602052703956965,0.442307692307692,0.0576923076923077,18,198,195,0.984848484848485,0.266666666666667,"WEAK","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0033948","ZONE",143,0.881118881118881,5.61538461538462,-0.00699300699300728,6.63492063492064,0.040880754156254,0.48951048951049,0.034965034965035,28,198,195,0.984848484848485,0.733333333333333,"MODERATE","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0033950","MAN",10,0.6,2.1,4.7,3.66666666666667,-0.313042285473784,0.2,0,4,67,66,0.985074626865672,0.151515151515152,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0033950","ZONE",56,0.732142857142857,5.44642857142857,0.375,6.90243902439024,-0.0162508052687502,0.410714285714286,0.142857142857143,16,67,66,0.985074626865672,0.848484848484849,"WEAK","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0033951","MAN",10,0.4,4.5,0.1,12,-0.730690283945296,0.3,0.1,8,61,61,1,0.163934426229508,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0033951","ZONE",51,0.784313725490196,5.43137254901961,-0.607843137254902,7.575,-0.0465583057766046,0.431372549019608,0.0392156862745098,17,61,61,1,0.836065573770492,"WEAK","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0033953","MAN",9,0.555555555555556,3.44444444444444,5.44444444444444,4.2,0.224734247377556,0.444444444444444,0,6,25,24,0.96,0.375,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0033953","ZONE",15,0.6,5.53333333333333,6.86666666666667,3.11111111111111,0.176372861640994,0.533333333333333,0.0666666666666667,8,25,24,0.96,0.625,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0033955","MAN",31,0.67741935483871,4.38709677419355,1.36666666666667,5.9047619047619,-0.0325575576111922,0.32258064516129,0.0967741935483871,15,99,99,1,0.313131313131313,"WEAK","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0033955","ZONE",68,0.779411764705882,5.61764705882353,-0.558823529411765,8.24528301886792,-0.031066325842443,0.367647058823529,0.0441176470588235,23,99,99,1,0.686868686868687,"WEAK","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0034011","MAN",45,0.511111111111111,6.88888888888889,11.2,3.21739130434783,0.058671606407468,0.444444444444444,0.222222222222222,22,144,143,0.993055555555556,0.314685314685315,"WEAK","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0034011","ZONE",98,0.73469387755102,9.6734693877551,8.92857142857143,5.77777777777778,0.403659964776627,0.642857142857143,0.244897959183673,22,144,143,0.993055555555556,0.685314685314685,"MODERATE","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0034052","MAN",16,0.6875,13.1875,13.4375,5.27272727272727,0.856183811809387,0.625,0.3125,9,43,42,0.976744186046512,0.380952380952381,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0034052","ZONE",26,0.692307692307692,6.73076923076923,11.0384615384615,4.61111111111111,0.0826572816451797,0.615384615384615,0.115384615384615,12,43,42,0.976744186046512,0.619047619047619,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0034054","MAN",14,0.642857142857143,6.14285714285714,6.28571428571429,3,0.640823035322163,0.571428571428571,0.142857142857143,9,46,46,1,0.304347826086957,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0034054","ZONE",32,0.71875,9,10.28125,3.08695652173913,0.108395492531129,0.5625,0.15625,11,46,46,1,0.695652173913043,"WEAK","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0034073","MAN",20,0.6,3.45,6.25,2.25,0.262161807413213,0.4,0.05,11,66,66,1,0.303030303030303,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0034073","ZONE",46,0.760869565217391,10.0217391304348,7.26086956521739,5.48571428571428,0.516329680216428,0.630434782608696,0.195652173913043,13,66,66,1,0.696969696969697,"WEAK","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0034104","MAN",30,0.6,9.13333333333333,11.5666666666667,6.5,0.46439214479222,0.5,0.233333333333333,15,92,92,1,0.326086956521739,"WEAK","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0034104","ZONE",62,0.629032258064516,8.54838709677419,11.4516129032258,5.12820512820513,0.130184854409911,0.5,0.209677419354839,19,92,92,1,0.673913043478261,"WEAK","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0034109","MAN",30,0.733333333333333,3.13333333333333,-1.5,5.77272727272727,-0.196226190372664,0.3,0.0333333333333333,17,122,121,0.991803278688525,0.247933884297521,"WEAK","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0034109","ZONE",91,0.714285714285714,4.78021978021978,-0.758241758241758,7.95384615384615,0.0225898805333449,0.461538461538461,0.043956043956044,23,122,121,0.991803278688525,0.752066115702479,"MODERATE","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0034115","MAN",24,0.583333333333333,4.79166666666667,3.875,4.28571428571429,0.242208333391385,0.375,0.0833333333333333,13,113,112,0.991150442477876,0.214285714285714,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0034115","ZONE",88,0.670454545454545,5.125,1.10227272727273,7.16949152542373,-0.193000519854137,0.397727272727273,0.0454545454545455,26,113,112,0.991150442477876,0.785714285714286,"MODERATE","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0034132","MAN",16,0.5,5,7.125,2.75,-0.455353240517216,0.3125,0.0625,6,52,51,0.980769230769231,0.313725490196078,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0034132","ZONE",35,0.571428571428571,5.05714285714286,8.6,1.5,0.020282444008626,0.4,0.114285714285714,11,52,51,0.980769230769231,0.686274509803922,"WEAK","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0034159","MAN",70,0.671428571428571,6.81428571428571,4.61428571428571,7.21276595744681,0.34953298901902,0.514285714285714,0.171428571428571,25,236,236,1,0.296610169491525,"WEAK","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0034159","ZONE",166,0.849397590361446,9.16867469879518,5.77710843373494,5.73758865248227,0.442731708101365,0.590361445783133,0.168674698795181,30,236,236,1,0.703389830508475,"MODERATE","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0034164","MAN",7,0.571428571428571,2.71428571428571,6.42857142857143,2.5,-0.29785363958633,0.285714285714286,0,6,29,28,0.96551724137931,0.25,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0034164","ZONE",21,0.761904761904762,6.71428571428571,5.47619047619048,7.5625,-0.382117676530785,0.428571428571429,0.142857142857143,8,29,28,0.96551724137931,0.75,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0034184","MAN",11,0.636363636363636,10.6363636363636,1.90909090909091,15.8571428571429,0.27062296084213,0.272727272727273,0.181818181818182,7,42,42,1,0.261904761904762,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0034184","ZONE",31,0.838709677419355,8.48387096774194,1.74193548387097,7.69230769230769,0.372746867445142,0.580645161290323,0.0967741935483871,16,42,42,1,0.738095238095238,"WEAK","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0034208","MAN",11,0.636363636363636,5.54545454545454,3.45454545454545,9,-0.190480813991141,0.181818181818182,0.0909090909090909,9,38,38,1,0.289473684210526,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0034208","ZONE",27,0.703703703703704,4.55555555555556,-0.518518518518519,6.57894736842105,-0.615089234864476,0.148148148148148,0.0740740740740741,13,38,38,1,0.710526315789474,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0034253","MAN",19,0.947368421052632,6.68421052631579,-0.31578947368421,7.77777777777778,0.638300452071953,0.578947368421053,0.157894736842105,12,79,78,0.987341772151899,0.243589743589744,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0034253","ZONE",59,0.745762711864407,5.69491525423729,0.779661016949153,7.13636363636364,-0.164330317498625,0.372881355932203,0.0677966101694915,19,79,78,0.987341772151899,0.756410256410256,"WEAK","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0034270","MAN",142,0.640845070422535,5.72535211267606,6.85106382978723,3.94505494505495,-0.0142827872620966,0.380281690140845,0.133802816901408,31,387,387,1,0.366925064599483,"MODERATE","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0034270","ZONE",245,0.730612244897959,7.48571428571428,5.49795918367347,5.53631284916201,0.178661842419046,0.526530612244898,0.13469387755102,29,387,387,1,0.633074935400517,"STRONG","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0034272","MAN",193,0.404145077720207,7.83937823834197,16.1813471502591,5.94871794871795,0.106305104909943,0.362694300518135,0.170984455958549,31,445,443,0.995505617977528,0.435665914221219,"MODERATE","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0034272","ZONE",250,0.564,8.692,15.432,4.79432624113475,0.229039349011221,0.46,0.18,30,445,443,0.995505617977528,0.564334085778781,"STRONG","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0034273","MAN",18,0.277777777777778,4.22222222222222,10.1666666666667,6.6,-0.263041996060507,0.277777777777778,0.111111111111111,8,55,54,0.981818181818182,0.333333333333333,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0034273","ZONE",36,0.666666666666667,9.19444444444444,12.6388888888889,3.125,0.373768431295839,0.555555555555556,0.25,14,55,54,0.981818181818182,0.666666666666667,"WEAK","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0034279","MAN",39,0.538461538461538,9.1025641025641,14.2307692307692,5.80952380952381,0.277964881119841,0.512820512820513,0.333333333333333,16,110,110,1,0.354545454545455,"WEAK","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0034279","ZONE",71,0.591549295774648,7.94366197183099,11.6901408450704,5.02380952380952,0.223070877304979,0.450704225352113,0.183098591549296,20,110,110,1,0.645454545454546,"WEAK","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0034286","MAN",42,0.595238095238095,9.54761904761905,9.26190476190476,8.4,0.413503218836153,0.547619047619048,0.214285714285714,20,143,143,1,0.293706293706294,"WEAK","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0034286","ZONE",101,0.792079207920792,9.58415841584158,7.89108910891089,5.2625,0.367051652244704,0.564356435643564,0.198019801980198,22,143,143,1,0.706293706293706,"MODERATE","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0034297","MAN",50,0.58,6.6,11.08,3.13793103448276,0.361251975751851,0.5,0.18,18,131,130,0.99236641221374,0.384615384615385,"WEAK","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0034297","ZONE",80,0.7625,10.6375,11.925,4.34426229508197,0.592789344764839,0.6375,0.25,21,131,130,0.99236641221374,0.615384615384615,"MODERATE","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0034301","MAN",25,0.76,8.24,2.36,11.2631578947368,0.630045866318369,0.6,0.12,12,114,113,0.991228070175439,0.221238938053097,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0034301","ZONE",88,0.772727272727273,6.42045454545454,-0.102272727272728,8.89705882352941,0.0737616184343878,0.522727272727273,0.0909090909090909,18,114,113,0.991228070175439,0.778761061946903,"MODERATE","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0034309","MAN",9,0.888888888888889,13.4444444444444,4.55555555555556,10.625,1.3707452322738,0.666666666666667,0.222222222222222,4,36,36,1,0.25,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0034309","ZONE",27,0.666666666666667,7,6.33333333333333,3.66666666666667,0.145450002906189,0.518518518518518,0.111111111111111,8,36,36,1,0.75,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0034317","MAN",26,0.461538461538462,6.15384615384615,13.5384615384615,2.08333333333333,0.0765492599636603,0.461538461538462,0.153846153846154,9,43,43,1,0.604651162790698,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0034317","ZONE",17,0.705882352941176,7.88235294117647,9.94117647058824,4.5,0.456135148293186,0.529411764705882,0.117647058823529,9,43,43,1,0.395348837209302,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0034331","MAN",30,0.666666666666667,3.93333333333333,1.2,5.9,-0.187462996606003,0.4,0.0666666666666667,13,104,104,1,0.288461538461538,"WEAK","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0034331","ZONE",74,0.878378378378378,6.02702702702703,-1.16216216216216,8.24615384615385,0.17895513191279,0.527027027027027,0.0540540540540541,17,104,104,1,0.711538461538462,"WEAK","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0034339","MAN",27,0.481481481481482,4.40740740740741,8.51851851851852,2.46153846153846,-0.229554883424719,0.37037037037037,0.037037037037037,11,58,57,0.982758620689655,0.473684210526316,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0034339","ZONE",30,0.733333333333333,5.13333333333333,5.56666666666667,2.09090909090909,-0.470097433557385,0.433333333333333,0,12,58,57,0.982758620689655,0.526315789473684,"WEAK","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0034348","MAN",308,0.535714285714286,8.60714285714286,13.3006535947712,3.6969696969697,0.289901327820303,0.487012987012987,0.23051948051948,29,775,766,0.988387096774194,0.402088772845953,"STRONG","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0034348","ZONE",458,0.622270742358079,8.01310043668122,12.6965065502183,2.6140350877193,0.260957739920258,0.508733624454149,0.176855895196507,29,775,766,0.988387096774194,0.597911227154047,"STRONG","PRIOR_ONLY","participation","receiver_coverage","career"
"00-0034349","MAN",17,0.764705882352941,7.8235294117647,0.823529411764706,11.2307692307692,0.518005586840465,0.647058823529412,0.117647058823529,13,80,80,1,0.2125,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_coverage","career"
