"gsis_id","bucket","plays","completion_pct","epa_per_play","success_rate","air_yards","yac","explosive_rate","sack_rate","scramble_rate","turnover_rate","td_rate","time_to_throw","n_opp","deep_share","intermediate_share","short_share","behind_los_share","middle_share","coverage_rate_mz","evidence_class","availability","source","family","window"
"00-0033949","ZONE",323,0.625386996904025,-0.198960242527815,0.39938080495356,7.70529801324504,3.98514851485149,0.111455108359133,0.065015479876161,0,0.021671826625387,0.0278637770897833,2.75888157894737,17,0.109271523178808,0.198675496688742,0.526490066225166,0.165562913907285,0.241721854304636,0.998019801980198,"STRONG","PRIOR_ONLY","participation","qb_coverage","recent"
"00-0034177","MAN",68,0.5,-0.280648495554751,0.308823529411765,6.06349206349206,4.41176470588235,0.0735294117647059,0.0735294117647059,0,0.0441176470588235,0.0294117647058823,2.1741935483871,6,0.111111111111111,0.111111111111111,0.555555555555556,0.222222222222222,0.158730158730159,1,"WEAK","PRIOR_ONLY","participation","qb_coverage","recent"
"00-0034177","ZONE",69,0.594202898550725,-0.452476010205683,0.289855072463768,6.47619047619048,4.65853658536585,0.0434782608695652,0.0869565217391305,0,0.0289855072463768,0,2.31777777777778,6,0.126984126984127,0.0793650793650794,0.571428571428571,0.222222222222222,0.26984126984127,1,"WEAK","PRIOR_ONLY","participation","qb_coverage","recent"
"00-0034771","MAN",173,0.595375722543353,0.158997992915338,0.491329479768786,8.59876543209877,6.11650485436893,0.161849710982659,0.0635838150289018,0,0.0115606936416185,0.0751445086705202,2.5595,11,0.141975308641975,0.234567901234568,0.462962962962963,0.160493827160494,0.253086419753086,1,"MODERATE","PRIOR_ONLY","participation","qb_coverage","recent"
"00-0034771","ZONE",197,0.690355329949239,-0.10460807416052,0.461928934010152,5.43915343915344,5.25,0.0964467005076142,0.0406091370558376,0,0.0456852791878173,0.00507614213197969,2.57121693121693,11,0.0582010582010582,0.174603174603175,0.560846560846561,0.206349206349206,0.222222222222222,1,"MODERATE","PRIOR_ONLY","participation","qb_coverage","recent"
"00-0034796","MAN",606,0.574257425742574,0.138436725580722,0.468646864686469,8.73655913978494,6.86781609195402,0.165016501650165,0.0792079207920792,0,0.0165016501650165,0.0874587458745874,2.71728085867621,26,0.137992831541219,0.258064516129032,0.426523297491039,0.17741935483871,0.206093189964158,1,"STRONG","PRIOR_ONLY","participation","qb_coverage","recent"
"00-0034796","ZONE",715,0.653146853146853,0.192929976410302,0.507692307692308,8.57421289355322,5.36830835117773,0.172027972027972,0.0671328671328671,0,0.0111888111888112,0.0461538461538463,2.94890060240964,26,0.137931034482759,0.223388305847076,0.467766116941529,0.170914542728636,0.272863568215892,1,"STRONG","PRIOR_ONLY","participation","qb_coverage","recent"
"00-0034855","MAN",679,0.555228276877762,-0.00696614255249937,0.45360824742268,8.28934817170112,5.20424403183024,0.126656848306333,0.0736377025036819,0,0.0235640648011782,0.069219440353461,2.54891373801917,28,0.138314785373609,0.216216216216216,0.497615262321145,0.14785373608903,0.16852146263911,0.996653653095371,"STRONG","PRIOR_ONLY","participation","qb_coverage","recent"
"00-0034855","ZONE",1108,0.661552346570397,0.134893215386173,0.470216606498195,7.60115052732502,5.86084583901773,0.151624548736462,0.0586642599277979,0,0.0189530685920578,0.0433212996389892,2.5673679154659,28,0.11025886864813,0.230105465004794,0.428571428571429,0.231064237775647,0.247363374880153,0.996653653095371,"STRONG","PRIOR_ONLY","participation","qb_coverage","recent"
"00-0034857","MAN",761,0.575558475689882,0.149152940814143,0.457293035479632,8.88551724137931,6.04794520547945,0.160315374507227,0.0473061760841,0,0.0236530880420499,0.0722733245729304,2.70196403872752,28,0.147586206896552,0.23448275862069,0.451034482758621,0.166896551724138,0.122758620689655,0.99937343358396,"STRONG","PRIOR_ONLY","participation","qb_coverage","recent"
"00-0034857","ZONE",834,0.685851318944844,0.182400405913233,0.509592326139089,7.52651515151515,5.61538461538462,0.145083932853717,0.0503597122302159,0,0.0191846522781775,0.0311750599520384,2.77149178255373,28,0.125,0.188131313131313,0.478535353535354,0.208333333333333,0.231060606060606,0.99937343358396,"STRONG","PRIOR_ONLY","participation","qb_coverage","recent"
"00-0034869","MAN",426,0.593896713615023,0.165334184988734,0.490610328638498,9.08121827411167,4.66403162055336,0.161971830985915,0.0751173708920187,0,0.0258215962441314,0.0845070422535212,2.79198473282443,22,0.129441624365482,0.246192893401015,0.510152284263959,0.114213197969543,0.205583756345178,0.99825021872266,"STRONG","PRIOR_ONLY","participation","qb_coverage","recent"
"00-0034869","ZONE",715,0.64055944055944,0.039400157025206,0.504895104895105,7.71964017991004,5.45196506550219,0.160839160839161,0.0671328671328672,0,0.0223776223776223,0.0363636363636364,2.83802395209581,21,0.113943028485757,0.221889055472264,0.491754122938531,0.172413793103448,0.230884557721139,0.99825021872266,"STRONG","PRIOR_ONLY","participation","qb_coverage","recent"
"00-0035100","MAN",115,0.582608695652174,0.0554029536266011,0.417391304347826,7.89423076923077,5.16417910447761,0.0956521739130435,0.0956521739130435,0,0.00869565217391305,0.0956521739130435,2.32326923076923,8,0.163461538461538,0.201923076923077,0.403846153846154,0.230769230769231,0.173076923076923,0.997506234413965,"MODERATE","PRIOR_ONLY","participation","qb_coverage","recent"
"00-0035100","ZONE",285,0.649122807017544,-0.128265259883252,0.449122807017544,6.4106463878327,6.10810810810811,0.119298245614035,0.0771929824561404,0,0.0491228070175438,0.0245614035087719,2.66848484848485,10,0.091254752851711,0.216730038022814,0.448669201520913,0.243346007604563,0.239543726235741,0.997506234413965,"STRONG","PRIOR_ONLY","participation","qb_coverage","recent"
"00-0035228","MAN",423,0.543735224586289,-0.0330150499253443,0.439716312056737,8.19240506329114,4.75217391304348,0.111111111111111,0.0661938534278959,0,0.0236406619385343,0.0614657210401892,2.52349367088608,20,0.134177215189873,0.225316455696203,0.483544303797468,0.156962025316456,0.144303797468354,1,"STRONG","PRIOR_ONLY","participation","qb_coverage","recent"
"00-0035228","ZONE",609,0.702791461412151,0.0844578759561969,0.477832512315271,5.81675392670157,5.60046728971963,0.124794745484401,0.0591133004926108,0,0.0147783251231527,0.0180623973727422,2.71162303664921,20,0.0802792321116928,0.160558464223386,0.532286212914485,0.226876090750436,0.25305410122164,1,"STRONG","PRIOR_ONLY","participation","qb_coverage","recent"
"00-0035282","MAN",89,0.50561797752809,-0.339547595289424,0.292134831460674,7.97560975609756,5.84444444444444,0.101123595505618,0.0786516853932584,0,0.0112359550561798,0.0224719101123595,2.55268292682927,4,0.134146341463415,0.195121951219512,0.475609756097561,0.195121951219512,0.134146341463415,1,"MODERATE","PRIOR_ONLY","participation","qb_coverage","recent"
"00-0035282","ZONE",98,0.673469387755102,-0.019187315572449,0.489795918367347,6.04395604395604,4.77272727272727,0.122448979591837,0.0714285714285714,0,0,0.0102040816326531,2.71648351648352,4,0.0879120879120879,0.153846153846154,0.593406593406593,0.164835164835165,0.164835164835165,1,"MODERATE","PRIOR_ONLY","participation","qb_coverage","recent"
"00-0035289","MAN",429,0.529137529137529,-0.0889457520357456,0.417249417249417,8.03291139240506,5.25550660792952,0.107226107226107,0.0792540792540792,0,0.027972027972028,0.0442890442890443,2.49910941475827,18,0.129113924050633,0.184810126582278,0.546835443037975,0.139240506329114,0.179746835443038,0.993095512082854,"STRONG","PRIOR_ONLY","participation","qb_coverage","recent"
"00-0035289","ZONE",434,0.654377880184332,-0.050880946345149,0.43778801843318,5.56896551724138,5.1830985915493,0.101382488479263,0.0645161290322581,0,0.0184331797235023,0.0115207373271889,2.53696296296296,18,0.0665024630541872,0.165024630541872,0.536945812807882,0.231527093596059,0.236453201970443,0.993095512082854,"STRONG","PRIOR_ONLY","participation","qb_coverage","recent"
"00-0035704","MAN",134,0.5,-0.20086723191415,0.373134328358209,8,5.56716417910448,0.171641791044776,0.0597014925373135,0,0.0298507462686567,0.0447761194029851,2.50190476190476,8,0.150793650793651,0.142857142857143,0.492063492063492,0.214285714285714,0.222222222222222,1,"MODERATE","PRIOR_ONLY","participation","qb_coverage","recent"
"00-0035704","ZONE",143,0.62937062937063,-0.119791955858624,0.398601398601399,5.45112781954887,6.21111111111111,0.0769230769230769,0.0699300699300699,0,0.027972027972028,0.020979020979021,2.64985185185185,9,0.0902255639097744,0.150375939849624,0.481203007518797,0.278195488721804,0.24812030075188,1,"MODERATE","PRIOR_ONLY","participation","qb_coverage","recent"
"00-0035710","MAN",383,0.522193211488251,-0.111027623817449,0.394255874673629,8.21428571428571,4.5,0.0966057441253264,0.0861618798955613,0,0.0156657963446475,0.0339425587467363,2.54236311239193,20,0.108571428571429,0.214285714285714,0.545714285714286,0.131428571428571,0.165714285714286,0.998958333333333,"STRONG","PRIOR_ONLY","participation","qb_coverage","recent"
"00-0035710","ZONE",576,0.668402777777778,0.0146804462988513,0.482638888888889,7.19092627599244,4.74805194805195,0.130208333333333,0.0815972222222222,0,0.0260416666666667,0.0277777777777779,2.57220338983051,21,0.0850661625708885,0.198487712665406,0.533081285444234,0.183364839319471,0.217391304347826,0.998958333333333,"STRONG","PRIOR_ONLY","participation","qb_coverage","recent"
"00-0035993","MAN",107,0.523364485981308,-0.0853510189120452,0.411214953271028,8.59782608695652,3.05357142857143,0.0934579439252336,0.140186915887851,0,0.0186915887850467,0.0373831775700935,2.45239130434783,11,0.0869565217391304,0.315217391304348,0.5,0.0978260869565217,0.173913043478261,1,"MODERATE","PRIOR_ONLY","participation","qb_coverage","recent"
"00-0035993","ZONE",155,0.664516129032258,-0.0452082545864994,0.412903225806452,6.45454545454546,3.97087378640777,0.0967741935483871,0.0774193548387096,0,0.0064516129032258,0.0258064516129032,2.57041958041958,11,0.0559440559440559,0.216783216783217,0.503496503496504,0.223776223776224,0.237762237762238,1,"MODERATE","PRIOR_ONLY","participation","qb_coverage","recent"
"00-0036212","MAN",448,0.595982142857143,0.269530626684117,0.486607142857143,7.48139534883722,6.56179775280899,0.169642857142857,0.0401785714285714,0,0.015625,0.0959821428571429,2.27039719626168,25,0.125581395348837,0.216279069767442,0.453488372093023,0.204651162790698,0.176744186046512,0.998588567395907,"STRONG","PRIOR_ONLY","participation","qb_coverage","recent"
"00-0036212","ZONE",967,0.693898655635988,0.0861340691874011,0.49741468459152,6.55077262693157,5.27868852459016,0.135470527404343,0.063081695966908,0,0.0299896587383661,0.0258531540847983,2.35217679558011,25,0.0783664459161148,0.222958057395143,0.443708609271523,0.254966887417219,0.208609271523179,0.998588567395907,"STRONG","PRIOR_ONLY","participation","qb_coverage","recent"
"00-0036264","MAN",594,0.555555555555556,0.176027004499398,0.456228956228956,9.30902777777778,4.71212121212121,0.13973063973064,0.0303030303030303,0,0.0151515151515152,0.0959595959595959,2.59337954939341,25,0.154513888888889,0.222222222222222,0.477430555555556,0.145833333333333,0.164930555555556,0.998671096345515,"STRONG","PRIOR_ONLY","participation","qb_coverage","recent"
