"gsis_id","plays","completion_pct","epa_per_play","success_rate","air_yards","yac","explosive_rate","sack_rate","scramble_rate","turnover_rate","td_rate","time_to_throw","n_opp","concept","frequency","plays_with_concept","charted_plays","evidence_class","availability","source","family","window"
"00-0036264",801,0.635455680399501,0.217306887106135,0.469413233458177,7.07552083333333,6.39489194499018,0.161048689138577,0.0411985018726592,0,0.00499375780274656,0.0636704119850188,2.67840155440414,26,"motion",0.525245901639344,801,1525,"STRONG","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0036355",1064,0.644736842105263,0.0144234860935545,0.453007518796992,6.25228891149541,5.49562682215744,0.131578947368421,0.0761278195488718,0,0.0159774436090225,0.0441729323308271,2.76226144455748,30,"motion",0.457044673539519,1064,2328,"STRONG","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0036389",696,0.610632183908046,0.0672953682546211,0.443965517241379,8.19409937888199,5.24470588235294,0.142241379310345,0.0747126436781608,0,0.0172413793103448,0.0517241379310344,2.96654375,31,"motion",0.356192425793245,696,1954,"STRONG","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0036442",715,0.64055944055944,0.0209729851115683,0.476923076923077,5.59131736526946,5.44541484716157,0.0951048951048951,0.0657342657342658,0,0.0125874125874126,0.048951048951049,2.48357335329341,26,"motion",0.355898456943753,715,2009,"STRONG","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0036879",27,0.703703703703704,0.35422460300227,0.481481481481482,6.15384615384615,7.78947368421053,0.259259259259259,0.0370370370370371,0,0,0.037037037037037,2.81134615384615,3,"motion",0.234782608695652,27,115,"WEAK","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0036898",279,0.591397849462366,-0.143057220829525,0.39426523297491,6.66917293233083,4.8060606060606,0.121863799283154,0.046594982078853,0,0.017921146953405,0.025089605734767,2.63827819548872,18,"motion",0.36953642384106,279,755,"STRONG","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0036945",563,0.536412078152753,-0.128284179541343,0.374777975133215,7.47105788423154,5.00662251655629,0.113676731793961,0.1101243339254,0,0.0124333925399645,0.0461811722912966,3.040544,24,"motion",0.472315436241611,563,1192,"STRONG","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0036971",906,0.601545253863135,0.0677098043702194,0.455849889624724,7.53837209302325,5.4,0.143487858719647,0.0507726269315673,0,0.0165562913907285,0.0496688741721853,2.5784060324826,30,"motion",0.42999525391552,906,2107,"STRONG","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0036972",654,0.648318042813456,-0.0536753197630181,0.45565749235474,6.37520391517129,5.30896226415094,0.113149847094801,0.062691131498471,0,0.0168195718654434,0.0351681957186544,2.51123817292007,22,"motion",0.460887949260042,654,1419,"STRONG","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0037012",66,0.439393939393939,-0.286921598437592,0.348484848484849,6.88135593220339,5.06896551724138,0.121212121212121,0.106060606060606,0,0.0151515151515152,0,2.91661016949153,5,"motion",0.481751824817518,66,137,"MODERATE","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0037013",231,0.532467532467532,-0.212624625549066,0.376623376623377,6.66509433962264,5.8130081300813,0.125541125541126,0.0822510822510823,0,0.025974025974026,0.0173160173160173,2.99123474178404,17,"motion",0.336244541484716,231,687,"STRONG","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0037077",239,0.577405857740586,-0.205193878756099,0.418410041841004,7.09049773755656,5.76086956521739,0.121338912133891,0.0753138075313807,0,0.0334728033472803,0.0251046025104603,2.70784090909091,15,"motion",0.333333333333333,239,717,"STRONG","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0037327",107,0.551401869158878,-0.394673730065681,0.327102803738318,7.11340206185567,3.52542372881356,0.0934579439252336,0.0934579439252337,0,0.0280373831775701,0.00934579439252336,2.82920618556701,8,"motion",0.713333333333333,107,150,"MODERATE","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0037834",968,0.65702479338843,0.212141646474611,0.53202479338843,7.70742358078602,5.85534591194969,0.167355371900826,0.0537190082644628,0,0.0268595041322315,0.0547520661157024,2.77063894967177,25,"motion",0.678821879382889,968,1426,"STRONG","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0038102",290,0.551724137931034,-0.25491025508379,0.348275862068965,5.99250936329588,5.225,0.0551724137931034,0.0793103448275862,0,0.0241379310344828,0.0206896551724138,2.65151320754717,24,"motion",0.337601862630966,290,859,"STRONG","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0038108",168,0.607142857142857,-0.292964405302317,0.410714285714286,5.65771812080537,6.23529411764706,0.148809523809524,0.113095238095238,0,0.0297619047619048,0.0654761904761904,2.57497945205479,14,"motion",0.459016393442623,168,366,"STRONG","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0038122",314,0.570063694267516,-0.134385260269217,0.414012738853503,8.48299319727891,5.21787709497207,0.133757961783439,0.0636942675159236,0,0.0318471337579617,0.035031847133758,2.67251369863014,15,"motion",0.494488188976378,314,635,"STRONG","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0038128",71,0.690140845070423,0.263247027514003,0.464788732394366,6.73015873015873,7.85714285714286,0.211267605633803,0.112676056338028,0,0,0.028169014084507,2.45661904761905,9,"motion",0.394444444444444,71,180,"MODERATE","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0038416",84,0.666666666666667,-0.0536404919628735,0.523809523809524,5.975,5.69642857142857,0.130952380952381,0.0476190476190476,0,0.0357142857142857,0.0357142857142857,2.677,6,"motion",0.545454545454545,84,154,"MODERATE","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0038476",106,0.60377358490566,-0.181347405923967,0.339622641509434,5.73913043478261,4.390625,0.0754716981132075,0.132075471698113,0,0.0188679245283019,0.0377358490566038,2.52858695652174,10,"motion",0.4,106,265,"MODERATE","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0038579",333,0.585585585585586,-0.0392709947986294,0.414414414414414,7.38170347003155,5.38974358974359,0.111111111111111,0.0480480480480482,0,0.00900900900900902,0.0390390390390391,2.65189873417722,15,"motion",0.519500780031201,333,641,"STRONG","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0038583",103,0.504854368932039,-0.462796043057174,0.29126213592233,5.62886597938144,4.36538461538462,0.058252427184466,0.058252427184466,0,0.0485436893203884,0,2.58556701030928,8,"motion",0.425619834710744,103,242,"MODERATE","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0039150",473,0.619450317124736,-0.13480335221752,0.414376321353065,5.87810383747178,5.36860068259386,0.101479915433404,0.0634249471458774,0,0.0232558139534883,0.0486257928118393,2.70490950226244,25,"motion",0.314494680851064,473,1504,"STRONG","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0039152",191,0.643979057591623,-0.0301174797812331,0.413612565445026,7.49142857142857,4.57723577235772,0.157068062827225,0.0837696335078534,0,0.0209424083769633,0.031413612565445,2.54651428571429,15,"motion",0.306581059390048,191,623,"STRONG","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0039163",852,0.593896713615023,0.0592234946813192,0.457746478873239,8.54278416347382,5.37747035573123,0.160798122065728,0.0809859154929576,0,0.0152582159624413,0.039906103286385,2.81516581632653,27,"motion",0.547206165703276,852,1557,"STRONG","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0039164",136,0.522058823529412,-0.0764277926592778,0.375,8.34615384615385,7.49295774647887,0.125,0.0441176470588235,0,0.0367647058823529,0.0514705882352941,2.67238461538462,13,"motion",0.368563685636856,136,369,"STRONG","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0039376",283,0.583038869257951,-0.330155993620014,0.360424028268551,7.58461538461538,4.34756097560976,0.0706713780918728,0.0812720848056537,0,0.0212014134275618,0.0212014134275618,2.56961538461538,13,"motion",0.543186180422265,283,521,"STRONG","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0039732",484,0.636363636363636,0.0466219337086533,0.440082644628099,6.61587982832618,6.26948051948052,0.117768595041322,0.0371900826446281,0,0.024793388429752,0.0475206611570248,2.78242489270386,22,"motion",0.395748160261652,484,1223,"STRONG","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0039851",444,0.671171171171171,0.22842342233873,0.527027027027027,7.76960784313726,4.97986577181208,0.157657657657658,0.0810810810810811,0,0.0225225225225225,0.0608108108108108,2.69803921568627,21,"motion",0.487912087912088,444,910,"STRONG","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0039910",335,0.611940298507462,-0.101930900470322,0.435820895522388,5.99333333333333,5.3609756097561,0.0925373134328358,0.104477611940298,0,0.0238805970149254,0.0417910447761194,2.55986622073579,18,"motion",0.459533607681756,335,729,"STRONG","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0039917",248,0.592741935483871,1.28713973750731e-06,0.455645161290323,7.54852320675105,5.46938775510204,0.137096774193548,0.0443548387096774,0,0.0120967741935484,0.0282258064516129,2.54472573839662,10,"motion",0.623115577889447,248,398,"STRONG","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0039918",632,0.568037974683544,-0.0160738198887264,0.40506329113924,7.11815068493151,6.34818941504178,0.118670886075949,0.0759493670886073,0,0.00791139240506328,0.0379746835443036,2.88557461406518,23,"motion",0.519736842105263,632,1216,"STRONG","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0039923",138,0.463768115942029,-0.341819308228652,0.355072463768116,8.11475409836065,4.53125,0.115942028985507,0.115942028985507,0,0.0507246376811594,0.0579710144927536,2.72131147540984,8,"motion",0.511111111111111,138,270,"STRONG","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0040398",115,0.539130434782609,-0.351521225948796,0.347826086956522,4.56190476190476,5.20967741935484,0.0695652173913043,0.0869565217391305,0,0.0347826086956522,0.0173913043478261,2.34095238095238,5,"motion",0.668604651162791,115,172,"MODERATE","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0040668",102,0.647058823529412,0.0154515596267894,0.450980392156863,4.61290322580645,8.03030303030303,0.156862745098039,0.088235294117647,0,0.0196078431372549,0.0392156862745098,2.88709677419355,8,"motion",0.434042553191489,102,235,"MODERATE","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0040676",232,0.568965517241379,-0.248497471478934,0.362068965517241,5.65094339622642,5.52272727272727,0.107758620689655,0.0862068965517241,0,0.0129310344827586,0.0344827586206896,2.80616113744076,14,"motion",0.391891891891892,232,592,"STRONG","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0040691",129,0.62015503875969,-0.0349190960095586,0.441860465116279,6.30172413793104,5.225,0.0930232558139535,0.10077519379845,0,0.00775193798449611,0.0465116279069768,2.51206896551724,11,"motion",0.345844504021448,129,373,"STRONG","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0040704",126,0.571428571428571,-0.130858412859302,0.341269841269841,5.28947368421053,4.20833333333333,0.103174603174603,0.0952380952380952,0,0.00793650793650795,0.0396825396825397,2.61140350877193,7,"motion",0.620689655172414,126,203,"STRONG","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0040743",215,0.655813953488372,0.0661419140097572,0.432558139534884,7.11675126903553,5.53191489361702,0.148837209302326,0.0837209302325582,0,0.00465116279069768,0.0372093023255814,2.51319796954315,8,"motion",0.605633802816901,215,355,"STRONG","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0019596",184,0.706521739130435,0.271118922599811,0.521739130434783,8.12154696132597,4.06153846153846,0.119565217391304,0.016304347826087,0,0.0108695652173913,0.0271739130434783,2.45839226519337,13,"no_huddle",0.24468085106383,184,752,"STRONG","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0022942",9,0.555555555555556,-0.867634592474335,0.444444444444444,9.22222222222222,6.8,0.222222222222222,0,0,0.111111111111111,0,2.08888888888889,2,"no_huddle",0.0927835051546392,9,97,"INSUFFICIENT","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0023459",163,0.631901840490798,0.0812204560046921,0.460122699386503,6.0062893081761,5.79611650485437,0.110429447852761,0.0245398773006135,0,0.0122699386503067,0.0184049079754601,2.48462658227848,25,"no_huddle",0.09465737514518,163,1722,"STRONG","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0026143",84,0.678571428571428,-0.0155408801476281,0.452380952380952,4.6025641025641,3.49122807017544,0.0833333333333333,0.0714285714285714,0,0.0119047619047619,0.0119047619047619,2.56608974358974,9,"no_huddle",0.168674698795181,84,498,"MODERATE","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0026158",88,0.545454545454545,-0.168043634954462,0.375,7.57142857142857,3.9375,0.102272727272727,0.0454545454545455,0,0.0227272727272727,0.0113636363636364,2.62657142857143,15,"no_huddle",0.0793507664562669,88,1109,"MODERATE","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0026197",0,,,,,,,,,,,,0,"no_huddle",0,0,2,"INSUFFICIENT","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0026300",10,0.7,-0.0952421732014045,0.6,4.9,4.14285714285714,0.1,0,0,0.1,0,3.5,2,"no_huddle",0.166666666666667,10,60,"INSUFFICIENT","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0026498",274,0.565693430656934,-0.0653777954585534,0.45985401459854,9.44787644787645,3.64516129032258,0.135036496350365,0.0547445255474452,0,0.0328467153284672,0.0072992700729927,2.79533590733591,26,"no_huddle",0.134247917687408,274,2041,"STRONG","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0026544",0,,,,,,,,,,,,0,"no_huddle",0,0,13,"INSUFFICIENT","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0026625",0,,,,,,,,,,,,0,"no_huddle",0,0,50,"INSUFFICIENT","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0027688",57,0.56140350877193,-0.13678941278608,0.43859649122807,7.7,4.5,0.157894736842105,0.12280701754386,0,0.0175438596491228,0,2.48364,4,"no_huddle",0.393103448275862,57,145,"MODERATE","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0027948",0,,,,,,,,,,,,0,"no_huddle",0,0,44,"INSUFFICIENT","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0027973",65,0.6,-0.0215119937116887,0.430769230769231,6.70491803278689,3.8974358974359,0.107692307692308,0.0615384615384615,0,0.0307692307692308,0.0461538461538461,2.40039344262295,13,"no_huddle",0.0961538461538462,65,676,"MODERATE","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0028118",50,0.54,-0.227868404948504,0.4,8.16666666666666,4.18518518518519,0.06,0.16,0,0.02,0.02,2.48383720930233,12,"no_huddle",0.134770889487871,50,371,"MODERATE","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0028986",2,1,0.384365613048431,0.5,6,1.5,0,0,0,0,0,1.7,2,"no_huddle",0.0303030303030303,2,66,"INSUFFICIENT","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0029263",246,0.544715447154472,-0.0626469167930772,0.422764227642276,8.3018018018018,4.91791044776119,0.113821138211382,0.0975609756097561,0,0.0203252032520325,0.032520325203252,2.78836486486486,25,"no_huddle",0.161735700197239,246,1521,"STRONG","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0029567",8,0.375,-0.426853929100616,0.375,8.85714285714286,2,0.125,0.125,0,0,0,2.33585714285714,2,"no_huddle",0.16,8,50,"INSUFFICIENT","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0029604",330,0.672727272727273,0.0871798581839717,0.512121212121212,7.72312703583062,4.38738738738739,0.160606060606061,0.0696969696969697,0,0.0181818181818182,0.0212121212121212,2.86657003257329,25,"no_huddle",0.186651583710407,330,1768,"STRONG","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0029701",40,0.65,0.0305837078378891,0.425,6.61111111111111,3.69230769230769,0.125,0.1,0,0,0,2.53863888888889,11,"no_huddle",0.0648298217179903,40,617,"MODERATE","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0030565",378,0.658730158730159,0.164994328830221,0.513227513227513,8.14166666666667,5.12449799196787,0.145502645502645,0.0476190476190476,0,0.0132275132275132,0.037037037037037,2.62908888888889,30,"no_huddle",0.166519823788546,378,2270,"STRONG","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0031237",3,1,2.03409559289382,1,8,8.33333333333333,0.333333333333333,0,0,0,0.333333333333333,3.55133333333333,3,"no_huddle",0.029126213592233,3,103,"INSUFFICIENT","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0031280",109,0.669724770642202,0.061301354683458,0.44954128440367,6.33333333333334,4.63013698630137,0.110091743119266,0.036697247706422,0,0.018348623853211,0.018348623853211,2.49082857142857,17,"no_huddle",0.0781362007168459,109,1395,"MODERATE","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0031288",0,,,,,,,,,,,,0,"no_huddle",0,0,6,"INSUFFICIENT","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0031345",21,0.571428571428571,-0.412925467186142,0.380952380952381,6.31578947368421,6.16666666666667,0.0952380952380952,0.0952380952380952,0,0,0,2.81252631578947,7,"no_huddle",0.0380434782608696,21,552,"WEAK","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0031503",101,0.693069306930693,0.14446601075967,0.475247524752475,10.3061224489796,2.05714285714286,0.128712871287129,0.0297029702970297,0,0.0495049504950495,0.0594059405940594,2.40911224489796,13,"no_huddle",0.180035650623886,101,561,"MODERATE","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0031800",50,0.56,0.0543970199964236,0.42,9.71428571428571,2.92857142857143,0.08,0.02,0,0.02,0.04,2.80573469387755,8,"no_huddle",0.117370892018779,50,426,"MODERATE","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0032156",19,0.631578947368421,-0.0722604188700452,0.421052631578947,5.1578947368421,3,0.0526315789473684,0,0,0,0,2.25027777777778,5,"no_huddle",0.100529100529101,19,189,"WEAK","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0032268",284,0.616197183098591,0.141387980151175,0.51056338028169,9.68181818181818,4.85714285714286,0.169014084507042,0.0704225352112676,0,0.0211267605633803,0.0528169014084507,2.76433840304183,22,"no_huddle",0.445839874411303,284,637,"STRONG","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0032434",3,0.666666666666667,-0.522417216716955,0,2.66666666666667,5,0,0,0,0,0,2.2,1,"no_huddle",0.0447761194029851,3,67,"INSUFFICIENT","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0032436",3,0.333333333333333,-2.38370863648985,0,4.5,6,0,0.333333333333333,0,0.333333333333333,0,2.9675,2,"no_huddle",0.0588235294117647,3,51,"INSUFFICIENT","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0032950",70,0.628571428571429,0.0490674494817145,0.514285714285714,9.95652173913043,3.38636363636364,0.0857142857142857,0.0142857142857143,0,0.0285714285714286,0.0142857142857143,2.79492753623188,9,"no_huddle",0.130111524163569,70,538,"MODERATE","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0033077",231,0.593073593073593,0.0297232980898974,0.484848484848485,9,4.51094890510949,0.125541125541126,0.0476190476190476,0,0.0346320346320346,0.0303030303030303,2.5938,28,"no_huddle",0.116902834008097,231,1976,"STRONG","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0033106",148,0.668918918918919,0.0966285012542093,0.547297297297297,5.74285714285714,3.73737373737374,0.0743243243243243,0.0540540540540541,0,0.0135135135135135,0.0202702702702703,2.50180714285714,26,"no_huddle",0.0611317637339942,148,2421,"STRONG","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0033119",139,0.58273381294964,0.0531757312797277,0.460431654676259,10.0909090909091,4.14814814814815,0.122302158273381,0.0503597122302158,0,0.0215827338129496,0.0503597122302158,2.80034090909091,17,"no_huddle",0.12432915921288,139,1118,"STRONG","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0033275",26,0.653846153846154,-0.0223099838521404,0.538461538461538,7.33333333333333,4.29411764705882,0.115384615384615,0.076923076923077,0,0,0.0384615384615385,2.55247826086957,7,"no_huddle",0.111111111111111,26,234,"WEAK","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0033319",23,0.608695652173913,0.182388287920849,0.478260869565217,9,5.42857142857143,0.130434782608696,0.0869565217391305,0,0,0,2.81919047619048,5,"no_huddle",0.121693121693122,23,189,"WEAK","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0033357",0,,,,,,,,,,,,0,"no_huddle",0,0,44,"INSUFFICIENT","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0033537",75,0.48,-0.228676778558486,0.36,9.61194029850746,5.13888888888889,0.12,0.106666666666667,0,0.0266666666666667,0.0133333333333334,2.81102985074627,12,"no_huddle",0.120192307692308,75,624,"MODERATE","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0033662",56,0.535714285714286,-0.350285941017189,0.357142857142857,8.8235294117647,3.63333333333333,0.0535714285714286,0.0892857142857143,0,0.0357142857142857,0,2.48570588235294,9,"no_huddle",0.0989399293286219,56,566,"MODERATE","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0033869",40,0.625,0.101678644951359,0.475,11.0512820512821,4.36,0.125,0.025,0,0,0,2.74728205128205,10,"no_huddle",0.10989010989011,40,364,"MODERATE","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0033873",59,0.610169491525424,0.249677777751566,0.457627118644068,6.96551724137931,4.22222222222222,0.101694915254237,0.0169491525423729,0,0,0.0169491525423729,2.72098245614035,24,"no_huddle",0.0241308793456033,59,2445,"MODERATE","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0033936",11,0.818181818181818,-0.0202899790019728,0.545454545454545,4.9,5.11111111111111,0.0909090909090909,0.0909090909090909,0,0,0,2.37,2,"no_huddle",0.154929577464789,11,71,"INSUFFICIENT","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0033949",62,0.516129032258065,-0.40206658889559,0.354838709677419,8.67796610169492,2.59375,0.0483870967741935,0.0483870967741936,0,0.0483870967741936,0,2.85636206896552,16,"no_huddle",0.107081174438687,62,579,"MODERATE","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0033958",3,0.666666666666667,-0.700972620145573,0,7.33333333333333,3.5,0,0,0,0,0,3.98566666666667,2,"no_huddle",0.115384615384615,3,26,"INSUFFICIENT","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0034177",32,0.59375,-0.253524612431647,0.375,4.82758620689655,3.36842105263158,0,0.09375,0,0.03125,0.03125,2.06896551724138,5,"no_huddle",0.220689655172414,32,145,"WEAK","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0034401",23,0.434782608695652,-0.0684557343395274,0.391304347826087,9,4.2,0.217391304347826,0.130434782608696,0,0,0,3.07145,3,"no_huddle",0.114427860696517,23,201,"WEAK","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0034577",11,0.545454545454545,-0.296481584251689,0.454545454545455,7.5,3.16666666666667,0.0909090909090909,0.272727272727273,0,0,0,2.6435,2,"no_huddle",0.127906976744186,11,86,"INSUFFICIENT","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0034771",52,0.673076923076923,-0.00629317479849188,0.519230769230769,6.13725490196078,4.4,0.134615384615385,0.0192307692307692,0,0.0384615384615385,0.0192307692307692,2.48294117647059,9,"no_huddle",0.140540540540541,52,370,"MODERATE","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0034796",79,0.582278481012658,-0.0600299773387176,0.430379746835443,8,6.15217391304348,0.10126582278481,0.0886075949367088,0,0,0.0379746835443038,2.81329577464789,25,"no_huddle",0.0472488038277512,79,1672,"MODERATE","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0034855",210,0.6,-0.125778552237961,0.471428571428571,8.65284974093264,3.82539682539683,0.1,0.0809523809523809,0,0.0380952380952381,0.0333333333333333,2.72404663212435,29,"no_huddle",0.0970873786407767,210,2163,"STRONG","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0034857",213,0.615023474178404,0.00221073955826052,0.47887323943662,7.71287128712871,4.01526717557252,0.0985915492957746,0.0516431924882629,0,0.0140845070422535,0.0234741784037559,2.61191044776119,26,"no_huddle",0.0970387243735763,213,2195,"STRONG","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0034869",125,0.672,0.313179313706918,0.584,9.4453781512605,5.94047619047619,0.208,0.048,0,0.016,0.032,2.78802542372881,21,"no_huddle",0.0968992248062016,125,1290,"STRONG","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0034899",11,0.818181818181818,-0.390285595828159,0.636363636363636,6,5.33333333333333,0.0909090909090909,0.0909090909090909,0,0.0909090909090909,0,3.0362,2,"no_huddle",0.159420289855072,11,69,"INSUFFICIENT","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0034955",26,0.538461538461538,-0.778494986656229,0.346153846153846,7.25,5.5,0.0384615384615385,0.0769230769230769,0,0.0769230769230769,0,2.64583333333333,5,"no_huddle",0.18978102189781,26,137,"WEAK","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0035040",23,0.739130434782609,0.601447449961637,0.608695652173913,7.23809523809524,5.94117647058824,0.173913043478261,0.0869565217391304,0,0,0.0869565217391304,3.03128571428571,2,"no_huddle",0.365079365079365,23,63,"WEAK","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0035100",11,0.545454545454545,-0.746939959209728,0.454545454545455,7,2.5,0.0909090909090909,0.181818181818182,0,0.0909090909090909,0,3.02222222222222,7,"no_huddle",0.027431421446384,11,401,"INSUFFICIENT","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0035228",275,0.669090909090909,0.0616031009358418,0.454545454545455,5.82758620689655,4.9945652173913,0.0981818181818182,0.0509090909090909,0,0.00363636363636363,0.0181818181818182,2.60524137931034,21,"no_huddle",0.190443213296399,275,1444,"STRONG","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0035264",13,0.461538461538462,-0.336247719730286,0.461538461538462,5.91666666666667,3.16666666666667,0,0.076923076923077,0,0.0769230769230769,0,2.40508333333333,5,"no_huddle",0.0797546012269939,13,163,"INSUFFICIENT","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0035282",40,0.525,-0.156536909512211,0.425,7.15384615384615,5.85714285714286,0.125,0.025,0,0,0,2.84358974358974,4,"no_huddle",0.213903743315508,40,187,"MODERATE","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0035289",124,0.645161290322581,0.133228800955227,0.532258064516129,7.77777777777778,3.8625,0.112903225806452,0.0564516129032258,0,0.00806451612903226,0.0241935483870968,2.60294017094017,18,"no_huddle",0.130526315789474,124,950,"STRONG","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
"00-0035704",49,0.571428571428572,-0.103130034041028,0.387755102040816,7.36363636363636,4.85714285714286,0.142857142857143,0.102040816326531,0,0,0.0204081632653061,2.50422222222222,7,"no_huddle",0.176895306859206,49,277,"MODERATE","DESCRIPTIVE_ONLY","ftn","qb_concepts","career"
